name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-01-06-09-14,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,19,1,18,Private,2021-01-06-17-27,4,0,4,5,0,5,2,0,5,2,3,1,0,1
Acharyashree Bhikshu Govt. Hospital,25,0,25,Delhi Government,2021-01-06-11-50,,,,5,0,5,12,0,,,,5,0,5
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-01-06-10-19,,,,,,,6,0,,,,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-11-07-07-40,,,,100,0,100,0,23,,,,100,0,100
AIIMS Main Delhi,22,21,1,Central Government,2021-01-06-16-43,,,,,,,4,7,108,83,25,,,
"AIIMS, Trauma Delhi",103,85,18,Central Government,2021-01-06-16-30,,,,21,20,1,,,,,,21,20,1
"Akash Healthcare, Dwarka",30,18,12,Private,2021-01-06-09-23,18,17,1,20,18,2,0,16,58,0,58,2,1,1
Alshifa Hospital,18,0,18,Private,2021-01-06-17-21,4,0,4,6,0,6,4,0,11,4,7,2,0,2
Ambedkar Nagar hospital,200,15,185,Delhi Government,2021-01-06-17-32,,,,,,,1,0,,,,,,
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-01-06-09-49,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",20,1,19,Private,2021-01-06-09-37,5,0,5,5,0,5,1,23,5,3,2,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-01-06-16-13,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arya Hospital,24,0,24,Private,2021-01-06-10-00,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-01-06-09-59,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-01-06-10-29,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",41,0,41,Private,2021-01-06-06-24,5,0,5,7,0,7,0,23,20,20,0,2,0,2
"B.M. Gupta Hospital, Uttam Nagar",40,5,35,Private,2021-01-06-17-23,2,0,2,3,0,3,0,23,,,,1,0,1
Bara Hindurao Hospital,250,2,248,Central Government,2021-01-06-10-11,,,,14,0,14,2,6,8,5,3,14,0,14
Base Hospital Delhi Cantt,500,128,372,Central Government,2021-01-06-07-35,,,,50,0,50,2,12,,,,50,0,50
Batra Hospital,200,7,193,Private,2021-01-06-10-29,39,0,39,44,0,44,0,23,66,41,25,5,0,5
"Bensups Hospital, Dwarka",30,0,30,Private,2021-01-06-08-56,22,0,22,25,0,25,5,10,,,,3,0,3
BH SALVAS HOSPITAL,22,0,22,Private,2021-01-06-08-56,5,0,5,7,0,7,4,20,5,0,5,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",34,1,33,Private,2021-01-06-16-05,3,0,3,4,0,4,2,17,6,6,0,1,0,1
"Bhagwati Hospital, Rohini",40,3,37,Private,2021-01-06-15-16,7,0,7,8,0,8,0,10,10,10,0,1,0,1
"Bhatia Global Hospital, Paschim Vihar",14,0,14,Private,2021-01-06-17-30,1,0,1,1,0,1,6,12,5,1,4,,,
Bimla Devi Hospital,10,0,10,Private,2021-01-06-08-20,,,,,,,4,0,6,0,6,,,
"BLK Hospital, Pusa Road",186,29,157,Private,2021-01-06-15-30,44,7,37,47,9,38,3,0,80,80,0,3,2,1
"Brahm Shakti Hospital, Budh Vihar",40,1,39,Private,2021-01-06-11-40,4,0,4,5,0,5,2,12,7,5,2,1,0,1
Burari Hospital,400,9,391,Delhi Government,2021-01-06-17-12,70,1,69,100,1,99,7,12,,,,30,0,30
C M PATEL HOSPITAL,3,0,3,Private,2021-01-06-13-13,,,,,,,2,23,,,,,,
"CD Global Hospital, Najafgarh Road",20,0,20,Private,2021-01-06-17-06,5,0,5,6,0,6,3,2,3,0,3,1,0,1
Central Hospital,8,0,8,Private,2021-01-06-15-35,1,0,1,3,0,3,0,3,5,2,3,2,0,2
