name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-12-10-08-57,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,5,0,5,Private,2021-12-11-09-27,1,0,1,1,0,1,2,0,5,2,3,,,
Ace Hospital,6,0,6,Private,2021-06-02-15-13,3,0,3,3,0,3,2,23,1,0,1,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-12-10-09-10,,,,,,,6,0,,,,,,
"AIIMS, Trauma Delhi",11,0,11,Central Government,2021-12-11-05-29,,,,11,0,11,,,,,,11,0,11
"Akash Healthcare, Dwarka",20,0,20,Private,2021-12-11-08-44,5,0,5,7,0,7,0,16,44,31,13,2,0,2
Alshifa Hospital,18,0,18,Private,2021-12-11-10-26,6,0,6,8,0,8,8,0,14,2,12,2,0,2
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-12-11-08-44,40,0,40,50,0,50,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-12-11-09-02,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",10,0,10,Private,2021-12-11-08-25,3,0,3,3,0,3,1,23,5,5,0,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-12-11-09-49,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arya Hospital,24,0,24,Private,2021-12-11-10-09,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-12-10-01-24,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-12-11-05-25,,,,,,,,,,,,,,
"B.M. Gupta Hospital, Uttam Nagar",10,0,10,Private,2021-12-11-08-01,1,0,1,2,0,2,0,23,16,0,16,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,0,20,Private,2021-12-10-10-31,,,,,,,0,7,,,,,,
Bara Hindurao Hospital,250,0,250,Central Government,2021-12-11-09-53,,,,14,0,14,4,12,8,8,0,14,0,14
Base Hospital Delhi Cantt,108,1,107,Central Government,2021-10-14-09-17,,,,12,0,12,2,12,,,,12,0,12
Batra Hospital,50,0,50,Private,2021-12-11-09-14,9,0,9,11,0,11,0,23,99,53,46,2,0,2
"Bensups Hospital, Dwarka",25,0,25,Private,2021-12-11-09-42,7,0,7,10,0,10,5,10,5,0,5,3,0,3
BH SALVAS HOSPITAL,22,1,21,Private,2021-12-11-07-51,5,0,5,7,0,7,4,20,7,0,7,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",9,0,9,Private,2021-12-11-08-52,2,0,2,3,0,3,2,23,7,5,2,1,0,1
"Bhagwan Mahavir Hospital, Madhuban Chowk",5,0,5,Private,2021-03-31-08-54,1,0,1,1,0,1,0,20,10,0,10,,,
"Bhagwati Hospital, Rohini",10,0,10,Private,2021-12-11-09-02,2,0,2,3,0,3,0,10,17,14,3,1,0,1
"Bhatia Global Hospital, Paschim Vihar",14,0,14,Private,2021-12-11-10-03,1,0,1,1,0,1,6,12,5,0,5,,,
Bimla Devi Hospital,10,0,10,Private,2021-12-10-08-25,,,,,,,2,0,7,0,7,,,
"BLK Hospital, Pusa Road",47,0,47,Private,2021-12-11-09-42,9,0,9,12,0,12,1,0,106,97,9,3,0,3
"Brahm Shakti Hospital, Budh Vihar",9,0,9,Private,2021-12-10-10-54,1,0,1,1,0,1,2,0,13,4,9,,,
Burari Hospital,600,0,600,Delhi Government,2021-12-10-11-57,70,0,70,100,0,100,7,12,,,,30,0,30
C M PATEL HOSPITAL,3,0,3,Private,2021-12-10-11-10,,,,,,,2,23,,,,,,
"CD Global Hospital, Najafgarh Road",20,0,20,Private,2021-12-11-14-13,5,0,5,6,0,6,3,2,3,0,3,1,0,1
Central Hospital,4,0,4,Private,2021-12-11-17-14,,,,2,0,2,0,4,6,3,3,2,0,2
"Cygnus Sonia Hospital, Nangloi",7,0,7,Private,2021-12-11-07-58,,,,1,0,1,0,17,18,12,6,1,0,1
Deen Dayal Upadhyay hospital,50,0,50,Delhi Government,2021-12-11-14-05,,,,,,,2,22,61,61,0,,,
Deep Chand Bandhu,50,0,50,Delhi Government,2021-12-10-10-23,,,,,,,3,15,10,7,3,,,
"Delhi Heart & Lung Institute, Pachkuian Road",10,0,10,Private,2021-12-10-10-29,1,0,1,2,0,2,2,9,37,22,15,1,0,1
Delhi multi speciality hospital,2,0,2,Private,2021-12-11-09-20,,,,,,,1,15,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",20,0,20,Private,2021-12-11-08-21,,,,5,0,5,,,21,0,21,5,0,5
"Dharamvir Solanki Hospital, Rohini",21,0,21,Private,2021-12-10-10-17,4,0,4,5,0,5,3,16,5,0,5,1,0,1
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",15,0,15,Private,2021-12-11-09-49,,,,2,0,2,1,20,8,8,0,2,0,2
Dr Baba Saheb Ambedkar Hospital,50,0,50,Delhi Government,2021-12-11-08-09,,,,12,0,12,4,0,19,12,7,12,0,12
Dr Rakesh Multispeciality Hospital,2,0,2,Private,2021-12-11-11-09,,,,1,0,1,1,0,,,,1,0,1
East Delhi Medical Centre Mansarover Park,5,0,5,Private,2021-12-10-11-45,,,,,,,1,20,5,4,1,,,
ESIC Hospital Jhilmil,20,0,20,Central Government,2021-12-11-09-31,5,0,5,5,0,5,10,5,5,5,0,,,
ESIC hospital Okhla,20,0,20,Central Government,2021-12-11-10-20,,,,2,0,2,10,0,10,5,5,2,0,2
"Fortis Escorts Heart Institute, Okhla",31,0,31,Private,2021-12-11-08-41,5,0,5,8,0,8,2,3,16,12,4,3,0,3
"Fortis Hospital, Shalimar Bagh",26,0,26,Private,2021-12-11-11-17,4,0,4,6,0,6,3,23,72,70,2,2,0,2
"Fortis SS Hospital, Vasant Kunj",64,0,64,Private,2021-12-11-09-07,18,0,18,22,0,22,2,23,33,27,6,4,0,4
"Gandhi Nursing Home, Uttam Nagar",6,0,6,Private,2021-12-11-08-49,1,0,1,2,0,2,1,12,15,0,15,1,0,1
"Garg Hospital, Karkardooma",5,0,5,Private,2021-12-10-09-29,,,,,,,7,0,4,4,0,,,
"Goyal Hospital & Urology Centre, Krishna Nagar",20,0,20,Private,2021-12-11-10-43,4,0,4,4,0,4,1,23,10,6,4,,,
"Goyal Hospital, Paschim Vihar",5,0,5,Private,2021-12-11-10-44,,,,,,,0,12,,,,,,
GTB Hospital,450,0,450,Delhi Government,2021-12-11-11-54,,,,50,0,50,4,20,45,45,0,50,0,50
"Gupta Multispecialty Hospital, Vivek Vihar",20,0,20,Private,2021-12-11-09-40,2,0,2,2,0,2,3,23,4,0,4,,,
"HAHC Hospital, Hamdard Nagar",66,0,66,Private,2021-12-11-07-29,4,0,4,6,0,6,1,4,30,21,9,2,0,2
HANDA NURSING HOME,4,0,4,Private,2021-12-11-09-30,,,,,,,1,18,6,4,2,,,
Hardik Hospital,10,0,10,Private,2021-12-11-09-47,4,0,4,4,0,4,1,20,,,,,,
"Holy Family Hospital, Okhla",100,1,99,Private,2021-12-11-09-13,5,1,4,23,1,22,1,0,21,21,0,18,0,18
"Indian spinal injury centre,Vasant Kunj",20,0,20,Private,2021-12-11-00-01,,,,3,0,3,0,16,10,2,8,3,0,3
"Indira Gandhi Hospital, Dwarka",1241,1,1240,Delhi Government,2021-12-11-09-26,85,0,85,330,0,330,3,0,,,,245,0,245
"INDRAPRASTHA APOLLO HOSPITAL, SARITA VIHAR",62,0,62,Private,2021-12-11-10-32,7,0,7,12,0,12,9,0,153,144,9,5,0,5
"Ishan Hospital, Rohini",8,0,8,Private,2021-12-11-09-59,,,,,,,,,4,0,4,,,
"Jain Hospital, Vikas Marg Extn.",2,0,2,Private,2021-12-11-09-09,,,,,,,1,23,4,2,2,,,
"Jaipur Golden Hospital, Rohini",29,0,29,Private,2021-12-11-00-07,10,0,10,11,0,11,0,23,44,44,0,1,0,1
"Jeevan Anmol Hospital, Mayur Vihar Phase-I",10,0,10,Private,2021-12-10-12-42,1,0,1,2,0,2,6,22,,,,1,0,1
"Jeewan Mala Hospital, Rohtak Road",25,0,25,Private,2021-12-11-11-55,5,0,5,5,0,5,0,12,6,6,0,,,
"Jeewan Moti Khera Hospital, Nangloi",2,0,2,Private,2021-12-11-10-33,,,,1,0,1,1,23,1,0,1,1,0,1
"Jeewan Nursing Home, Pusa Road",23,0,23,Private,2021-12-11-07-58,,,,2,0,2,0,23,4,4,0,2,0,2
Jivodaya Hospital,4,0,4,Private,2021-12-11-11-52,,,,,,,1,23,,,,,,
Jyoti Nursing Home,3,0,3,Private,2021-12-11-00-58,,,,,,,1,11,,,,,,
Kailash deepak Hospital,10,0,10,Private,2021-12-11-10-03,,,,10,0,10,79,10,16,9,7,10,0,10
Kalawati Saran Children's Hospital (LHMC),40,0,40,Central Government,2021-12-11-09-58,,,,10,0,10,2,12,35,35,0,10,0,10
"Kalra Hospital, Dwarka",5,0,5,Private,2021-12-11-08-27,,,,,,,5,0,6,6,0,,,
"Kalra Hospital, Kirti Nagar",11,0,11,Private,2021-12-11-17-17,3,0,3,4,0,4,1,12,39,39,0,1,0,1
Khandelwal Hospital And Urology Center,7,0,7,Private,2021-12-11-08-58,2,0,2,2,0,2,0,16,4,0,4,,,
khanna hospital,4,0,4,Private,2021-12-11-08-25,1,0,1,2,0,2,0,10,,,,1,0,1
"Konark Hospital, Nangloi",6,0,6,Private,2021-12-11-11-12,,,,,,,5,23,,,,,,
LHMC,516,8,508,Central Government,2021-12-11-08-59,,,,86,1,85,1,10,27,15,12,86,1,85
Lifeline Hospital,2,0,2,Private,2021-12-11-08-28,,,,,,,5,10,7,0,7,,,
Lok Nayak Hospital,450,1,449,Delhi Government,2021-12-11-10-26,128,1,127,178,1,177,3,0,98,93,5,50,0,50
"Madhukar Rainbow Children Hosp., Malviya Nagar",53,0,53,Private,2021-11-01-14-45,17,0,17,18,0,18,5,12,40,30,10,1,0,1
Maha Durga Charitable Trust Hospital,66,0,66,Private,2021-12-11-12-39,11,0,11,20,0,20,1,10,10,0,10,9,0,9
"Maharaja Agrasen Hospital, Dwarka",12,0,12,Private,2021-12-10-08-40,1,0,1,2,0,2,,,10,10,0,1,0,1
"Maharaja Agrasen Hospital, Punjabi Bagh",30,0,30,Private,2021-12-11-10-14,7,0,7,9,0,9,7,1,54,54,0,2,0,2
Makkar Multispeciality Hospital,4,0,4,Private,2021-12-10-09-26,,,,,,,,,8,2,6,,,
Malik Radix Hospital,6,0,6,Private,2021-12-11-09-25,1,0,1,1,0,1,3,6,12,12,0,,,
"MANIPAL HOSPITAL, DWARKA",20,0,20,Private,2021-12-10-08-36,,,,7,0,7,3,0,38,28,10,7,0,7
