name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-12-24-08-49,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,5,0,5,Private,2021-12-24-17-21,1,0,1,1,0,1,2,0,5,2,3,,,
Acharyashree Bhikshu Govt. Hospital,25,0,25,Delhi Government,2021-12-24-11-00,,,,5,0,5,12,0,,,,5,0,5
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-12-24-08-52,,,,,,,6,0,,,,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-11-07-07-40,,,,100,0,100,0,23,,,,100,0,100
"AIIMS, Trauma Delhi",21,2,19,Central Government,2021-12-24-16-46,,,,21,2,19,,,,,,21,2,19
"Akash Healthcare, Dwarka",20,0,20,Private,2021-12-24-17-42,10,0,10,10,0,10,0,16,58,0,58,,,
All India Institute of Ayurveda,10,0,10, ,2021-12-24-10-08,,,,,,,7,0,,,,,,
Alshifa Hospital,18,0,18,Private,2021-12-24-09-41,4,0,4,6,0,6,8,0,11,4,7,2,0,2
Ambedkar Nagar hospital,135,0,135,Delhi Government,2021-12-25-05-13,,,,,,,1,0,,,,,,
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-12-24-09-22,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",10,0,10,Private,2021-12-24-21-24,,,,,,,1,23,5,2,3,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-12-24-10-41,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arya Hospital,24,0,24,Private,2021-12-24-13-55,8,0,8,10,0,10,,,14,0,14,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-12-24-00-40,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-12-24-12-35,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",50,0,50,Private,2021-12-24-02-39,18,0,18,20,0,20,0,23,20,20,0,2,0,2
"B.M. Gupta Hospital, Uttam Nagar",10,0,10,Private,2021-12-25-05-17,1,0,1,2,0,2,0,23,,,,1,0,1
Balak Ram Hospital,25,0,25,Delhi Government,2021-12-23-08-25,,,,,,,,,,,,,,
Bara Hindurao Hospital,250,3,247,Central Government,2021-12-24-10-14,,,,14,0,14,4,0,8,5,3,14,0,14
Base Hospital Delhi Cantt,500,13,487,Central Government,2021-12-24-07-17,,,,50,0,50,2,12,,,,50,0,50
Batra Hospital,50,14,36,Private,2021-12-24-09-18,3,0,3,8,0,8,0,23,102,40,62,5,0,5
"Bensups Hospital, Dwarka",30,0,30,Private,2021-12-24-09-18,22,0,22,25,0,25,5,10,,,,3,0,3
BH SALVAS HOSPITAL,10,0,10,Private,2021-12-24-10-09,2,0,2,3,0,3,0,20,10,0,10,1,0,1
"Bhagwati Hospital, Rohini",10,0,10,Private,2021-12-24-16-06,1,0,1,2,0,2,0,10,18,12,6,1,0,1
