name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,0,22,Private,2021-09-21-11-00,3,0,3,2,0,2,5,0,5,2,5,,,
AASTHA HOSPITAL,12,0,12,Private,2021-09-21-17-16,1,0,1,1,0,1,2,0,2,,,10,2,8
Ace Hospital,30,0,30,Private,2021-09-21-10-38,4,0,4,,,,4,0,4,,,,,
Acharyashree Bhikshu Govt. Hospital,25,0,25,Delhi Government,2021-09-21-18-42,,,,5,0,5,5,0,5,12,0,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-09-21-08-54,,,,,,,,,,6,0,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-09-21-17-10,,,,100,0,100,100,0,100,0,23,,,
"AIIMS, Trauma Delhi",94,3,91,Central Government,2021-09-21-16-40,,,,32,3,29,32,3,29,,,,,
"Akash Healthcare, Dwarka",60,0,60,Private,2021-09-21-17-20,30,0,30,10,0,10,40,0,40,0,16,28,0,28
All India Institute of Ayurveda,21,0,21, ,2021-09-21-10-38,,,,,,,,,,7,0,,,
Alshifa Hospital,18,0,18,Private,2021-09-21-10-40,4,0,4,2,0,2,6,0,6,13,0,11,2,9
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-09-22-04-35,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-09-21-15-11,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",20,0,20,Private,2021-09-21-19-12,,,,,,,,,,1,23,5,4,1
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-09-21-13-19,4,0,4,,,,4,0,4,1,0,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,,,,7,0,7,,,,,
ARK Hospital,30,0,30,Private,2021-09-21-10-38,5,0,5,,,,5,0,5,0,6,,,
Arya Hospital,24,0,24,Private,2021-09-21-08-58,10,0,10,2,0,2,12,0,12,4,0,14,0,14
Ashray Medical Centre,12,0,12,Private,2021-09-21-11-09,,,,,,,,,,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-09-21-09-11,,,,,,,,,,4,0,,,
Astha Hospital,10,0,10,Private,2021-09-21-10-44,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",50,0,50,Private,2021-09-21-07-14,18,0,18,2,0,2,20,0,20,0,23,20,20,0
"B.M. Gupta Hospital, Uttam Nagar",30,0,30,Private,2021-09-22-01-12,7,0,7,1,0,1,8,0,8,0,23,,,
Balak Ram Hospital,25,0,25,Delhi Government,2021-09-21-08-17,,,,,,,,,,,,,,
Bara Hindurao Hospital,250,1,249,Central Government,2021-09-21-17-53,,,,14,0,14,14,0,14,6,18,8,5,3
Base Hospital Delhi Cantt,500,11,489,Central Government,2021-09-21-07-16,,,,50,4,46,50,4,46,2,12,,,
Batra Hospital,148,0,148,Private,2021-09-21-09-51,3,0,3,5,0,5,8,0,8,0,23,52,50,2
"Bensups Hospital, Dwarka",30,0,30,Private,2021-09-21-05-43,12,0,12,3,0,3,15,0,15,5,10,,,
BH SALVAS HOSPITAL,10,0,10,Private,2021-09-21-13-00,2,0,2,1,0,1,3,0,3,0,20,10,0,10
"Bhagwati Hospital, Rohini",35,0,35,Private,2021-09-21-15-36,13,0,13,2,0,2,15,0,15,0,10,5,5,0
"Bhatia Global Hospital, Paschim Vihar",14,0,14,Private,2021-09-21-17-15,1,0,1,,,,1,0,1,6,12,5,2,3
Bimla Devi Hospital,10,0,10,Private,2021-09-21-08-39,,,,,,,,,,4,0,6,0,6
"BLK Hospital, Pusa Road",140,1,139,Private,2021-09-22-03-30,21,0,21,7,0,7,28,0,28,7,0,90,90,0
"Brahm Shakti Hospital, Budh Vihar",30,0,30,Private,2021-09-21-11-29,5,0,5,1,0,1,6,0,6,2,12,17,9,8
Burari Hospital,300,0,300,Delhi Government,2021-09-21-08-04,70,0,70,30,0,30,100,0,100,7,12,,,
C M PATEL HOSPITAL,15,0,15,Private,2021-09-21-15-13,,,,,,,,,,2,23,,,
Cantonment General Hospital,27,1,26,Central Government,2021-06-12-09-51,,,,,,,,,,7,0,,,
CBR Hospital,20,0,20,Private,2021-09-21-13-08,3,0,3,,,,3,0,3,,,,,
"CD Global Hospital, Najafgarh Road",40,0,40,Private,2021-09-21-17-32,5,0,5,1,0,1,6,0,6,1,19,3,0,3
Central Hospital,16,0,16,Private,2021-09-21-23-54,,,,4,0,4,4,0,4,0,3,4,4,0
Chaudhri Bram Prakash Aurvedic Charak Sansthan,100,0,100,Delhi Government,2021-09-21-11-22,,,,,,,,,,41,0,,,
Coaches Covid Care Centre- Shakurbasti Railway,800,0,800,Central Government,2021-07-08-07-26,,,,,,,,,,,,,,
Covid care and treatment centre Gurdwara Rakab ganj,400,0,400,Delhi Government,2021-07-04-20-56,,,,,,,,,,,,,,
Covid Care and Treatment centre Yamuna sports complex,50,0,50,Delhi Government,2021-09-21-09-28,,,,,,,,,,27,13,,,
"Covid Care Center- Sardar Patel, Chattrpur",596,7,589,Delhi Government,2021-09-21-09-57,,,,,,,,,,2,14,,,
covid care center-Sultanpuri,1200,0,1200,Delhi Government,2021-09-21-09-11,,,,,,,,,,,,,,
Covid Care Center -CWG AKSHARDHAM,50,0,50,Delhi Government,2021-09-21-09-37,,,,,,,,,,5,23,,,
Covid Care Center Narela,50,0,50,Delhi Government,2021-09-21-07-54,,,,,,,,,,,,,,
"Cygnus MLS, Rama Vihar",27,0,27,Private,2021-09-21-17-42,,,,5,0,5,5,0,5,1,8,19,9,10
"Cygnus Sonia Hospital, Nangloi",21,0,21,Private,2021-09-22-01-43,4,0,4,1,0,1,5,0,5,0,17,18,8,10
Deen Dayal Upadhyay hospital,100,4,96,Delhi Government,2021-09-22-04-01,,,,25,4,21,25,4,21,1,4,43,43,0
Deep Chand Bandhu,100,0,100,Delhi Government,2021-09-21-19-41,5,0,5,20,0,20,25,0,25,5,0,10,8,2
Delhi global hospital,3,0,3,Private,2021-09-21-08-17,3,0,3,,,,3,0,3,1,23,4,1,3
"Delhi Heart & Lung Institute, Pachkuian Road",30,0,30,Private,2021-09-21-10-49,3,0,3,2,0,2,5,0,5,3,3,34,19,15
Delhi multi speciality hospital,2,0,2,Private,2021-09-21-09-27,,,,,,,,,,1,15,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",103,0,103,Private,2021-09-21-15-56,13,0,13,5,0,5,18,0,18,1,8,8,8,0
"Dharamvir Solanki Hospital, Rohini",5,0,5,Private,2021-09-21-10-22,4,0,4,1,0,1,5,0,5,0,23,5,1,4
Divine Multispeciality Hospital and Cancer Centre,18,0,18,Private,2021-09-21-11-13,14,0,14,,,,14,0,14,4,22,,,
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",20,0,20,Private,2021-09-21-09-11,,,,2,0,2,2,0,2,1,20,8,8,0
Dr Baba Saheb Ambedkar Hospital,110,10,100,Delhi Government,2021-09-21-08-57,1,0,1,30,10,20,31,10,21,1,7,24,13,11
Dr Rakesh Multispeciality Hospital,15,0,15,Private,2021-09-21-09-30,6,0,6,,,,6,0,6,,,,,
Ekansh Hospital,8,0,8,Private,2021-09-21-12-41,,,,,,,,,,,,,,
ESIC Hospital Jhilmil,18,0,18,Central Government,2021-09-21-11-04,,,,,,,,,,2,11,5,5,0
ESIC hospital Okhla,20,0,20,Central Government,2021-09-21-09-24,,,,2,0,2,2,0,2,6,2,15,7,8
"Fortis Escorts Heart Institute, Okhla",112,1,111,Private,2021-09-21-16-15,55,1,54,5,0,5,60,1,59,2,3,16,14,2
"Fortis Hospital, Shalimar Bagh",78,0,78,Private,2021-09-21-17-31,15,0,15,5,0,5,20,0,20,5,23,48,48,0
"Fortis SS Hospital, Vasant Kunj",48,0,48,Private,2021-09-22-00-57,14,0,14,4,0,4,18,0,18,2,23,37,28,9
Galaxy Hospital,8,0,8,Private,2021-09-21-09-53,2,0,2,,,,2,0,2,5,0,1,0,1
