name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant
AASTHA HOSPITAL,40,40,0,Private,2021-04-23-10-45,8,8,0,2,2,0,2,2,0,10,10,0
Acharyashree Bhikshu Govt. Hospital,108,104,4,Delhi Government,2021-04-23-07-49,13,13,0,,,,,,,13,13,0
AIIMS Jhajjar,590,590,0,Central Government,2021-04-23-08-55,,,,,,,25,25,0,25,25,0
AIIMS Main Delhi,33,33,0,Central Government,2021-04-22-09-02,,,,86,47,39,,,,,,
"AIIMS, Trauma Delhi",266,262,4,Central Government,2021-04-23-05-48,,,,,,,71,70,1,71,70,1
"Akash Healthcare, Dwarka",233,233,0,Private,2021-04-23-13-26,41,41,0,17,17,0,10,10,0,51,51,0
Ambedkar Nagar hospital,280,189,91,Delhi Government,2021-04-23-12-12,20,20,0,,,,,,,20,20,0
"Ansari Hospital, Sagarpur",40,40,0,Private,2021-04-23-06-52,3,3,0,,,,2,2,0,5,5,0
"Apex City Hospital, West Vinod Nagar",28,28,0,Private,2021-04-23-07-39,4,4,0,4,4,0,,,,4,4,0
Ardent Ganpati,41,23,18,Private,2021-04-23-09-48,4,4,0,,,,,,,4,4,0
"Ayushman Hospital, Dwarka",118,118,0,Private,2021-04-23-12-03,27,27,0,,,,3,3,0,30,30,0
"B.M. Gupta Hospital, Uttam Nagar",70,70,0,Private,2021-04-23-07-44,19,19,0,,,,1,1,0,20,20,0
"Bansal Global Hospital, Jahangirpuri",43,43,0,Private,2021-04-23-10-00,9,9,0,1,0,1,1,1,0,10,10,0
"Bansal Hospital & Research Centre, New Friends Colony",40,40,0,Private,2021-04-23-09-59,8,8,0,2,2,0,2,2,0,10,10,0
Bara Hindurao Hospital,250,250,0,Central Government,2021-04-23-12-55,,,,,,,10,10,0,10,10,0
Base Hospital Delhi Cantt,340,336,4,Central Government,2021-04-23-06-58,,,,17,8,9,12,12,0,12,12,0
Batra Hospital,270,270,0,Private,2021-04-23-09-58,28,28,0,12,12,0,10,10,0,38,38,0
"Bensups Hospital, Dwarka",40,30,10,Private,2021-04-23-07-39,12,12,0,,,,3,3,0,15,15,0
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",81,81,0,Private,2021-04-23-07-42,23,23,0,9,9,0,5,5,0,28,28,0
"Bhagwan Mahavir Hospital, Madhuban Chowk",40,40,0,Private,2021-04-23-07-49,10,10,0,,,,1,1,0,11,11,0
