name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-12-10-08-50,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,5,0,5,Private,2021-12-10-17-42,1,0,1,1,0,1,2,0,5,2,3,,,
Acharyashree Bhikshu Govt. Hospital,25,0,25,Delhi Government,2021-12-10-11-15,,,,5,0,5,12,0,,,,5,0,5
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-12-10-08-49,,,,,,,6,0,,,,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-11-07-07-40,,,,100,0,100,0,23,,,,100,0,100
"AIIMS, Trauma Delhi",21,3,18,Central Government,2021-12-10-16-59,,,,21,3,18,,,,,,21,3,18
"Akash Healthcare, Dwarka",20,1,19,Private,2021-12-10-17-29,10,1,9,10,1,9,0,16,58,0,58,,,
All India Institute of Ayurveda,10,0,10, ,2021-12-10-11-35,,,,,,,7,0,,,,,,
Alshifa Hospital,18,0,18,Private,2021-12-10-10-14,4,0,4,6,0,6,10,0,11,5,6,2,0,2
Ambedkar Nagar hospital,135,0,135,Delhi Government,2021-12-11-02-58,,,,,,,1,0,,,,,,
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-12-10-09-16,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",10,0,10,Private,2021-12-10-11-08,,,,,,,1,23,5,2,3,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-12-10-09-54,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
ARK Hospital,30,0,30,Private,2021-10-28-08-45,5,0,5,5,0,5,0,6,,,,,,
Arya Hospital,24,0,24,Private,2021-12-10-09-24,8,0,8,10,0,10,,,14,0,14,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-12-11-00-12,,,,,,,1,23,,,,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-12-10-09-45,,,,,,,4,0,,,,,,
Astha Hospital,10,0,10,Private,2021-12-10-10-07,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",50,0,50,Private,2021-12-11-05-09,18,0,18,20,0,20,0,23,20,20,0,2,0,2
"B.M. Gupta Hospital, Uttam Nagar",10,0,10,Private,2021-12-10-08-24,1,0,1,2,0,2,0,23,,,,1,0,1
Balak Ram Hospital,25,0,25,Delhi Government,2021-12-10-12-09,,,,,,,,,,,,,,
Bara Hindurao Hospital,250,0,250,Central Government,2021-12-10-12-29,,,,14,0,14,2,0,8,5,3,14,0,14
Base Hospital Delhi Cantt,500,12,488,Central Government,2021-12-10-08-41,,,,50,0,50,2,12,,,,50,0,50
Batra Hospital,50,0,50,Private,2021-12-10-09-37,,,,5,0,5,0,23,60,38,22,5,0,5
"Bensups Hospital, Dwarka",30,0,30,Private,2021-12-11-00-19,22,0,22,25,0,25,5,10,,,,3,0,3
BH SALVAS HOSPITAL,10,0,10,Private,2021-12-10-08-57,2,0,2,3,0,3,0,20,10,0,10,1,0,1
"Bhagwati Hospital, Rohini",10,0,10,Private,2021-12-10-08-43,1,0,1,2,0,2,0,10,18,13,5,1,0,1
"Bhatia Global Hospital, Paschim Vihar",14,0,14,Private,2021-12-10-17-15,1,0,1,1,0,1,6,12,5,4,1,,,
Bimla Devi Hospital,10,0,10,Private,2021-12-10-07-15,,,,,,,4,0,6,0,6,,,
"BLK Hospital, Pusa Road",44,5,39,Private,2021-12-11-03-31,6,2,4,9,2,7,5,0,90,90,0,3,0,3
"Brahm Shakti Hospital, Budh Vihar",10,0,10,Private,2021-12-09-09-56,,,,1,0,1,2,12,19,7,12,1,0,1
Burari Hospital,200,0,200,Delhi Government,2021-12-10-09-00,40,0,40,70,0,70,7,12,30,0,30,30,0,30
C M PATEL HOSPITAL,3,0,3,Private,2021-12-10-07-46,,,,,,,2,23,,,,,,
Cantonment General Hospital,27,1,26,Central Government,2021-06-12-09-51,,,,,,,7,0,,,,,,
CBR Hospital,20,0,20,Private,2021-12-10-12-20,3,0,3,3,0,3,,,,,,,,
"CD Global Hospital, Najafgarh Road",20,0,20,Private,2021-12-10-14-19,5,0,5,6,0,6,3,2,3,0,3,1,0,1
Central Hospital,4,0,4,Private,2021-12-10-15-23,,,,2,0,2,0,3,6,4,2,2,0,2
Chaudhri Bram Prakash Aurvedic Charak Sansthan,100,0,100,Delhi Government,2021-12-10-11-45,,,,,,,41,0,,,,,,
Coaches Covid Care Centre- Shakurbasti Railway,800,0,800,Central Government,2021-07-08-07-26,,,,,,,,,,,,,,
Covid care and treatment centre Gurdwara Rakab ganj,400,0,400,Delhi Government,2021-07-04-20-56,,,,,,,,,,,,,,
Covid Care and Treatment centre Yamuna sports complex,50,0,50,Delhi Government,2021-12-10-09-41,,,,,,,27,13,,,,,,
"Covid Care Center- Sardar Patel, Chattrpur",596,0,596,Delhi Government,2021-12-10-09-39,,,,,,,2,13,,,,,,
covid care center-Sultanpuri,1200,0,1200,Delhi Government,2021-11-02-11-34,,,,,,,,,,,,,,
Covid Care Center -CWG AKSHARDHAM,50,0,50,Delhi Government,2021-12-10-09-34,,,,,,,5,23,,,,,,
Covid Care Center Narela,50,0,50,Delhi Government,2021-12-10-08-16,,,,,,,,,,,,,,
"Cygnus MLS, Rama Vihar",9,0,9,Private,2021-12-10-17-11,,,,1,0,1,2,0,23,6,17,1,0,1
"Cygnus Sonia Hospital, Nangloi",7,0,7,Private,2021-12-10-18-15,5,0,5,6,0,6,0,17,18,8,10,1,0,1
Deen Dayal Upadhyay hospital,100,0,100,Delhi Government,2021-12-11-04-01,,,,25,0,25,0,10,43,43,0,25,0,25
Deep Chand Bandhu,100,0,100,Delhi Government,2021-12-10-14-05,,,,25,0,25,4,15,10,4,6,25,0,25
Delhi global hospital,3,0,3,Private,2021-12-10-08-12,3,0,3,3,0,3,1,23,4,1,3,,,
"Delhi Heart & Lung Institute, Pachkuian Road",30,0,30,Private,2021-12-10-10-49,3,0,3,5,0,5,1,11,34,20,14,2,0,2
Delhi multi speciality hospital,2,0,2,Private,2021-12-10-08-32,,,,,,,1,15,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",35,1,34,Private,2021-12-10-16-14,13,0,13,18,0,18,1,8,8,8,0,5,0,5
"Dharamvir Solanki Hospital, Rohini",5,0,5,Private,2021-12-10-11-55,4,0,4,5,0,5,0,23,5,0,5,1,0,1
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",20,0,20,Private,2021-12-10-09-42,,,,2,0,2,1,20,8,8,0,2,0,2
Dr Baba Saheb Ambedkar Hospital,100,0,100,Delhi Government,2021-12-10-14-36,,,,25,0,25,4,0,24,21,3,25,0,25
Dr Rakesh Multispeciality Hospital,2,0,2,Private,2021-12-10-09-39,1,0,1,1,0,1,,,,,,,,
ESIC Hospital Jhilmil,18,0,18,Central Government,2021-12-10-11-46,,,,,,,3,8,5,5,0,,,
ESIC hospital Okhla,20,0,20,Central Government,2021-12-10-11-06,,,,2,0,2,5,18,15,4,11,2,0,2
"Fortis Escorts Heart Institute, Okhla",31,0,31,Private,2021-12-10-16-17,5,0,5,8,0,8,2,3,16,13,3,3,0,3
"Fortis Hospital, Shalimar Bagh",26,0,26,Private,2021-12-10-09-54,4,0,4,6,0,6,2,23,52,50,2,2,0,2
"Fortis SS Hospital, Vasant Kunj",18,0,18,Private,2021-12-10-23-12,9,0,9,11,0,11,2,23,37,25,12,2,0,2
Galaxy Hospital,8,0,8,Private,2021-12-10-08-41,2,0,2,2,0,2,5,0,1,0,1,,,
"Gandhi Nursing Home, Uttam Nagar",25,0,25,Private,2021-12-10-09-04,,,,,,,1,12,15,15,0,,,
"Garg Hospital, Karkardooma",5,0,5,Private,2021-12-10-19-34,,,,,,,7,0,,,,,,
GNS Multispeciality Hospital,6,0,6,Private,2021-07-29-13-47,,,,,,,,,,,,,,
"Goyal Hospital & Urology Centre, Krishna Nagar",8,0,8,Private,2021-12-10-11-09,1,0,1,2,0,2,1,23,10,6,4,1,0,1
"Goyal Hospital, Paschim Vihar",3,0,3,Private,2021-12-10-17-40,,,,,,,0,12,7,1,6,,,
GTB Hospital,600,1,599,Delhi Government,2021-12-11-02-30,410,0,410,550,1,549,4,6,8,3,5,140,1,139
Gupta Multispecialty Hospital,14,0,14,Private,2021-12-10-10-56,,,,,,,2,0,4,0,4,,,
"Gupta Multispecialty Hospital, Vivek Vihar",5,0,5,Private,2021-12-10-09-56,1,0,1,1,0,1,3,23,5,0,5,,,
