name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-04-14-08-45,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,5,0,5,Private,2021-04-17-12-11,,,,1,0,1,2,0,5,2,3,1,0,1
Ace Hospital,6,0,6,Private,2021-03-30-15-04,3,0,3,3,0,3,2,23,1,0,1,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-04-17-08-10,,,,,,,6,0,,,,,,
AIIMS Main Delhi,11,2,9,Central Government,2021-04-17-17-21,,,,,,,3,6,108,84,24,,,
"AIIMS, Trauma Delhi",21,0,21,Central Government,2021-04-17-05-44,,,,21,0,21,,,,,,21,0,21
"Akash Healthcare, Dwarka",20,0,20,Private,2021-04-17-08-36,3,0,3,5,0,5,0,16,44,31,13,2,0,2
Alshifa Hospital,18,0,18,Private,2021-04-17-09-41,3,0,3,5,0,5,3,0,11,4,7,2,0,2
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-04-17-16-33,40,0,40,50,0,50,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-04-16-11-16,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",10,0,10,Private,2021-04-17-10-45,3,0,3,3,0,3,1,23,5,3,2,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-04-17-09-24,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arya Hospital,24,0,24,Private,2021-04-17-10-59,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-04-17-15-01,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-04-16-11-09,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",11,0,11,Private,2021-04-17-00-41,2,0,2,3,0,3,0,18,20,20,0,1,0,1
"B.M. Gupta Hospital, Uttam Nagar",10,0,10,Private,2021-04-17-15-57,1,0,1,2,0,2,0,23,16,0,16,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,0,20,Private,2021-04-17-11-23,,,,,,,0,7,,,,,,
"Bansal Hospital & Research Centre, New Friends Colony",20,0,20,Private,2021-04-17-07-35,4,0,4,4,0,4,1,0,6,4,2,,,
Bara Hindurao Hospital,250,0,250,Central Government,2021-04-17-11-21,,,,14,0,14,3,0,8,6,2,14,0,14
Base Hospital Delhi Cantt,500,0,500,Central Government,2021-04-17-06-50,,,,50,0,50,2,12,,,,50,0,50
Batra Hospital,50,3,47,Private,2021-04-17-10-45,9,0,9,11,0,11,0,23,99,42,57,2,0,2
"Bensups Hospital, Dwarka",25,0,25,Private,2021-04-17-11-14,7,0,7,10,0,10,5,10,5,0,5,3,0,3
BH SALVAS HOSPITAL,22,1,21,Private,2021-04-16-08-22,5,0,5,7,0,7,4,20,7,0,7,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",34,0,34,Private,2021-04-17-08-02,6,0,6,7,0,7,2,23,3,3,0,1,0,1
"Bhagwan Mahavir Hospital, Madhuban Chowk",5,0,5,Private,2021-03-31-08-54,1,0,1,1,0,1,0,20,10,0,10,,,
"Bhagwati Hospital, Rohini",10,0,10,Private,2021-04-17-10-14,2,0,2,3,0,3,0,10,17,12,5,1,0,1
"Bhatia Global Hospital, Paschim Vihar",14,1,13,Private,2021-04-17-14-50,1,0,1,1,0,1,6,12,5,3,2,,,
Bimla Devi Hospital,10,0,10,Private,2021-04-17-07-40,,,,,,,4,0,7,1,6,,,
"BLK Hospital, Pusa Road",47,1,46,Private,2021-04-17-16-47,9,0,9,12,1,11,3,0,106,106,0,3,1,2
"Brahm Shakti Hospital, Budh Vihar",40,0,40,Private,2021-04-16-10-11,4,0,4,5,0,5,2,12,7,4,3,1,0,1
Burari Hospital,600,0,600,Delhi Government,2021-04-17-10-57,70,0,70,100,0,100,7,12,,,,30,0,30
C M PATEL HOSPITAL,3,0,3,Private,2021-04-17-00-40,,,,,,,2,23,,,,,,
"CD Global Hospital, Najafgarh Road",20,0,20,Private,2021-04-17-13-48,5,0,5,6,0,6,3,2,3,0,3,1,0,1
Central Hospital,4,0,4,Private,2021-04-17-17-26,,,,2,0,2,0,3,6,5,1,2,0,2
"Cygnus MLS, Rama Vihar",9,0,9,Private,2021-04-17-07-45,1,0,1,1,0,1,75,0,15,4,11,,,
"Cygnus Sonia Hospital, Nangloi",7,0,7,Private,2021-04-17-05-02,,,,1,0,1,0,17,18,17,1,1,0,1
Deen Dayal Upadhyay hospital,50,0,50,Delhi Government,2021-04-17-16-01,,,,,,,6,12,43,43,0,,,
Deep Chand Bandhu,50,0,50,Delhi Government,2021-04-17-08-43,,,,,,,3,15,10,6,4,,,
Delhi global hospital,3,0,3,Private,2021-04-17-14-08,3,0,3,3,0,3,1,23,4,1,3,,,
"Delhi Heart & Lung Institute, Pachkuian Road",10,1,9,Private,2021-04-17-12-48,1,0,1,2,0,2,5,6,37,19,18,1,0,1
Delhi multi speciality hospital,2,0,2,Private,2021-04-17-08-43,,,,,,,1,15,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",20,0,20,Private,2021-04-17-10-15,,,,5,0,5,1,8,21,20,1,5,0,5
"Dharamvir Solanki Hospital, Rohini",21,0,21,Private,2021-04-17-07-59,4,0,4,5,0,5,3,16,5,0,5,1,0,1
Divine Multispeciality Hospital and Cancer Centre,10,0,10,Private,2021-04-13-09-16,,,,,,,,,,,,,,
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",22,0,22,Private,2021-04-17-08-13,,,,2,0,2,1,20,8,8,0,2,0,2
Dr Baba Saheb Ambedkar Hospital,50,1,49,Delhi Government,2021-04-17-09-44,,,,6,1,5,4,0,24,16,8,6,1,5
Dr Rakesh Multispeciality Hospital,2,0,2,Private,2021-04-16-09-45,,,,1,0,1,1,0,,,,1,0,1
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",20,0,20,Private,2021-04-17-12-04,,,,,,,1,11,,,,,,
East Delhi Medical Centre Mansarover Park,5,0,5,Private,2021-04-16-11-00,1,0,1,1,0,1,2,20,5,3,2,,,
ESIC Hospital Jhilmil,20,0,20,Central Government,2021-04-17-10-15,5,0,5,5,0,5,24,0,5,5,0,,,
