name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-01-17-10-08,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,19,1,18,Private,2021-01-17-17-25,4,0,4,5,0,5,2,0,5,2,3,1,0,1
Acharyashree Bhikshu Govt. Hospital,150,1,149,Delhi Government,2021-01-17-09-09,,,,30,0,30,12,0,,,,30,0,30
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-01-17-09-29,,,,,,,6,0,,,,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-11-07-07-40,,,,100,0,100,0,23,,,,100,0,100
AIIMS Main Delhi,129,49,80,Central Government,2021-01-17-16-41,,,,44,15,29,3,4,93,73,20,44,15,29
"AIIMS, Trauma Delhi",177,165,12,Central Government,2021-01-17-16-43,,,,41,36,5,,,,,,41,36,5
"Akash Healthcare, Dwarka",79,36,43,Private,2021-01-17-17-04,21,5,16,24,8,16,0,16,44,33,11,3,3,0
Alshifa Hospital,18,5,13,Private,2021-01-17-11-03,4,0,4,6,1,5,3,0,11,2,9,2,1,1
Ambedkar Nagar hospital,300,12,288,Delhi Government,2021-01-17-16-12,40,0,40,50,0,50,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-01-17-09-13,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",20,5,15,Private,2021-01-17-07-08,5,0,5,5,0,5,1,23,5,2,3,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-01-17-09-40,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arogya Hospital,3,3,0,Private,2021-01-17-11-28,,,,,,,0,21,4,0,4,,,
Arya Hospital,24,0,24,Private,2021-01-17-12-33,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-01-17-13-05,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-01-17-10-35,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",41,22,19,Private,2021-01-17-01-10,8,2,6,10,3,7,0,18,20,15,5,2,1,1
"B.M. Gupta Hospital, Uttam Nagar",40,3,37,Private,2021-01-17-15-07,2,0,2,3,0,3,0,23,,,,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,3,17,Private,2021-01-17-10-59,,,,,,,0,7,,,,,,
"Bansal Hospital & Research Centre, New Friends Colony",20,0,20,Private,2021-01-17-07-27,4,0,4,4,0,4,1,0,6,4,2,,,
Bara Hindurao Hospital,250,29,221,Central Government,2021-01-17-11-39,,,,14,0,14,5,6,8,5,3,14,0,14
Base Hospital Delhi Cantt,500,199,301,Central Government,2021-01-17-07-25,,,,50,9,41,2,12,,,,50,9,41
Batra Hospital,200,34,166,Private,2021-01-17-10-37,39,10,29,44,11,33,0,23,66,43,23,5,1,4
