name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-07-09-10-16,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,5,0,5,Private,2021-07-10-08-34,1,0,1,1,0,1,2,0,5,2,3,,,
Ace Hospital,6,0,6,Private,2021-06-02-15-13,3,0,3,3,0,3,2,23,1,0,1,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-07-10-11-25,,,,,,,6,0,,,,,,
AIIMS Main Delhi,33,10,23,Central Government,2021-07-10-10-28,,,,,,,4,8,108,82,26,,,
"AIIMS, Trauma Delhi",21,0,21,Central Government,2021-07-10-05-41,,,,21,0,21,,,,,,21,0,21
"Akash Healthcare, Dwarka",20,4,16,Private,2021-07-10-07-21,8,0,8,10,0,10,0,16,44,31,13,2,0,2
Alshifa Hospital,18,0,18,Private,2021-07-10-09-21,3,0,3,5,0,5,11,0,11,0,11,2,0,2
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-07-11-01-27,40,0,40,50,0,50,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-07-10-08-06,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",10,0,10,Private,2021-07-10-07-38,3,0,3,3,0,3,1,23,5,3,2,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-07-09-09-49,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arya Hospital,24,0,24,Private,2021-07-10-10-41,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-07-09-13-02,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-07-09-10-50,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",11,0,11,Private,2021-07-11-00-44,2,0,2,3,0,3,0,18,20,20,0,1,0,1
"B.M. Gupta Hospital, Uttam Nagar",10,0,10,Private,2021-07-11-04-18,1,0,1,2,0,2,0,23,16,0,16,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,0,20,Private,2021-07-09-11-07,,,,,,,0,7,,,,,,
Bara Hindurao Hospital,250,0,250,Central Government,2021-07-10-09-39,,,,14,0,14,5,12,8,6,2,14,0,14
Base Hospital Delhi Cantt,500,5,495,Central Government,2021-07-10-09-08,,,,50,0,50,2,12,,,,50,0,50
Batra Hospital,50,1,49,Private,2021-07-10-10-44,9,1,8,11,1,10,0,23,99,43,56,2,0,2
"Bensups Hospital, Dwarka",25,0,25,Private,2021-07-10-08-12,7,0,7,10,0,10,5,10,5,0,5,3,0,3
BH SALVAS HOSPITAL,22,1,21,Private,2021-07-10-20-49,5,0,5,7,0,7,4,20,7,0,7,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",9,0,9,Private,2021-07-10-07-26,2,0,2,3,0,3,2,23,7,3,4,1,0,1
"Bhagwan Mahavir Hospital, Madhuban Chowk",5,0,5,Private,2021-03-31-08-54,1,0,1,1,0,1,0,20,10,0,10,,,
"Bhagwati Hospital, Rohini",10,1,9,Private,2021-07-10-10-01,2,0,2,3,0,3,0,10,17,12,5,1,0,1
"Bhatia Global Hospital, Paschim Vihar",14,0,14,Private,2021-07-10-09-45,,,,,,,6,12,5,1,4,,,
Bimla Devi Hospital,10,0,10,Private,2021-07-08-10-49,,,,,,,2,0,7,0,7,,,
"BLK Hospital, Pusa Road",47,2,45,Private,2021-07-11-03-41,9,1,8,12,1,11,1,0,106,106,0,3,0,3
"Brahm Shakti Hospital, Budh Vihar",35,0,35,Private,2021-06-14-10-50,,,,,,,2,12,,,,,,
Burari Hospital,600,4,596,Delhi Government,2021-07-10-11-31,70,0,70,100,0,100,7,12,,,,30,0,30
C M PATEL HOSPITAL,3,0,3,Private,2021-07-09-11-37,,,,,,,2,23,,,,,,
"CD Global Hospital, Najafgarh Road",20,0,20,Private,2021-07-10-14-04,5,0,5,6,0,6,3,2,3,0,3,1,0,1
Central Hospital,4,0,4,Private,2021-07-11-01-33,,,,2,0,2,0,4,6,6,0,2,0,2
"Cygnus MLS, Rama Vihar",9,0,9,Private,2021-07-10-10-26,1,0,1,1,0,1,75,0,15,7,8,,,
"Cygnus Sonia Hospital, Nangloi",7,0,7,Private,2021-07-10-12-02,,,,1,0,1,0,17,18,13,5,1,0,1
Deen Dayal Upadhyay hospital,50,0,50,Delhi Government,2021-07-10-14-40,,,,,,,4,20,61,61,0,,,
Deep Chand Bandhu,50,3,47,Delhi Government,2021-07-10-08-56,,,,,,,3,15,10,7,3,,,
Delhi global hospital,3,0,3,Private,2021-07-10-09-47,3,0,3,3,0,3,1,23,4,1,3,,,
"Delhi Heart & Lung Institute, Pachkuian Road",10,0,10,Private,2021-07-09-10-28,1,0,1,2,0,2,1,20,37,25,12,1,0,1
Delhi multi speciality hospital,2,0,2,Private,2021-07-10-08-59,,,,,,,1,15,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",20,1,19,Private,2021-07-10-15-54,,,,5,0,5,1,8,21,20,1,5,0,5
"Dharamvir Solanki Hospital, Rohini",21,0,21,Private,2021-07-09-11-33,4,0,4,5,0,5,3,16,5,0,5,1,0,1
Divine Multispeciality Hospital and Cancer Centre,10,0,10,Private,2021-07-10-09-21,,,,,,,,,,,,,,
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",15,0,15,Private,2021-07-09-08-45,,,,2,0,2,1,20,8,8,0,2,0,2
Dr Baba Saheb Ambedkar Hospital,50,0,50,Delhi Government,2021-07-10-10-44,,,,6,0,6,4,0,19,14,5,6,0,6
Dr Rakesh Multispeciality Hospital,2,0,2,Private,2021-07-10-08-09,,,,1,0,1,1,0,,,,1,0,1
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",20,0,20,Private,2021-07-10-10-55,,,,,,,0,14,,,,,,
East Delhi Medical Centre Mansarover Park,5,0,5,Private,2021-07-10-12-41,,,,,,,1,20,5,2,3,,,
ESIC Hospital Jhilmil,20,0,20,Central Government,2021-07-10-11-58,5,0,5,5,0,5,14,3,5,5,0,,,
ESIC hospital Okhla,22,0,22,Central Government,2021-07-10-09-35,,,,2,0,2,14,0,15,2,13,2,0,2
"Fortis Escorts Heart Institute, Okhla",31,2,29,Private,2021-07-10-08-45,4,1,3,7,1,6,2,3,16,13,3,3,0,3
"Fortis Hospital, Shalimar Bagh",26,4,22,Private,2021-07-10-10-08,4,1,3,6,1,5,3,23,72,62,10,2,0,2
"Fortis SS Hospital, Vasant Kunj",64,1,63,Private,2021-07-10-23-12,18,1,17,22,1,21,2,23,33,31,2,4,0,4
"Gandhi Nursing Home, Uttam Nagar",6,0,6,Private,2021-07-10-08-27,1,0,1,2,0,2,1,12,15,0,15,1,0,1
"Garg Hospital, Karkardooma",5,0,5,Private,2021-07-10-10-09,,,,,,,7,0,4,3,1,,,
"Goyal Hospital & Urology Centre, Krishna Nagar",20,0,20,Private,2021-07-10-10-33,4,0,4,4,0,4,1,23,10,3,7,,,
"Goyal Hospital, Paschim Vihar",5,0,5,Private,2021-07-10-18-47,,,,,,,0,12,,,,,,
GTB Hospital,450,4,446,Delhi Government,2021-07-10-12-07,,,,50,2,48,4,19,45,26,19,50,2,48
Gupta Multispecialty Hospital,14,0,14,Private,2021-07-10-06-31,,,,,,,2,0,4,0,4,,,
"Gupta Multispecialty Hospital, Vivek Vihar",20,0,20,Private,2021-07-10-11-00,2,0,2,2,0,2,3,23,4,0,4,,,
"HAHC Hospital, Hamdard Nagar",66,0,66,Private,2021-07-10-06-39,4,0,4,6,0,6,1,4,29,11,18,2,0,2
HANDA NURSING HOME,4,0,4,Private,2021-07-10-11-23,,,,,,,1,18,6,4,2,,,
Hardik Hospital,10,0,10,Private,2021-07-10-07-40,4,0,4,4,0,4,1,20,,,,,,
"Holy Family Hospital, Okhla",100,3,97,Private,2021-07-10-09-19,5,1,4,23,2,21,1,0,21,21,0,18,1,17
"IBS Hospital, Lajpat Nagar",5,0,5,Private,2021-07-10-08-24,,,,1,0,1,0,6,9,5,4,1,0,1
"Indian spinal injury centre,Vasant Kunj",20,3,17,Private,2021-07-11-00-03,,,,3,0,3,0,14,10,5,5,3,0,3
"Indira Gandhi Hospital, Dwarka",1241,1,1240,Delhi Government,2021-07-09-09-43,85,0,85,330,0,330,3,0,,,,245,0,245
"INDRAPRASTHA APOLLO HOSPITAL, SARITA VIHAR",62,3,59,Private,2021-07-10-09-56,7,1,6,12,1,11,9,0,153,143,10,5,0,5
"Irene Hospital, Kalkaji",14,0,14,Private,2021-07-09-09-20,2,0,2,3,0,3,1,0,4,0,4,1,0,1
"Ishan Hospital, Rohini",8,0,8,Private,2021-07-10-09-59,,,,,,,,,4,0,4,,,
"Jaipur Golden Hospital, Rohini",24,4,20,Private,2021-07-10-00-16,5,4,1,6,4,2,0,23,44,44,0,1,0,1
Janakpuri Super Speciality Hospital Society,90,0,90,Delhi Government,2021-07-10-10-24,40,0,40,40,0,40,5,0,20,16,4,,,
"Jeevan Anmol Hospital, Mayur Vihar Phase-I",40,0,40,Private,2021-07-10-10-58,1,0,1,2,0,2,12,23,,,,1,0,1
"Jeewan Mala Hospital, Rohtak Road",25,0,25,Private,2021-07-10-10-51,5,0,5,5,0,5,0,12,6,6,0,,,
"Jeewan Moti Khera Hospital, Nangloi",5,0,5,Private,2021-07-09-10-59,,,,1,0,1,1,23,4,1,3,1,0,1
"Jeewan Nursing Home, Pusa Road",23,0,23,Private,2021-07-11-00-45,,,,2,0,2,0,23,4,4,0,2,0,2
Jivodaya Hospital,4,0,4,Private,2021-07-10-12-31,,,,,,,1,23,,,,,,
Jyoti Nursing Home,3,0,3,Private,2021-07-11-00-25,,,,,,,1,11,,,,,,
Kalawati Saran Children's Hospital (LHMC),40,2,38,Central Government,2021-07-10-10-12,,,,5,2,3,3,12,35,33,2,5,2,3
"Kalra Hospital, Dwarka",5,0,5,Private,2021-07-11-00-18,,,,,,,5,0,6,6,0,,,
"Kalra Hospital, Kirti Nagar",11,0,11,Private,2021-07-10-17-34,3,0,3,4,0,4,1,12,39,39,0,1,0,1
Kalyani Hospital,20,0,20,Private,2021-07-10-11-01,12,0,12,13,0,13,60,0,,,,1,0,1
KAPOOR MEDICAL CENTRE,5,0,5,Private,2021-07-10-10-08,,,,,,,0,6,,,,,,
Khandelwal Hospital And Urology Center,7,0,7,Private,2021-07-10-10-26,2,0,2,2,0,2,0,16,4,0,4,,,
khanna hospital,4,0,4,Private,2021-07-09-08-52,1,0,1,2,0,2,0,10,,,,1,0,1
"Konark Hospital, Nangloi",6,0,6,Private,2021-07-10-17-16,,,,,,,5,23,,,,,,
"Kosmos Super Specialty Hospital, Vikas Marg Extn.",5,0,5,Private,2021-07-10-16-48,,,,,,,0,18,8,3,5,,,
"Kukreja Hospital and Heart Centre, Rajouri Garden",12,0,12,Private,2021-07-09-09-18,,,,,,,0,23,32,13,19,,,
"Kukreja Hospital, Mayur Vihar",5,0,5,Private,2021-07-10-12-11,2,0,2,2,0,2,7,10,,,,,,
"Lalita Hospital, Begumpur",10,0,10,Private,2021-07-09-09-42,4,0,4,5,0,5,,,,,,1,0,1
LHMC,516,8,508,Central Government,2021-07-10-13-30,,,,86,2,84,1,10,27,16,11,86,2,84
Lifeline Hospital,2,0,2,Private,2021-07-09-10-50,1,0,1,1,0,1,6,6,6,0,6,,,
Lok Nayak Hospital,450,12,438,Delhi Government,2021-07-10-10-43,128,12,116,178,12,166,3,0,98,93,5,50,0,50
Maa Bharti Hospital,2,0,2,Private,2021-07-10-07-41,,,,,,,2,4,,,,,,
"Madhukar Rainbow Children Hosp., Malviya Nagar",53,0,53,Private,2021-07-08-09-54,17,0,17,18,0,18,5,12,40,30,10,1,0,1
Maha Durga Charitable Trust Hospital,66,0,66,Private,2021-07-10-08-48,11,0,11,20,0,20,1,10,10,1,9,9,0,9
"Maharaja Agarsain Multispecialty Hospital, Narela",40,0,40,Private,2021-07-10-09-04,3,0,3,4,0,4,4,3,,,,1,0,1
"Maharaja Agrasen Hospital, Dwarka",12,1,11,Private,2021-07-09-10-00,1,0,1,2,0,2,,,11,11,0,1,0,1
"Maharaja Agrasen Hospital, Punjabi Bagh",30,3,27,Private,2021-07-11-03-46,7,1,6,9,1,8,12,6,54,54,0,2,0,2
Makkar Multispeciality Hospital,16,0,16,Private,2021-07-09-09-56,8,0,8,8,0,8,,,8,2,6,,,
Malik Radix Hospital,6,0,6,Private,2021-07-10-18-56,1,0,1,1,0,1,3,6,12,12,0,,,
"MANIPAL HOSPITAL, DWARKA",20,3,17,Private,2021-07-09-09-04,,,,7,0,7,3,0,38,28,10,7,0,7
"Mansaram Hospital, Nangloi",21,0,21,Private,2021-07-10-09-43,4,0,4,5,0,5,1,7,,,,1,0,1
"Mata Chanan Devi Hospital, Janakpuri",21,4,17,Private,2021-07-10-20-32,7,4,3,8,4,4,6,9,47,25,22,1,0,1
"Mata Roop Rani Maggo Hospital, Uttam Nagar",23,1,22,Private,2021-07-09-10-10,4,0,4,4,0,4,0,4,6,6,0,,,
Max East/West Block,180,0,180,Private,2021-07-10-10-35,27,0,27,32,0,32,0,21,60,58,2,5,0,5
"Max Smart Gujarmal Modi hospital ,Saket",25,2,23,Private,2021-07-11-02-01,,,,5,0,5,4,11,45,27,18,5,0,5
"MAX SS HOSPITAL, PATPARGANJ",40,0,40,Private,2021-07-09-11-25,3,0,3,5,0,5,3,1,126,126,0,2,0,2
"Max SS Hospital, Shalimar Bagh",28,1,27,Private,2021-07-09-09-41,6,0,6,8,0,8,3,5,82,82,0,2,0,2
"Medeor Hospital, Dwarka",45,0,45,Private,2021-07-10-10-46,4,0,4,8,0,8,,,,,,4,0,4
"Medeor Hospital, Qutab Instl. Area",44,1,43,Private,2021-07-11-00-38,18,0,18,20,0,20,0,23,8,2,6,2,0,2
"Medstar Hospital, Paschim Vihar",26,0,26,Private,2021-07-10-08-30,14,0,14,14,0,14,2,20,,,,,,
"Metro Hospital, Preet Vihar",16,0,16,Private,2021-07-09-17-58,4,0,4,6,0,6,0,20,25,17,8,2,0,2
"MGS Hospital, Punjabi Bagh",10,6,4,Private,2021-07-10-19-46,,,,1,0,1,24,0,24,0,24,1,0,1
"Mool Chand Khairati Ram Hospital, Lajpat Nagar",29,6,23,Private,2021-07-09-10-07,,,,3,1,2,3,23,30,15,15,3,1,2
"National Heart Institute, East of Kailash",30,1,29,Private,2021-07-10-10-07,13,0,13,15,0,15,1,0,11,11,0,2,0,2
National Institute of TB and Respiratory Diseases (LRS TB),15,0,15,Central Government,2021-07-10-07-51,,,,,,,5,0,6,3,3,,,
"Navjeevan Hospital, Pitampura",3,0,3,Private,2021-07-10-11-15,,,,,,,2,10,7,7,0,,,
Newlife Multispeciality Hospital,20,0,20,Private,2021-07-09-10-30,4,0,4,4,0,4,,,,,,,,
Nidaan Hospital,20,0,20,Private,2021-04-07-12-35,5,0,5,7,0,7,,,,,,2,0,2
Nijhara Hospital,7,0,7,Private,2021-07-10-06-53,,,,,,,1,23,,,,,,
Nirmal Hospital,20,0,20,Private,2021-07-10-09-21,,,,,,,0,20,,,,,,
Nirmala Hospital,19,0,19,Private,2021-07-10-20-06,2,0,2,3,0,3,1,0,,,,1,0,1
Nirogi Charitable and Medical Research Trust,20,0,20,Private,2021-07-10-08-49,,,,,,,,,,,,,,
"NKS Hospital, Gulabi Bagh",10,0,10,Private,2021-07-10-11-36,2,0,2,3,0,3,1,23,27,26,1,1,0,1
Northern Railway,84,5,79,Central Government,2021-07-10-10-26,,,,14,1,13,0,12,12,5,7,14,1,13
Nulife Hospital,10,0,10,Private,2021-07-10-09-55,,,,5,0,5,3,0,,,,5,0,5
Oncoplus Hospital,30,0,30,Private,2021-07-10-09-44,4,0,4,9,0,9,3,0,,,,5,0,5
"Panchsheel Hospital, Yamuna Vihar",20,0,20,Private,2021-07-10-07-03,3,0,3,3,0,3,2,0,,,,,,
"Park Hospital, Meera Bagh",10,0,10,Private,2021-07-10-08-24,1,0,1,2,0,2,1,0,15,13,2,1,0,1
Parmeshwari Devi Hospital,2,0,2,Private,2021-07-10-10-38,1,0,1,1,0,1,,,,,,,,
Patel Hospital,18,0,18,Private,2021-07-10-10-43,3,0,3,3,0,3,,,,,,,,
Pentagram,7,0,7,Private,2021-07-09-12-09,,,,,,,1,23,,,,,,
Pentamed Hospital,4,0,4,Private,2021-07-10-10-28,1,0,1,2,0,2,2,0,6,1,5,1,0,1
"PGH Hospital, Vikas Nagar",7,0,7,Private,2021-07-10-10-57,1,0,1,2,0,2,7,23,5,0,5,1,0,1
"Primus Super Specialty Hospital, Chanakyapuri",52,3,49,Private,2021-07-10-10-08,5,1,4,8,1,7,10,0,21,20,1,3,0,3
Pt.RRM Hospital,3,0,3,Private,2021-07-10-11-41,3,0,3,3,0,3,,,,,,,,
"Pushpanjali Medical Centre, Pushpanjali Enclave, Vikas Marg Ext.",5,0,5,Private,2021-07-09-10-52,,,,,,,0,23,8,1,7,,,
"Pushpawati Singhania Hospital, Saket",20,0,20,Private,2021-07-11-00-37,3,0,3,4,0,4,2,15,30,27,3,1,0,1
Rajan Babu Institute of Pulmonary  Medicine and tuberculosis,50,0,50,Central Government,2021-07-10-14-09,,,,,,,3,0,,,,,,
Rajeev Gandhi Super Speciality Hospital,300,0,300,Delhi Government,2021-07-10-22-14,,,,300,0,300,5,8,67,47,20,300,0,300
"Rajiv Gandhi Cancer Institute & RC, Rohini*",50,0,50,Private,2021-07-10-10-26,4,0,4,5,0,5,1,20,10,10,0,1,0,1
RAM LAL KUNDAN LAL ORTHOPAEDIC HOSPITAL,17,0,17,Private,2021-07-10-11-45,3,0,3,3,0,3,1,20,3,1,2,,,
Ram Manohar Lohia Hospital,405,3,402,Central Government,2021-07-10-09-45,,,,30,0,30,6,4,65,0,65,30,0,30
"Rathi Hospital, Najafgarh",10,0,10,Private,2021-07-10-17-55,5,0,5,5,0,5,9,23,11,0,11,,,
Rescue Hospital,5,0,5,Private,2021-07-11-00-27,1,0,1,1,0,1,5,9,2,2,0,,,
"Revive Hospital,tilak nagar",28,0,28,Private,2021-07-10-10-32,14,0,14,15,0,15,0,18,2,2,0,1,0,1
"RLKC Metro Hospital, Naraina",40,0,40,Private,2021-07-09-09-41,14,0,14,15,0,15,7,10,,,,1,0,1
ROSEWOOD HOSPITAL,25,0,25,Private,2021-07-10-11-14,4,0,4,4,0,4,3,0,4,1,3,,,
Royal Kalindi Hospital,10,0,10,Private,2021-07-11-00-55,,,,,,,0,23,,,,,,
RS Grover Memorial Hospital,24,0,24,Private,2021-07-10-12-30,,,,,,,4,0,8,0,8,,,
Safdarjung Hospital,210,8,202,Central Government,2021-07-10-09-12,,,,18,3,15,13,0,67,67,0,18,3,15
Sai Charitable Dispensary,20,0,20,Private,2021-06-30-10-30,,,,,,,,,,,,,,
SAMA HOSPITAL,6,0,6,Private,2021-07-10-14-48,,,,2,0,2,0,23,2,0,2,2,0,2
"Samar Hospital, Dwarka",10,0,10,Private,2021-07-10-08-26,8,0,8,10,0,10,,,,,,2,0,2
Sanjay Gandhi Memorial Hospital,25,0,25,Delhi Government,2021-07-10-15-05,,,,,,,1,0,28,20,8,,,
"Sanjeevan Medical Res. , Daryaganj",20,1,19,Private,2021-07-10-10-00,,,,2,1,1,1,20,4,2,2,2,1,1
