name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,15,7,Private,2021-05-21-16-31,3,2,1,2,2,0,5,4,1,0,8,,,
AASTHA HOSPITAL,40,18,22,Private,2021-05-21-22-40,8,5,3,2,1,1,10,6,4,0,7,2,1,1
Acharyashree Bhikshu Govt. Hospital,150,27,123,Delhi Government,2021-05-21-22-50,,,,30,8,22,30,8,22,1,12,,,
Adarsh Multispeciality Hospital & Trauma Centre,12,0,12,Private,2021-05-21-12-29,,,,,,,,,,1,0,,,
AIIMS Jhajjar,400,208,192,Central Government,2021-05-21-18-06,,,,100,100,0,100,100,0,0,23,,,
AIIMS Main Delhi,302,151,151,Central Government,2021-05-21-17-29,29,22,7,43,43,0,72,65,7,0,8,72,43,29
"AIIMS, Trauma Delhi",294,263,31,Central Government,2021-05-21-16-45,,,,71,62,9,71,62,9,,,,,
"Akash Healthcare, Dwarka",160,160,0,Private,2021-05-21-18-16,14,14,0,40,40,0,54,54,0,0,12,17,17,0
Alshifa Hospital,50,31,19,Private,2021-05-21-19-11,16,10,6,3,2,1,19,12,7,2,12,,,
Ambedkar Nagar hospital,450,55,395,Delhi Government,2021-05-21-19-56,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,1,9,Private,2021-05-21-22-47,1,1,0,,,,1,1,0,0,7,,,
"Ansari Hospital, Sagarpur",40,15,25,Private,2021-05-21-16-59,3,3,0,2,2,0,5,5,0,0,23,,,
"Apex City Hospital, West Vinod Nagar",28,1,27,Private,2021-05-21-11-15,4,1,3,,,,4,1,3,0,5,,,
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-05-21-08-16,,,,3,0,3,3,0,3,1,8,,,
Ardent Ganpati,31,2,29,Private,2021-05-21-17-36,7,2,5,,,,7,2,5,,,,,
ARK Hospital,30,2,28,Private,2021-05-21-15-19,5,2,3,,,,5,2,3,0,5,20,0,20
Arogya Hospital,20,13,7,Private,2021-05-21-13-11,10,6,4,,,,10,6,4,0,15,,,
Arya Hospital,24,6,18,Private,2021-05-21-10-26,8,2,6,2,0,2,10,2,8,1,23,,,
Ashray Medical Centre,12,0,12,Private,2021-05-21-11-24,,,,,,,,,,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-05-21-09-00,,,,,,,,,,4,0,,,
Astha Hospital,10,0,10,Private,2021-05-21-14-03,,,,,,,,,,,,10,0,10
"Ayushman Hospital, Dwarka",118,77,41,Private,2021-05-21-17-04,23,18,5,7,7,0,30,25,5,0,18,,,
"B.M. Gupta Hospital, Uttam Nagar",70,24,46,Private,2021-05-21-17-42,19,15,4,1,0,1,20,15,5,0,6,,,
"Bansal Global Hospital, Jahangirpuri",60,16,44,Private,2021-05-21-11-33,9,3,6,1,0,1,10,3,7,0,7,1,0,1
"Bansal Hospital & Research Centre, New Friends Colony",40,34,6,Private,2021-05-21-11-00,8,6,2,2,2,0,10,8,2,,,,,
