name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,3,19,Private,2021-05-29-15-40,3,0,3,2,1,1,5,1,4,0,12,,,
AASTHA HOSPITAL,40,3,37,Private,2021-05-29-17-43,8,1,7,2,0,2,10,1,9,0,7,2,2,0
Ace Hospital,20,0,20,Private,2021-05-29-12-51,4,0,4,,,,4,0,4,,,16,0,16
Acharyashree Bhikshu Govt. Hospital,150,13,137,Delhi Government,2021-05-29-17-15,,,,30,8,22,30,8,22,1,6,,,
Adarsh Multispeciality Hospital & Trauma Centre,12,0,12,Private,2021-05-29-14-06,,,,,,,,,,1,0,,,
AIIMS Jhajjar,400,146,254,Central Government,2021-05-29-10-13,,,,100,100,0,100,100,0,0,23,,,
AIIMS Main Delhi,302,131,171,Central Government,2021-05-29-17-26,29,25,4,43,37,6,72,62,10,2,18,72,46,26
"AIIMS, Trauma Delhi",294,198,96,Central Government,2021-05-29-05-45,,,,71,55,16,71,55,16,,,,,
"Akash Healthcare, Dwarka",133,95,38,Private,2021-05-29-17-19,14,14,0,40,40,0,54,54,0,0,23,17,17,0
All India Institute of Ayurveda,47,0,47, ,2021-05-29-12-10,,,,,,,,,,7,0,,,
Alshifa Hospital,50,20,30,Private,2021-05-29-14-55,15,10,5,4,3,1,19,13,6,1,2,,,
Ambedkar Nagar hospital,600,28,572,Delhi Government,2021-05-29-17-24,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-05-29-13-53,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",40,6,34,Private,2021-05-29-16-22,3,3,0,2,2,0,5,5,0,0,23,,,
"Apex City Hospital, West Vinod Nagar",28,2,26,Private,2021-05-29-15-17,4,2,2,,,,4,2,2,0,5,,,
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-05-29-09-20,,,,3,0,3,3,0,3,1,20,,,
Ardent Ganpati,31,1,30,Private,2021-05-29-17-38,7,1,6,,,,7,1,6,,,,,
ARK Hospital,30,0,30,Private,2021-05-29-08-30,5,0,5,,,,5,0,5,0,6,20,0,20
Arogya Hospital,16,2,14,Private,2021-05-29-10-29,6,2,4,,,,6,2,4,0,22,4,4,0
Arya Hospital,24,0,24,Private,2021-05-29-15-34,10,1,9,,,,10,1,9,4,0,,,
Ashray Medical Centre,12,0,12,Private,2021-05-29-16-10,,,,,,,,,,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-05-29-11-28,,,,,,,,,,4,0,,,
Astha Hospital,10,0,10,Private,2021-05-29-09-40,,,,,,,,,,,,10,0,10
"Ayushman Hospital, Dwarka",60,32,28,Private,2021-05-29-16-58,27,9,18,3,3,0,30,12,18,0,18,,,
"B.M. Gupta Hospital, Uttam Nagar",70,12,58,Private,2021-05-29-17-00,19,8,11,1,0,1,20,8,12,0,12,,,
Balak Ram Hospital,25,0,25,Delhi Government,2021-05-29-08-01,,,,,,,,,,2,0,,,
"Bansal Global Hospital, Jahangirpuri",60,4,56,Private,2021-05-29-14-28,9,1,8,1,0,1,10,1,9,0,7,1,0,1
"Bansal Hospital & Research Centre, New Friends Colony",40,1,39,Private,2021-05-29-16-38,8,0,8,2,0,2,10,0,10,,,,,
Bara Hindurao Hospital,250,38,212,Central Government,2021-05-29-09-37,,,,10,3,7,10,3,7,4,19,,,
Base Hospital Delhi Cantt,500,183,317,Central Government,2021-05-27-06-42,,,,50,48,2,50,48,2,2,12,,,
Batra Hospital,300,27,273,Private,2021-05-29-13-10,18,0,18,15,9,6,33,9,24,0,23,12,12,0
"Bensups Hospital, Dwarka",30,4,26,Private,2021-05-29-17-30,12,1,11,3,0,3,15,1,14,0,6,,,
BH SALVAS HOSPITAL,40,30,10,Private,2021-05-29-16-42,7,7,0,1,1,0,8,8,0,0,8,5,5,0
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",81,18,63,Private,2021-05-29-16-03,23,5,18,5,3,2,28,8,20,1,17,,,
"Bhagwan Mahavir Hospital, Madhuban Chowk",40,10,30,Private,2021-05-29-17-25,10,7,3,1,0,1,11,7,4,0,10,,,
"Bhagwati Hospital, Rohini",130,2,128,Private,2021-05-29-17-12,13,0,13,2,0,2,15,0,15,0,7,,,
"Bhatia Global Hospital, Paschim Vihar",36,4,32,Private,2021-05-29-17-31,6,2,4,,,,6,2,4,0,6,,,
Bimla Devi Hospital,27,0,27,Private,2021-05-29-17-38,,,,,,,,,,4,0,3,2,1
"BLK Hospital, Pusa Road",317,64,253,Private,2021-05-29-15-31,61,20,41,14,14,0,75,34,41,2,0,43,43,0
"Brahm Shakti Hospital, Budh Vihar",80,0,80,Private,2021-05-29-17-29,9,0,9,2,0,2,11,0,11,1,9,2,2,0
Burari Hospital,700,73,627,Delhi Government,2021-05-29-16-46,85,43,42,30,30,0,115,73,42,1,5,,,
C M PATEL HOSPITAL,15,1,14,Private,2021-05-29-11-13,,,,,,,,,,2,23,,,
Cantonment General Hospital,27,1,26,Central Government,2021-05-29-10-23,,,,,,,,,,7,0,,,
CAREWELL MEDICAL CENTRE,8,2,6,Private,2021-05-29-08-55,,,,,,,,,,0,12,,,
CBR Hospital,25,10,15,Private,2021-05-29-11-19,3,3,0,,,,3,3,0,1,7,,,
"CD Global Hospital, Najafgarh Road",40,1,39,Private,2021-05-29-17-42,4,1,3,1,0,1,5,1,4,0,15,3,0,3
Central Hospital,31,17,14,Private,2021-05-29-16-46,4,4,0,4,2,2,8,6,2,0,3,,,
Covid care and treatment centre Gurdwara Rakab ganj,400,57,343,Delhi Government,2021-05-29-16-04,,,,,,,,,,,,,,
Covid Care and Treatment centre Yamuna sports complex,800,14,786,Delhi Government,2021-05-29-11-02,,,,,,,,,,19,0,,,
"Covid Care Center- Sardar Patel, Chattrpur",565,61,504,Delhi Government,2021-05-29-17-19,,,,,,,,,,1,18,,,
Covid Care Center -CWG AKSHARDHAM,460,35,425,Delhi Government,2021-05-29-09-43,,,,,,,,,,5,23,,,
Cronus Multi speciality Hospital,10,3,7,Private,2021-05-29-13-51,5,1,4,,,,5,1,4,1,13,,,
"Cygnus MLS, Rama Vihar",60,18,42,Private,2021-05-29-17-22,19,7,12,5,5,0,24,12,12,0,3,,,
"Cygnus Sonia Hospital, Nangloi",68,8,60,Private,2021-05-29-17-23,26,2,24,5,3,2,31,5,26,0,17,,,
Deen Dayal Upadhyay hospital,500,161,339,Delhi Government,2021-05-29-17-18,120,31,89,130,83,47,250,114,136,0,14,33,5,28
Deep Chand Bandhu,250,74,176,Delhi Government,2021-05-29-17-24,100,33,67,30,20,10,130,53,77,0,9,,,
Delhi global hospital,14,1,13,Private,2021-05-29-17-34,3,1,2,,,,3,1,2,1,16,,,
Delhi Golden Hospital,15,0,15,Private,2021-05-29-15-52,,,,,,,,,,1,1,,,
"Delhi Heart & Lung Institute, Pachkuian Road",73,48,25,Private,2021-05-29-16-19,22,18,4,5,2,3,27,20,7,2,0,12,12,0
Delhi multi speciality hospital,11,0,11,Private,2021-05-29-13-04,,,,,,,,,,1,15,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",160,10,150,Private,2021-05-29-15-56,13,1,12,5,5,0,18,6,12,0,11,5,5,0
