name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-01-14-09-04,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,19,2,17,Private,2021-01-14-17-22,4,0,4,5,0,5,2,0,5,2,3,1,0,1
Acharyashree Bhikshu Govt. Hospital,150,3,147,Delhi Government,2021-01-14-11-38,,,,30,0,30,12,0,,,,30,0,30
Adarsh Multispeciality Hospital & Trauma Centre,10,3,7,Private,2021-01-14-10-28,,,,,,,6,0,,,,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-11-07-07-40,,,,100,0,100,0,23,,,,100,0,100
AIIMS Main Delhi,129,49,80,Central Government,2021-01-14-16-34,,,,44,15,29,6,4,93,78,15,44,15,29
"AIIMS, Trauma Delhi",177,128,49,Central Government,2021-01-14-16-53,,,,41,37,4,,,,,,41,37,4
"Akash Healthcare, Dwarka",79,30,49,Private,2021-01-14-17-07,19,12,7,24,12,12,0,16,44,33,11,5,0,5
Alshifa Hospital,18,5,13,Private,2021-01-14-10-20,4,1,3,6,1,5,6,0,11,2,9,2,0,2
Ambedkar Nagar hospital,300,6,294,Delhi Government,2021-01-15-04-53,40,0,40,50,0,50,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-01-14-09-09,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",20,3,17,Private,2021-01-14-10-55,5,0,5,5,0,5,1,23,5,2,3,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-01-14-10-28,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arogya Hospital,3,3,0,Private,2021-01-14-11-37,,,,,,,0,21,4,0,4,,,
Arya Hospital,24,0,24,Private,2021-01-14-09-43,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-01-14-11-59,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-01-14-10-22,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",41,22,19,Private,2021-01-14-00-21,8,2,6,10,3,7,0,18,20,15,5,2,1,1
"B.M. Gupta Hospital, Uttam Nagar",40,8,32,Private,2021-01-15-05-18,2,0,2,3,0,3,0,23,,,,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,4,16,Private,2021-01-14-11-51,,,,,,,0,7,,,,,,
"Bansal Hospital & Research Centre, New Friends Colony",20,0,20,Private,2021-01-14-07-31,4,0,4,4,0,4,1,0,6,4,2,,,
Bara Hindurao Hospital,250,14,236,Central Government,2021-01-14-09-59,,,,14,0,14,3,6,8,5,3,14,0,14
Base Hospital Delhi Cantt,500,211,289,Central Government,2021-01-14-07-26,,,,50,5,45,2,12,,,,50,5,45
Batra Hospital,200,25,175,Private,2021-01-14-09-59,39,11,28,44,11,33,0,23,66,47,19,5,0,5
"Bensups Hospital, Dwarka",20,0,20,Private,2021-01-14-09-23,7,0,7,10,0,10,5,10,5,0,5,3,0,3
BH SALVAS HOSPITAL,22,0,22,Private,2021-01-14-12-26,5,0,5,7,0,7,4,20,5,0,5,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",34,15,19,Private,2021-01-14-18-02,6,6,0,7,6,1,2,13,3,3,0,1,0,1
"Bhagwan Mahavir Hospital, Madhuban Chowk",20,0,20,Private,2021-01-14-17-02,5,0,5,5,0,5,0,20,6,0,6,,,
"Bhagwati Hospital, Rohini",40,9,31,Private,2021-01-14-16-55,7,3,4,8,3,5,0,10,10,10,0,1,0,1
"Bhatia Global Hospital, Paschim Vihar",14,1,13,Private,2021-01-14-17-19,1,0,1,1,0,1,6,12,5,1,4,,,
Bimla Devi Hospital,10,1,9,Private,2021-01-14-09-08,5,0,5,7,0,7,4,0,7,0,7,2,0,2
"BLK Hospital, Pusa Road",186,67,119,Private,2021-01-15-05-30,41,20,21,47,26,21,5,0,80,77,3,6,6,0
"Brahm Shakti Hospital, Budh Vihar",40,2,38,Private,2021-01-14-11-13,4,1,3,5,1,4,2,12,7,5,2,1,0,1
Burari Hospital,800,39,761,Delhi Government,2021-01-14-10-56,145,2,143,195,3,192,7,12,,,,50,1,49
C M PATEL HOSPITAL,3,2,1,Private,2021-01-14-11-15,,,,,,,2,23,,,,,,
"CD Global Hospital, Najafgarh Road",20,1,19,Private,2021-01-14-19-48,5,0,5,6,0,6,3,2,3,0,3,1,0,1
Central Hospital,10,6,4,Private,2021-01-14-20-10,2,0,2,4,0,4,0,3,4,2,2,2,0,2
"Cygnus MLS, Rama Vihar",34,6,28,Private,2021-01-14-17-03,8,0,8,9,0,9,15,0,15,6,9,1,0,1
"Cygnus Sonia Hospital, Nangloi",28,6,22,Private,2021-01-15-00-43,7,6,1,8,6,2,0,17,18,11,7,1,0,1
Deen Dayal Upadhyay hospital,150,34,116,Delhi Government,2021-01-15-02-07,50,0,50,100,9,91,4,18,43,43,0,50,9,41
Deep Chand Bandhu,150,23,127,Delhi Government,2021-01-14-23-14,50,0,50,75,4,71,3,12,10,2,8,25,4,21
Delhi global hospital,3,0,3,Private,2021-01-14-06-48,3,0,3,3,0,3,1,23,4,1,3,,,
"Delhi Heart & Lung Institute, Pachkuian Road",42,11,31,Private,2021-01-14-11-43,13,5,8,15,6,9,7,2,24,19,5,2,1,1
Delhi multi speciality hospital,2,0,2,Private,2021-01-14-09-19,,,,,,,1,15,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",80,19,61,Private,2021-01-15-00-06,13,7,6,18,7,11,1,8,8,0,8,5,0,5
"Dharamvir Solanki Hospital, Rohini",21,1,20,Private,2021-01-14-11-31,4,0,4,5,0,5,3,23,5,0,5,1,0,1
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",22,5,17,Private,2021-01-14-12-34,,,,2,0,2,1,20,8,8,0,2,0,2
Dr Baba Saheb Ambedkar Hospital,150,42,108,Delhi Government,2021-01-14-13-12,,,,75,12,63,4,0,12,11,1,75,12,63
Dr Rakesh Multispeciality Hospital,2,0,2,Private,2021-01-14-09-50,,,,1,0,1,1,0,,,,1,0,1
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",20,0,20,Private,2021-01-15-00-19,,,,,,,1,4,,,,,,
East Delhi Medical Centre Mansarover Park,20,2,18,Private,2021-01-14-11-15,2,0,2,2,0,2,2,20,5,0,5,,,
Eden Hospital,5,1,4,Private,2021-01-14-06-53,,,,,,,1,23,,,,,,
ESIC Hospital Jhilmil,18,0,18,Central Government,2021-01-14-12-20,,,,,,,2,5,5,5,0,,,
ESIC hospital Okhla,48,3,45,Central Government,2021-01-14-18-37,,,,2,0,2,16,0,15,2,13,2,0,2
"Fortis Escorts Heart Institute, Okhla",123,32,91,Private,2021-01-14-16-01,21,7,14,27,7,20,2,3,16,13,3,6,0,6
"Fortis Hospital, Shalimar Bagh",105,43,62,Private,2021-01-14-19-27,26,19,7,32,20,12,4,23,46,46,0,6,1,5
"Fortis SS Hospital, Vasant Kunj",64,18,46,Private,2021-01-15-01-06,20,8,12,22,9,13,2,23,33,24,9,2,1,1
Galaxy Hospital,8,1,7,Private,2021-01-14-00-57,2,0,2,2,0,2,5,0,1,0,1,,,
"Gandhi Nursing Home, Uttam Nagar",30,11,19,Private,2021-01-14-13-26,10,3,7,12,4,8,1,12,15,6,9,2,1,1
"Garg Hospital, Karkardooma",20,8,12,Private,2021-01-14-15-23,2,1,1,2,1,1,5,0,2,0,2,,,
"Goyal Hospital & Urology Centre, Krishna Nagar",40,7,33,Private,2021-01-14-10-29,7,2,5,8,3,5,1,23,10,5,5,1,1,0
"Goyal Hospital, Paschim Vihar",12,1,11,Private,2021-01-14-17-24,,,,,,,0,12,,,,,,
GTB Hospital,750,61,689,Delhi Government,2021-01-15-00-00,410,8,402,550,12,538,4,8,8,4,4,140,4,136
Gupta Multispecialty Hospital,14,2,12,Private,2021-01-14-11-23,,,,,,,2,0,4,0,4,,,
"Gupta Multispecialty Hospital, Vivek Vihar",20,4,16,Private,2021-01-15-01-34,2,2,0,2,2,0,3,23,4,1,3,,,
"HAHC Hospital, Hamdard Nagar",230,5,225,Private,2021-01-14-08-22,11,0,11,16,0,16,1,4,29,3,26,5,0,5
HANDA NURSING HOME,4,0,4,Private,2021-01-14-16-54,,,,,,,1,18,6,0,6,,,
Hardik Hospital,10,0,10,Private,2021-01-14-10-34,4,0,4,4,0,4,1,20,,,,,,
"Holy Family Hospital, Okhla",138,47,91,Private,2021-01-14-11-05,,,,18,12,6,0,20,18,18,0,18,12,6
"IBS Hospital, Lajpat Nagar",20,3,17,Private,2021-01-14-10-04,8,0,8,10,0,10,0,6,10,7,3,2,0,2
"Indian spinal injury centre,Vasant Kunj",80,12,68,Private,2021-01-15-01-39,6,3,3,12,4,8,0,9,10,5,5,6,1,5
"Indira Gandhi Hospital, Dwarka",1241,3,1238,Delhi Government,2021-01-14-13-48,85,0,85,330,0,330,3,0,,,,245,0,245
"INDRAPRASTHA APOLLO HOSPITAL, SARITA VIHAR",280,33,247,Private,2021-01-14-11-15,45,14,31,55,17,38,10,0,110,100,10,10,3,7
"Irene Hospital, Kalkaji",14,0,14,Private,2021-01-14-09-44,2,0,2,3,0,3,1,0,4,0,4,1,0,1
"Ishan Hospital, Rohini",13,0,13,Private,2021-01-14-08-55,,,,,,,0,23,1,0,1,,,
"Jain Hospital, Vikas Marg Extn.",21,12,9,Private,2021-01-14-10-46,7,1,6,7,1,6,0,23,6,3,3,,,
"Jaipur Golden Hospital, Rohini",97,29,68,Private,2021-01-15-01-13,28,10,18,34,11,23,0,12,53,32,21,6,1,5
Janakpuri Super Speciality Hospital Society,100,0,100,Delhi Government,2021-01-14-11-36,50,0,50,50,0,50,5,0,10,9,1,,,
"Jeevan Anmol Hospital, Mayur Vihar Phase-I",40,2,38,Private,2021-01-14-13-46,,,,2,0,2,3,12,,,,2,0,2
"Jeewan Mala Hospital, Rohtak Road",30,6,24,Private,2021-01-14-10-52,7,2,5,7,2,5,0,12,8,8,0,,,
"Jeewan Moti Khera Hospital, Nangloi",20,1,19,Private,2021-01-14-17-00,2,0,2,3,0,3,1,23,4,0,4,1,0,1
"Jeewan Nursing Home, Pusa Road",25,8,17,Private,2021-01-14-18-49,,,,5,5,0,0,22,3,3,0,5,5,0
Jivodaya Hospital,4,0,4,Private,2021-01-14-09-06,,,,,,,1,23,,,,,,
Jyoti Nursing Home,3,0,3,Private,2021-01-14-23-21,,,,,,,1,11,,,,,,
Kalawati Saran Children's Hospital (LHMC),40,28,12,Central Government,2021-01-14-10-39,,,,5,5,0,6,0,35,28,7,5,5,0
"Kalra Hospital, Dwarka",20,1,19,Private,2021-01-14-08-10,,,,,,,5,0,6,6,0,,,
"Kalra Hospital, Kirti Nagar",46,27,19,Private,2021-01-14-17-28,16,10,6,17,10,7,1,12,26,26,0,1,0,1
Kalyani Hospital,25,0,25,Private,2021-01-14-16-55,8,0,8,9,0,9,13,1,,,,1,0,1
"Kapil Multispecialty Hospital, Nathupura",18,1,17,Private,2021-01-14-17-01,2,0,2,2,0,2,7,0,3,0,3,,,
KAPOOR MEDICAL CENTRE,5,2,3,Private,2021-01-14-12-48,,,,,,,0,6,,,,,,
Khandelwal Hospital And Urology Center,28,4,24,Private,2021-01-14-07-49,3,0,3,3,0,3,0,16,4,0,4,,,
khanna hospital,5,0,5,Private,2021-01-14-08-43,1,0,1,2,0,2,0,10,,,,1,0,1
