name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,25,0,25,Private,2021-08-10-11-07,3,0,3,2,0,2,5,0,5,2,5,,,
AASTHA HOSPITAL,40,0,40,Private,2021-08-10-17-25,8,0,8,2,0,2,10,0,10,,,2,2,0
Ace Hospital,30,0,30,Private,2021-08-10-10-45,4,0,4,,,,4,0,4,,,,,
Acharyashree Bhikshu Govt. Hospital,25,0,25,Delhi Government,2021-08-10-15-53,,,,5,0,5,5,0,5,12,0,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-08-10-14-19,,,,,,,,,,7,0,,,
AIIMS Jhajjar,400,5,395,Central Government,2021-08-10-07-24,,,,100,5,95,100,5,95,0,23,,,
AIIMS Main Delhi,13,0,13,Central Government,2021-08-10-16-39,,,,,,,,,,3,7,92,74,18
"AIIMS, Trauma Delhi",294,18,276,Central Government,2021-08-10-16-47,,,,71,12,59,71,12,59,,,,,
"Akash Healthcare, Dwarka",60,0,60,Private,2021-08-10-17-16,30,0,30,10,0,10,40,0,40,0,16,28,0,28
All India Institute of Ayurveda,47,0,47, ,2021-08-10-11-09,,,,,,,,,,7,0,,,
Alshifa Hospital,20,0,20,Private,2021-08-10-09-38,5,0,5,4,0,4,9,0,9,19,0,10,9,1
Ambedkar Nagar hospital,200,2,198,Delhi Government,2021-08-10-16-33,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-08-10-16-42,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",20,0,20,Private,2021-08-10-14-45,,,,,,,,,,1,23,5,2,3
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-08-10-10-50,4,0,4,,,,4,0,4,1,0,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,,,,7,0,7,,,,,
ARK Hospital,30,0,30,Private,2021-08-10-10-24,5,0,5,,,,5,0,5,0,6,,,
Arya Hospital,24,0,24,Private,2021-08-10-09-06,8,0,8,2,0,2,10,0,10,4,0,14,0,14
Ashray Medical Centre,12,0,12,Private,2021-08-10-11-33,,,,,,,,,,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-08-10-09-00,,,,,,,,,,4,0,,,
Astha Hospital,10,0,10,Private,2021-08-10-10-51,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",50,0,50,Private,2021-08-10-06-51,18,0,18,2,0,2,20,0,20,0,23,20,20,0
"B.M. Gupta Hospital, Uttam Nagar",30,0,30,Private,2021-08-10-15-55,7,0,7,1,0,1,8,0,8,0,23,,,
Balak Ram Hospital,25,0,25,Delhi Government,2021-08-10-08-03,,,,,,,,,,,,,,
"Bansal Global Hospital, Jahangirpuri",60,0,60,Private,2021-08-10-07-07,9,0,9,1,0,1,10,0,10,0,7,1,0,1
Bara Hindurao Hospital,250,3,247,Central Government,2021-08-10-09-40,,,,14,0,14,14,0,14,5,6,4,3,1
Base Hospital Delhi Cantt,500,15,485,Central Government,2021-08-10-07-41,,,,50,2,48,50,2,48,2,12,,,
Batra Hospital,148,0,148,Private,2021-08-10-14-11,3,0,3,5,0,5,8,0,8,0,23,52,43,9
"Bensups Hospital, Dwarka",30,0,30,Private,2021-08-10-09-01,12,0,12,3,0,3,15,0,15,5,10,,,
BH SALVAS HOSPITAL,10,0,10,Private,2021-08-10-10-24,2,0,2,1,0,1,3,0,3,0,20,10,0,10
"Bhagwati Hospital, Rohini",35,0,35,Private,2021-08-10-17-02,13,0,13,2,0,2,15,0,15,0,10,5,5,0
"Bhatia Global Hospital, Paschim Vihar",14,0,14,Private,2021-08-10-17-19,1,0,1,,,,1,0,1,6,12,5,3,2
Bimla Devi Hospital,10,0,10,Private,2021-08-10-10-13,6,0,6,,,,6,0,6,4,0,4,0,4
