name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,0,22,Private,2021-06-21-09-40,3,0,3,2,0,2,5,0,5,0,22,,,
AASTHA HOSPITAL,40,1,39,Private,2021-06-21-22-10,8,1,7,2,0,2,10,1,9,1,0,2,2,0
Ace Hospital,30,0,30,Private,2021-06-21-12-09,4,0,4,,,,4,0,4,,,26,0,26
Acharyashree Bhikshu Govt. Hospital,150,0,150,Delhi Government,2021-06-22-05-18,,,,30,0,30,30,0,30,3,0,,,
Adarsh Multispeciality Hospital & Trauma Centre,12,0,12,Private,2021-06-21-16-06,,,,,,,,,,1,0,,,
AIIMS Jhajjar,400,65,335,Central Government,2021-06-21-19-07,,,,100,65,35,100,65,35,0,23,,,
AIIMS Main Delhi,70,0,70,Central Government,2021-06-21-17-43,14,0,14,43,0,43,57,0,57,2,9,87,61,26
"AIIMS, Trauma Delhi",294,123,171,Central Government,2021-06-21-16-48,,,,71,54,17,71,54,17,,,,,
"Akash Healthcare, Dwarka",133,0,133,Private,2021-06-21-20-42,14,0,14,40,0,40,54,0,54,0,8,17,17,0
All India Institute of Ayurveda,47,0,47, ,2021-06-21-08-06,,,,,,,,,,7,0,,,
Alshifa Hospital,49,10,39,Private,2021-06-21-12-11,15,5,10,4,0,4,19,5,14,4,2,,,
Ambedkar Nagar hospital,600,1,599,Delhi Government,2021-06-22-04-48,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-06-22-01-27,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",40,0,40,Private,2021-06-21-22-57,3,0,3,2,0,2,5,0,5,1,23,6,3,3
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-06-22-01-01,4,0,4,,,,4,0,4,1,2,,,
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-06-19-10-20,,,,3,0,3,3,0,3,1,20,,,
Ardent Ganpati,31,0,31,Private,2021-06-21-18-21,7,0,7,,,,7,0,7,,,,,
ARK Hospital,30,0,30,Private,2021-06-21-06-30,5,0,5,,,,5,0,5,0,6,20,0,20
Arogya Hospital,6,0,6,Private,2021-06-21-11-52,6,0,6,,,,6,0,6,0,16,4,3,1
Arya Hospital,24,0,24,Private,2021-06-21-21-21,8,0,8,2,0,2,10,0,10,4,0,10,0,10
Ashray Medical Centre,12,0,12,Private,2021-06-21-10-43,2,0,2,,,,2,0,2,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-06-21-10-09,,,,,,,,,,4,0,,,
Astha Hospital,10,0,10,Private,2021-06-21-12-20,,,,,,,,,,,,10,0,10
"Ayushman Hospital, Dwarka",50,3,47,Private,2021-06-22-05-11,18,3,15,2,0,2,20,3,17,0,22,20,20,0
"B.M. Gupta Hospital, Uttam Nagar",70,0,70,Private,2021-06-22-00-02,19,0,19,1,0,1,20,0,20,0,23,,,
Balak Ram Hospital,25,0,25,Delhi Government,2021-06-21-07-54,,,,,,,,,,,,,,
"Bansal Global Hospital, Jahangirpuri",60,0,60,Private,2021-06-21-08-18,9,0,9,1,0,1,10,0,10,0,7,1,0,1
"Bansal Hospital & Research Centre, New Friends Colony",40,0,40,Private,2021-06-21-07-12,8,0,8,2,0,2,10,0,10,,,,,
Bara Hindurao Hospital,250,7,243,Central Government,2021-06-21-09-52,,,,10,2,8,10,2,8,28,0,,,
Base Hospital Delhi Cantt,500,32,468,Central Government,2021-06-21-07-01,,,,50,6,44,50,6,44,2,12,,,
Batra Hospital,300,2,298,Private,2021-06-21-10-46,18,0,18,15,0,15,33,0,33,0,23,12,12,0
"Bensups Hospital, Dwarka",30,0,30,Private,2021-06-21-20-32,12,0,12,3,0,3,15,0,15,5,10,,,
BH SALVAS HOSPITAL,40,30,10,Private,2021-06-21-14-49,7,7,0,1,1,0,8,8,0,0,8,5,5,0
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",10,0,10,Private,2021-06-22-04-03,5,0,5,2,0,2,7,0,7,2,12,10,7,3
"Bhagwan Mahavir Hospital, Madhuban Chowk",40,3,37,Private,2021-06-22-00-37,10,1,9,1,0,1,11,1,10,0,20,,,
"Bhagwati Hospital, Rohini",130,0,130,Private,2021-06-21-17-44,13,0,13,2,0,2,15,0,15,0,10,,,
"Bhatia Global Hospital, Paschim Vihar",33,0,33,Private,2021-06-21-23-38,3,0,3,,,,3,0,3,2,20,3,3,0
Bimla Devi Hospital,10,0,10,Private,2021-06-21-17-42,,,,,,,,,,4,0,,,
"BLK Hospital, Pusa Road",317,2,315,Private,2021-06-22-03-30,68,1,67,7,1,6,75,2,73,6,5,43,43,0
"Brahm Shakti Hospital, Budh Vihar",80,1,79,Private,2021-06-21-19-09,9,1,8,2,0,2,11,1,10,4,2,2,2,0
Burari Hospital,700,14,686,Delhi Government,2021-06-21-21-16,85,7,78,30,7,23,115,14,101,1,12,,,
C M PATEL HOSPITAL,15,0,15,Private,2021-06-21-08-59,,,,,,,,,,2,23,,,
Cantonment General Hospital,27,1,26,Central Government,2021-06-12-09-51,,,,,,,,,,7,0,,,
CAREWELL MEDICAL CENTRE,8,0,8,Private,2021-06-21-10-15,,,,,,,,,,0,12,,,
CBR Hospital,25,10,15,Private,2021-06-21-11-37,3,3,0,,,,3,3,0,1,7,,,
"CD Global Hospital, Najafgarh Road",40,1,39,Private,2021-06-21-17-49,4,1,3,1,0,1,5,1,4,0,20,3,0,3
Central Hospital,16,0,16,Private,2021-06-22-04-30,,,,4,0,4,4,0,4,0,3,4,4,0
Covid care and treatment centre Gurdwara Rakab ganj,400,7,393,Delhi Government,2021-06-22-05-08,,,,,,,,,,,,,,
Covid Care and Treatment centre Yamuna sports complex,800,14,786,Delhi Government,2021-05-29-11-02,,,,,,,,,,19,0,,,
"Covid Care Center- Sardar Patel, Chattrpur",596,4,592,Delhi Government,2021-06-21-19-27,,,,,,,,,,1,20,,,
Covid Care Center -CWG AKSHARDHAM,460,3,457,Delhi Government,2021-06-21-08-51,,,,,,,,,,5,23,,,
Cronus Multi speciality Hospital,10,0,10,Private,2021-06-21-23-25,5,0,5,,,,5,0,5,1,13,,,
"Cygnus MLS, Rama Vihar",60,1,59,Private,2021-06-21-22-00,19,0,19,5,0,5,24,0,24,0,3,,,
"Cygnus Sonia Hospital, Nangloi",68,0,68,Private,2021-06-22-03-37,26,0,26,5,0,5,31,0,31,0,17,,,
Deen Dayal Upadhyay hospital,500,22,478,Delhi Government,2021-06-22-04-48,120,6,114,130,16,114,250,22,228,0,21,33,0,33
Deep Chand Bandhu,250,36,214,Delhi Government,2021-06-22-05-11,100,0,100,30,20,10,130,20,110,0,21,,,
Delhi global hospital,14,3,11,Private,2021-06-21-18-42,3,0,3,,,,3,0,3,1,23,3,0,3
Delhi Golden Hospital,15,0,15,Private,2021-06-21-22-14,,,,,,,,,,,,,,
"Delhi Heart & Lung Institute, Pachkuian Road",73,0,73,Private,2021-06-21-18-52,22,0,22,5,0,5,27,0,27,3,12,12,12,0
Delhi multi speciality hospital,11,0,11,Private,2021-06-21-17-45,,,,,,,,,,1,15,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",160,1,159,Private,2021-06-22-04-02,13,0,13,5,1,4,18,1,17,1,8,5,5,0
"Dharamvir Solanki Hospital, Rohini",34,2,32,Private,2021-06-21-10-27,9,2,7,2,0,2,11,2,9,0,6,,,
Divine Multispeciality Hospital and Cancer Centre,35,11,24,Private,2021-06-21-12-00,15,5,10,11,1,10,26,6,20,0,20,11,5,6
