name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,5,17,Private,2021-05-28-16-53,3,2,1,2,1,1,5,3,2,0,12,,,
AASTHA HOSPITAL,40,3,37,Private,2021-05-28-15-58,8,1,7,2,0,2,10,1,9,0,7,2,2,0
Ace Hospital,20,0,20,Private,2021-05-28-11-47,4,0,4,,,,4,0,4,,,16,0,16
Acharyashree Bhikshu Govt. Hospital,150,15,135,Delhi Government,2021-05-28-17-04,,,,30,9,21,30,9,21,2,0,,,
Adarsh Multispeciality Hospital & Trauma Centre,12,0,12,Private,2021-05-28-16-46,,,,,,,,,,1,0,,,
AIIMS Jhajjar,400,152,248,Central Government,2021-05-28-12-07,,,,100,100,0,100,100,0,0,23,,,
AIIMS Main Delhi,302,177,125,Central Government,2021-05-28-16-58,29,21,8,43,37,6,72,58,14,3,8,72,40,32
"AIIMS, Trauma Delhi",294,211,83,Central Government,2021-05-28-17-06,,,,71,59,12,71,59,12,,,,,
"Akash Healthcare, Dwarka",133,105,28,Private,2021-05-28-16-52,14,14,0,40,40,0,54,54,0,0,17,17,17,0
All India Institute of Ayurveda,47,0,47, ,2021-05-28-14-51,,,,,,,,,,7,0,,,
Alshifa Hospital,50,21,29,Private,2021-05-28-15-26,15,10,5,4,4,0,19,14,5,2,1,,,
Ambedkar Nagar hospital,600,31,569,Delhi Government,2021-05-28-16-50,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-05-28-16-20,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",40,8,32,Private,2021-05-28-15-29,3,3,0,2,2,0,5,5,0,0,23,,,
"Apex City Hospital, West Vinod Nagar",28,2,26,Private,2021-05-28-01-17,4,0,4,,,,4,0,4,0,5,,,
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-05-28-16-49,,,,3,0,3,3,0,3,1,20,,,
Ardent Ganpati,31,1,30,Private,2021-05-28-17-36,7,1,6,,,,7,1,6,,,,,
ARK Hospital,30,0,30,Private,2021-05-28-09-14,5,0,5,,,,5,0,5,0,6,20,0,20
Arogya Hospital,16,2,14,Private,2021-05-28-10-00,6,2,4,,,,6,2,4,0,21,4,3,1
Arya Hospital,24,0,24,Private,2021-05-28-16-39,10,0,10,,,,10,0,10,4,0,,,
Ashray Medical Centre,12,0,12,Private,2021-05-28-16-13,,,,,,,,,,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-05-28-10-36,,,,,,,,,,4,0,,,
Astha Hospital,10,0,10,Private,2021-05-28-10-31,,,,,,,,,,,,10,0,10
"Ayushman Hospital, Dwarka",60,30,30,Private,2021-05-28-17-05,27,7,20,3,3,0,30,10,20,1,5,,,
"B.M. Gupta Hospital, Uttam Nagar",70,12,58,Private,2021-05-28-17-46,19,8,11,1,0,1,20,8,12,0,12,,,
Balak Ram Hospital,25,0,25,Delhi Government,2021-05-28-08-17,,,,,,,,,,2,0,,,
"Bansal Global Hospital, Jahangirpuri",60,3,57,Private,2021-05-28-12-38,9,1,8,1,0,1,10,1,9,0,7,1,0,1
"Bansal Hospital & Research Centre, New Friends Colony",40,11,29,Private,2021-05-28-07-10,8,1,7,2,2,0,10,3,7,,,,,
Bara Hindurao Hospital,250,38,212,Central Government,2021-05-28-12-00,,,,10,3,7,10,3,7,5,12,,,
Base Hospital Delhi Cantt,500,183,317,Central Government,2021-05-27-06-42,,,,50,48,2,50,48,2,2,12,,,
Batra Hospital,300,50,250,Private,2021-05-28-15-34,18,0,18,15,13,2,33,13,20,0,23,12,12,0
"Bensups Hospital, Dwarka",30,4,26,Private,2021-05-28-15-17,12,1,11,3,0,3,15,1,14,0,8,,,
BH SALVAS HOSPITAL,40,30,10,Private,2021-05-28-16-54,7,7,0,1,1,0,8,8,0,0,8,5,5,0
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",81,17,64,Private,2021-05-28-16-01,23,7,16,5,3,2,28,10,18,1,20,,,
"Bhagwan Mahavir Hospital, Madhuban Chowk",40,10,30,Private,2021-05-28-16-29,10,7,3,1,0,1,11,7,4,0,5,,,
"Bhagwati Hospital, Rohini",130,5,125,Private,2021-05-28-17-32,13,2,11,2,0,2,15,2,13,0,7,,,
"Bhatia Global Hospital, Paschim Vihar",36,3,33,Private,2021-05-28-17-43,6,3,3,,,,6,3,3,0,12,,,
Bimla Devi Hospital,27,0,27,Private,2021-05-28-17-18,,,,,,,,,,4,0,3,2,1
"BLK Hospital, Pusa Road",317,75,242,Private,2021-05-28-17-30,60,26,34,15,15,0,75,41,34,3,0,43,43,0
"Brahm Shakti Hospital, Budh Vihar",80,5,75,Private,2021-05-28-16-32,9,0,9,2,0,2,11,0,11,2,12,2,1,1
Burari Hospital,700,78,622,Delhi Government,2021-05-28-16-11,85,48,37,30,30,0,115,78,37,1,5,,,
C M PATEL HOSPITAL,15,1,14,Private,2021-05-28-13-19,,,,,,,,,,2,23,,,
Cantonment General Hospital,27,2,25,Central Government,2021-05-27-10-49,,,,,,,,,,7,0,,,
CAREWELL MEDICAL CENTRE,8,2,6,Private,2021-05-28-08-19,,,,,,,,,,0,12,,,
CBR Hospital,25,10,15,Private,2021-05-28-15-07,3,3,0,,,,3,3,0,1,7,,,
