name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant
AASTHA HOSPITAL,40,40,0,Private,2021-04-23-17-27,8,8,0,2,2,0,2,2,0,10,10,0
Acharyashree Bhikshu Govt. Hospital,108,108,0,Delhi Government,2021-04-23-20-31,13,13,0,,,,,,,13,13,0
AIIMS Jhajjar,590,590,0,Central Government,2021-04-23-17-50,,,,,,,25,25,0,25,25,0
AIIMS Main Delhi,33,33,0,Central Government,2021-04-23-16-11,,,,86,42,44,,,,,,
"AIIMS, Trauma Delhi",266,262,4,Central Government,2021-04-23-16-53,,,,,,,71,70,1,71,70,1
"Akash Healthcare, Dwarka",233,233,0,Private,2021-04-23-17-10,41,41,0,17,17,0,10,10,0,51,51,0
Ambedkar Nagar hospital,280,262,18,Delhi Government,2021-04-24-05-31,20,20,0,,,,,,,20,20,0
"Ansari Hospital, Sagarpur",40,40,0,Private,2021-04-23-15-59,3,3,0,,,,2,2,0,5,5,0
"Apex City Hospital, West Vinod Nagar",28,28,0,Private,2021-04-23-17-20,4,4,0,4,4,0,,,,4,4,0
Ardent Ganpati,41,25,16,Private,2021-04-23-18-22,4,4,0,,,,,,,4,4,0
"Ayushman Hospital, Dwarka",118,118,0,Private,2021-04-23-12-03,27,27,0,,,,3,3,0,30,30,0
"B.M. Gupta Hospital, Uttam Nagar",70,70,0,Private,2021-04-23-17-30,19,19,0,,,,1,1,0,20,20,0
"Bansal Global Hospital, Jahangirpuri",43,43,0,Private,2021-04-23-10-00,9,9,0,1,0,1,1,1,0,10,10,0
"Bansal Hospital & Research Centre, New Friends Colony",40,40,0,Private,2021-04-24-03-20,8,8,0,2,2,0,2,2,0,10,10,0
Bara Hindurao Hospital,250,250,0,Central Government,2021-04-23-20-03,,,,,,,10,10,0,10,10,0
