name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant
AASTHA HOSPITAL,40,40,0,Private,2021-04-26-11-47,8,8,0,2,2,0,2,2,0,10,10,0
Acharyashree Bhikshu Govt. Hospital,108,108,0,Delhi Government,2021-04-26-12-59,13,13,0,,,,,,,13,13,0
AIIMS Jhajjar,557,557,0,Central Government,2021-04-26-10-53,,,,,,,40,40,0,40,40,0
AIIMS Main Delhi,33,33,0,Central Government,2021-04-25-11-30,,,,86,35,51,,,,,,
"AIIMS, Trauma Delhi",266,262,4,Central Government,2021-04-26-06-22,,,,,,,71,70,1,71,70,1
"Akash Healthcare, Dwarka",233,233,0,Private,2021-04-26-07-51,41,41,0,17,17,0,10,10,0,51,51,0
Alshifa Hospital,36,36,0,Private,2021-04-26-12-49,16,16,0,,,,3,3,0,19,19,0
Ambedkar Nagar hospital,280,280,0,Delhi Government,2021-04-26-13-20,20,20,0,,,,,,,20,20,0
"Ansari Hospital, Sagarpur",40,40,0,Private,2021-04-26-07-00,3,3,0,,,,2,2,0,5,5,0
"Apex City Hospital, West Vinod Nagar",28,28,0,Private,2021-04-26-07-31,4,4,0,4,4,0,,,,4,4,0
Ardent Ganpati,41,23,18,Private,2021-04-26-13-21,4,4,0,,,,,,,4,4,0
"Ayushman Hospital, Dwarka",118,118,0,Private,2021-04-26-09-01,27,27,0,,,,3,3,0,30,30,0
"B.M. Gupta Hospital, Uttam Nagar",70,70,0,Private,2021-04-26-08-00,19,19,0,,,,1,1,0,20,20,0
"Bansal Global Hospital, Jahangirpuri",43,43,0,Private,2021-04-26-08-14,9,9,0,1,0,1,1,1,0,10,10,0
"Bansal Hospital & Research Centre, New Friends Colony",40,40,0,Private,2021-04-26-09-11,8,8,0,2,2,0,2,2,0,10,10,0
Bara Hindurao Hospital,250,250,0,Central Government,2021-04-26-08-45,,,,,,,10,10,0,10,10,0
Base Hospital Delhi Cantt,340,336,4,Central Government,2021-04-26-06-56,,,,17,8,9,12,12,0,12,12,0
Batra Hospital,270,270,0,Private,2021-04-26-10-56,28,28,0,12,12,0,10,10,0,38,38,0
"Bensups Hospital, Dwarka",40,21,19,Private,2021-04-26-07-07,12,12,0,,,,3,3,0,15,15,0
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",81,81,0,Private,2021-04-25-14-37,23,23,0,9,9,0,5,5,0,28,28,0
"Bhagwan Mahavir Hospital, Madhuban Chowk",40,40,0,Private,2021-04-26-11-58,10,10,0,,,,1,1,0,11,11,0
"Bhagwati Hospital, Rohini",90,90,0,Private,2021-04-26-08-47,13,13,0,,,,2,2,0,15,15,0
"Bhatia Global Hospital, Paschim Vihar",44,44,0,Private,2021-04-26-07-48,6,6,0,,,,,,,6,6,0
Bimla Devi Hospital,23,22,1,Private,2021-04-26-10-35,,,,7,7,0,,,,,,
"BLK Hospital, Pusa Road",358,284,74,Private,2021-04-26-11-14,68,68,0,69,59,10,7,7,0,75,75,0
"Brahm Shakti Hospital, Budh Vihar",80,80,0,Private,2021-04-26-09-33,17,17,0,,,,1,1,0,18,18,0
Burari Hospital,320,320,0,Delhi Government,2021-04-26-12-51,20,20,0,,,,30,30,0,50,50,0
"CD Global Hospital, Najafgarh Road",40,34,6,Private,2021-04-26-11-13,5,5,0,,,,1,1,0,6,6,0
"Cygnus MLS, Rama Vihar",34,34,0,Private,2021-04-25-12-33,1,1,0,6,6,0,5,5,0,6,6,0
"Cygnus Sonia Hospital, Nangloi",56,56,0,Private,2021-04-26-13-16,14,14,0,18,18,0,5,5,0,19,19,0
Deen Dayal Upadhyay hospital,300,300,0,Delhi Government,2021-04-26-12-06,130,130,0,33,22,11,50,50,0,180,180,0
Deep Chand Bandhu,230,230,0,Delhi Government,2021-04-26-08-37,67,67,0,,,,14,14,0,81,81,0
"Delhi Heart & Lung Institute, Pachkuian Road",73,73,0,Private,2021-04-26-09-46,24,24,0,12,12,0,3,3,0,27,27,0
"Dharamshila Narayana Hosp., Vasundhra Enclave",142,135,7,Private,2021-04-26-10-36,11,11,0,23,7,16,3,3,0,14,14,0
"Dharamvir Solanki Hospital, Rohini",9,9,0,Private,2021-04-26-10-07,4,4,0,,,,1,1,0,5,5,0
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",75,75,0,Private,2021-04-26-11-18,10,10,0,,,,2,2,0,12,12,0
Dr Baba Saheb Ambedkar Hospital,317,317,0,Delhi Government,2021-04-26-11-19,32,32,0,12,8,4,30,30,0,62,62,0
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",30,30,0,Private,2021-04-25-14-13,,,,,,,,,,,,
East Delhi Medical Centre Mansarover Park,42,42,0,Private,2021-04-26-01-20,10,10,0,,,,,,,10,10,0
ESIC Hospital Jhilmil,100,100,0,Central Government,2021-04-23-15-16,,,,,,,5,5,0,5,5,0
ESIC hospital Okhla,198,176,22,Central Government,2021-04-26-10-27,,,,,,,10,10,0,10,10,0
"Fortis Escorts Heart Institute, Okhla",102,102,0,Private,2021-04-26-13-30,55,55,0,16,11,5,5,5,0,60,60,0
"Fortis Hospital, Shalimar Bagh",218,218,0,Private,2021-04-26-13-26,30,30,0,8,8,0,20,20,0,50,50,0
"Fortis SS Hospital, Vasant Kunj",106,106,0,Private,2021-04-26-08-12,28,28,0,,,,4,4,0,32,32,0
"Gandhi Nursing Home, Uttam Nagar",96,96,0,Private,2021-04-26-07-16,19,19,0,8,8,0,1,1,0,20,20,0
"Garg Hospital, Karkardooma",36,36,0,Private,2021-04-26-07-43,3,3,0,4,0,4,,,,3,3,0
"Goyal Hospital & Urology Centre, Krishna Nagar",70,70,0,Private,2021-04-26-08-24,12,12,0,8,8,0,5,5,0,17,17,0
"Goyal Hospital, Paschim Vihar",21,21,0,Private,2021-04-26-10-06,7,7,0,,,,,,,7,7,0
