name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-06-07-08-31,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,5,0,5,Private,2021-06-07-09-36,,,,1,0,1,2,0,5,2,3,1,0,1
Ace Hospital,6,0,6,Private,2021-06-02-15-13,3,0,3,3,0,3,2,23,1,0,1,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-06-07-11-13,,,,,,,6,0,,,,,,
AIIMS Main Delhi,21,1,20,Central Government,2021-06-07-10-18,,,,,,,4,8,108,91,17,,,
"AIIMS, Trauma Delhi",21,0,21,Central Government,2021-06-07-16-44,,,,21,0,21,,,,,,21,0,21
"Akash Healthcare, Dwarka",20,0,20,Private,2021-06-07-09-35,8,0,8,10,0,10,0,16,44,31,13,2,0,2
Alshifa Hospital,18,0,18,Private,2021-06-07-10-21,3,0,3,5,0,5,6,0,11,0,11,2,0,2
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-06-07-17-16,40,0,40,50,0,50,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-06-07-09-14,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",10,0,10,Private,2021-06-07-15-22,3,0,3,3,0,3,1,23,5,4,1,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-06-07-11-33,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arya Hospital,24,0,24,Private,2021-06-07-11-45,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-06-07-11-29,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-06-07-11-06,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",11,0,11,Private,2021-06-07-15-25,2,0,2,3,0,3,0,18,20,20,0,1,0,1
"B.M. Gupta Hospital, Uttam Nagar",10,0,10,Private,2021-06-07-15-20,1,0,1,2,0,2,0,23,16,0,16,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,0,20,Private,2021-06-07-10-08,,,,,,,0,7,,,,,,
"Bansal Hospital & Research Centre, New Friends Colony",20,0,20,Private,2021-06-07-09-05,4,0,4,4,0,4,1,0,6,4,2,,,
Bara Hindurao Hospital,250,0,250,Central Government,2021-06-07-09-17,,,,14,0,14,2,15,8,6,2,14,0,14
Base Hospital Delhi Cantt,500,2,498,Central Government,2021-06-07-08-58,,,,50,0,50,2,12,,,,50,0,50
Batra Hospital,50,0,50,Private,2021-06-07-08-44,9,0,9,11,0,11,0,23,99,43,56,2,0,2
"Bensups Hospital, Dwarka",25,0,25,Private,2021-06-07-09-53,7,0,7,10,0,10,5,10,5,0,5,3,0,3
BH SALVAS HOSPITAL,22,1,21,Private,2021-06-07-08-40,5,0,5,7,0,7,4,20,7,0,7,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",9,0,9,Private,2021-06-07-16-12,2,0,2,3,0,3,2,15,7,3,4,1,0,1
"Bhagwan Mahavir Hospital, Madhuban Chowk",5,0,5,Private,2021-03-31-08-54,1,0,1,1,0,1,0,20,10,0,10,,,
