name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-01-30-14-35,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,19,1,18,Private,2021-01-30-17-18,4,0,4,5,0,5,2,0,5,2,3,1,0,1
Ace Hospital,6,0,6,Private,2021-01-30-13-43,3,0,3,3,0,3,2,23,1,0,1,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,1,9,Private,2021-01-30-12-46,,,,,,,6,0,,,,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-11-07-07-40,,,,100,0,100,0,23,,,,100,0,100
AIIMS Main Delhi,100,38,62,Central Government,2021-01-30-18-06,,,,15,14,1,7,2,93,65,28,15,14,1
"AIIMS, Trauma Delhi",265,181,84,Central Government,2021-01-31-05-42,,,,71,52,19,,,,,,71,52,19
"Akash Healthcare, Dwarka",79,15,64,Private,2021-01-30-17-07,14,2,12,24,3,21,0,16,44,31,13,10,1,9
Alshifa Hospital,18,1,17,Private,2021-01-30-10-33,4,0,4,6,0,6,2,0,11,5,6,2,0,2
Ambedkar Nagar hospital,300,6,294,Delhi Government,2021-01-31-05-30,40,2,38,50,2,48,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-01-30-09-58,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",20,0,20,Private,2021-01-30-14-39,5,0,5,5,0,5,1,23,5,3,2,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-01-30-09-28,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arogya Hospital,4,0,4,Private,2021-01-30-12-29,,,,,,,0,21,4,2,2,,,
Arya Hospital,24,0,24,Private,2021-01-30-09-51,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-01-30-13-06,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-01-30-12-06,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",41,16,25,Private,2021-01-31-01-43,8,2,6,10,3,7,0,18,20,15,5,2,1,1
"B.M. Gupta Hospital, Uttam Nagar",40,2,38,Private,2021-01-31-05-25,2,0,2,3,0,3,0,23,,,,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,0,20,Private,2021-01-30-11-06,,,,,,,0,7,,,,,,
"Bansal Hospital & Research Centre, New Friends Colony",20,0,20,Private,2021-01-30-07-40,4,0,4,4,0,4,1,0,6,4,2,,,
Bara Hindurao Hospital,250,2,248,Central Government,2021-01-30-09-22,,,,14,0,14,5,12,8,5,3,14,0,14
Base Hospital Delhi Cantt,500,188,312,Central Government,2021-01-30-07-36,,,,50,8,42,2,12,,,,50,8,42
Batra Hospital,200,22,178,Private,2021-01-30-11-53,39,9,30,44,11,33,0,23,66,42,24,5,2,3
"Bensups Hospital, Dwarka",25,0,25,Private,2021-01-30-01-02,7,0,7,10,0,10,5,10,5,0,5,3,0,3
BH SALVAS HOSPITAL,22,1,21,Private,2021-01-30-10-40,5,0,5,7,0,7,4,20,5,0,5,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",34,3,31,Private,2021-01-30-10-00,6,3,3,7,3,4,2,21,3,3,0,1,0,1
"Bhagwan Mahavir Hospital, Madhuban Chowk",20,0,20,Private,2021-01-30-08-27,5,0,5,5,0,5,0,20,6,3,3,,,
"Bhagwati Hospital, Rohini",40,8,32,Private,2021-01-30-17-27,7,4,3,8,4,4,0,10,10,10,0,1,0,1
"Bhatia Global Hospital, Paschim Vihar",20,1,19,Private,2021-01-30-17-26,2,0,2,2,0,2,6,12,4,4,0,,,
Bimla Devi Hospital,10,0,10,Private,2021-01-30-13-50,5,0,5,7,0,7,4,0,7,0,7,2,0,2
"BLK Hospital, Pusa Road",186,39,147,Private,2021-01-31-05-30,33,15,18,47,29,18,3,0,80,80,0,14,14,0
"Brahm Shakti Hospital, Budh Vihar",40,1,39,Private,2021-01-30-10-26,4,1,3,5,1,4,2,12,7,4,3,1,0,1
Burari Hospital,800,5,795,Delhi Government,2021-01-30-08-38,145,1,144,195,2,193,7,12,,,,50,1,49
C M PATEL HOSPITAL,3,0,3,Private,2021-01-30-11-18,,,,,,,2,23,,,,,,
"CD Global Hospital, Najafgarh Road",20,0,20,Private,2021-01-30-18-36,5,0,5,6,0,6,3,2,3,0,3,1,0,1
Central Hospital,10,1,9,Private,2021-01-31-00-05,2,1,1,4,1,3,0,3,4,1,3,2,0,2
"Cygnus MLS, Rama Vihar",34,0,34,Private,2021-01-30-16-20,8,0,8,9,0,9,15,0,15,6,9,1,0,1
"Cygnus Sonia Hospital, Nangloi",28,3,25,Private,2021-01-31-00-04,7,3,4,8,3,5,0,17,18,8,10,1,0,1
Deen Dayal Upadhyay hospital,150,18,132,Delhi Government,2021-01-31-04-02,50,8,42,100,18,82,4,10,43,0,43,50,10,40
Deep Chand Bandhu,150,14,136,Delhi Government,2021-01-30-19-04,50,0,50,75,4,71,3,12,10,2,8,25,4,21
Delhi global hospital,3,0,3,Private,2021-01-30-06-31,3,0,3,3,0,3,1,23,4,1,3,,,
"Delhi Heart & Lung Institute, Pachkuian Road",42,5,37,Private,2021-01-30-10-25,13,4,9,15,4,11,5,10,24,19,5,2,0,2
Delhi multi speciality hospital,2,0,2,Private,2021-01-30-06-33,,,,,,,1,15,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",80,7,73,Private,2021-01-31-04-31,13,4,9,18,4,14,1,8,8,0,8,5,0,5
"Dharamvir Solanki Hospital, Rohini",21,0,21,Private,2021-01-30-10-51,4,0,4,5,0,5,3,23,5,0,5,1,0,1
Divine Multispeciality Hospital and Cancer Centre,10,2,8,Private,2021-01-30-10-16,,,,,,,,,,,,,,
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",22,1,21,Private,2021-01-30-10-53,,,,2,0,2,1,20,8,8,0,2,0,2
Dr Baba Saheb Ambedkar Hospital,150,17,133,Delhi Government,2021-01-30-11-34,,,,75,8,67,4,0,12,12,0,75,8,67
Dr Rakesh Multispeciality Hospital,2,0,2,Private,2021-01-30-10-31,,,,1,0,1,1,0,,,,1,0,1
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",20,0,20,Private,2021-01-30-23-49,,,,,,,0,21,,,,,,
East Delhi Medical Centre Mansarover Park,20,2,18,Private,2021-01-30-12-06,2,1,1,2,1,1,2,20,5,5,0,,,
Eden Hospital,5,3,2,Private,2021-01-29-13-50,,,,,,,1,23,,,,,,
ESIC Hospital Jhilmil,18,0,18,Central Government,2021-01-30-10-10,,,,,,,4,3,5,5,0,,,
ESIC hospital Okhla,48,2,46,Central Government,2021-01-30-10-54,,,,2,0,2,17,0,15,3,12,2,0,2
"Fortis Escorts Heart Institute, Okhla",123,15,108,Private,2021-01-30-08-52,21,2,19,27,3,24,2,3,16,13,3,6,1,5
"Fortis Hospital, Shalimar Bagh",105,24,81,Private,2021-01-30-19-12,26,10,16,32,15,17,3,23,46,46,0,6,5,1
"Fortis SS Hospital, Vasant Kunj",64,13,51,Private,2021-01-31-01-15,18,7,11,22,8,14,2,23,33,23,10,4,1,3
Galaxy Hospital,8,1,7,Private,2021-01-30-00-19,2,0,2,2,0,2,5,0,1,0,1,,,
"Gandhi Nursing Home, Uttam Nagar",30,6,24,Private,2021-01-30-07-59,10,4,6,12,4,8,1,12,15,4,11,2,0,2
"Garg Hospital, Karkardooma",22,1,21,Private,2021-01-30-05-15,2,0,2,2,0,2,10,0,2,1,1,,,
"Goyal Hospital & Urology Centre, Krishna Nagar",40,0,40,Private,2021-01-30-10-29,7,0,7,8,0,8,1,23,10,7,3,1,0,1
