name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,3,19,Private,2021-05-29-15-40,3,0,3,2,1,1,5,1,4,0,12,,,
AASTHA HOSPITAL,40,3,37,Private,2021-05-29-23-04,8,1,7,2,0,2,10,1,9,0,7,2,2,0
Ace Hospital,20,0,20,Private,2021-05-29-12-51,4,0,4,,,,4,0,4,,,16,0,16
Acharyashree Bhikshu Govt. Hospital,150,13,137,Delhi Government,2021-05-29-23-36,,,,30,8,22,30,8,22,1,6,,,
Adarsh Multispeciality Hospital & Trauma Centre,12,0,12,Private,2021-05-29-20-41,,,,,,,,,,1,0,,,
AIIMS Jhajjar,400,144,256,Central Government,2021-05-29-18-13,,,,100,100,0,100,100,0,0,23,,,
AIIMS Main Delhi,302,131,171,Central Government,2021-05-29-17-26,29,25,4,43,37,6,72,62,10,2,18,72,46,26
"AIIMS, Trauma Delhi",294,198,96,Central Government,2021-05-29-05-45,,,,71,55,16,71,55,16,,,,,
"Akash Healthcare, Dwarka",133,95,38,Private,2021-05-29-17-19,14,14,0,40,40,0,54,54,0,0,23,17,17,0
All India Institute of Ayurveda,47,0,47, ,2021-05-29-12-10,,,,,,,,,,7,0,,,
Alshifa Hospital,50,20,30,Private,2021-05-29-19-23,15,10,5,4,3,1,19,13,6,0,22,,,
Ambedkar Nagar hospital,600,22,578,Delhi Government,2021-05-29-23-32,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-05-29-17-51,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",40,6,34,Private,2021-05-29-20-25,3,3,0,2,2,0,5,5,0,0,23,,,
"Apex City Hospital, West Vinod Nagar",28,2,26,Private,2021-05-29-22-43,4,2,2,,,,4,2,2,0,5,,,
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-05-29-09-20,,,,3,0,3,3,0,3,1,20,,,
Ardent Ganpati,31,1,30,Private,2021-05-29-17-38,7,1,6,,,,7,1,6,,,,,
ARK Hospital,30,0,30,Private,2021-05-29-08-30,5,0,5,,,,5,0,5,0,6,20,0,20
Arogya Hospital,16,2,14,Private,2021-05-29-10-29,6,2,4,,,,6,2,4,0,22,4,4,0
Arya Hospital,24,0,24,Private,2021-05-29-20-50,10,1,9,,,,10,1,9,4,0,,,
Ashray Medical Centre,12,0,12,Private,2021-05-29-20-35,,,,,,,,,,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-05-29-11-28,,,,,,,,,,4,0,,,
Astha Hospital,10,0,10,Private,2021-05-29-09-40,,,,,,,,,,,,10,0,10
"Ayushman Hospital, Dwarka",60,32,28,Private,2021-05-29-20-32,27,9,18,3,3,0,30,12,18,1,18,,,
"B.M. Gupta Hospital, Uttam Nagar",70,12,58,Private,2021-05-29-23-04,19,8,11,1,0,1,20,8,12,0,12,,,
Balak Ram Hospital,25,0,25,Delhi Government,2021-05-29-08-01,,,,,,,,,,2,0,,,
"Bansal Global Hospital, Jahangirpuri",60,4,56,Private,2021-05-29-14-28,9,1,8,1,0,1,10,1,9,0,7,1,0,1
"Bansal Hospital & Research Centre, New Friends Colony",40,1,39,Private,2021-05-29-16-38,8,0,8,2,0,2,10,0,10,,,,,
Bara Hindurao Hospital,250,38,212,Central Government,2021-05-29-09-37,,,,10,3,7,10,3,7,4,19,,,
Base Hospital Delhi Cantt,500,183,317,Central Government,2021-05-27-06-42,,,,50,48,2,50,48,2,2,12,,,
Batra Hospital,300,27,273,Private,2021-05-29-13-10,18,0,18,15,9,6,33,9,24,0,23,12,12,0
"Bensups Hospital, Dwarka",30,4,26,Private,2021-05-29-19-30,12,1,11,3,0,3,15,1,14,0,6,,,
BH SALVAS HOSPITAL,40,30,10,Private,2021-05-29-16-42,7,7,0,1,1,0,8,8,0,0,8,5,5,0
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",81,18,63,Private,2021-05-29-22-00,23,5,18,5,3,2,28,8,20,2,3,,,
