name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant
AASTHA HOSPITAL,40,40,0,Private,2021-05-07-17-28,8,8,0,2,2,0,2,2,0,10,10,0
Acharyashree Bhikshu Govt. Hospital,100,80,20,Delhi Government,2021-05-07-16-09,13,13,0,,,,,,,13,13,0
AIIMS Jhajjar,478,478,0,Central Government,2021-05-07-08-33,,,,,,,100,100,0,100,100,0
AIIMS Main Delhi,287,209,78,Central Government,2021-05-07-16-07,71,67,4,72,37,35,,,,71,67,4
"AIIMS, Trauma Delhi",294,289,5,Central Government,2021-05-07-17-05,,,,,,,71,71,0,71,71,0
"Akash Healthcare, Dwarka",261,261,0,Private,2021-05-07-17-02,16,16,0,17,17,0,38,38,0,54,54,0
Alshifa Hospital,40,40,0,Private,2021-05-07-08-46,16,16,0,,,,3,3,0,19,19,0
Ambedkar Nagar hospital,300,300,0,Delhi Government,2021-05-07-16-09,20,20,0,,,,,,,20,20,0
Angel Agasta Multispeciality Hospital,10,10,0,Private,2021-05-07-10-42,1,1,0,,,,,,,1,1,0
"Ansari Hospital, Sagarpur",40,30,10,Private,2021-05-07-16-06,3,3,0,,,,2,2,0,5,5,0
"Apex City Hospital, West Vinod Nagar",28,28,0,Private,2021-05-07-17-10,4,4,0,4,4,0,,,,4,4,0
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,4,16,Private,2021-05-07-10-23,,,,,,,3,0,3,3,0,3
Ardent Ganpati,41,15,26,Private,2021-05-07-14-52,4,4,0,,,,,,,4,4,0
Arya Hospital,24,24,0,Private,2021-05-07-08-37,8,8,0,,,,2,2,0,10,10,0
"Ayushman Hospital, Dwarka",118,118,0,Private,2021-05-07-17-29,23,23,0,,,,7,7,0,30,30,0
"B.M. Gupta Hospital, Uttam Nagar",70,70,0,Private,2021-05-07-17-32,19,19,0,,,,1,1,0,20,20,0
"Bansal Global Hospital, Jahangirpuri",43,29,14,Private,2021-05-07-17-02,9,9,0,1,0,1,1,1,0,10,10,0
"Bansal Hospital & Research Centre, New Friends Colony",40,40,0,Private,2021-05-07-07-55,8,8,0,2,2,0,2,2,0,10,10,0
Bara Hindurao Hospital,250,250,0,Central Government,2021-05-07-09-35,,,,,,,10,10,0,10,10,0
Base Hospital Delhi Cantt,500,492,8,Central Government,2021-05-07-09-12,,,,,,,50,50,0,50,50,0
Batra Hospital,260,260,0,Private,2021-05-07-07-51,23,23,0,12,12,0,15,15,0,38,38,0
"Bensups Hospital, Dwarka",40,32,8,Private,2021-05-07-17-15,12,12,0,,,,3,3,0,15,15,0
BH SALVAS HOSPITAL,40,16,24,Private,2021-05-07-10-56,7,7,0,5,0,5,1,1,0,8,8,0
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",81,81,0,Private,2021-05-07-17-11,23,23,0,,,,5,5,0,28,28,0
"Bhagwan Mahavir Hospital, Madhuban Chowk",40,40,0,Private,2021-05-07-17-36,10,10,0,,,,1,1,0,11,11,0
"Bhagwati Hospital, Rohini",105,83,22,Private,2021-05-07-16-26,13,13,0,,,,2,2,0,15,15,0
"Bhatia Global Hospital, Paschim Vihar",36,35,1,Private,2021-05-07-16-53,8,8,0,,,,,,,8,8,0
Bimla Devi Hospital,27,22,5,Private,2021-05-07-15-40,,,,6,3,3,,,,,,
"BLK Hospital, Pusa Road",270,200,70,Private,2021-05-07-17-27,68,68,0,69,49,20,7,7,0,75,75,0
"Brahm Shakti Hospital, Budh Vihar",80,80,0,Private,2021-05-07-16-11,10,10,0,,,,1,1,0,11,11,0
Burari Hospital,370,316,54,Delhi Government,2021-05-07-15-37,40,40,0,,,,30,30,0,70,70,0
C M PATEL HOSPITAL,15,7,8,Private,2021-05-07-16-44,,,,,,,,,,,,
CBR Hospital,25,18,7,Private,2021-05-07-13-15,2,2,0,,,,1,1,0,3,3,0
"CD Global Hospital, Najafgarh Road",40,19,21,Private,2021-05-07-17-15,8,8,0,,,,1,1,0,9,9,0
Cronus Multi speciality Hospital,12,11,1,Private,2021-05-07-16-00,2,2,0,,,,,,,2,2,0
"Cygnus MLS, Rama Vihar",66,66,0,Private,2021-05-07-10-32,13,13,0,,,,5,5,0,18,18,0
"Cygnus Sonia Hospital, Nangloi",68,68,0,Private,2021-05-07-17-01,26,26,0,,,,5,5,0,31,31,0
Deen Dayal Upadhyay hospital,400,342,58,Delhi Government,2021-05-07-15-09,130,130,0,33,22,11,50,50,0,180,180,0
Deep Chand Bandhu,230,230,0,Delhi Government,2021-05-07-16-29,67,67,0,,,,14,14,0,81,81,0
Delhi global hospital,14,3,11,Private,2021-05-07-17-18,,,,,,,,,,,,
"Delhi Heart & Lung Institute, Pachkuian Road",73,73,0,Private,2021-05-07-16-19,24,24,0,12,12,0,3,3,0,27,27,0
Delhi multi speciality hospital,11,3,8,Private,2021-05-07-05-42,,,,,,,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",159,104,55,Private,2021-05-07-17-27,11,11,0,23,17,6,3,3,0,14,14,0
"Dharamvir Solanki Hospital, Rohini",18,18,0,Private,2021-05-07-16-41,9,9,0,1,0,1,1,1,0,10,10,0
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",90,90,0,Private,2021-05-07-14-32,10,10,0,,,,2,2,0,12,12,0
Dr Baba Saheb Ambedkar Hospital,370,356,14,Delhi Government,2021-05-07-16-35,150,150,0,,,,50,50,0,200,200,0
Dr Rakesh Multispeciality Hospital,15,11,4,Private,2021-05-07-15-22,5,5,0,,,,1,1,0,6,6,0
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",36,31,5,Private,2021-05-07-16-11,,,,,,,,,,,,
East Delhi Medical Centre Mansarover Park,40,40,0,Private,2021-05-07-12-39,10,10,0,,,,,,,10,10,0
Ekansh Hospital,8,4,4,Private,2021-05-07-15-08,,,,,,,,,,,,
ESIC Hospital Jhilmil,55,48,7,Central Government,2021-05-07-17-24,,,,,,,5,5,0,5,5,0
