name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,21,21,0,Private,2021-05-14-11-20,3,3,0,2,2,0,5,5,0,0,8,,,
AASTHA HOSPITAL,40,38,2,Private,2021-05-14-09-36,8,7,1,2,2,0,10,9,1,0,7,2,2,0
Acharyashree Bhikshu Govt. Hospital,130,47,83,Delhi Government,2021-05-14-10-32,7,7,0,6,6,0,13,13,0,0,20,,,
AIIMS Jhajjar,400,334,66,Central Government,2021-05-14-10-28,,,,100,100,0,100,100,0,0,23,,,
AIIMS Main Delhi,302,194,108,Central Government,2021-05-14-10-31,29,29,0,43,37,6,72,66,6,0,10,72,37,35
"AIIMS, Trauma Delhi",294,273,21,Central Government,2021-05-14-06-07,,,,71,69,2,71,69,2,,,,,
"Akash Healthcare, Dwarka",261,261,0,Private,2021-05-14-07-57,14,14,0,40,40,0,54,54,0,0,7,17,17,0
Alshifa Hospital,50,50,0,Private,2021-05-14-09-28,16,15,1,3,3,0,19,18,1,1,15,,,
Ambedkar Nagar hospital,300,105,195,Delhi Government,2021-05-14-11-07,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,10,0,Private,2021-05-14-10-43,1,1,0,,,,1,1,0,0,19,,,
"Ansari Hospital, Sagarpur",40,25,15,Private,2021-05-14-11-09,3,3,0,2,2,0,5,5,0,0,23,,,
"Apex City Hospital, West Vinod Nagar",28,22,6,Private,2021-05-14-07-19,4,4,0,,,,4,4,0,0,3,4,4,0
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-05-14-08-14,,,,3,0,3,3,0,3,1,8,,,
Ardent Ganpati,31,14,17,Private,2021-05-14-10-06,7,7,0,,,,7,7,0,,,,,
ARK Hospital,30,13,17,Private,2021-05-13-08-02,5,3,2,,,,5,3,2,1,4,20,0,20
Arogya Hospital,30,22,8,Private,2021-05-13-10-35,10,10,0,,,,10,10,0,0,20,,,
Arya Hospital,24,24,0,Private,2021-05-14-10-57,8,8,0,2,2,0,10,10,0,0,10,,,
Ashray Medical Centre,12,5,7,Private,2021-05-13-11-38,,,,,,,,,,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-05-14-09-09,,,,,,,,,,4,0,,,
Astha Hospital,10,3,7,Private,2021-05-14-10-32,,,,,,,,,,,,10,0,10
"Ayushman Hospital, Dwarka",118,118,0,Private,2021-05-14-10-56,23,23,0,7,7,0,30,30,0,0,4,,,
"B.M. Gupta Hospital, Uttam Nagar",70,63,7,Private,2021-05-14-10-31,19,19,0,1,1,0,20,20,0,0,8,,,
Balak Ram Hospital,100,1,99,Delhi Government,2021-05-14-08-25,,,,,,,,,,2,0,,,
"Bansal Global Hospital, Jahangirpuri",60,30,30,Private,2021-05-14-08-21,9,9,0,1,1,0,10,10,0,0,7,1,0,1
"Bansal Hospital & Research Centre, New Friends Colony",40,34,6,Private,2021-05-14-07-11,8,6,2,2,2,0,10,8,2,,,,,
Bara Hindurao Hospital,250,220,30,Central Government,2021-05-14-09-46,,,,10,10,0,10,10,0,1,13,,,
Base Hospital Delhi Cantt,500,493,7,Central Government,2021-05-14-07-46,,,,50,50,0,50,50,0,1,12,,,
Batra Hospital,300,210,90,Private,2021-05-14-09-00,18,18,0,20,20,0,38,38,0,0,23,12,12,0
"Bensups Hospital, Dwarka",40,27,13,Private,2021-05-14-10-28,12,12,0,3,3,0,15,15,0,0,15,,,
BH SALVAS HOSPITAL,40,30,10,Private,2021-05-14-09-34,7,7,0,1,1,0,8,8,0,0,8,5,5,0
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",81,81,0,Private,2021-05-14-07-23,23,23,0,5,5,0,28,28,0,0,22,,,
"Bhagwan Mahavir Hospital, Madhuban Chowk",40,35,5,Private,2021-05-14-10-15,10,10,0,1,1,0,11,11,0,0,7,,,
"Bhagwati Hospital, Rohini",130,62,68,Private,2021-05-14-10-27,13,13,0,2,2,0,15,15,0,0,7,,,
"Bhatia Global Hospital, Paschim Vihar",36,31,5,Private,2021-05-14-10-34,9,9,0,,,,9,9,0,0,8,,,
Bimla Devi Hospital,27,17,10,Private,2021-05-14-10-00,,,,,,,,,,2,0,6,6,0
"BLK Hospital, Pusa Road",285,246,39,Private,2021-05-14-11-30,65,65,0,10,10,0,75,75,0,1,5,69,64,5
"Brahm Shakti Hospital, Budh Vihar",80,67,13,Private,2021-05-14-11-21,10,10,0,1,1,0,11,11,0,1,2,,,
Burari Hospital,370,190,180,Delhi Government,2021-05-14-09-53,40,40,0,30,30,0,70,70,0,1,1,,,
C M PATEL HOSPITAL,15,9,6,Private,2021-05-14-08-42,,,,,,,,,,2,23,,,
CAREWELL MEDICAL CENTRE,8,2,6,Private,2021-05-14-07-52,,,,,,,,,,0,12,,,
CBR Hospital,25,10,15,Private,2021-05-13-10-51,3,3,0,,,,3,3,0,1,7,,,
"CD Global Hospital, Najafgarh Road",40,15,25,Private,2021-05-14-09-35,8,8,0,1,1,0,9,9,0,0,5,,,
Central Hospital,31,28,3,Private,2021-05-14-11-08,4,4,0,4,3,1,8,7,1,0,3,,,
Cronus Multi speciality Hospital,18,18,0,Private,2021-05-14-10-11,2,2,0,,,,2,2,0,1,10,,,
"Cygnus MLS, Rama Vihar",70,70,0,Private,2021-05-14-09-33,19,19,0,5,5,0,24,24,0,0,3,,,
"Cygnus Sonia Hospital, Nangloi",68,63,5,Private,2021-05-14-10-01,26,25,1,5,5,0,31,30,1,0,3,,,
Deen Dayal Upadhyay hospital,500,388,112,Delhi Government,2021-05-14-09-43,200,200,0,50,50,0,250,250,0,0,16,33,22,11
Deep Chand Bandhu,230,174,56,Delhi Government,2021-05-14-10-31,67,67,0,14,14,0,81,81,0,0,7,,,
Delhi global hospital,14,5,9,Private,2021-05-13-17-32,,,,,,,,,,1,23,,,
Delhi Golden Hospital,15,0,15,Private,2021-05-14-09-55,,,,,,,,,,1,1,,,
"Delhi Heart & Lung Institute, Pachkuian Road",73,68,5,Private,2021-05-14-09-49,22,21,1,5,5,0,27,26,1,0,18,12,12,0
Delhi multi speciality hospital,11,3,8,Private,2021-05-14-07-26,,,,,,,,,,1,15,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",160,93,67,Private,2021-05-14-10-07,13,13,0,5,5,0,18,18,0,0,22,5,5,0
"Dharamvir Solanki Hospital, Rohini",34,17,17,Private,2021-05-14-10-11,9,9,0,2,1,1,11,10,1,0,5,,,
Divine Multispeciality Hospital and Cancer Centre,35,20,15,Private,2021-05-13-11-16,23,16,7,7,4,3,30,20,10,0,9,,,
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",85,71,14,Private,2021-05-14-10-43,10,10,0,2,2,0,12,12,0,1,9,,,
Dr Baba Saheb Ambedkar Hospital,400,334,66,Delhi Government,2021-05-14-11-27,170,154,16,30,30,0,200,184,16,0,20,,,
Dr Rakesh Multispeciality Hospital,15,13,2,Private,2021-05-14-10-06,5,5,0,1,1,0,6,6,0,1,0,,,
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",36,14,22,Private,2021-05-14-10-04,,,,,,,,,,23,0,,,
East Delhi Medical Centre Mansarover Park,40,35,5,Private,2021-05-14-10-13,10,10,0,,,,10,10,0,0,8,,,
Eden Hospital,16,12,4,Private,2021-05-14-10-59,,,,,,,,,,0,23,,,
Ekansh Hospital,8,1,7,Private,2021-05-13-10-13,,,,,,,,,,,,,,
ESIC Hospital Jhilmil,65,31,34,Central Government,2021-05-14-11-18,,,,5,5,0,5,5,0,3,0,,,
ESIC hospital Okhla,233,155,78,Central Government,2021-05-14-09-23,,,,10,10,0,10,10,0,0,21,,,
"Fortis Escorts Heart Institute, Okhla",112,112,0,Private,2021-05-14-11-03,55,55,0,5,5,0,60,60,0,1,1,16,11,5
"Fortis Hospital, Shalimar Bagh",230,200,30,Private,2021-05-14-09-29,33,33,0,27,27,0,60,60,0,1,23,8,8,0
"Fortis SS Hospital, Vasant Kunj",106,100,6,Private,2021-05-14-10-11,8,8,0,12,12,0,20,20,0,1,23,,,
"Gandhi Nursing Home, Uttam Nagar",90,90,0,Private,2021-05-14-08-47,33,33,0,1,1,0,34,34,0,1,8,8,8,0
"Garg Hospital, Karkardooma",36,18,18,Private,2021-05-14-11-26,4,4,0,,,,4,4,0,0,10,,,
"Goyal Hospital & Urology Centre, Krishna Nagar",70,66,4,Private,2021-05-14-09-48,12,12,0,5,5,0,17,17,0,1,10,8,8,0
