name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-06-25-08-35,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,5,1,4,Private,2021-06-25-09-18,1,1,0,1,1,0,2,0,5,2,3,,,
Ace Hospital,6,0,6,Private,2021-06-02-15-13,3,0,3,3,0,3,2,23,1,0,1,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-06-25-08-56,,,,,,,6,0,,,,,,
AIIMS Main Delhi,27,13,14,Central Government,2021-06-25-10-14,,,,,,,4,8,108,89,19,,,
"AIIMS, Trauma Delhi",21,1,20,Central Government,2021-06-25-05-41,,,,21,1,20,,,,,,21,1,20
"Akash Healthcare, Dwarka",20,0,20,Private,2021-06-25-10-16,8,0,8,10,0,10,0,16,44,31,13,2,0,2
Alshifa Hospital,18,0,18,Private,2021-06-25-10-05,3,0,3,5,0,5,10,0,11,3,8,2,0,2
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-06-26-05-04,40,0,40,50,0,50,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-06-25-09-55,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",10,0,10,Private,2021-06-25-07-28,3,0,3,3,0,3,1,23,5,2,3,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-06-25-09-25,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arya Hospital,24,0,24,Private,2021-06-25-10-35,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-06-25-05-30,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-06-25-10-12,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",11,0,11,Private,2021-06-26-01-26,2,0,2,3,0,3,0,18,20,20,0,1,0,1
"B.M. Gupta Hospital, Uttam Nagar",10,0,10,Private,2021-06-26-02-40,1,0,1,2,0,2,0,23,16,0,16,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,0,20,Private,2021-06-25-06-17,,,,,,,0,7,,,,,,
"Bansal Hospital & Research Centre, New Friends Colony",20,0,20,Private,2021-06-25-08-40,4,0,4,4,0,4,1,0,6,4,2,,,
Bara Hindurao Hospital,250,0,250,Central Government,2021-06-25-09-42,,,,14,0,14,5,12,8,6,2,14,0,14
Base Hospital Delhi Cantt,500,20,480,Central Government,2021-06-25-10-22,,,,50,0,50,2,12,,,,50,0,50
Batra Hospital,50,1,49,Private,2021-06-25-09-21,9,0,9,11,0,11,0,23,99,42,57,2,0,2
"Bensups Hospital, Dwarka",25,0,25,Private,2021-06-25-09-37,7,0,7,10,0,10,5,10,5,0,5,3,0,3
BH SALVAS HOSPITAL,22,1,21,Private,2021-06-25-08-24,5,0,5,7,0,7,4,20,7,0,7,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",9,0,9,Private,2021-06-25-18-25,2,0,2,3,0,3,2,13,7,3,4,1,0,1
"Bhagwan Mahavir Hospital, Madhuban Chowk",5,0,5,Private,2021-03-31-08-54,1,0,1,1,0,1,0,20,10,0,10,,,
"Bhagwati Hospital, Rohini",10,1,9,Private,2021-06-25-17-02,2,0,2,3,0,3,0,10,17,11,6,1,0,1
"Bhatia Global Hospital, Paschim Vihar",14,0,14,Private,2021-06-25-08-43,,,,,,,6,12,5,0,5,,,
Bimla Devi Hospital,10,0,10,Private,2021-06-25-08-29,,,,,,,2,0,7,0,7,,,
"BLK Hospital, Pusa Road",47,11,36,Private,2021-06-26-05-28,9,4,5,12,4,8,1,0,106,94,12,3,0,3
"Brahm Shakti Hospital, Budh Vihar",35,0,35,Private,2021-06-14-10-50,,,,,,,2,12,,,,,,
Burari Hospital,600,3,597,Delhi Government,2021-06-25-11-30,70,0,70,100,0,100,7,12,,,,30,0,30
C M PATEL HOSPITAL,3,0,3,Private,2021-06-25-11-39,,,,,,,2,23,,,,,,
"CD Global Hospital, Najafgarh Road",20,0,20,Private,2021-06-25-14-25,5,0,5,6,0,6,3,2,3,0,3,1,0,1
Central Hospital,4,0,4,Private,2021-06-26-00-02,,,,2,0,2,0,4,6,6,0,2,0,2
"Cygnus MLS, Rama Vihar",9,1,8,Private,2021-06-25-17-09,1,0,1,1,0,1,75,0,15,5,10,,,
"Cygnus Sonia Hospital, Nangloi",7,0,7,Private,2021-06-25-19-04,,,,1,0,1,0,17,18,14,4,1,0,1
Deen Dayal Upadhyay hospital,50,0,50,Delhi Government,2021-06-25-15-50,,,,,,,4,20,61,61,0,,,
Deep Chand Bandhu,50,10,40,Delhi Government,2021-06-25-09-43,,,,,,,3,15,10,6,4,,,
Delhi global hospital,3,0,3,Private,2021-06-25-10-17,3,0,3,3,0,3,1,23,4,1,3,,,
"Delhi Heart & Lung Institute, Pachkuian Road",10,0,10,Private,2021-06-25-11-20,1,0,1,2,0,2,4,4,37,16,21,1,0,1
Delhi multi speciality hospital,2,0,2,Private,2021-06-25-08-46,,,,,,,1,15,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",20,1,19,Private,2021-06-26-00-08,,,,5,0,5,1,8,21,20,1,5,0,5
"Dharamvir Solanki Hospital, Rohini",21,0,21,Private,2021-06-25-10-17,4,0,4,5,0,5,3,16,5,0,5,1,0,1
Divine Multispeciality Hospital and Cancer Centre,10,0,10,Private,2021-06-25-09-18,,,,,,,,,,,,,,
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",15,0,15,Private,2021-06-25-08-16,,,,2,0,2,1,20,8,8,0,2,0,2
Dr Baba Saheb Ambedkar Hospital,50,1,49,Delhi Government,2021-06-25-09-02,,,,15,1,14,4,0,24,16,8,15,1,14
Dr Rakesh Multispeciality Hospital,2,0,2,Private,2021-06-25-07-55,,,,1,0,1,1,0,,,,1,0,1
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",20,0,20,Private,2021-06-25-09-23,,,,,,,1,11,,,,,,
East Delhi Medical Centre Mansarover Park,5,0,5,Private,2021-06-25-11-31,,,,,,,1,20,5,2,3,,,
ESIC Hospital Jhilmil,20,0,20,Central Government,2021-06-25-10-16,5,0,5,5,0,5,17,8,5,5,0,,,
ESIC hospital Okhla,22,0,22,Central Government,2021-06-25-10-10,,,,2,0,2,10,0,15,3,12,2,0,2
"Fortis Escorts Heart Institute, Okhla",31,5,26,Private,2021-06-25-16-22,4,3,1,7,3,4,2,3,16,13,3,3,0,3
"Fortis Hospital, Shalimar Bagh",26,2,24,Private,2021-06-25-10-10,4,0,4,6,0,6,3,23,72,67,5,2,0,2
"Fortis SS Hospital, Vasant Kunj",64,3,61,Private,2021-06-25-21-24,18,2,16,22,2,20,2,23,33,26,7,4,0,4
"Gandhi Nursing Home, Uttam Nagar",6,0,6,Private,2021-06-25-10-51,1,0,1,2,0,2,1,12,15,0,15,1,0,1
"Garg Hospital, Karkardooma",5,0,5,Private,2021-06-25-19-05,,,,,,,7,0,4,3,1,,,
"Goyal Hospital & Urology Centre, Krishna Nagar",20,1,19,Private,2021-06-25-10-10,4,0,4,4,0,4,1,23,10,3,7,,,
"Goyal Hospital, Paschim Vihar",5,0,5,Private,2021-06-25-17-25,,,,,,,0,12,,,,,,
GTB Hospital,450,7,443,Delhi Government,2021-06-26-00-30,,,,50,2,48,4,8,45,25,20,50,2,48
Gupta Multispecialty Hospital,14,0,14,Private,2021-06-25-08-41,,,,,,,2,0,4,0,4,,,
"Gupta Multispecialty Hospital, Vivek Vihar",20,0,20,Private,2021-06-25-09-11,2,0,2,2,0,2,3,23,4,0,4,,,
"HAHC Hospital, Hamdard Nagar",66,0,66,Private,2021-06-25-07-11,4,0,4,6,0,6,1,4,29,9,20,2,0,2
HANDA NURSING HOME,4,0,4,Private,2021-06-25-09-07,,,,,,,1,18,6,4,2,,,
Hardik Hospital,10,0,10,Private,2021-06-25-09-45,4,0,4,4,0,4,1,20,,,,,,
"Holy Family Hospital, Okhla",100,9,91,Private,2021-06-25-09-37,5,3,2,23,6,17,1,0,21,21,0,18,3,15
"IBS Hospital, Lajpat Nagar",5,0,5,Private,2021-06-25-09-08,,,,1,0,1,0,6,9,7,2,1,0,1
"Indian spinal injury centre,Vasant Kunj",20,5,15,Private,2021-06-26-03-25,,,,3,2,1,1,10,10,9,1,3,2,1
"Indira Gandhi Hospital, Dwarka",1241,1,1240,Delhi Government,2021-06-25-11-11,85,0,85,330,0,330,3,0,,,,245,0,245
"INDRAPRASTHA APOLLO HOSPITAL, SARITA VIHAR",62,6,56,Private,2021-06-25-10-00,7,2,5,12,2,10,16,0,153,143,10,5,0,5
"Irene Hospital, Kalkaji",14,0,14,Private,2021-06-25-09-22,2,0,2,3,0,3,1,0,4,0,4,1,0,1
"Ishan Hospital, Rohini",8,0,8,Private,2021-06-25-08-20,4,0,4,4,0,4,,,,,,,,
"Jain Hospital, Vikas Marg Extn.",5,0,5,Private,2021-06-25-11-04,,,,,,,1,23,4,2,2,,,
"Jaipur Golden Hospital, Rohini",24,5,19,Private,2021-06-26-00-15,2,2,0,6,2,4,0,12,44,44,0,4,0,4
Janakpuri Super Speciality Hospital Society,90,0,90,Delhi Government,2021-06-25-10-25,40,0,40,40,0,40,5,0,20,17,3,,,
"Jeevan Anmol Hospital, Mayur Vihar Phase-I",40,0,40,Private,2021-06-25-12-17,1,0,1,2,0,2,2,21,,,,1,0,1
"Jeewan Mala Hospital, Rohtak Road",25,0,25,Private,2021-06-25-09-08,5,0,5,5,0,5,0,12,6,6,0,,,
"Jeewan Moti Khera Hospital, Nangloi",5,0,5,Private,2021-06-25-11-05,,,,1,0,1,1,23,4,1,3,1,0,1
"Jeewan Nursing Home, Pusa Road",23,0,23,Private,2021-06-25-11-17,,,,2,0,2,0,23,4,4,0,2,0,2
Jivodaya Hospital,4,0,4,Private,2021-06-25-08-38,,,,,,,1,23,,,,,,
Jyoti Nursing Home,3,0,3,Private,2021-06-25-01-41,,,,,,,1,11,,,,,,
Kalawati Saran Children's Hospital (LHMC),40,3,37,Central Government,2021-06-25-10-02,,,,5,3,2,6,0,35,31,4,5,3,2
"Kalra Hospital, Dwarka",5,0,5,Private,2021-06-25-00-13,,,,,,,5,0,6,6,0,,,
