name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-04-25-14-07,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,5,0,5,Private,2021-04-25-09-48,,,,1,0,1,2,0,5,2,3,1,0,1
Ace Hospital,6,0,6,Private,2021-04-25-12-54,3,0,3,3,0,3,2,23,1,0,1,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-04-25-09-45,,,,,,,6,0,,,,,,
AIIMS Main Delhi,11,3,8,Central Government,2021-04-25-16-36,,,,,,,3,13,108,81,27,,,
"AIIMS, Trauma Delhi",21,0,21,Central Government,2021-04-25-16-31,,,,21,0,21,,,,,,21,0,21
"Akash Healthcare, Dwarka",20,1,19,Private,2021-04-25-17-17,3,1,2,5,1,4,0,16,44,31,13,2,0,2
Alshifa Hospital,18,0,18,Private,2021-04-25-11-07,3,0,3,5,0,5,2,0,11,2,9,2,0,2
Ambedkar Nagar hospital,200,4,196,Delhi Government,2021-04-25-17-01,40,0,40,50,0,50,,,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-04-25-09-22,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",10,0,10,Private,2021-04-25-14-46,3,0,3,3,0,3,1,23,5,5,0,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-04-25-09-56,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arya Hospital,24,0,24,Private,2021-04-25-09-37,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-04-25-11-49,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-04-25-12-56,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",11,0,11,Private,2021-04-25-00-42,2,0,2,3,0,3,0,18,20,20,0,1,0,1
"B.M. Gupta Hospital, Uttam Nagar",10,2,8,Private,2021-04-25-17-27,1,0,1,2,0,2,0,23,16,0,16,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,0,20,Private,2021-04-25-10-47,,,,,,,0,7,,,,,,
"Bansal Hospital & Research Centre, New Friends Colony",20,0,20,Private,2021-04-25-06-45,4,0,4,4,0,4,1,0,6,4,2,,,
Bara Hindurao Hospital,250,0,250,Central Government,2021-04-25-09-57,,,,14,0,14,6,12,8,6,2,14,0,14
Base Hospital Delhi Cantt,500,5,495,Central Government,2021-04-25-06-44,,,,50,0,50,2,12,,,,50,0,50
Batra Hospital,50,0,50,Private,2021-04-25-10-13,9,0,9,11,0,11,0,23,99,41,58,2,0,2
"Bensups Hospital, Dwarka",25,0,25,Private,2021-04-25-10-44,7,0,7,10,0,10,5,10,5,0,5,3,0,3
BH SALVAS HOSPITAL,22,1,21,Private,2021-04-25-08-27,5,0,5,7,0,7,4,20,7,0,7,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",10,2,8,Private,2021-04-25-16-04,6,0,6,7,0,7,2,15,3,3,0,1,0,1
"Bhagwan Mahavir Hospital, Madhuban Chowk",5,0,5,Private,2021-03-31-08-54,1,0,1,1,0,1,0,20,10,0,10,,,
"Bhagwati Hospital, Rohini",10,2,8,Private,2021-04-25-17-11,2,2,0,3,2,1,0,10,17,13,4,1,0,1
"Bhatia Global Hospital, Paschim Vihar",14,0,14,Private,2021-04-25-16-02,1,0,1,1,0,1,6,12,5,2,3,,,
Bimla Devi Hospital,10,0,10,Private,2021-04-25-12-16,,,,,,,4,0,7,1,6,,,
"BLK Hospital, Pusa Road",47,2,45,Private,2021-04-25-10-36,9,0,9,12,0,12,3,0,106,106,0,3,0,3
"Brahm Shakti Hospital, Budh Vihar",40,0,40,Private,2021-04-25-10-39,4,0,4,5,0,5,2,12,7,5,2,1,0,1
Burari Hospital,600,1,599,Delhi Government,2021-04-25-12-44,70,0,70,100,0,100,7,12,,,,30,0,30
C M PATEL HOSPITAL,3,0,3,Private,2021-04-25-11-18,,,,,,,2,23,,,,,,
"CD Global Hospital, Najafgarh Road",20,0,20,Private,2021-04-25-14-22,5,0,5,6,0,6,3,2,3,0,3,1,0,1
Central Hospital,4,0,4,Private,2021-04-25-16-48,,,,2,0,2,0,3,6,5,1,2,0,2
"Cygnus MLS, Rama Vihar",9,1,8,Private,2021-04-25-17-01,1,0,1,1,0,1,75,0,15,4,11,,,
"Cygnus Sonia Hospital, Nangloi",7,0,7,Private,2021-04-25-15-36,,,,1,0,1,0,17,18,14,4,1,0,1
Deen Dayal Upadhyay hospital,50,0,50,Delhi Government,2021-04-25-15-56,,,,,,,3,6,43,43,0,,,
Deep Chand Bandhu,50,2,48,Delhi Government,2021-04-25-17-12,,,,,,,3,15,10,6,4,,,
Delhi global hospital,3,0,3,Private,2021-04-25-07-11,3,0,3,3,0,3,1,23,4,1,3,,,
"Delhi Heart & Lung Institute, Pachkuian Road",10,3,7,Private,2021-04-25-10-29,1,0,1,2,0,2,4,23,37,20,17,1,0,1
Delhi multi speciality hospital,2,0,2,Private,2021-04-25-09-02,,,,,,,1,15,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",20,2,18,Private,2021-04-25-16-00,,,,5,1,4,1,8,21,20,1,5,1,4
"Dharamvir Solanki Hospital, Rohini",21,0,21,Private,2021-04-25-10-36,4,0,4,5,0,5,3,16,5,0,5,1,0,1
Divine Multispeciality Hospital and Cancer Centre,10,0,10,Private,2021-04-13-09-16,,,,,,,,,,,,,,
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",15,0,15,Private,2021-04-25-08-57,,,,2,0,2,1,20,8,8,0,2,0,2
Dr Baba Saheb Ambedkar Hospital,50,0,50,Delhi Government,2021-04-25-13-01,,,,12,0,12,4,0,24,16,8,12,0,12
Dr Rakesh Multispeciality Hospital,2,0,2,Private,2021-04-25-08-31,,,,1,0,1,1,0,,,,1,0,1
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",20,0,20,Private,2021-04-25-07-15,,,,,,,0,21,,,,,,
East Delhi Medical Centre Mansarover Park,5,0,5,Private,2021-04-25-11-59,,,,,,,2,20,5,2,3,,,
ESIC Hospital Jhilmil,20,0,20,Central Government,2021-04-25-10-48,5,0,5,5,0,5,10,15,5,5,0,,,
ESIC hospital Okhla,22,2,20,Central Government,2021-04-25-09-48,,,,2,1,1,15,0,15,5,10,2,1,1
"Fortis Escorts Heart Institute, Okhla",31,0,31,Private,2021-04-25-15-56,4,0,4,7,0,7,2,3,16,13,3,3,0,3
"Fortis Hospital, Shalimar Bagh",26,1,25,Private,2021-04-25-09-48,4,1,3,6,1,5,4,23,72,72,0,2,0,2
