name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,21,21,0,Private,2021-05-13-17-02,3,3,0,2,2,0,5,5,0,0,6,,,
AASTHA HOSPITAL,40,38,2,Private,2021-05-14-07-03,8,7,1,2,2,0,10,9,1,0,7,2,2,0
Acharyashree Bhikshu Govt. Hospital,130,49,81,Delhi Government,2021-05-14-07-55,7,7,0,6,6,0,13,13,0,0,18,,,
AIIMS Jhajjar,400,336,64,Central Government,2021-05-13-19-00,,,,100,100,0,100,100,0,0,16,,,
AIIMS Main Delhi,302,202,100,Central Government,2021-05-13-19-03,29,29,0,43,40,3,72,69,3,0,13,72,41,31
"AIIMS, Trauma Delhi",294,273,21,Central Government,2021-05-14-06-07,,,,71,69,2,71,69,2,,,,,
"Akash Healthcare, Dwarka",261,261,0,Private,2021-05-14-07-57,14,14,0,40,40,0,54,54,0,0,7,17,17,0
Alshifa Hospital,50,50,0,Private,2021-05-13-13-55,16,16,0,3,3,0,19,19,0,1,8,,,
Ambedkar Nagar hospital,300,105,195,Delhi Government,2021-05-14-07-03,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,10,0,Private,2021-05-14-05-31,1,1,0,,,,1,1,0,0,20,,,
"Ansari Hospital, Sagarpur",40,25,15,Private,2021-05-14-07-08,3,3,0,2,2,0,5,5,0,0,23,,,
"Apex City Hospital, West Vinod Nagar",28,22,6,Private,2021-05-14-07-19,4,4,0,,,,4,4,0,0,3,4,4,0
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-05-14-08-14,,,,3,0,3,3,0,3,1,8,,,
Ardent Ganpati,31,14,17,Private,2021-05-13-18-46,7,7,0,,,,7,7,0,,,,,
ARK Hospital,30,13,17,Private,2021-05-13-08-02,5,3,2,,,,5,3,2,1,4,20,0,20
Arogya Hospital,30,22,8,Private,2021-05-13-10-35,10,10,0,,,,10,10,0,0,20,,,
Arya Hospital,24,24,0,Private,2021-05-13-09-52,8,8,0,2,2,0,10,10,0,0,10,,,
Ashray Medical Centre,12,5,7,Private,2021-05-13-11-38,,,,,,,,,,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-05-13-09-16,,,,,,,,,,4,0,,,
Astha Hospital,10,2,8,Private,2021-05-13-09-52,,,,,,,,,,,,10,0,10
"Ayushman Hospital, Dwarka",118,118,0,Private,2021-05-14-07-57,23,23,0,7,7,0,30,30,0,0,6,,,
"B.M. Gupta Hospital, Uttam Nagar",70,63,7,Private,2021-05-14-08-13,19,19,0,1,1,0,20,20,0,0,8,,,
Balak Ram Hospital,100,1,99,Delhi Government,2021-05-14-08-25,,,,,,,,,,2,0,,,
"Bansal Global Hospital, Jahangirpuri",60,30,30,Private,2021-05-14-08-21,9,9,0,1,1,0,10,10,0,0,7,1,0,1
"Bansal Hospital & Research Centre, New Friends Colony",40,34,6,Private,2021-05-14-07-11,8,6,2,2,2,0,10,8,2,,,,,
Bara Hindurao Hospital,250,220,30,Central Government,2021-05-13-20-52,,,,10,10,0,10,10,0,1,0,,,
Base Hospital Delhi Cantt,500,493,7,Central Government,2021-05-14-07-46,,,,50,50,0,50,50,0,1,12,,,
Batra Hospital,300,225,75,Private,2021-05-14-08-15,18,18,0,20,20,0,38,38,0,0,23,12,12,0
"Bensups Hospital, Dwarka",40,26,14,Private,2021-05-14-07-32,12,12,0,3,3,0,15,15,0,0,15,,,
BH SALVAS HOSPITAL,40,30,10,Private,2021-05-13-10-52,7,7,0,1,1,0,8,8,0,0,8,5,5,0
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",81,81,0,Private,2021-05-14-07-23,23,23,0,5,5,0,28,28,0,0,22,,,
"Bhagwan Mahavir Hospital, Madhuban Chowk",40,34,6,Private,2021-05-14-07-50,10,10,0,1,1,0,11,11,0,0,7,,,
"Bhagwati Hospital, Rohini",130,71,59,Private,2021-05-13-17-40,13,13,0,2,2,0,15,15,0,0,7,,,
"Bhatia Global Hospital, Paschim Vihar",36,26,10,Private,2021-05-14-06-45,10,10,0,,,,10,10,0,0,6,,,
Bimla Devi Hospital,27,17,10,Private,2021-05-13-10-52,,,,,,,,,,1,0,6,6,0
"BLK Hospital, Pusa Road",285,243,42,Private,2021-05-14-07-37,67,67,0,8,8,0,75,75,0,1,0,69,59,10
"Brahm Shakti Hospital, Budh Vihar",80,66,14,Private,2021-05-14-08-02,10,10,0,1,1,0,11,11,0,0,5,,,
Burari Hospital,370,220,150,Delhi Government,2021-05-13-22-37,40,40,0,30,30,0,70,70,0,0,10,,,
C M PATEL HOSPITAL,15,7,8,Private,2021-05-13-16-49,,,,,,,,,,2,23,,,
CAREWELL MEDICAL CENTRE,8,2,6,Private,2021-05-14-07-52,,,,,,,,,,0,12,,,
CBR Hospital,25,10,15,Private,2021-05-13-10-51,3,3,0,,,,3,3,0,1,7,,,
"CD Global Hospital, Najafgarh Road",40,15,25,Private,2021-05-14-06-39,8,8,0,1,1,0,9,9,0,0,5,,,
Central Hospital,31,29,2,Private,2021-05-14-08-19,4,4,0,4,4,0,8,8,0,0,3,,,
Cronus Multi speciality Hospital,18,18,0,Private,2021-05-14-08-04,2,2,0,,,,2,2,0,1,12,,,
"Cygnus MLS, Rama Vihar",70,69,1,Private,2021-05-13-10-12,19,19,0,5,5,0,24,24,0,0,3,,,
"Cygnus Sonia Hospital, Nangloi",68,63,5,Private,2021-05-14-07-28,26,25,1,5,5,0,31,30,1,0,3,,,
Deen Dayal Upadhyay hospital,500,378,122,Delhi Government,2021-05-14-06-51,200,200,0,50,50,0,250,250,0,0,18,33,22,11
Deep Chand Bandhu,230,190,40,Delhi Government,2021-05-14-06-01,67,67,0,14,14,0,81,81,0,0,8,,,
Delhi global hospital,14,5,9,Private,2021-05-13-17-32,,,,,,,,,,1,23,,,
Delhi Golden Hospital,15,0,15,Private,2021-05-14-07-53,,,,,,,,,,1,1,,,
"Delhi Heart & Lung Institute, Pachkuian Road",73,69,4,Private,2021-05-13-22-25,22,21,1,5,5,0,27,26,1,0,8,12,12,0
Delhi multi speciality hospital,11,3,8,Private,2021-05-14-07-26,,,,,,,,,,1,15,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",160,92,68,Private,2021-05-14-08-00,13,13,0,5,5,0,18,18,0,0,22,5,5,0
"Dharamvir Solanki Hospital, Rohini",34,19,15,Private,2021-05-13-20-02,10,9,1,1,1,0,11,10,1,0,5,,,
Divine Multispeciality Hospital and Cancer Centre,35,20,15,Private,2021-05-13-11-16,23,16,7,7,4,3,30,20,10,0,9,,,
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",85,70,15,Private,2021-05-13-16-34,10,10,0,2,2,0,12,12,0,1,2,,,
Dr Baba Saheb Ambedkar Hospital,400,345,55,Delhi Government,2021-05-13-23-56,170,170,0,30,30,0,200,200,0,1,8,,,
Dr Rakesh Multispeciality Hospital,15,11,4,Private,2021-05-13-10-46,5,5,0,1,1,0,6,6,0,1,0,,,
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",36,14,22,Private,2021-05-14-08-13,,,,,,,,,,1,0,,,
East Delhi Medical Centre Mansarover Park,40,35,5,Private,2021-05-13-18-20,10,10,0,,,,10,10,0,0,11,,,
