name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,0,22,Private,2021-06-20-12-39,3,0,3,2,0,2,5,0,5,0,22,,,
AASTHA HOSPITAL,40,1,39,Private,2021-06-20-22-55,8,1,7,2,0,2,10,1,9,1,0,2,2,0
Ace Hospital,30,0,30,Private,2021-06-20-12-09,4,0,4,,,,4,0,4,,,26,0,26
Acharyashree Bhikshu Govt. Hospital,150,0,150,Delhi Government,2021-06-20-23-27,,,,30,0,30,30,0,30,3,0,,,
Adarsh Multispeciality Hospital & Trauma Centre,12,0,12,Private,2021-06-20-11-43,,,,,,,,,,3,0,,,
AIIMS Jhajjar,400,67,333,Central Government,2021-06-20-17-57,,,,100,67,33,100,67,33,0,23,,,
AIIMS Main Delhi,70,0,70,Central Government,2021-06-20-17-40,14,0,14,43,0,43,57,0,57,3,4,87,62,25
"AIIMS, Trauma Delhi",294,120,174,Central Government,2021-06-20-16-54,,,,71,51,20,71,51,20,,,,,
"Akash Healthcare, Dwarka",133,1,132,Private,2021-06-20-23-37,14,2,12,40,0,40,54,2,52,0,8,17,17,0
All India Institute of Ayurveda,47,0,47, ,2021-06-20-08-17,,,,,,,,,,7,0,,,
Alshifa Hospital,49,13,36,Private,2021-06-20-09-29,15,6,9,4,0,4,19,6,13,4,2,,,
Ambedkar Nagar hospital,600,2,598,Delhi Government,2021-06-21-04-37,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-06-21-00-01,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",40,0,40,Private,2021-06-20-20-55,3,0,3,2,0,2,5,0,5,1,23,6,3,3
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-06-21-00-29,4,0,4,,,,4,0,4,1,2,,,
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-06-19-10-20,,,,3,0,3,3,0,3,1,20,,,
Ardent Ganpati,31,0,31,Private,2021-06-20-17-49,7,0,7,,,,7,0,7,,,,,
ARK Hospital,30,0,30,Private,2021-06-20-06-30,5,0,5,,,,5,0,5,0,6,20,0,20
Arogya Hospital,6,0,6,Private,2021-06-20-10-16,6,0,6,,,,6,0,6,0,16,4,3,1
Arya Hospital,24,0,24,Private,2021-06-20-20-57,8,0,8,2,0,2,10,0,10,4,0,10,0,10
