name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,3,19,Private,2021-05-30-11-33,3,0,3,2,1,1,5,1,4,0,12,,,
AASTHA HOSPITAL,40,2,38,Private,2021-06-04-10-00,8,1,7,2,0,2,10,1,9,0,7,2,2,0
Ace Hospital,20,0,20,Private,2021-06-03-12-01,4,0,4,,,,4,0,4,,,16,0,16
Acharyashree Bhikshu Govt. Hospital,150,9,141,Delhi Government,2021-06-04-11-54,,,,30,6,24,30,6,24,2,12,,,
Adarsh Multispeciality Hospital & Trauma Centre,12,0,12,Private,2021-06-04-11-16,,,,,,,,,,3,0,,,
AIIMS Jhajjar,400,116,284,Central Government,2021-06-04-10-15,,,,100,100,0,100,100,0,0,23,,,
AIIMS Main Delhi,126,77,49,Central Government,2021-06-04-11-17,14,10,4,43,37,6,57,47,10,3,12,87,61,26
"AIIMS, Trauma Delhi",294,184,110,Central Government,2021-06-04-06-22,,,,71,58,13,71,58,13,,,,,
"Akash Healthcare, Dwarka",133,61,72,Private,2021-06-04-11-44,14,14,0,40,40,0,54,54,0,0,21,17,17,0
All India Institute of Ayurveda,47,0,47, ,2021-06-04-10-51,,,,,,,,,,7,0,,,
Alshifa Hospital,50,12,38,Private,2021-06-04-11-05,15,5,10,4,3,1,19,8,11,2,14,,,
Ambedkar Nagar hospital,600,13,587,Delhi Government,2021-06-04-11-42,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-06-04-11-20,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",40,3,37,Private,2021-06-04-11-36,3,1,2,2,2,0,5,3,2,1,23,,,
"Apex City Hospital, West Vinod Nagar",28,28,0,Private,2021-06-04-11-59,4,4,0,,,,4,4,0,0,5,,,
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-06-04-09-28,,,,3,0,3,3,0,3,1,20,,,
Ardent Ganpati,31,0,31,Private,2021-06-04-09-36,7,0,7,,,,7,0,7,,,,,
ARK Hospital,30,0,30,Private,2021-06-04-07-01,5,0,5,,,,5,0,5,0,6,20,0,20
Arogya Hospital,6,0,6,Private,2021-06-04-11-58,6,0,6,,,,6,0,6,0,21,4,3,1
Arya Hospital,24,2,22,Private,2021-06-04-10-21,10,0,10,,,,10,0,10,4,0,,,
Ashray Medical Centre,12,0,12,Private,2021-06-04-11-31,2,0,2,,,,2,0,2,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-06-04-10-24,,,,,,,,,,4,0,,,
Astha Hospital,10,0,10,Private,2021-06-04-09-57,,,,,,,,,,,,10,0,10
"Ayushman Hospital, Dwarka",50,18,32,Private,2021-06-04-11-10,28,7,21,2,2,0,30,9,21,1,3,,,
"B.M. Gupta Hospital, Uttam Nagar",70,3,67,Private,2021-06-04-10-01,19,1,18,1,0,1,20,1,19,0,16,,,
Balak Ram Hospital,25,0,25,Delhi Government,2021-06-04-08-04,,,,,,,,,,,,,,
"Bansal Global Hospital, Jahangirpuri",60,0,60,Private,2021-06-04-10-29,9,0,9,1,0,1,10,0,10,0,7,1,0,1
"Bansal Hospital & Research Centre, New Friends Colony",40,1,39,Private,2021-06-04-07-01,8,0,8,2,0,2,10,0,10,,,,,
Bara Hindurao Hospital,250,23,227,Central Government,2021-06-04-09-51,,,,10,2,8,10,2,8,8,14,,,
Base Hospital Delhi Cantt,500,183,317,Central Government,2021-05-27-06-42,,,,50,48,2,50,48,2,2,12,,,
Batra Hospital,300,16,284,Private,2021-06-04-07-15,18,0,18,15,5,10,33,5,28,0,23,12,12,0
"Bensups Hospital, Dwarka",30,2,28,Private,2021-06-04-10-50,12,1,11,3,0,3,15,1,14,0,18,,,
BH SALVAS HOSPITAL,40,30,10,Private,2021-06-04-09-26,7,7,0,1,1,0,8,8,0,0,8,5,5,0
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",81,9,72,Private,2021-06-04-12-05,23,3,20,5,3,2,28,6,22,1,14,,,
"Bhagwan Mahavir Hospital, Madhuban Chowk",40,10,30,Private,2021-06-04-11-08,10,10,0,1,0,1,11,10,1,0,12,,,
"Bhagwati Hospital, Rohini",130,4,126,Private,2021-06-04-09-25,13,1,12,2,1,1,15,2,13,0,7,,,
"Bhatia Global Hospital, Paschim Vihar",36,5,31,Private,2021-06-04-11-53,6,4,2,,,,6,4,2,0,14,,,
Bimla Devi Hospital,27,0,27,Private,2021-06-04-11-38,,,,,,,,,,4,0,3,0,3
"BLK Hospital, Pusa Road",317,37,280,Private,2021-06-04-11-27,67,11,56,8,8,0,75,19,56,2,5,43,43,0
"Brahm Shakti Hospital, Budh Vihar",80,0,80,Private,2021-06-04-11-16,9,0,9,2,0,2,11,0,11,3,18,2,2,0
Burari Hospital,700,50,650,Delhi Government,2021-06-04-11-34,85,14,71,30,30,0,115,44,71,1,23,,,
C M PATEL HOSPITAL,15,0,15,Private,2021-06-04-11-21,,,,,,,,,,2,23,,,
Cantonment General Hospital,27,2,25,Central Government,2021-06-04-11-09,,,,,,,,,,7,0,,,
CAREWELL MEDICAL CENTRE,8,0,8,Private,2021-06-04-08-37,,,,,,,,,,0,12,,,
CBR Hospital,25,10,15,Private,2021-06-04-11-33,3,3,0,,,,3,3,0,1,7,,,
"CD Global Hospital, Najafgarh Road",40,0,40,Private,2021-06-04-09-35,4,0,4,1,0,1,5,0,5,1,10,3,1,2
Central Hospital,16,4,12,Private,2021-06-04-11-05,,,,4,3,1,4,3,1,0,3,4,0,4
Covid care and treatment centre Gurdwara Rakab ganj,400,105,295,Delhi Government,2021-06-04-11-11,,,,,,,,,,,,,,
Covid Care and Treatment centre Yamuna sports complex,800,14,786,Delhi Government,2021-05-29-11-02,,,,,,,,,,19,0,,,
"Covid Care Center- Sardar Patel, Chattrpur",596,49,547,Delhi Government,2021-06-04-09-49,,,,,,,,,,2,6,,,
Covid Care Center -CWG AKSHARDHAM,460,9,451,Delhi Government,2021-06-04-09-35,,,,,,,,,,5,23,,,
Cronus Multi speciality Hospital,10,0,10,Private,2021-06-04-05-53,5,0,5,,,,5,0,5,1,22,,,
"Cygnus MLS, Rama Vihar",60,8,52,Private,2021-06-04-11-18,19,5,14,5,1,4,24,6,18,0,3,,,
"Cygnus Sonia Hospital, Nangloi",68,7,61,Private,2021-06-04-11-45,26,0,26,5,3,2,31,3,28,0,17,,,
Deen Dayal Upadhyay hospital,500,117,383,Delhi Government,2021-06-04-11-24,120,24,96,130,64,66,250,88,162,0,23,33,2,31
Deep Chand Bandhu,250,54,196,Delhi Government,2021-06-04-11-52,100,15,85,30,20,10,130,35,95,0,8,,,
Delhi global hospital,14,3,11,Private,2021-06-04-11-53,3,0,3,,,,3,0,3,1,16,3,1,2
Delhi Golden Hospital,15,0,15,Private,2021-06-04-09-55,,,,,,,,,,1,1,,,
"Delhi Heart & Lung Institute, Pachkuian Road",73,38,35,Private,2021-06-04-11-21,22,17,5,5,3,2,27,20,7,1,11,12,12,0
Delhi multi speciality hospital,11,0,11,Private,2021-06-04-08-13,,,,,,,,,,1,15,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",160,4,156,Private,2021-06-04-10-02,13,0,13,5,2,3,18,2,16,1,12,5,5,0
"Dharamvir Solanki Hospital, Rohini",34,3,31,Private,2021-06-04-11-59,9,2,7,2,0,2,11,2,9,0,8,,,
Divine Multispeciality Hospital and Cancer Centre,18,3,15,Private,2021-06-02-11-07,8,1,7,5,2,3,13,3,10,0,20,12,0,12
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",20,2,18,Private,2021-06-04-09-32,,,,2,0,2,2,0,2,1,20,8,8,0
Dr Baba Saheb Ambedkar Hospital,400,125,275,Delhi Government,2021-06-04-11-44,58,11,47,142,51,91,200,62,138,1,6,,,
Dr Rakesh Multispeciality Hospital,15,1,14,Private,2021-06-04-09-43,5,0,5,1,0,1,6,0,6,1,0,,,
