name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant
AASTHA HOSPITAL,40,40,0,Private,2021-05-06-22-54,8,8,0,2,2,0,2,2,0,10,10,0
Acharyashree Bhikshu Govt. Hospital,115,115,0,Delhi Government,2021-05-06-22-35,13,13,0,,,,,,,13,13,0
AIIMS Jhajjar,478,478,0,Central Government,2021-05-06-18-13,,,,,,,100,100,0,100,100,0
AIIMS Main Delhi,272,199,73,Central Government,2021-05-06-16-19,57,56,1,72,36,36,,,,57,56,1
"AIIMS, Trauma Delhi",294,292,2,Central Government,2021-05-06-16-39,,,,,,,71,71,0,71,71,0
"Akash Healthcare, Dwarka",261,261,0,Private,2021-05-06-21-31,16,16,0,17,17,0,38,38,0,54,54,0
Alshifa Hospital,40,40,0,Private,2021-05-06-16-47,16,16,0,,,,3,3,0,19,19,0
Ambedkar Nagar hospital,300,300,0,Delhi Government,2021-05-07-04-52,20,20,0,,,,,,,20,20,0
Angel Agasta Multispeciality Hospital,10,7,3,Private,2021-05-06-08-19,1,1,0,,,,,,,1,1,0
"Ansari Hospital, Sagarpur",40,30,10,Private,2021-05-06-17-59,3,3,0,,,,2,2,0,5,5,0
"Apex City Hospital, West Vinod Nagar",28,28,0,Private,2021-05-06-16-48,4,4,0,4,4,0,,,,4,4,0
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,4,16,Private,2021-05-06-09-17,,,,,,,3,0,3,3,0,3
Ardent Ganpati,41,17,24,Private,2021-05-06-14-26,4,4,0,,,,,,,4,4,0
Arya Hospital,24,24,0,Private,2021-05-06-10-51,8,8,0,,,,2,2,0,10,10,0
"Ayushman Hospital, Dwarka",118,118,0,Private,2021-05-06-19-29,23,23,0,,,,7,7,0,30,30,0
"B.M. Gupta Hospital, Uttam Nagar",70,70,0,Private,2021-05-06-17-53,19,19,0,,,,1,1,0,20,20,0
"Bansal Global Hospital, Jahangirpuri",43,25,18,Private,2021-05-06-10-28,9,9,0,1,0,1,1,1,0,10,10,0
"Bansal Hospital & Research Centre, New Friends Colony",40,40,0,Private,2021-05-06-15-52,8,8,0,2,2,0,2,2,0,10,10,0
Bara Hindurao Hospital,250,250,0,Central Government,2021-05-06-15-42,,,,,,,10,10,0,10,10,0
Base Hospital Delhi Cantt,500,491,9,Central Government,2021-05-06-11-18,,,,,,,50,50,0,50,50,0
Batra Hospital,270,270,0,Private,2021-05-06-08-28,23,23,0,12,12,0,15,15,0,38,38,0
"Bensups Hospital, Dwarka",40,31,9,Private,2021-05-06-19-00,12,12,0,,,,3,3,0,15,15,0
BH SALVAS HOSPITAL,40,16,24,Private,2021-05-06-09-49,7,7,0,5,0,5,1,1,0,8,8,0
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",81,81,0,Private,2021-05-06-16-05,23,23,0,,,,5,5,0,28,28,0
"Bhagwan Mahavir Hospital, Madhuban Chowk",40,40,0,Private,2021-05-06-22-18,10,10,0,,,,1,1,0,11,11,0
"Bhagwati Hospital, Rohini",105,83,22,Private,2021-05-06-18-22,13,13,0,,,,2,2,0,15,15,0
"Bhatia Global Hospital, Paschim Vihar",36,36,0,Private,2021-05-06-22-32,8,8,0,,,,,,,8,8,0
Bimla Devi Hospital,27,24,3,Private,2021-05-06-10-37,,,,6,3,3,,,,,,
"BLK Hospital, Pusa Road",270,211,59,Private,2021-05-06-23-23,68,68,0,69,47,22,7,7,0,75,75,0
"Brahm Shakti Hospital, Budh Vihar",80,80,0,Private,2021-05-06-10-02,10,10,0,,,,1,1,0,11,11,0
Burari Hospital,370,370,0,Delhi Government,2021-05-06-20-57,40,40,0,,,,30,30,0,70,70,0
C M PATEL HOSPITAL,15,11,4,Private,2021-05-06-18-12,,,,,,,,,,,,
CBR Hospital,25,18,7,Private,2021-05-06-12-59,2,2,0,,,,1,1,0,3,3,0
"CD Global Hospital, Najafgarh Road",40,18,22,Private,2021-05-07-05-10,8,8,0,,,,1,1,0,9,9,0
Cronus Multi speciality Hospital,12,12,0,Private,2021-05-07-01-57,2,2,0,,,,,,,2,2,0
"Cygnus MLS, Rama Vihar",60,60,0,Private,2021-05-06-11-05,7,7,0,,,,5,5,0,12,12,0
"Cygnus Sonia Hospital, Nangloi",68,68,0,Private,2021-05-07-01-35,26,26,0,,,,5,5,0,31,31,0
Deen Dayal Upadhyay hospital,340,340,0,Delhi Government,2021-05-07-04-18,130,130,0,33,22,11,50,50,0,180,180,0
Deep Chand Bandhu,230,230,0,Delhi Government,2021-05-07-03-02,67,67,0,,,,14,14,0,81,81,0
Delhi global hospital,14,4,10,Private,2021-05-06-17-18,,,,,,,,,,,,
"Delhi Heart & Lung Institute, Pachkuian Road",73,73,0,Private,2021-05-06-23-33,24,24,0,12,12,0,3,3,0,27,27,0
Delhi multi speciality hospital,11,3,8,Private,2021-05-07-05-42,,,,,,,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",110,104,6,Private,2021-05-06-11-54,11,11,0,23,7,16,3,3,0,14,14,0
"Dharamvir Solanki Hospital, Rohini",18,18,0,Private,2021-05-06-21-09,9,9,0,,,,1,1,0,10,10,0
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",90,90,0,Private,2021-05-06-18-42,10,10,0,,,,2,2,0,12,12,0
Dr Baba Saheb Ambedkar Hospital,370,370,0,Delhi Government,2021-05-07-01-10,150,150,0,,,,50,50,0,200,200,0
Dr Rakesh Multispeciality Hospital,15,11,4,Private,2021-05-06-11-35,5,5,0,,,,1,1,0,6,6,0
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",36,31,5,Private,2021-05-06-22-26,,,,,,,,,,,,
East Delhi Medical Centre Mansarover Park,40,40,0,Private,2021-05-07-00-20,10,10,0,,,,,,,10,10,0
Ekansh Hospital,8,4,4,Private,2021-05-06-15-12,,,,,,,,,,,,
ESIC Hospital Jhilmil,55,55,0,Central Government,2021-05-06-11-58,,,,,,,5,5,0,5,5,0
ESIC hospital Okhla,220,200,20,Central Government,2021-05-06-19-08,,,,,,,10,10,0,10,10,0
"Fortis Escorts Heart Institute, Okhla",112,112,0,Private,2021-05-06-18-45,55,55,0,16,11,5,5,5,0,60,60,0
"Fortis Hospital, Shalimar Bagh",230,230,0,Private,2021-05-06-18-09,33,33,0,8,8,0,27,27,0,60,60,0
"Fortis SS Hospital, Vasant Kunj",106,106,0,Private,2021-05-06-08-04,28,28,0,,,,4,4,0,32,32,0
"Gandhi Nursing Home, Uttam Nagar",99,99,0,Private,2021-05-06-17-01,35,35,0,8,6,2,1,1,0,36,36,0
"Garg Hospital, Karkardooma",36,21,15,Private,2021-05-06-20-32,4,4,0,,,,,,,4,4,0
"Goyal Hospital & Urology Centre, Krishna Nagar",70,70,0,Private,2021-05-06-09-34,12,12,0,8,8,0,5,5,0,17,17,0
"Goyal Hospital, Paschim Vihar",24,24,0,Private,2021-05-06-18-37,7,7,0,,,,,,,7,7,0
GTB Hospital,750,714,36,Delhi Government,2021-05-07-04-18,272,272,0,,,,128,128,0,400,400,0
"Gupta Multispecialty Hospital, Vivek Vihar",50,50,0,Private,2021-05-06-10-25,6,6,0,,,,,,,6,6,0
GURU NANAK EYE CENTRE ( ANNEXED TO LOK NAYAK HOSPITAL),198,42,156,Delhi Government,2021-05-06-22-38,,,,,,,,,,,,
"HAHC Hospital, Hamdard Nagar",376,91,285,Private,2021-05-07-02-25,21,21,0,6,2,4,8,8,0,29,29,0
HANDA NURSING HOME,12,12,0,Private,2021-05-06-16-33,,,,,,,,,,,,
Hardik Hospital,10,6,4,Private,2021-05-05-12-04,4,4,0,,,,,,,4,4,0
Highland Care Multispeciality Hospital,30,25,5,Private,2021-05-06-08-50,5,5,0,6,6,0,1,1,0,6,6,0
Hira’s Multispeciality Hospital,15,2,13,Private,2021-05-06-11-40,,,,,,,,,,,,
"Holy Family Hospital, Okhla",385,385,0,Private,2021-05-05-09-54,16,16,0,18,18,0,38,38,0,54,54,0
"IBS Hospital, Lajpat Nagar",34,34,0,Private,2021-05-06-14-55,10,10,0,,,,3,3,0,13,13,0
"Indian spinal injury centre,Vasant Kunj",160,160,0,Private,2021-05-07-01-36,10,10,0,9,3,6,4,4,0,14,14,0
"INDRAPRASTHA APOLLO HOSPITAL, SARITA VIHAR",470,470,0,Private,2021-05-06-17-10,88,88,0,81,81,0,12,12,0,100,100,0
"Irene Hospital, Kalkaji",35,35,0,Private,2021-05-06-10-05,5,5,0,,,,2,2,0,7,7,0
"Ishan Hospital, Rohini",13,13,0,Private,2021-05-06-20-20,5,5,0,,,,,,,5,5,0
"Jain Hospital, Vikas Marg Extn.",42,38,4,Private,2021-05-06-18-39,13,13,0,2,2,0,,,,13,13,0
"Jaipur Golden Hospital, Rohini",220,220,0,Private,2021-05-07-00-45,59,59,0,10,10,0,6,6,0,65,65,0
Janakpuri Super Speciality Hospital Society,18,18,0,Delhi Government,2021-05-06-22-09,18,18,0,,,,,,,18,18,0
"Jeevan Anmol Hospital, Mayur Vihar Phase-I",50,48,2,Private,2021-05-06-18-01,8,8,0,,,,2,2,0,10,10,0
"Jeewan Mala Hospital, Rohtak Road",60,60,0,Private,2021-05-06-18-50,12,12,0,4,4,0,8,8,0,20,20,0
"Jeewan Moti Khera Hospital, Nangloi",30,12,18,Private,2021-05-07-00-43,3,3,0,,,,1,1,0,4,4,0
"Jeewan Nursing Home, Pusa Road",37,34,3,Private,2021-05-06-18-33,7,7,0,7,7,0,,,,7,7,0
K K Surgical & Maternity Centre,40,0,40,Private,2021-05-06-11-09,,,,,,,,,,,,
"Kalra Hospital, Dwarka",30,30,0,Private,2021-05-06-20-48,,,,6,0,6,,,,,,
"Kalra Hospital, Kirti Nagar",93,93,0,Private,2021-05-07-05-41,29,29,0,29,29,0,3,3,0,32,32,0
Kalyani Hospital,35,35,0,Private,2021-05-06-14-42,8,8,0,,,,1,1,0,9,9,0
"Kapil Multispecialty Hospital, Nathupura",33,32,1,Private,2021-05-06-20-52,3,3,0,,,,1,1,0,4,4,0
Khandelwal Hospital And Urology Center,30,27,3,Private,2021-05-07-05-01,6,6,0,,,,,,,6,6,0
"Konark Hospital, Nangloi",43,22,21,Private,2021-05-06-17-55,,,,16,16,0,,,,,,
"Kosmos Super Specialty Hospital, Vikas Marg Extn.",26,26,0,Private,2021-05-06-22-12,6,6,0,,,,,,,6,6,0
"Kukreja Hospital and Heart Centre, Rajouri Garden",96,84,12,Private,2021-05-06-21-07,26,26,0,20,20,0,,,,26,26,0
"Kukreja Hospital, Mayur Vihar",27,22,5,Private,2021-05-06-19-13,5,5,0,,,,,,,5,5,0
"Lalita Hospital, Begumpur",40,40,0,Private,2021-05-06-18-13,3,3,0,,,,1,1,0,4,4,0
LHMC,370,342,28,Central Government,2021-05-06-10-10,34,34,0,27,23,4,16,16,0,50,50,0
Lok Nayak Hospital,1500,1500,0,Delhi Government,2021-05-06-12-00,200,200,0,,,,200,200,0,400,400,0
"Madhukar Rainbow Children Hosp., Malviya Nagar",71,27,44,Private,2021-05-06-15-51,24,18,6,26,14,12,2,2,0,26,20,6
Maha Durga Charitable Trust Hospital,130,130,0,Private,2021-05-06-09-43,24,24,0,6,0,6,6,6,0,30,30,0
"Maharaja Agarsain Multispecialty Hospital, Narela",30,28,2,Private,2021-05-06-17-43,4,4,0,,,,,,,4,4,0
"Maharaja Agrasen Hospital, Dwarka",47,47,0,Private,2021-05-06-10-33,,,,3,3,0,12,12,0,12,12,0
"Maharaja Agrasen Hospital, Punjabi Bagh",220,205,15,Private,2021-05-07-04-00,56,56,0,20,20,0,8,8,0,64,64,0
Makkar Multispeciality Hospital,44,42,2,Private,2021-05-06-10-27,11,11,0,,,,,,,11,11,0
Malik Radix Hospital,47,47,0,Private,2021-05-06-18-59,13,13,0,,,,1,1,0,14,14,0
"MANIPAL HOSPITAL, DWARKA",242,242,0,Private,2021-05-06-10-48,26,26,0,20,20,0,14,14,0,40,40,0
"Mansaram Hospital, Nangloi",42,28,14,Private,2021-05-06-16-50,9,9,0,,,,1,1,0,10,10,0
"Mata Chanan Devi Hospital, Janakpuri",200,196,4,Private,2021-05-06-17-26,39,39,0,,,,9,9,0,48,48,0
"Mata Roop Rani Maggo Hospital, Uttam Nagar",80,80,0,Private,2021-05-06-10-27,9,9,0,,,,7,7,0,16,16,0
Max East/West Block,255,209,46,Private,2021-05-06-17-11,40,40,0,10,10,0,8,8,0,48,48,0
"Max Smart Gujarmal Modi hospital ,Saket",250,233,17,Private,2021-05-06-17-13,,,,,,,50,50,0,50,50,0
"MAX SS HOSPITAL, PATPARGANJ",346,321,25,Private,2021-05-06-16-16,100,100,0,18,18,0,40,40,0,140,140,0
"Max SS Hospital, Shalimar Bagh",280,280,0,Private,2021-05-06-17-28,62,62,0,,,,30,30,0,92,92,0
"Medeor Hospital, Qutab Instl. Area",55,36,19,Private,2021-05-07-01-26,8,8,0,8,2,6,4,4,0,12,12,0
"Medstar Hospital, Paschim Vihar",32,32,0,Private,2021-05-06-16-41,13,13,0,,,,1,1,0,14,14,0
"Metro Hospital, Lajpat Nagar",33,33,0,Private,2021-05-06-20-28,14,14,0,,,,,,,14,14,0
"Metro Hospital, Preet Vihar",110,110,0,Private,2021-05-06-22-57,18,18,0,16,16,0,4,4,0,22,22,0
"MGS Hospital, Punjabi Bagh",88,88,0,Private,2021-05-07-04-06,27,27,0,,,,7,7,0,34,34,0
"Mool Chand Khairati Ram Hospital, Lajpat Nagar",142,142,0,Private,2021-05-06-22-17,18,18,0,9,9,0,12,12,0,30,30,0
"National Heart Institute, East of Kailash",101,101,0,Private,2021-05-06-17-03,25,25,0,10,5,5,7,7,0,32,32,0
National Institute of TB and Respiratory Diseases (LBS TB),77,47,30,Central Government,2021-05-06-20-43,,,,6,1,5,,,,,,
"Navjeevan Hospital, Pitampura",90,90,0,Private,2021-05-06-17-31,6,6,0,,,,4,4,0,10,10,0
Nestiva Hospital,20,20,0,Private,2021-05-06-10-17,2,2,0,,,,2,2,0,4,4,0
Nidaan Hospital,20,19,1,Private,2021-05-06-18-36,5,5,0,,,,2,2,0,7,7,0
Nirmala Hospital,23,23,0,Private,2021-05-06-11-08,2,2,0,,,,1,1,0,3,3,0
"NKS Hospital, Gulabi Bagh",82,47,35,Private,2021-05-07-00-04,38,28,10,,,,2,2,0,40,30,10
Northern Railway,200,200,0,Central Government,2021-05-06-17-19,,,,12,12,0,18,18,0,18,18,0
Oncoplus Hospital,40,40,0,Private,2021-05-06-19-41,15,15,0,,,,5,5,0,20,20,0
"Panchsheel Hospital, Yamuna Vihar",32,26,6,Private,2021-05-07-04-47,8,8,0,,,,,,,8,8,0
"Park Hospital, Meera Bagh",110,61,49,Private,2021-05-06-22-53,35,35,0,10,10,0,5,5,0,40,40,0
Parmeshwari Devi Hospital,18,17,1,Private,2021-05-06-10-27,1,1,0,,,,,,,1,1,0
"PGH Hospital, Vikas Nagar",44,17,27,Private,2021-05-06-18-11,6,6,0,2,0,2,1,1,0,7,7,0
"Primus Super Specialty Hospital, Chanakyapuri",111,111,0,Private,2021-05-06-16-09,59,59,0,21,13,8,2,2,0,61,61,0
