name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-11-20-10-38,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,5,0,5,Private,2021-11-21-17-18,1,0,1,1,0,1,2,0,5,2,3,,,
Acharyashree Bhikshu Govt. Hospital,25,0,25,Delhi Government,2021-11-21-14-22,,,,5,0,5,12,0,,,,5,0,5
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-11-21-08-37,,,,,,,6,0,,,,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-11-07-07-40,,,,100,0,100,0,23,,,,100,0,100
"AIIMS, Trauma Delhi",94,0,94,Central Government,2021-11-21-18-49,,,,32,0,32,,,,,,32,0,32
"Akash Healthcare, Dwarka",20,0,20,Private,2021-11-21-18-30,10,0,10,10,0,10,0,16,58,0,58,,,
All India Institute of Ayurveda,10,0,10, ,2021-11-21-11-36,,,,,,,7,0,,,,,,
Alshifa Hospital,18,0,18,Private,2021-11-21-10-02,4,0,4,6,0,6,1,0,11,3,8,2,0,2
Ambedkar Nagar hospital,135,0,135,Delhi Government,2021-11-22-05-11,,,,,,,1,0,,,,,,
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-11-21-05-56,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",10,0,10,Private,2021-11-21-19-56,,,,,,,1,23,5,2,3,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-11-21-09-42,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
ARK Hospital,30,0,30,Private,2021-10-28-08-45,5,0,5,5,0,5,0,6,,,,,,
Arya Hospital,24,0,24,Private,2021-11-21-10-20,8,0,8,10,0,10,,,14,0,14,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-11-21-11-15,,,,,,,1,23,,,,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-11-21-09-40,,,,,,,4,0,,,,,,
Astha Hospital,10,0,10,Private,2021-11-21-10-11,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",50,0,50,Private,2021-11-22-04-18,18,0,18,20,0,20,0,23,20,20,0,2,0,2
"B.M. Gupta Hospital, Uttam Nagar",10,0,10,Private,2021-11-21-07-56,1,0,1,2,0,2,0,23,,,,1,0,1
Balak Ram Hospital,25,0,25,Delhi Government,2021-11-21-10-56,,,,,,,,,,,,,,
Bara Hindurao Hospital,250,0,250,Central Government,2021-11-21-09-38,,,,14,0,14,8,14,8,5,3,14,0,14
Base Hospital Delhi Cantt,500,11,489,Central Government,2021-11-21-08-35,,,,50,2,48,2,12,,,,50,2,48
Batra Hospital,50,0,50,Private,2021-11-21-09-55,,,,5,0,5,0,23,60,38,22,5,0,5
"Bensups Hospital, Dwarka",30,0,30,Private,2021-11-21-09-11,22,0,22,25,0,25,5,10,,,,3,0,3
BH SALVAS HOSPITAL,10,0,10,Private,2021-11-21-11-24,2,0,2,3,0,3,0,20,10,0,10,1,0,1
"Bhagwati Hospital, Rohini",10,0,10,Private,2021-11-21-09-33,1,0,1,2,0,2,0,10,18,13,5,1,0,1
"Bhatia Global Hospital, Paschim Vihar",14,0,14,Private,2021-11-21-17-38,1,0,1,1,0,1,6,12,5,5,0,,,
Bimla Devi Hospital,10,0,10,Private,2021-11-21-08-47,,,,,,,4,0,6,0,6,,,
"BLK Hospital, Pusa Road",44,4,40,Private,2021-11-22-03-30,6,1,5,9,2,7,7,0,90,90,0,3,1,2
"Brahm Shakti Hospital, Budh Vihar",10,0,10,Private,2021-11-21-08-33,,,,1,0,1,2,12,19,5,14,1,0,1
Burari Hospital,200,0,200,Delhi Government,2021-11-21-09-01,40,0,40,70,0,70,7,12,30,0,30,30,0,30
C M PATEL HOSPITAL,3,0,3,Private,2021-11-21-10-45,,,,,,,2,23,,,,,,
Cantonment General Hospital,27,1,26,Central Government,2021-06-12-09-51,,,,,,,7,0,,,,,,
CBR Hospital,20,0,20,Private,2021-11-21-12-15,3,0,3,3,0,3,,,,,,,,
"CD Global Hospital, Najafgarh Road",20,0,20,Private,2021-11-21-17-26,5,0,5,6,0,6,1,19,3,0,3,1,0,1
Central Hospital,4,0,4,Private,2021-11-21-17-07,,,,2,0,2,0,3,6,4,2,2,0,2
Chaudhri Bram Prakash Aurvedic Charak Sansthan,100,0,100,Delhi Government,2021-11-21-13-00,,,,,,,41,0,,,,,,
Coaches Covid Care Centre- Shakurbasti Railway,800,0,800,Central Government,2021-07-08-07-26,,,,,,,,,,,,,,
Covid care and treatment centre Gurdwara Rakab ganj,400,0,400,Delhi Government,2021-07-04-20-56,,,,,,,,,,,,,,
Covid Care and Treatment centre Yamuna sports complex,50,0,50,Delhi Government,2021-11-21-12-41,,,,,,,27,13,,,,,,
"Covid Care Center- Sardar Patel, Chattrpur",596,4,592,Delhi Government,2021-11-21-09-03,,,,,,,2,13,,,,,,
covid care center-Sultanpuri,1200,0,1200,Delhi Government,2021-11-02-11-34,,,,,,,,,,,,,,
Covid Care Center -CWG AKSHARDHAM,50,0,50,Delhi Government,2021-11-21-12-34,,,,,,,5,23,,,,,,
Covid Care Center Narela,50,0,50,Delhi Government,2021-11-21-11-54,,,,,,,,,,,,,,
"Cygnus MLS, Rama Vihar",9,0,9,Private,2021-11-21-11-26,,,,1,0,1,2,0,23,6,17,1,0,1
"Cygnus Sonia Hospital, Nangloi",6,0,6,Private,2021-11-21-17-54,5,0,5,6,0,6,0,17,18,11,7,1,0,1
Deen Dayal Upadhyay hospital,100,0,100,Delhi Government,2021-11-22-03-37,,,,25,0,25,1,1,43,16,27,25,0,25
Deep Chand Bandhu,100,0,100,Delhi Government,2021-11-21-19-24,,,,25,0,25,4,5,10,7,3,25,0,25
Delhi global hospital,3,0,3,Private,2021-11-21-08-32,3,0,3,3,0,3,1,23,4,1,3,,,
