name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,0,22,Private,2021-10-23-10-53,3,0,3,2,0,2,5,0,5,2,5,,,
AASTHA HOSPITAL,12,0,12,Private,2021-10-23-17-19,1,0,1,1,0,1,2,0,2,,,10,2,8
Ace Hospital,30,0,30,Private,2021-10-21-17-12,4,0,4,,,,4,0,4,,,,,
Acharyashree Bhikshu Govt. Hospital,25,0,25,Delhi Government,2021-10-23-12-58,,,,5,0,5,5,0,5,12,0,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-10-23-09-03,,,,,,,,,,6,0,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-10-23-17-05,,,,100,0,100,100,0,100,0,23,,,
"AIIMS, Trauma Delhi",94,4,90,Central Government,2021-10-23-16-26,,,,32,4,28,32,4,28,,,,,
"Akash Healthcare, Dwarka",4,0,4,Private,2021-10-23-17-13,2,0,2,,,,2,0,2,0,16,66,0,66
All India Institute of Ayurveda,21,0,21, ,2021-10-23-12-04,,,,,,,,,,7,0,,,
Alshifa Hospital,18,0,18,Private,2021-10-23-09-33,4,0,4,2,0,2,6,0,6,10,0,11,11,0
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-10-23-16-23,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-10-23-13-50,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",10,0,10,Private,2021-10-23-08-37,,,,,,,,,,1,23,5,5,0
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-10-23-09-26,4,0,4,,,,4,0,4,1,0,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,,,,7,0,7,,,,,
ARK Hospital,30,0,30,Private,2021-10-23-08-39,5,0,5,,,,5,0,5,0,6,,,
Arya Hospital,24,0,24,Private,2021-10-23-08-55,10,0,10,2,0,2,12,0,12,4,0,14,0,14
Ashray Medical Centre,12,0,12,Private,2021-10-23-14-46,,,,,,,,,,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-10-23-10-28,,,,,,,,,,4,0,,,
Astha Hospital,10,0,10,Private,2021-10-23-10-27,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",50,0,50,Private,2021-10-23-02-38,18,0,18,2,0,2,20,0,20,0,23,20,20,0
"B.M. Gupta Hospital, Uttam Nagar",30,0,30,Private,2021-10-23-14-22,7,0,7,1,0,1,8,0,8,0,23,,,
Balak Ram Hospital,25,0,25,Delhi Government,2021-10-22-12-34,,,,,,,,,,,,,,
Bara Hindurao Hospital,250,0,250,Central Government,2021-10-23-10-40,,,,14,0,14,14,0,14,2,0,8,5,3
Base Hospital Delhi Cantt,500,4,496,Central Government,2021-10-23-07-17,,,,50,1,49,50,1,49,2,12,,,
Batra Hospital,50,0,50,Private,2021-10-23-09-48,,,,5,0,5,5,0,5,0,23,60,53,7
"Bensups Hospital, Dwarka",30,0,30,Private,2021-10-23-00-39,12,0,12,3,0,3,15,0,15,5,10,,,
BH SALVAS HOSPITAL,10,0,10,Private,2021-10-23-09-17,2,0,2,1,0,1,3,0,3,0,20,10,0,10
"Bhagwati Hospital, Rohini",35,0,35,Private,2021-10-23-16-58,13,0,13,2,0,2,15,0,15,0,10,5,5,0
"Bhatia Global Hospital, Paschim Vihar",14,0,14,Private,2021-10-23-14-20,1,0,1,,,,1,0,1,6,12,5,3,2
Bimla Devi Hospital,10,0,10,Private,2021-10-23-06-41,,,,,,,,,,4,0,6,0,6
"BLK Hospital, Pusa Road",140,1,139,Private,2021-10-23-15-31,21,1,20,7,0,7,28,1,27,7,0,90,90,0
"Brahm Shakti Hospital, Budh Vihar",10,0,10,Private,2021-10-23-10-22,,,,1,0,1,1,0,1,2,12,19,9,10
Burari Hospital,300,1,299,Delhi Government,2021-10-23-11-31,70,0,70,30,0,30,100,0,100,7,12,,,
C M PATEL HOSPITAL,15,0,15,Private,2021-10-23-10-11,,,,,,,,,,2,23,,,
Cantonment General Hospital,27,1,26,Central Government,2021-06-12-09-51,,,,,,,,,,7,0,,,
CBR Hospital,20,0,20,Private,2021-10-23-12-15,3,0,3,,,,3,0,3,,,,,
"CD Global Hospital, Najafgarh Road",40,0,40,Private,2021-10-23-17-15,5,0,5,1,0,1,6,0,6,1,19,3,0,3
Central Hospital,16,0,16,Private,2021-10-23-16-11,,,,4,0,4,4,0,4,0,3,4,4,0
Chaudhri Bram Prakash Aurvedic Charak Sansthan,100,0,100,Delhi Government,2021-10-23-11-02,,,,,,,,,,41,0,,,
Coaches Covid Care Centre- Shakurbasti Railway,800,0,800,Central Government,2021-07-08-07-26,,,,,,,,,,,,,,
Covid care and treatment centre Gurdwara Rakab ganj,400,0,400,Delhi Government,2021-07-04-20-56,,,,,,,,,,,,,,
Covid Care and Treatment centre Yamuna sports complex,50,0,50,Delhi Government,2021-10-23-09-22,,,,,,,,,,27,13,,,
"Covid Care Center- Sardar Patel, Chattrpur",596,2,594,Delhi Government,2021-10-23-09-20,,,,,,,,,,2,13,,,
covid care center-Sultanpuri,1200,0,1200,Delhi Government,2021-10-22-10-40,,,,,,,,,,,,,,
Covid Care Center -CWG AKSHARDHAM,50,0,50,Delhi Government,2021-10-23-09-06,,,,,,,,,,5,23,,,
Covid Care Center Narela,50,0,50,Delhi Government,2021-10-23-09-16,,,,,,,,,,,,,,
"Cygnus MLS, Rama Vihar",27,0,27,Private,2021-10-23-16-57,,,,5,0,5,5,0,5,2,0,19,9,10
"Cygnus Sonia Hospital, Nangloi",6,0,6,Private,2021-10-23-17-11,5,0,5,1,0,1,6,0,6,0,17,18,17,1
Deen Dayal Upadhyay hospital,100,0,100,Delhi Government,2021-10-23-15-53,,,,25,0,25,25,0,25,0,16,43,43,0
Deep Chand Bandhu,100,0,100,Delhi Government,2021-10-23-16-51,,,,25,0,25,25,0,25,3,12,10,5,5
Delhi global hospital,3,0,3,Private,2021-10-23-08-16,3,0,3,,,,3,0,3,1,23,4,1,3
"Delhi Heart & Lung Institute, Pachkuian Road",30,0,30,Private,2021-10-23-09-45,3,0,3,2,0,2,5,0,5,1,21,34,22,12
Delhi multi speciality hospital,2,0,2,Private,2021-10-23-08-58,,,,,,,,,,1,15,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",103,0,103,Private,2021-10-23-15-55,13,0,13,5,0,5,18,0,18,1,8,8,8,0
"Dharamvir Solanki Hospital, Rohini",5,0,5,Private,2021-10-23-10-37,4,0,4,1,0,1,5,0,5,0,23,5,0,5
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",20,0,20,Private,2021-10-23-10-29,,,,2,0,2,2,0,2,1,20,8,8,0
Dr Baba Saheb Ambedkar Hospital,110,2,108,Delhi Government,2021-10-23-08-40,1,0,1,30,2,28,31,2,29,1,7,24,14,10
Dr Rakesh Multispeciality Hospital,15,0,15,Private,2021-10-23-09-57,6,0,6,,,,6,0,6,,,,,
ESIC Hospital Jhilmil,18,0,18,Central Government,2021-10-23-10-24,,,,,,,,,,1,18,5,5,0
ESIC hospital Okhla,20,0,20,Central Government,2021-10-23-09-16,,,,2,0,2,2,0,2,6,1,15,6,9
"Fortis Escorts Heart Institute, Okhla",31,0,31,Private,2021-10-23-16-25,5,0,5,3,0,3,8,0,8,2,3,16,13,3
"Fortis Hospital, Shalimar Bagh",26,0,26,Private,2021-10-23-10-05,4,0,4,2,0,2,6,0,6,4,23,48,47,1
"Fortis SS Hospital, Vasant Kunj",48,1,47,Private,2021-10-23-17-11,14,1,13,4,0,4,18,1,17,2,23,37,37,0
Galaxy Hospital,8,0,8,Private,2021-10-23-08-40,2,0,2,,,,2,0,2,5,0,1,0,1
"Gandhi Nursing Home, Uttam Nagar",25,0,25,Private,2021-10-23-08-16,6,0,6,2,0,2,8,0,8,1,12,15,15,0
"Garg Hospital, Karkardooma",36,0,36,Private,2021-10-23-17-16,4,0,4,,,,4,0,4,7,0,,,
GNS Multispeciality Hospital,6,0,6,Private,2021-07-29-13-47,,,,,,,,,,,,,,
"Goyal Hospital & Urology Centre, Krishna Nagar",14,0,14,Private,2021-10-23-10-26,3,0,3,1,0,1,4,0,4,1,23,10,10,0
"Goyal Hospital, Paschim Vihar",5,0,5,Private,2021-10-23-17-27,,,,,,,,,,0,12,7,5,2
GTB Hospital,600,0,600,Delhi Government,2021-10-23-16-01,410,0,410,140,0,140,550,0,550,4,16,8,8,0
Gupta Multispecialty Hospital,14,0,14,Private,2021-10-23-07-20,,,,,,,,,,2,0,4,0,4
"Gupta Multispecialty Hospital, Vivek Vihar",20,0,20,Private,2021-10-23-09-12,4,0,4,,,,4,0,4,3,23,2,0,2
"HAHC Hospital, Hamdard Nagar",60,0,60,Private,2021-10-23-08-27,1,0,1,3,0,3,4,0,4,1,4,29,10,19
HANDA NURSING HOME,12,0,12,Private,2021-10-23-10-34,,,,,,,,,,1,18,6,0,6
Hardik Hospital,10,0,10,Private,2021-10-23-08-08,4,0,4,,,,4,0,4,1,20,,,
Highland Care Multispeciality Hospital,20,0,20,Private,2021-10-23-10-34,5,0,5,,,,5,0,5,0,15,,,
Hira’s Multispeciality Hospital,15,0,15,Private,2021-10-23-11-43,,,,,,,,,,0,12,,,
"Holy Family Hospital, Okhla",100,0,100,Private,2021-10-23-08-37,,,,14,0,14,14,0,14,0,20,18,0,18
"IBS Hospital, Lajpat Nagar",7,0,7,Private,2021-10-23-08-10,,,,,,,,,,0,6,10,4,6
"Indian spinal injury centre,Vasant Kunj",20,0,20,Private,2021-10-23-16-04,,,,3,0,3,3,0,3,0,10,10,9,1
"Indira Gandhi Hospital, Dwarka",1241,1,1240,Delhi Government,2021-10-23-16-01,85,0,85,245,0,245,330,0,330,5,0,,,
"INDRAPRASTHA APOLLO HOSPITAL, SARITA VIHAR",215,4,211,Private,2021-10-23-09-30,32,0,32,12,0,12,44,0,44,4,0,117,113,4
"Irene Hospital, Kalkaji",34,0,34,Private,2021-10-23-09-42,3,0,3,2,0,2,5,0,5,1,0,,,
"Ishan Hospital, Rohini",13,0,13,Private,2021-10-23-08-29,5,0,5,,,,5,0,5,0,23,2,0,2
"Jaipur Golden Hospital, Rohini",72,13,59,Private,2021-10-23-00-29,8,8,0,4,1,3,12,9,3,0,16,73,71,2
Janakpuri Super Speciality Hospital Society,100,0,100,Delhi Government,2021-10-23-11-59,50,0,50,,,,50,0,50,5,0,10,10,0
"Jeevan Anmol Hospital, Mayur Vihar Phase-I",60,0,60,Private,2021-10-23-09-01,8,0,8,2,0,2,10,0,10,5,19,,,
"Jeewan Moti Khera Hospital, Nangloi",30,0,30,Private,2021-10-23-17-09,4,0,4,1,0,1,5,0,5,1,23,2,0,2
Jivodaya Hospital,20,0,20,Private,2021-10-23-12-23,,,,,,,,,,1,23,,,
Jyoti Nursing Home,22,0,22,Private,2021-10-23-12-57,,,,,,,,,,1,11,,,
Kalawati Saran Children's Hospital (LHMC),34,22,12,Central Government,2021-10-23-08-10,,,,5,5,0,5,5,0,3,12,35,33,2
"Kalra Hospital, Dwarka",10,0,10,Private,2021-10-23-07-51,,,,,,,,,,6,0,6,6,0
"Kalra Hospital, Kirti Nagar",12,0,12,Private,2021-10-23-17-17,2,0,2,1,0,1,3,0,3,1,12,38,38,0
Kalyani Hospital,25,0,25,Private,2021-10-23-08-45,8,0,8,1,0,1,9,0,9,13,1,,,
Khandelwal Hospital And Urology Center,10,0,10,Private,2021-10-23-00-06,2,0,2,,,,2,0,2,0,10,4,0,4
khanna hospital,5,0,5,Private,2021-10-23-08-38,1,0,1,1,0,1,2,0,2,0,10,,,
"Konark Hospital, Nangloi",43,0,43,Private,2021-10-23-17-16,14,0,14,1,0,1,15,0,15,5,23,,,
"Kosmos Super Specialty Hospital, Vikas Marg Extn.",26,0,26,Private,2021-10-23-11-49,6,0,6,,,,6,0,6,0,18,2,2,0
"Kukreja Hospital and Heart Centre, Rajouri Garden",30,0,30,Private,2021-10-23-17-27,,,,,,,,,,0,23,32,28,4
"Lalita Hospital, Begumpur",40,0,40,Private,2021-10-23-10-08,4,0,4,1,0,1,5,0,5,,,,,
LHMC,93,59,34,Central Government,2021-10-23-09-21,5,1,4,16,2,14,21,3,18,1,10,27,23,4
Lifeline Hospital,19,0,19,Private,2021-10-23-12-21,2,0,2,2,0,2,4,0,4,10,5,3,1,2
Lok Nayak Hospital,470,7,463,Delhi Government,2021-10-23-15-04,350,5,345,100,2,98,450,7,443,0,20,98,80,18
Lotus Hospital,15,0,15,Private,2021-10-23-17-29,,,,,,,,,,1,20,,,
Maa Bharti Hospital,8,0,8,Private,2021-10-23-09-18,,,,,,,,,,2,4,,,
"Madhukar Rainbow Children Hosp., Malviya Nagar",71,0,71,Private,2021-10-23-13-43,24,0,24,2,0,2,26,0,26,0,12,20,19,1
Maha Durga Charitable Trust Hospital,66,0,66,Private,2021-10-23-09-03,11,0,11,9,0,9,20,0,20,0,20,10,8,2
"Maharaja Agarsain Multispecialty Hospital, Narela",40,0,40,Private,2021-10-13-15-10,,,,,,,,,,,,,,
"Maharaja Agrasen Hospital, Dwarka",21,0,21,Private,2021-10-23-08-57,,,,5,0,5,5,0,5,1,0,11,7,4
"Maharaja Agrasen Hospital, Punjabi Bagh",30,0,30,Private,2021-10-23-14-11,6,0,6,3,0,3,9,0,9,4,16,68,68,0
Makkar Multispeciality Hospital,16,0,16,Private,2021-10-23-09-37,4,0,4,,,,4,0,4,,,8,5,3
