name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-02-18-09-18,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,19,0,19,Private,2021-02-18-17-16,4,0,4,5,0,5,2,0,5,2,3,1,0,1
Ace Hospital,6,0,6,Private,2021-02-18-05-32,3,0,3,3,0,3,2,23,1,0,1,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-02-18-08-43,,,,,,,6,0,,,,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-11-07-07-40,,,,100,0,100,0,23,,,,100,0,100
AIIMS Main Delhi,11,1,10,Central Government,2021-02-18-17-45,,,,,,,2,8,108,72,36,,,
"AIIMS, Trauma Delhi",265,37,228,Central Government,2021-02-19-05-48,,,,71,21,50,,,,,,71,21,50
"Akash Healthcare, Dwarka",79,4,75,Private,2021-02-18-15-32,14,4,10,24,4,20,0,16,44,43,1,10,0,10
Alshifa Hospital,18,0,18,Private,2021-02-18-10-06,4,0,4,6,0,6,4,0,11,5,6,2,0,2
Ambedkar Nagar hospital,300,0,300,Delhi Government,2021-02-19-04-57,40,0,40,50,0,50,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-02-18-10-42,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",20,0,20,Private,2021-02-18-16-01,5,0,5,5,0,5,1,23,5,1,4,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-02-18-09-20,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arogya Hospital,4,0,4,Private,2021-02-18-09-54,,,,,,,0,21,4,3,1,,,
Arya Hospital,24,0,24,Private,2021-02-18-09-48,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-02-18-12-35,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-02-18-11-14,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",41,4,37,Private,2021-02-18-06-59,8,3,5,10,4,6,0,18,20,20,0,2,1,1
"B.M. Gupta Hospital, Uttam Nagar",40,0,40,Private,2021-02-18-23-47,2,0,2,3,0,3,0,23,,,,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,1,19,Private,2021-02-18-13-53,,,,,,,0,7,,,,,,
"Bansal Hospital & Research Centre, New Friends Colony",20,0,20,Private,2021-02-18-07-24,4,0,4,4,0,4,1,0,6,4,2,,,
Bara Hindurao Hospital,250,0,250,Central Government,2021-02-18-12-44,,,,14,0,14,1,12,8,5,3,14,0,14
Base Hospital Delhi Cantt,500,43,457,Central Government,2021-02-18-06-52,,,,50,7,43,2,12,,,,50,7,43
Batra Hospital,200,1,199,Private,2021-02-18-09-37,39,1,38,44,1,43,0,23,66,46,20,5,0,5
"Bensups Hospital, Dwarka",25,0,25,Private,2021-02-18-11-41,7,0,7,10,0,10,5,10,5,0,5,3,0,3
BH SALVAS HOSPITAL,22,1,21,Private,2021-02-18-07-56,5,0,5,7,0,7,4,20,7,0,7,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",34,3,31,Private,2021-02-18-16-23,6,1,5,7,1,6,2,15,3,3,0,1,0,1
