name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,21,21,0,Private,2021-05-13-17-02,3,3,0,2,2,0,5,5,0,0,6,,,
AASTHA HOSPITAL,40,38,2,Private,2021-05-13-15-58,8,7,1,2,2,0,10,9,1,0,7,2,2,0
Acharyashree Bhikshu Govt. Hospital,130,55,75,Delhi Government,2021-05-13-15-54,7,7,0,6,6,0,13,13,0,0,18,,,
AIIMS Jhajjar,400,354,46,Central Government,2021-05-13-09-16,,,,100,100,0,100,100,0,0,23,,,
AIIMS Main Delhi,302,202,100,Central Government,2021-05-13-13-21,29,29,0,43,40,3,72,69,3,0,12,72,42,30
"AIIMS, Trauma Delhi",294,282,12,Central Government,2021-05-13-16-39,,,,71,66,5,71,66,5,,,,,
"Akash Healthcare, Dwarka",261,261,0,Private,2021-05-13-17-20,14,14,0,40,40,0,54,54,0,0,10,17,17,0
Alshifa Hospital,50,50,0,Private,2021-05-13-13-55,16,16,0,3,3,0,19,19,0,1,8,,,
Ambedkar Nagar hospital,300,104,196,Delhi Government,2021-05-13-15-48,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,10,0,Private,2021-05-13-16-01,1,1,0,,,,1,1,0,0,16,,,
"Ansari Hospital, Sagarpur",40,26,14,Private,2021-05-13-17-30,3,3,0,2,2,0,5,5,0,0,23,,,
"Apex City Hospital, West Vinod Nagar",28,22,6,Private,2021-05-13-07-36,4,4,0,,,,4,4,0,0,2,4,4,0
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-05-13-07-39,,,,3,0,3,3,0,3,1,8,,,
Ardent Ganpati,31,14,17,Private,2021-05-13-13-47,7,7,0,,,,7,7,0,,,,,
ARK Hospital,30,13,17,Private,2021-05-13-08-02,5,3,2,,,,5,3,2,1,4,20,0,20
Arogya Hospital,30,22,8,Private,2021-05-13-10-35,10,10,0,,,,10,10,0,0,20,,,
Arya Hospital,24,24,0,Private,2021-05-13-09-52,8,8,0,2,2,0,10,10,0,0,10,,,
Ashray Medical Centre,12,5,7,Private,2021-05-13-11-38,,,,,,,,,,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-05-13-09-16,,,,,,,,,,4,0,,,
Astha Hospital,10,2,8,Private,2021-05-13-09-52,,,,,,,,,,,,10,0,10
"Ayushman Hospital, Dwarka",118,118,0,Private,2021-05-13-17-19,23,23,0,7,7,0,30,30,0,0,2,,,
"B.M. Gupta Hospital, Uttam Nagar",70,63,7,Private,2021-05-13-17-30,19,19,0,1,1,0,20,20,0,0,8,,,
"Bansal Global Hospital, Jahangirpuri",60,31,29,Private,2021-05-13-13-00,9,9,0,1,1,0,10,10,0,0,7,1,0,1
"Bansal Hospital & Research Centre, New Friends Colony",40,34,6,Private,2021-05-13-13-44,8,6,2,2,2,0,10,8,2,,,,,
Bara Hindurao Hospital,250,225,25,Central Government,2021-05-13-15-35,,,,10,10,0,10,10,0,1,3,,,
Base Hospital Delhi Cantt,500,500,0,Central Government,2021-05-13-06-53,,,,50,50,0,50,50,0,1,12,,,
