name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours
Aashlok Hospital,25,0,25,Private,2021-07-05-09-52,,,,,,,,,,,,,,
AASTHA HOSPITAL,40,0,40,Private,2021-07-05-14-06,8,0,8,2,2,0,2,0,2,10,0,10,,
Ace Hospital,30,0,30,Private,2021-07-05-11-36,4,0,4,26,0,26,,,,4,0,4,,
Acharyashree Bhikshu Govt. Hospital,25,0,25,Delhi Government,2021-07-05-16-02,,,,,,,5,0,5,5,0,5,3,0
Adarsh Multispeciality Hospital & Trauma Centre,12,0,12,Private,2021-07-04-11-54,,,,,,,,,,,,,5,0
AIIMS Jhajjar,400,46,354,Central Government,2021-07-05-08-55,,,,,,,100,46,54,100,46,54,0,23
AIIMS Main Delhi,13,0,13,Central Government,2021-07-05-16-44,,,,87,66,21,,,,,,,1,19
"AIIMS, Trauma Delhi",294,66,228,Central Government,2021-07-05-16-58,,,,,,,71,32,39,71,32,39,,
"Akash Healthcare, Dwarka",133,0,133,Private,2021-07-05-15-48,14,0,14,17,17,0,40,0,40,54,0,54,0,14
All India Institute of Ayurveda,47,0,47, ,2021-07-05-07-29,,,,,,,,,,,,,7,0
Alshifa Hospital,49,20,29,Private,2021-07-05-09-49,23,1,22,,,,4,2,2,27,3,24,13,4
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-07-05-17-29,,,,,,,,,,,,,1,0
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-07-05-15-54,1,0,1,,,,,,,1,0,1,0,3
"Ansari Hospital, Sagarpur",40,0,40,Private,2021-07-05-13-55,3,0,3,,,,2,0,2,5,0,5,1,23
"Apex City Hospital, West Vinod Nagar",15,0,15,Private,2021-07-05-12-09,2,0,2,,,,,,,2,0,2,1,2
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-07-05-11-30,,,,,,,3,0,3,3,0,3,1,20
Ardent Ganpati,31,0,31,Private,2021-07-05-16-04,7,0,7,,,,,,,7,0,7,,
ARK Hospital,30,0,30,Private,2021-07-05-06-16,5,0,5,,,,,,,5,0,5,0,6
Arogya Hospital,6,0,6,Private,2021-07-05-11-40,6,0,6,4,3,1,,,,6,0,6,0,20
Arya Hospital,24,0,24,Private,2021-07-05-12-02,8,0,8,14,0,14,2,0,2,10,0,10,4,0
Ashray Medical Centre,12,0,12,Private,2021-07-05-10-57,2,0,2,,,,,,,2,0,2,1,23
Asian Multispeciality Hospital,15,0,15,Private,2021-07-05-08-45,,,,,,,,,,,,,4,0
Astha Hospital,10,0,10,Private,2021-07-05-11-52,,,,,,,,,,,,,2,18
"Ayushman Hospital, Dwarka",50,0,50,Private,2021-07-05-09-51,18,0,18,20,20,0,2,0,2,20,0,20,0,23
"B.M. Gupta Hospital, Uttam Nagar",30,0,30,Private,2021-07-05-17-07,7,0,7,,,,1,0,1,8,0,8,0,23
Balak Ram Hospital,25,0,25,Delhi Government,2021-07-05-07-59,,,,,,,,,,,,,,
"Bansal Global Hospital, Jahangirpuri",60,0,60,Private,2021-07-05-08-29,9,0,9,1,0,1,1,0,1,10,0,10,0,7
"Bansal Hospital & Research Centre, New Friends Colony",40,0,40,Private,2021-07-05-08-56,8,0,8,,,,2,0,2,10,0,10,,
Bara Hindurao Hospital,250,5,245,Central Government,2021-07-05-15-21,6,0,6,4,0,4,10,1,9,16,1,15,15,0
Base Hospital Delhi Cantt,500,17,483,Central Government,2021-07-05-06-45,,,,,,,50,5,45,50,5,45,2,12
Batra Hospital,300,0,300,Private,2021-07-05-12-00,18,0,18,12,12,0,15,0,15,33,0,33,0,23
"Bensups Hospital, Dwarka",30,0,30,Private,2021-07-05-06-18,12,0,12,,,,3,0,3,15,0,15,5,10
BH SALVAS HOSPITAL,40,30,10,Private,2021-07-05-13-11,7,7,0,5,5,0,1,1,0,8,8,0,0,8
"Bhagwati Hospital, Rohini",35,0,35,Private,2021-07-05-08-40,13,0,13,,,,2,0,2,15,0,15,0,10
"Bhatia Global Hospital, Paschim Vihar",33,0,33,Private,2021-07-05-15-37,3,0,3,3,2,1,,,,3,0,3,5,0
Bimla Devi Hospital,10,0,10,Private,2021-07-05-14-03,,,,6,2,4,,,,,,,4,0
"BLK Hospital, Pusa Road",140,5,135,Private,2021-07-05-15-30,21,0,21,90,90,0,7,2,5,28,2,26,5,0
"Brahm Shakti Hospital, Budh Vihar",30,0,30,Private,2021-07-05-11-29,1,0,1,8,6,2,2,0,2,3,0,3,2,2
Burari Hospital,300,2,298,Delhi Government,2021-07-05-15-51,70,2,68,,,,30,0,30,100,2,98,3,14
C M PATEL HOSPITAL,15,0,15,Private,2021-07-05-10-00,,,,,,,,,,,,,2,23
Cantonment General Hospital,27,1,26,Central Government,2021-06-12-09-51,,,,,,,,,,,,,7,0
CAREWELL MEDICAL CENTRE,8,0,8,Private,2021-07-05-09-38,,,,,,,,,,,,,0,12
CBR Hospital,25,10,15,Private,2021-07-05-11-55,3,3,0,,,,,,,3,3,0,1,7
"CD Global Hospital, Najafgarh Road",40,0,40,Private,2021-07-05-13-42,4,0,4,3,0,3,1,0,1,5,0,5,1,20
Central Hospital,16,0,16,Private,2021-07-05-15-59,,,,4,4,0,4,0,4,4,0,4,0,3
Covid care and treatment centre Gurdwara Rakab ganj,400,0,400,Delhi Government,2021-07-04-20-56,,,,,,,,,,,,,,
Covid Care and Treatment centre Yamuna sports complex,50,0,50,Delhi Government,2021-07-04-15-58,,,,,,,,,,,,,27,13
"Covid Care Center- Sardar Patel, Chattrpur",596,6,590,Delhi Government,2021-07-05-13-51,,,,,,,,,,,,,1,22
Covid Care Center -CWG AKSHARDHAM,460,4,456,Delhi Government,2021-07-04-08-22,,,,,,,,,,,,,5,23
Cronus Multi speciality Hospital,10,0,10,Private,2021-07-05-13-57,5,0,5,,,,,,,5,0,5,1,8
"Cygnus MLS, Rama Vihar",60,0,60,Private,2021-07-05-17-13,19,0,19,,,,5,0,5,24,0,24,0,3
"Cygnus Sonia Hospital, Nangloi",68,1,67,Private,2021-07-05-15-59,26,1,25,,,,5,0,5,31,1,30,0,17
Deen Dayal Upadhyay hospital,100,8,92,Delhi Government,2021-07-05-16-30,,,,43,0,43,25,7,18,25,7,18,0,8
Deep Chand Bandhu,100,17,83,Delhi Government,2021-07-05-15-57,5,0,5,10,1,9,20,6,14,25,6,19,4,17
Delhi global hospital,14,3,11,Private,2021-07-05-14-25,3,0,3,3,0,3,,,,3,0,3,1,23
Delhi Golden Hospital,15,0,15,Private,2021-07-05-15-05,,,,,,,,,,,,,,
"Delhi Heart & Lung Institute, Pachkuian Road",30,0,30,Private,2021-07-05-11-16,3,0,3,34,17,17,2,0,2,5,0,5,3,8
Delhi multi speciality hospital,11,0,11,Private,2021-07-05-10-30,,,,,,,,,,,,,1,15
"Dharamshila Narayana Hosp., Vasundhra Enclave",103,0,103,Private,2021-07-05-17-01,13,0,13,5,5,0,5,0,5,18,0,18,1,8
"Dharamvir Solanki Hospital, Rohini",5,0,5,Private,2021-07-05-09-41,4,0,4,5,3,2,1,0,1,5,0,5,0,23
Divine Multispeciality Hospital and Cancer Centre,35,10,25,Private,2021-07-05-13-16,16,2,14,9,3,6,10,1,9,26,3,23,0,22
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",20,1,19,Private,2021-07-05-08-52,,,,8,8,0,2,1,1,2,1,1,1,20
Dr Baba Saheb Ambedkar Hospital,100,22,78,Delhi Government,2021-07-05-17-10,,,,12,0,12,25,22,3,25,22,3,0,23
Dr Rakesh Multispeciality Hospital,15,0,15,Private,2021-07-05-09-47,5,0,5,,,,1,0,1,6,0,6,,
Eden Hospital,8,0,8,Private,2021-07-05-12-09,,,,,,,,,,,,,0,23
Ekansh Hospital,8,0,8,Private,2021-07-05-11-30,,,,,,,,,,,,,,
ESIC Hospital Jhilmil,76,0,76,Central Government,2021-07-05-10-49,,,,5,5,0,5,0,5,5,0,5,6,19
ESIC hospital Okhla,20,1,19,Central Government,2021-07-05-10-02,,,,27,3,24,2,0,2,2,0,2,6,1
"Fortis Escorts Heart Institute, Okhla",112,0,112,Private,2021-07-05-16-21,55,0,55,16,12,4,5,0,5,60,0,60,2,1
"Fortis Hospital, Shalimar Bagh",78,0,78,Private,2021-07-05-14-49,15,0,15,48,44,4,5,0,5,20,0,20,3,23
"Fortis SS Hospital, Vasant Kunj",106,1,105,Private,2021-07-05-17-10,20,1,19,,,,12,0,12,32,1,31,2,23
Galaxy Hospital,8,0,8,Private,2021-07-05-08-14,2,0,2,1,0,1,,,,2,0,2,5,0
"Gandhi Nursing Home, Uttam Nagar",25,1,24,Private,2021-07-05-09-40,8,1,7,15,15,0,2,0,2,10,1,9,1,12
"Garg Hospital, Karkardooma",36,0,36,Private,2021-07-05-16-29,4,0,4,,,,,,,4,0,4,0,12
"Goyal Hospital & Urology Centre, Krishna Nagar",24,0,24,Private,2021-07-05-13-28,2,0,2,8,6,2,2,0,2,4,0,4,1,23
"Goyal Hospital, Paschim Vihar",24,0,24,Private,2021-07-05-14-03,7,0,7,,,,,,,7,0,7,0,12
GTB Hospital,600,14,586,Delhi Government,2021-07-05-16-07,410,0,410,,,,140,14,126,550,14,536,3,18
Gupta Multispecialty Hospital,14,0,14,Private,2021-07-05-16-22,,,,4,0,4,,,,,,,2,0
"Gupta Multispecialty Hospital, Vivek Vihar",40,0,40,Private,2021-07-05-09-56,6,0,6,,,,,,,6,0,6,2,20
GURU NANAK EYE CENTRE ( ANNEXED TO LOK NAYAK HOSPITAL),198,0,198,Delhi Government,2021-07-01-10-44,,,,,,,,,,,,,,
"HAHC Hospital, Hamdard Nagar",141,0,141,Private,2021-07-05-14-52,4,0,4,29,2,27,8,0,8,12,0,12,1,4
HANDA NURSING HOME,12,0,12,Private,2021-07-05-10-42,,,,6,0,6,,,,,,,1,18
Hardik Hospital,10,0,10,Private,2021-07-05-08-59,4,0,4,,,,,,,4,0,4,1,20
Highland Care Multispeciality Hospital,30,0,30,Private,2021-07-05-10-29,5,0,5,,,,,,,5,0,5,0,15
Hira’s Multispeciality Hospital,15,0,15,Private,2021-07-03-09-20,,,,,,,,,,,,,0,12
"Holy Family Hospital, Okhla",100,3,97,Private,2021-07-05-09-23,,,,18,18,0,14,1,13,14,1,13,0,20
"IBS Hospital, Lajpat Nagar",7,0,7,Private,2021-07-05-06-41,,,,10,4,6,,,,,,,0,6
"Indian spinal injury centre,Vasant Kunj",60,8,52,Private,2021-07-05-16-26,,,,10,4,6,9,8,1,9,8,1,1,21
"Indira Gandhi Hospital, Dwarka",250,1,249,Delhi Government,2021-07-05-09-53,,,,73,0,73,15,0,15,15,0,15,8,0
"INDRAPRASTHA APOLLO HOSPITAL, SARITA VIHAR",215,4,211,Private,2021-07-05-16-49,36,1,35,117,105,12,12,1,11,48,2,46,4,0
"Irene Hospital, Kalkaji",34,0,34,Private,2021-07-05-15-03,3,0,3,,,,2,0,2,5,0,5,1,0
"Ishan Hospital, Rohini",13,0,13,Private,2021-07-05-17-11,5,0,5,,,,,,,5,0,5,0,15
"Jaipur Golden Hospital, Rohini",72,8,64,Private,2021-07-05-16-31,8,5,3,11,11,0,4,0,4,12,5,7,0,16
"Jeevan Anmol Hospital, Mayur Vihar Phase-I",60,0,60,Private,2021-07-05-10-51,,,,10,3,7,,,,,,,0,14
"Jeewan Mala Hospital, Rohtak Road",45,0,45,Private,2021-07-05-12-23,15,0,15,8,8,0,8,0,8,23,0,23,0,12
"Jeewan Moti Khera Hospital, Nangloi",30,0,30,Private,2021-07-05-15-42,3,0,3,2,0,2,2,0,2,5,0,5,1,23
Jivisha Advanced Medical Centre,22,0,22,Private,2021-07-05-07-05,,,,,,,,,,,,,1,23
Jyoti Nursing Home,22,2,20,Private,2021-07-05-11-34,,,,,,,,,,,,,1,11
Kalawati Saran Children's Hospital (LHMC),60,43,17,Central Government,2021-07-05-10-27,,,,30,26,4,15,10,5,15,10,5,5,10
"Kalra Hospital, Dwarka",10,0,10,Private,2021-07-05-15-29,,,,6,6,0,,,,,,,6,0
"Kalra Hospital, Kirti Nagar",34,0,34,Private,2021-07-05-14-32,10,0,10,29,29,0,1,0,1,11,0,11,0,12
Kalyani Hospital,25,0,25,Private,2021-07-05-09-04,8,0,8,,,,1,0,1,9,0,9,13,1
"Kapil Multispecialty Hospital, Nathupura",10,0,10,Private,2021-07-05-09-06,,,,5,2,3,,,,,,,2,0
Khandelwal Hospital And Urology Center,10,0,10,Private,2021-07-05-15-45,2,0,2,,,,,,,2,0,2,0,10
khanna hospital,50,0,50,Private,2021-07-05-08-53,7,0,7,1,0,1,1,0,1,8,0,8,0,15
"Konark Hospital, Nangloi",43,0,43,Private,2021-07-05-13-44,14,0,14,,,,1,0,1,15,0,15,,
"Kosmos Super Specialty Hospital, Vikas Marg Extn.",26,0,26,Private,2021-07-05-16-51,6,0,6,2,2,0,,,,6,0,6,0,18
"Kukreja Hospital and Heart Centre, Rajouri Garden",96,0,96,Private,2021-07-05-13-35,26,0,26,6,6,0,,,,26,0,26,0,23
"Lalita Hospital, Begumpur",40,0,40,Private,2021-07-05-10-34,4,0,4,,,,1,0,1,5,0,5,,
LHMC,128,103,25,Central Government,2021-07-05-09-24,22,3,19,27,25,2,16,0,16,38,3,35,1,10
Life RAYS HOSPITAL,12,0,12,Private,2021-07-05-08-41,,,,,,,,,,,,,,
Lifeline Hospital,19,0,19,Private,2021-07-05-12-26,2,0,2,3,0,3,2,0,2,4,0,4,2,0
Lok Nayak Hospital,720,20,700,Delhi Government,2021-07-05-17-08,600,11,589,98,17,81,100,9,91,700,20,680,0,20
Lotus Hospital,15,2,13,Private,2021-07-05-08-24,,,,,,,,,,,,,1,20
Maa Bharti Hospital,8,0,8,Private,2021-07-05-07-50,,,,,,,,,,,,,2,4
"Madhukar Rainbow Children Hosp., Malviya Nagar",71,0,71,Private,2021-07-04-13-00,24,0,24,20,19,1,2,0,2,26,0,26,0,12
Maha Durga Charitable Trust Hospital,66,0,66,Private,2021-07-05-14-59,14,0,14,10,4,6,6,0,6,20,0,20,28,10
"Maharaja Agarsain Multispecialty Hospital, Narela",40,0,40,Private,2021-07-05-08-40,1,0,1,4,0,4,1,0,1,2,0,2,,
"Maharaja Agrasen Hospital, Dwarka",47,0,47,Private,2021-07-05-13-02,,,,4,4,0,12,0,12,12,0,12,1,0
"Maharaja Agrasen Hospital, Punjabi Bagh",90,0,90,Private,2021-07-05-16-13,25,0,25,64,51,13,3,0,3,28,0,28,6,2
Makkar Multispeciality Hospital,16,0,16,Private,2021-07-05-11-38,4,0,4,,,,,,,4,0,4,2,0
Malik Radix Hospital,47,0,47,Private,2021-07-05-12-58,12,0,12,,,,2,0,2,14,0,14,3,6
"MANIPAL HOSPITAL, DWARKA",60,0,60,Private,2021-07-05-12-48,8,0,8,20,20,0,14,0,14,22,0,22,2,0
"Mansaram Hospital, Nangloi",10,0,10,Private,2021-07-05-14-22,4,0,4,,,,1,0,1,5,0,5,1,7
"Mata Chanan Devi Hospital, Janakpuri",63,3,60,Private,2021-07-05-15-18,6,1,5,43,35,8,6,0,6,12,1,11,7,7
"Mata Roop Rani Maggo Hospital, Uttam Nagar",80,0,80,Private,2021-07-05-10-10,20,0,20,2,2,0,8,0,8,28,0,28,0,4
Max East/West Block,255,0,255,Private,2021-07-05-16-50,48,0,48,10,10,0,,,,48,0,48,0,21
"Max Smart Gujarmal Modi hospital ,Saket",75,1,74,Private,2021-07-05-15-11,,,,45,0,45,5,0,5,5,0,5,2,9
"MAX SS HOSPITAL, PATPARGANJ",120,0,120,Private,2021-07-05-11-03,10,0,10,111,111,0,10,0,10,20,0,20,4,6
"Max SS Hospital, Shalimar Bagh",84,8,76,Private,2021-07-05-17-18,7,6,1,,,,5,1,4,12,7,5,2,7
"Medeor Hospital, Qutab Instl. Area",55,0,55,Private,2021-07-05-16-52,8,0,8,8,8,0,4,0,4,12,0,12,0,23
"Medstar Hospital, Paschim Vihar",26,0,26,Private,2021-07-05-13-41,14,0,14,,,,,,,14,0,14,2,20
"Metro Hospital, Lajpat Nagar",33,0,33,Private,2021-07-05-16-01,14,0,14,4,4,0,,,,14,0,14,3,6
"Metro Hospital, Preet Vihar",110,3,107,Private,2021-07-05-09-37,33,2,31,16,16,0,6,0,6,39,2,37,0,17
"MGS Hospital, Punjabi Bagh",56,0,56,Private,2021-07-05-15-12,12,0,12,8,8,0,3,0,3,15,0,15,1,19
"Mool Chand Khairati Ram Hospital, Lajpat Nagar",42,2,40,Private,2021-07-05-13-17,6,0,6,30,12,18,2,0,2,8,0,8,1,15
"National Heart Institute, East of Kailash",23,0,23,Private,2021-07-05-15-34,21,0,21,10,10,0,2,0,2,23,0,23,1,22
National Institute of TB and Respiratory Diseases (LRS TB),15,0,15,Central Government,2021-07-05-10-01,,,,6,6,0,,,,,,,2,0
