name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-07-09-10-16,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,5,0,5,Private,2021-07-09-08-26,1,0,1,1,0,1,2,0,5,2,3,,,
Ace Hospital,6,0,6,Private,2021-06-02-15-13,3,0,3,3,0,3,2,23,1,0,1,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-07-09-09-31,,,,,,,6,0,,,,,,
AIIMS Main Delhi,33,11,22,Central Government,2021-07-09-09-29,,,,,,,4,8,108,84,24,,,
"AIIMS, Trauma Delhi",21,0,21,Central Government,2021-07-09-06-19,,,,21,0,21,,,,,,21,0,21
"Akash Healthcare, Dwarka",20,4,16,Private,2021-07-09-17-19,8,0,8,10,0,10,0,16,44,31,13,2,0,2
Alshifa Hospital,18,0,18,Private,2021-07-09-09-38,3,0,3,5,0,5,12,0,11,1,10,2,0,2
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-07-10-05-08,40,0,40,50,0,50,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-07-09-07-00,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",10,0,10,Private,2021-07-09-12-00,3,0,3,3,0,3,1,23,5,3,2,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-07-09-09-49,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arya Hospital,24,0,24,Private,2021-07-09-10-39,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-07-09-13-02,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-07-09-10-50,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",11,0,11,Private,2021-07-10-02-01,2,0,2,3,0,3,0,18,20,20,0,1,0,1
"B.M. Gupta Hospital, Uttam Nagar",10,0,10,Private,2021-07-10-02-22,1,0,1,2,0,2,0,23,16,0,16,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,0,20,Private,2021-07-09-11-07,,,,,,,0,7,,,,,,
Bara Hindurao Hospital,250,0,250,Central Government,2021-07-09-09-21,,,,14,0,14,5,12,8,6,2,14,0,14
Base Hospital Delhi Cantt,500,6,494,Central Government,2021-07-09-08-39,,,,50,0,50,2,12,,,,50,0,50
Batra Hospital,50,1,49,Private,2021-07-09-10-27,9,1,8,11,1,10,0,23,99,33,66,2,0,2
"Bensups Hospital, Dwarka",25,0,25,Private,2021-07-09-09-56,7,0,7,10,0,10,5,10,5,0,5,3,0,3
BH SALVAS HOSPITAL,22,1,21,Private,2021-07-09-08-36,5,0,5,7,0,7,4,20,7,0,7,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",9,0,9,Private,2021-07-09-18-21,2,0,2,3,0,3,2,13,7,3,4,1,0,1
"Bhagwan Mahavir Hospital, Madhuban Chowk",5,0,5,Private,2021-03-31-08-54,1,0,1,1,0,1,0,20,10,0,10,,,
"Bhagwati Hospital, Rohini",10,2,8,Private,2021-07-09-17-23,2,1,1,3,1,2,0,10,17,12,5,1,0,1
"Bhatia Global Hospital, Paschim Vihar",14,0,14,Private,2021-07-09-05-57,,,,,,,6,12,5,1,4,,,
Bimla Devi Hospital,10,0,10,Private,2021-07-08-10-49,,,,,,,2,0,7,0,7,,,
"BLK Hospital, Pusa Road",47,2,45,Private,2021-07-09-09-41,9,1,8,12,1,11,1,0,106,106,0,3,0,3
"Brahm Shakti Hospital, Budh Vihar",35,0,35,Private,2021-06-14-10-50,,,,,,,2,12,,,,,,
Burari Hospital,600,4,596,Delhi Government,2021-07-09-09-44,70,0,70,100,0,100,7,12,,,,30,0,30
C M PATEL HOSPITAL,3,0,3,Private,2021-07-09-11-37,,,,,,,2,23,,,,,,
"CD Global Hospital, Najafgarh Road",20,0,20,Private,2021-07-09-14-40,5,0,5,6,0,6,3,2,3,0,3,1,0,1
Central Hospital,4,0,4,Private,2021-07-10-02-36,,,,2,0,2,0,4,6,6,0,2,0,2
"Cygnus MLS, Rama Vihar",9,0,9,Private,2021-07-09-17-10,1,0,1,1,0,1,75,0,15,7,8,,,
"Cygnus Sonia Hospital, Nangloi",7,0,7,Private,2021-07-09-16-20,,,,1,0,1,0,17,18,13,5,1,0,1
Deen Dayal Upadhyay hospital,50,0,50,Delhi Government,2021-07-09-16-04,,,,,,,5,8,61,61,0,,,
Deep Chand Bandhu,50,3,47,Delhi Government,2021-07-09-09-03,,,,,,,3,15,10,7,3,,,
Delhi global hospital,3,0,3,Private,2021-07-09-09-50,3,0,3,3,0,3,1,23,4,1,3,,,
"Delhi Heart & Lung Institute, Pachkuian Road",10,0,10,Private,2021-07-09-10-28,1,0,1,2,0,2,1,20,37,25,12,1,0,1
Delhi multi speciality hospital,2,0,2,Private,2021-07-09-08-52,,,,,,,1,15,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",20,2,18,Private,2021-07-09-20-01,,,,5,0,5,1,8,21,20,1,5,0,5
"Dharamvir Solanki Hospital, Rohini",21,0,21,Private,2021-07-09-11-33,4,0,4,5,0,5,3,16,5,0,5,1,0,1
Divine Multispeciality Hospital and Cancer Centre,10,0,10,Private,2021-07-08-09-04,,,,,,,,,,,,,,
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",15,0,15,Private,2021-07-09-08-45,,,,2,0,2,1,20,8,8,0,2,0,2
Dr Baba Saheb Ambedkar Hospital,50,0,50,Delhi Government,2021-07-09-08-37,,,,6,0,6,4,0,19,14,5,6,0,6
Dr Rakesh Multispeciality Hospital,2,0,2,Private,2021-07-09-07-39,,,,1,0,1,1,0,,,,1,0,1
