name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-01-25-09-43,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,19,0,19,Private,2021-01-26-17-17,4,0,4,5,0,5,2,0,5,2,3,1,0,1
Ace Hospital,6,1,5,Private,2021-01-26-14-05,3,1,2,3,1,2,2,23,1,0,1,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,1,9,Private,2021-01-26-12-38,,,,,,,6,0,,,,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-11-07-07-40,,,,100,0,100,0,23,,,,100,0,100
AIIMS Main Delhi,100,30,70,Central Government,2021-01-26-17-52,,,,15,15,0,5,14,93,69,24,15,15,0
"AIIMS, Trauma Delhi",265,202,63,Central Government,2021-01-27-05-42,,,,71,56,15,,,,,,71,56,15
"Akash Healthcare, Dwarka",79,18,61,Private,2021-01-26-17-03,14,8,6,24,8,16,0,16,44,33,11,10,0,10
Alshifa Hospital,18,2,16,Private,2021-01-26-10-43,4,0,4,6,0,6,3,0,11,2,9,2,0,2
Ambedkar Nagar hospital,300,3,297,Delhi Government,2021-01-27-01-54,40,1,39,50,1,49,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-01-26-10-32,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",20,0,20,Private,2021-01-26-07-51,5,0,5,5,0,5,1,23,5,2,3,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-01-26-10-27,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arogya Hospital,4,0,4,Private,2021-01-26-11-50,,,,,,,0,21,4,1,3,,,
Arya Hospital,24,0,24,Private,2021-01-26-11-51,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-01-26-12-25,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-01-26-12-24,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",41,22,19,Private,2021-01-27-02-11,8,2,6,10,3,7,0,18,20,15,5,2,1,1
"B.M. Gupta Hospital, Uttam Nagar",40,5,35,Private,2021-01-27-04-44,2,0,2,3,0,3,0,23,,,,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,0,20,Private,2021-01-26-11-17,,,,,,,0,7,,,,,,
"Bansal Hospital & Research Centre, New Friends Colony",20,0,20,Private,2021-01-26-06-51,4,0,4,4,0,4,1,0,6,4,2,,,
Bara Hindurao Hospital,250,7,243,Central Government,2021-01-26-09-36,,,,14,2,12,4,8,8,5,3,14,2,12
Base Hospital Delhi Cantt,500,211,289,Central Government,2021-01-26-07-15,,,,50,9,41,2,12,,,,50,9,41
Batra Hospital,200,29,171,Private,2021-01-26-13-23,39,7,32,44,9,35,0,23,66,46,20,5,2,3
"Bensups Hospital, Dwarka",25,0,25,Private,2021-01-26-09-13,7,0,7,10,0,10,5,10,5,0,5,3,0,3
BH SALVAS HOSPITAL,22,1,21,Private,2021-01-26-09-24,5,0,5,7,0,7,4,20,5,0,5,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",34,8,26,Private,2021-01-26-10-14,6,5,1,7,5,2,2,21,3,3,0,1,0,1
"Bhagwan Mahavir Hospital, Madhuban Chowk",20,1,19,Private,2021-01-26-08-50,5,1,4,5,1,4,0,20,6,1,5,,,
"Bhagwati Hospital, Rohini",40,6,34,Private,2021-01-26-17-47,7,1,6,8,1,7,0,10,10,10,0,1,0,1
"Bhatia Global Hospital, Paschim Vihar",20,1,19,Private,2021-01-26-17-15,2,0,2,2,0,2,6,12,4,2,2,,,
Bimla Devi Hospital,10,0,10,Private,2021-01-26-09-20,5,0,5,7,0,7,4,0,7,0,7,2,0,2
"BLK Hospital, Pusa Road",186,59,127,Private,2021-01-27-05-32,35,20,15,47,32,15,3,0,80,78,2,12,12,0
"Brahm Shakti Hospital, Budh Vihar",40,2,38,Private,2021-01-26-11-12,4,1,3,5,1,4,2,12,7,4,3,1,0,1
Burari Hospital,800,6,794,Delhi Government,2021-01-26-11-23,145,1,144,195,2,193,7,12,,,,50,1,49
C M PATEL HOSPITAL,3,0,3,Private,2021-01-26-14-42,,,,,,,2,23,,,,,,
"CD Global Hospital, Najafgarh Road",20,1,19,Private,2021-01-27-00-39,5,0,5,6,0,6,3,2,3,0,3,1,0,1
Central Hospital,10,3,7,Private,2021-01-27-00-35,2,1,1,4,1,3,0,3,4,2,2,2,0,2
"Cygnus MLS, Rama Vihar",34,2,32,Private,2021-01-26-21-09,8,0,8,9,0,9,15,0,15,6,9,1,0,1
"Cygnus Sonia Hospital, Nangloi",28,2,26,Private,2021-01-27-00-17,7,2,5,8,2,6,0,17,18,7,11,1,0,1
Deen Dayal Upadhyay hospital,150,38,112,Delhi Government,2021-01-27-05-44,50,17,33,100,32,68,4,8,43,0,43,50,15,35
Deep Chand Bandhu,150,16,134,Delhi Government,2021-01-26-21-17,50,0,50,75,4,71,3,12,10,2,8,25,4,21
Delhi global hospital,3,0,3,Private,2021-01-26-06-35,3,0,3,3,0,3,1,23,4,1,3,,,
"Delhi Heart & Lung Institute, Pachkuian Road",42,9,33,Private,2021-01-26-09-58,13,4,9,15,5,10,5,20,24,19,5,2,1,1
Delhi multi speciality hospital,2,0,2,Private,2021-01-26-10-59,,,,,,,1,15,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",80,20,60,Private,2021-01-27-02-01,13,6,7,18,6,12,1,8,8,0,8,5,0,5
"Dharamvir Solanki Hospital, Rohini",21,1,20,Private,2021-01-26-11-52,4,1,3,5,1,4,3,23,5,0,5,1,0,1
Divine Multispeciality Hospital and Cancer Centre,10,2,8,Private,2021-01-26-11-09,,,,,,,,,,,,,,
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",22,2,20,Private,2021-01-26-11-51,,,,2,0,2,1,20,8,8,0,2,0,2
Dr Baba Saheb Ambedkar Hospital,150,20,130,Delhi Government,2021-01-26-12-25,,,,75,10,65,4,0,12,12,0,75,10,65
Dr Rakesh Multispeciality Hospital,2,0,2,Private,2021-01-26-09-46,,,,1,0,1,1,0,,,,1,0,1
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",20,0,20,Private,2021-01-27-00-38,,,,,,,1,4,,,,,,
East Delhi Medical Centre Mansarover Park,20,3,17,Private,2021-01-26-10-39,2,1,1,2,1,1,2,20,5,4,1,,,
Eden Hospital,5,1,4,Private,2021-01-26-12-04,,,,,,,1,23,,,,,,
ESIC Hospital Jhilmil,18,0,18,Central Government,2021-01-26-11-12,,,,,,,4,20,5,5,0,,,
ESIC hospital Okhla,48,4,44,Central Government,2021-01-26-10-09,,,,2,0,2,17,0,15,3,12,2,0,2
"Fortis Escorts Heart Institute, Okhla",123,19,104,Private,2021-01-26-08-51,21,6,15,27,7,20,2,3,16,13,3,6,1,5
"Fortis Hospital, Shalimar Bagh",105,29,76,Private,2021-01-26-17-36,26,12,14,32,18,14,3,23,46,45,1,6,6,0
