name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-02-25-09-40,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,5,0,5,Private,2021-02-25-14-16,,,,1,0,1,2,0,5,2,3,1,0,1
Ace Hospital,6,0,6,Private,2021-02-25-05-34,3,0,3,3,0,3,2,23,1,0,1,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-02-25-09-29,,,,,,,6,0,,,,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-11-07-07-40,,,,100,0,100,0,23,,,,100,0,100
AIIMS Main Delhi,11,0,11,Central Government,2021-02-25-16-35,,,,,,,4,5,108,77,31,,,
"AIIMS, Trauma Delhi",265,8,257,Central Government,2021-02-25-16-42,,,,71,8,63,,,,,,71,8,63
"Akash Healthcare, Dwarka",20,2,18,Private,2021-02-25-15-01,3,2,1,5,2,3,0,16,44,43,1,2,0,2
Alshifa Hospital,18,0,18,Private,2021-02-25-09-46,4,0,4,6,0,6,3,0,11,4,7,2,0,2
Ambedkar Nagar hospital,300,0,300,Delhi Government,2021-02-25-17-18,40,0,40,50,0,50,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-02-25-15-20,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",20,0,20,Private,2021-02-25-16-12,5,0,5,5,0,5,1,23,5,5,0,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-02-25-09-29,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arya Hospital,24,0,24,Private,2021-02-25-10-03,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-02-25-08-22,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-02-25-11-58,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",11,2,9,Private,2021-02-25-09-46,2,2,0,3,2,1,0,18,20,20,0,1,0,1
"B.M. Gupta Hospital, Uttam Nagar",10,0,10,Private,2021-02-25-16-20,1,0,1,2,0,2,0,23,,,,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,0,20,Private,2021-02-25-13-30,,,,,,,0,7,,,,,,
"Bansal Hospital & Research Centre, New Friends Colony",20,0,20,Private,2021-02-25-07-32,4,0,4,4,0,4,1,0,6,4,2,,,
Bara Hindurao Hospital,250,0,250,Central Government,2021-02-25-10-47,,,,14,0,14,4,18,8,5,3,14,0,14
Base Hospital Delhi Cantt,500,25,475,Central Government,2021-02-25-06-46,,,,50,4,46,2,12,,,,50,4,46
Batra Hospital,50,1,49,Private,2021-02-25-10-13,9,1,8,11,1,10,0,23,99,46,53,2,0,2
"Bensups Hospital, Dwarka",25,0,25,Private,2021-02-25-11-31,7,0,7,10,0,10,5,10,5,0,5,3,0,3
BH SALVAS HOSPITAL,22,1,21,Private,2021-02-25-08-07,5,0,5,7,0,7,4,20,7,0,7,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",34,0,34,Private,2021-02-25-16-13,6,0,6,7,0,7,2,17,3,3,0,1,0,1
"Bhagwan Mahavir Hospital, Madhuban Chowk",5,0,5,Private,2021-02-25-09-04,1,0,1,1,0,1,0,20,10,1,9,,,
"Bhagwati Hospital, Rohini",10,0,10,Private,2021-02-25-17-02,2,0,2,3,0,3,0,10,17,14,3,1,0,1
"Bhatia Global Hospital, Paschim Vihar",20,0,20,Private,2021-02-25-17-15,2,0,2,2,0,2,6,12,4,2,2,,,
Bimla Devi Hospital,10,0,10,Private,2021-02-25-08-40,5,0,5,7,0,7,4,0,7,0,7,2,0,2
"BLK Hospital, Pusa Road",186,5,181,Private,2021-02-25-15-44,44,2,42,47,3,44,2,0,80,80,0,3,1,2
"Brahm Shakti Hospital, Budh Vihar",40,0,40,Private,2021-02-25-13-29,4,0,4,5,0,5,2,12,7,5,2,1,0,1
Burari Hospital,600,0,600,Delhi Government,2021-02-25-10-41,50,0,50,100,0,100,7,12,,,,50,0,50
C M PATEL HOSPITAL,3,0,3,Private,2021-02-25-11-50,,,,,,,2,23,,,,,,
"CD Global Hospital, Najafgarh Road",20,0,20,Private,2021-02-25-15-15,5,0,5,6,0,6,3,2,3,0,3,1,0,1
Central Hospital,4,0,4,Private,2021-02-25-16-37,,,,2,0,2,0,3,6,6,0,2,0,2
"Cygnus MLS, Rama Vihar",9,1,8,Private,2021-02-25-15-20,1,1,0,1,1,0,15,0,15,4,11,,,
"Cygnus Sonia Hospital, Nangloi",7,2,5,Private,2021-02-25-17-10,,,,1,0,1,0,17,18,7,11,1,0,1
Deen Dayal Upadhyay hospital,50,5,45,Delhi Government,2021-02-25-15-55,,,,,,,3,22,43,43,0,,,
Deep Chand Bandhu,150,0,150,Delhi Government,2021-02-25-15-42,50,0,50,75,0,75,3,15,10,2,8,25,0,25
