name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,25,0,25,Private,2021-08-24-09-34,3,0,3,2,0,2,5,0,5,2,5,,,
AASTHA HOSPITAL,12,0,12,Private,2021-08-24-17-21,1,0,1,1,0,1,2,0,2,,,10,2,8
Ace Hospital,30,0,30,Private,2021-08-24-16-46,4,0,4,,,,4,0,4,,,,,
Acharyashree Bhikshu Govt. Hospital,25,0,25,Delhi Government,2021-08-24-16-03,,,,5,0,5,5,0,5,12,0,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-08-24-08-09,,,,,,,,,,7,0,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-08-24-17-10,,,,100,0,100,100,0,100,0,23,,,
AIIMS Main Delhi,13,0,13,Central Government,2021-08-24-16-48,,,,,,,,,,4,7,92,78,14
"AIIMS, Trauma Delhi",294,6,288,Central Government,2021-08-24-16-36,,,,71,5,66,71,5,66,,,,,
"Akash Healthcare, Dwarka",60,0,60,Private,2021-08-24-17-17,30,0,30,10,0,10,40,0,40,0,16,28,0,28
All India Institute of Ayurveda,21,0,21, ,2021-08-24-10-17,,,,,,,,,,7,0,,,
Alshifa Hospital,18,0,18,Private,2021-08-24-10-06,4,0,4,2,0,2,6,0,6,20,0,11,7,4
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-08-24-16-28,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-08-24-17-24,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",20,0,20,Private,2021-08-24-16-29,,,,,,,,,,1,23,5,0,5
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-08-24-09-52,4,0,4,,,,4,0,4,1,0,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,,,,7,0,7,,,,,
ARK Hospital,30,0,30,Private,2021-08-24-10-48,5,0,5,,,,5,0,5,0,6,,,
Arya Hospital,26,0,26,Private,2021-08-24-11-31,10,0,10,2,0,2,12,0,12,4,0,14,0,14
Ashray Medical Centre,12,0,12,Private,2021-08-24-11-28,,,,,,,,,,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-08-24-14-56,,,,,,,,,,4,0,,,
Astha Hospital,10,0,10,Private,2021-08-24-10-15,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",50,0,50,Private,2021-08-24-06-37,18,0,18,2,0,2,20,0,20,0,23,20,20,0
"B.M. Gupta Hospital, Uttam Nagar",30,0,30,Private,2021-08-24-15-05,7,0,7,1,0,1,8,0,8,0,23,,,
Balak Ram Hospital,25,0,25,Delhi Government,2021-08-24-08-13,,,,,,,,,,,,,,
"Bansal Global Hospital, Jahangirpuri",10,0,10,Private,2021-08-24-06-39,,,,,,,,,,0,7,9,0,9
