name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,25,0,25,Private,2021-07-21-14-31,3,0,3,2,0,2,5,0,5,2,5,,,
AASTHA HOSPITAL,40,0,40,Private,2021-07-21-22-47,8,0,8,2,0,2,10,0,10,,,2,2,0
Ace Hospital,30,0,30,Private,2021-07-21-12-03,4,0,4,,,,4,0,4,,,26,0,26
Acharyashree Bhikshu Govt. Hospital,25,0,25,Delhi Government,2021-07-22-01-00,,,,5,0,5,5,0,5,3,0,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-07-21-10-11,,,,,,,,,,7,0,,,
AIIMS Jhajjar,400,18,382,Central Government,2021-07-21-17-20,,,,100,18,82,100,18,82,0,23,,,
AIIMS Main Delhi,13,0,13,Central Government,2021-07-21-17-02,,,,,,,,,,1,14,92,77,15
"AIIMS, Trauma Delhi",294,39,255,Central Government,2021-07-21-05-49,,,,71,19,52,71,19,52,,,,,
"Akash Healthcare, Dwarka",60,0,60,Private,2021-07-21-17-41,30,0,30,10,0,10,40,0,40,0,16,28,0,28
All India Institute of Ayurveda,47,0,47, ,2021-07-21-10-03,,,,,,,,,,7,0,,,
Alshifa Hospital,20,0,20,Private,2021-07-21-10-10,5,0,5,4,0,4,9,0,9,17,0,10,8,2
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-07-22-04-21,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-07-21-20-23,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",40,0,40,Private,2021-07-21-19-48,3,0,3,2,0,2,5,0,5,1,23,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-07-21-12-10,4,0,4,,,,4,0,4,1,2,,,
Ardent Ganpati,31,0,31,Private,2021-07-21-17-24,7,0,7,,,,7,0,7,,,,,
ARK Hospital,30,0,30,Private,2021-07-21-04-04,5,0,5,,,,5,0,5,0,6,,,
Arogya Hospital,6,0,6,Private,2021-07-21-12-29,6,0,6,,,,6,0,6,0,23,4,4,0
Arya Hospital,24,0,24,Private,2021-07-21-09-36,8,0,8,2,0,2,10,0,10,4,0,14,0,14
Ashray Medical Centre,12,0,12,Private,2021-07-21-11-51,2,0,2,,,,2,0,2,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-07-21-10-27,,,,,,,,,,4,0,,,
Astha Hospital,10,0,10,Private,2021-07-21-10-32,,,,,,,,,,2,18,,,
"Ayushman Hospital, Dwarka",50,0,50,Private,2021-07-21-10-02,18,0,18,2,0,2,20,0,20,0,23,20,20,0
"B.M. Gupta Hospital, Uttam Nagar",30,0,30,Private,2021-07-21-20-36,7,0,7,1,0,1,8,0,8,0,23,,,
Balak Ram Hospital,25,0,25,Delhi Government,2021-07-21-08-04,,,,,,,,,,,,,,
"Bansal Global Hospital, Jahangirpuri",60,0,60,Private,2021-07-21-08-54,9,0,9,1,0,1,10,0,10,0,7,1,0,1
Bara Hindurao Hospital,250,2,248,Central Government,2021-07-21-10-57,,,,10,0,10,10,0,10,9,14,4,3,1
Base Hospital Delhi Cantt,500,27,473,Central Government,2021-07-21-07-26,,,,50,2,48,50,2,48,2,12,,,
Batra Hospital,300,0,300,Private,2021-07-21-09-55,18,0,18,15,0,15,33,0,33,0,23,12,12,0
"Bensups Hospital, Dwarka",30,0,30,Private,2021-07-21-17-10,12,0,12,3,0,3,15,0,15,5,10,,,
BH SALVAS HOSPITAL,10,0,10,Private,2021-07-21-10-54,2,0,2,1,0,1,3,0,3,0,20,10,0,10
"Bhagwati Hospital, Rohini",35,0,35,Private,2021-07-21-16-01,13,0,13,2,0,2,15,0,15,0,10,,,
"Bhatia Global Hospital, Paschim Vihar",14,0,14,Private,2021-07-21-17-16,1,0,1,,,,1,0,1,6,12,5,1,4
Bimla Devi Hospital,10,0,10,Private,2021-07-21-11-41,,,,,,,,,,4,0,6,0,6
"BLK Hospital, Pusa Road",140,2,138,Private,2021-07-22-03-30,21,0,21,7,0,7,28,0,28,5,0,90,86,4
"Brahm Shakti Hospital, Budh Vihar",30,0,30,Private,2021-07-21-11-36,2,0,2,1,0,1,3,0,3,1,12,10,6,4
Burari Hospital,300,1,299,Delhi Government,2021-07-21-21-21,70,1,69,30,0,30,100,1,99,7,12,,,
C M PATEL HOSPITAL,15,0,15,Private,2021-07-21-10-50,,,,,,,,,,2,23,,,
Cantonment General Hospital,27,1,26,Central Government,2021-06-12-09-51,,,,,,,,,,7,0,,,
CBR Hospital,25,10,15,Private,2021-07-21-11-47,3,3,0,,,,3,3,0,1,7,,,
"CD Global Hospital, Najafgarh Road",40,0,40,Private,2021-07-21-17-23,5,0,5,1,0,1,6,0,6,1,20,3,0,3
Central Hospital,16,0,16,Private,2021-07-22-02-54,,,,4,0,4,4,0,4,0,3,4,4,0
Coaches Covid Care Centre- Shakurbasti Railway,800,0,800,Central Government,2021-07-08-07-26,,,,,,,,,,,,,,
Covid care and treatment centre Gurdwara Rakab ganj,400,0,400,Delhi Government,2021-07-04-20-56,,,,,,,,,,,,,,
Covid Care and Treatment centre Yamuna sports complex,50,1,49,Delhi Government,2021-07-21-08-42,,,,,,,,,,27,13,,,
"Covid Care Center- Sardar Patel, Chattrpur",596,5,591,Delhi Government,2021-07-21-13-53,,,,,,,,,,2,22,,,
covid care center-Sultanpuri,1200,0,1200,Delhi Government,2021-07-21-09-12,,,,,,,,,,,,,,
Covid Care Center -CWG AKSHARDHAM,50,3,47,Delhi Government,2021-07-21-09-14,,,,,,,,,,5,23,,,
Covid Care Center Narela,50,0,50,Delhi Government,2021-07-21-07-41,,,,,,,,,,,,,,
"Cygnus MLS, Rama Vihar",27,0,27,Private,2021-07-21-17-37,,,,5,0,5,5,0,5,2,0,19,4,15
"Cygnus Sonia Hospital, Nangloi",21,0,21,Private,2021-07-21-17-17,4,0,4,1,0,1,5,0,5,0,17,18,6,12
Deen Dayal Upadhyay hospital,100,6,94,Delhi Government,2021-07-22-04-08,,,,25,5,20,25,5,20,0,13,43,0,43
Deep Chand Bandhu,100,2,98,Delhi Government,2021-07-21-13-58,5,0,5,20,0,20,25,0,25,3,17,10,5,5
Delhi global hospital,14,3,11,Private,2021-07-21-14-37,3,0,3,,,,3,0,3,1,23,,,
Delhi Golden Hospital,15,0,15,Private,2021-07-21-22-10,,,,,,,,,,,,,,
"Delhi Heart & Lung Institute, Pachkuian Road",30,0,30,Private,2021-07-21-10-24,3,0,3,2,0,2,5,0,5,3,3,34,15,19
Delhi multi speciality hospital,2,0,2,Private,2021-07-21-09-27,,,,,,,,,,1,15,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",103,0,103,Private,2021-07-22-04-00,13,0,13,5,0,5,18,0,18,1,8,5,5,0
"Dharamvir Solanki Hospital, Rohini",5,0,5,Private,2021-07-21-10-19,4,0,4,1,0,1,5,0,5,0,23,5,0,5
Divine Multispeciality Hospital and Cancer Centre,35,2,33,Private,2021-07-21-10-42,26,2,24,,,,26,2,24,0,22,26,2,24
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",20,0,20,Private,2021-07-21-19-58,,,,2,0,2,2,0,2,1,20,8,8,0
Dr Baba Saheb Ambedkar Hospital,100,16,84,Delhi Government,2021-07-21-10-23,,,,25,15,10,25,15,10,1,7,12,7,5
Dr Rakesh Multispeciality Hospital,15,0,15,Private,2021-07-21-10-07,5,0,5,1,0,1,6,0,6,,,,,
Ekansh Hospital,8,0,8,Private,2021-07-21-09-05,,,,,,,,,,,,,,
ESIC Hospital Jhilmil,76,0,76,Central Government,2021-07-21-10-11,,,,5,0,5,5,0,5,7,21,5,5,0
ESIC hospital Okhla,20,0,20,Central Government,2021-07-21-10-33,,,,2,0,2,2,0,2,3,17,27,7,20
"Fortis Escorts Heart Institute, Okhla",112,0,112,Private,2021-07-21-16-25,55,0,55,5,0,5,60,0,60,2,1,16,12,4
"Fortis Hospital, Shalimar Bagh",78,0,78,Private,2021-07-21-16-14,15,0,15,5,0,5,20,0,20,4,23,48,44,4
"Fortis SS Hospital, Vasant Kunj",48,0,48,Private,2021-07-22-01-25,14,0,14,4,0,4,18,0,18,2,23,37,25,12
Galaxy Hospital,8,0,8,Private,2021-07-21-10-12,2,0,2,,,,2,0,2,5,0,1,0,1
"Gandhi Nursing Home, Uttam Nagar",25,0,25,Private,2021-07-21-09-50,8,0,8,2,0,2,10,0,10,1,12,15,15,0
"Garg Hospital, Karkardooma",36,0,36,Private,2021-07-21-17-38,4,0,4,,,,4,0,4,7,0,,,
GNS Multispeciality Hospital,6,0,6,Private,2021-07-21-12-37,,,,,,,,,,,,,,
"Goyal Hospital & Urology Centre, Krishna Nagar",14,0,14,Private,2021-07-21-10-54,3,0,3,1,0,1,4,0,4,1,23,10,4,6
"Goyal Hospital, Paschim Vihar",16,0,16,Private,2021-07-21-17-19,7,0,7,,,,7,0,7,0,12,,,
GTB Hospital,600,22,578,Delhi Government,2021-07-22-04-07,410,0,410,140,22,118,550,22,528,4,6,8,8,0
Gupta Multispecialty Hospital,14,0,14,Private,2021-07-21-02-29,,,,,,,,,,2,0,4,0,4
"Gupta Multispecialty Hospital, Vivek Vihar",40,0,40,Private,2021-07-21-20-16,6,0,6,,,,6,0,6,2,20,,,
"HAHC Hospital, Hamdard Nagar",141,0,141,Private,2021-07-22-01-20,4,0,4,8,0,8,12,0,12,1,4,29,8,21
HANDA NURSING HOME,12,0,12,Private,2021-07-21-17-28,,,,,,,,,,1,18,6,0,6
Hardik Hospital,10,0,10,Private,2021-07-21-10-52,4,0,4,,,,4,0,4,1,20,,,
Highland Care Multispeciality Hospital,20,0,20,Private,2021-07-21-18-43,5,0,5,,,,5,0,5,0,15,,,
Hira’s Multispeciality Hospital,15,0,15,Private,2021-07-21-08-33,,,,,,,,,,0,12,,,
"Holy Family Hospital, Okhla",100,2,98,Private,2021-07-21-09-58,14,0,14,14,0,14,28,0,28,0,20,18,1,17
"IBS Hospital, Lajpat Nagar",7,0,7,Private,2021-07-21-11-55,,,,,,,,,,0,6,10,4,6
"Indian spinal injury centre,Vasant Kunj",60,4,56,Private,2021-07-22-05-07,,,,9,1,8,9,1,8,0,5,10,10,0
"Indira Gandhi Hospital, Dwarka",250,4,246,Delhi Government,2021-07-21-10-09,,,,15,0,15,15,0,15,7,0,73,0,73
"INDRAPRASTHA APOLLO HOSPITAL, SARITA VIHAR",215,8,207,Private,2021-07-21-20-24,36,0,36,12,1,11,48,1,47,4,0,117,111,6
"Irene Hospital, Kalkaji",34,0,34,Private,2021-07-21-09-32,3,0,3,2,0,2,5,0,5,2,0,,,
"Ishan Hospital, Rohini",13,0,13,Private,2021-07-21-18-27,5,0,5,,,,5,0,5,0,15,,,
"Jaipur Golden Hospital, Rohini",72,6,66,Private,2021-07-22-00-33,8,5,3,4,0,4,12,5,7,0,16,73,33,40
"Jeevan Anmol Hospital, Mayur Vihar Phase-I",50,0,50,Private,2021-07-21-18-21,,,,,,,,,,2,12,10,2,8
"Jeewan Mala Hospital, Rohtak Road",45,0,45,Private,2021-07-21-11-08,15,0,15,8,0,8,23,0,23,0,10,8,8,0
"Jeewan Moti Khera Hospital, Nangloi",30,0,30,Private,2021-07-21-17-40,4,0,4,1,0,1,5,0,5,1,23,3,0,3
Jivisha Advanced Medical Centre,22,0,22,Private,2021-07-21-08-05,,,,,,,,,,1,23,,,
Jyoti Nursing Home,22,4,18,Private,2021-07-21-23-52,,,,,,,,,,1,11,,,
Kalawati Saran Children's Hospital (LHMC),34,13,21,Central Government,2021-07-21-10-08,,,,5,4,1,5,4,1,4,3,35,32,3
"Kalra Hospital, Dwarka",10,0,10,Private,2021-07-21-21-26,,,,,,,,,,7,0,6,5,1
"Kalra Hospital, Kirti Nagar",34,0,34,Private,2021-07-21-17-19,11,0,11,1,0,1,12,0,12,0,12,29,29,0
Kalyani Hospital,25,0,25,Private,2021-07-21-16-54,8,0,8,1,0,1,9,0,9,13,1,,,
