name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,14,8,Private,2021-05-22-15-03,3,1,2,2,2,0,5,3,2,0,8,,,
AASTHA HOSPITAL,40,18,22,Private,2021-05-22-16-09,8,5,3,2,1,1,10,6,4,0,7,2,1,1
Acharyashree Bhikshu Govt. Hospital,150,25,125,Delhi Government,2021-05-22-16-56,,,,30,9,21,30,9,21,1,12,,,
Adarsh Multispeciality Hospital & Trauma Centre,12,0,12,Private,2021-05-22-15-49,,,,,,,,,,1,0,,,
AIIMS Jhajjar,400,202,198,Central Government,2021-05-22-17-20,,,,100,100,0,100,100,0,0,23,,,
AIIMS Main Delhi,302,144,158,Central Government,2021-05-22-17-22,29,19,10,43,43,0,72,62,10,0,8,72,42,30
"AIIMS, Trauma Delhi",294,264,30,Central Government,2021-05-22-05-43,,,,71,59,12,71,59,12,,,,,
"Akash Healthcare, Dwarka",160,160,0,Private,2021-05-22-17-28,14,14,0,40,40,0,54,54,0,0,12,17,17,0
Alshifa Hospital,50,27,23,Private,2021-05-22-16-03,16,11,5,3,3,0,19,14,5,1,16,,,
Ambedkar Nagar hospital,450,53,397,Delhi Government,2021-05-22-16-38,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,1,9,Private,2021-05-22-15-16,1,1,0,,,,1,1,0,0,21,,,
"Ansari Hospital, Sagarpur",40,12,28,Private,2021-05-22-17-27,3,3,0,2,2,0,5,5,0,0,23,,,
"Apex City Hospital, West Vinod Nagar",28,1,27,Private,2021-05-22-00-18,4,1,3,,,,4,1,3,0,5,,,
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-05-22-08-26,,,,3,0,3,3,0,3,1,8,,,
Ardent Ganpati,31,3,28,Private,2021-05-22-17-27,7,3,4,,,,7,3,4,,,,,
ARK Hospital,30,0,30,Private,2021-05-22-09-57,5,0,5,,,,5,0,5,0,6,20,0,20
Arogya Hospital,20,16,4,Private,2021-05-22-10-36,10,6,4,,,,10,6,4,0,15,,,
Arya Hospital,24,4,20,Private,2021-05-22-10-16,8,0,8,2,0,2,10,0,10,4,23,,,
Ashray Medical Centre,12,0,12,Private,2021-05-22-10-55,,,,,,,,,,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-05-22-09-53,,,,,,,,,,4,0,,,
