name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours
Aashlok Hospital,25,0,25,Private,2021-07-10-09-39,,,,,,,,,,,,,,
AASTHA HOSPITAL,40,0,40,Private,2021-07-10-16-24,8,0,8,2,2,0,2,0,2,10,0,10,,
Ace Hospital,30,0,30,Private,2021-07-10-14-25,4,0,4,26,0,26,,,,4,0,4,,
Acharyashree Bhikshu Govt. Hospital,25,0,25,Delhi Government,2021-07-10-15-22,,,,,,,5,0,5,5,0,5,3,0
Adarsh Multispeciality Hospital & Trauma Centre,12,0,12,Private,2021-07-10-10-58,,,,,,,,,,,,,7,0
AIIMS Jhajjar,400,41,359,Central Government,2021-07-10-08-32,,,,,,,100,41,59,100,41,59,0,23
AIIMS Main Delhi,13,0,13,Central Government,2021-07-10-17-30,,,,87,71,16,,,,,,,3,0
"AIIMS, Trauma Delhi",294,67,227,Central Government,2021-07-10-16-55,,,,,,,71,31,40,71,31,40,,
"Akash Healthcare, Dwarka",133,0,133,Private,2021-07-10-17-14,14,0,14,17,17,0,40,0,40,54,0,54,0,13
All India Institute of Ayurveda,47,0,47, ,2021-07-10-08-53,,,,,,,,,,,,,7,0
Alshifa Hospital,49,22,27,Private,2021-07-10-09-42,23,4,19,,,,4,1,3,27,5,22,7,0
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-07-10-16-47,,,,,,,,,,,,,1,0
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-07-10-17-12,1,0,1,,,,,,,1,0,1,0,3
"Ansari Hospital, Sagarpur",40,0,40,Private,2021-07-10-15-30,3,0,3,,,,2,0,2,5,0,5,1,23
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-07-10-11-36,4,0,4,4,0,4,,,,4,0,4,1,2
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-07-10-11-44,,,,,,,3,0,3,3,0,3,1,20
Ardent Ganpati,31,0,31,Private,2021-07-10-13-52,7,0,7,,,,,,,7,0,7,,
ARK Hospital,30,0,30,Private,2021-07-10-08-00,5,0,5,,,,,,,5,0,5,0,6
Arogya Hospital,6,0,6,Private,2021-07-10-12-09,6,0,6,4,3,1,,,,6,0,6,0,20
Arya Hospital,24,0,24,Private,2021-07-10-13-11,8,0,8,14,0,14,2,0,2,10,0,10,4,0
Ashray Medical Centre,12,0,12,Private,2021-07-10-10-33,2,0,2,,,,,,,2,0,2,1,23
Asian Multispeciality Hospital,15,0,15,Private,2021-07-10-08-35,,,,,,,,,,,,,4,0
Astha Hospital,10,0,10,Private,2021-07-10-11-22,,,,,,,,,,,,,2,18
"Ayushman Hospital, Dwarka",50,0,50,Private,2021-07-10-09-31,18,0,18,20,20,0,2,0,2,20,0,20,0,23
"B.M. Gupta Hospital, Uttam Nagar",30,0,30,Private,2021-07-10-15-22,7,0,7,,,,1,0,1,8,0,8,0,23
Balak Ram Hospital,25,0,25,Delhi Government,2021-07-10-07-59,,,,,,,,,,,,,,
"Bansal Global Hospital, Jahangirpuri",60,0,60,Private,2021-07-10-08-33,9,0,9,1,0,1,1,0,1,10,0,10,0,7
"Bansal Hospital & Research Centre, New Friends Colony",40,0,40,Private,2021-07-09-09-17,8,0,8,,,,2,0,2,10,0,10,,
Bara Hindurao Hospital,250,2,248,Central Government,2021-07-10-09-56,,,,4,0,4,10,0,10,10,0,10,10,0
Base Hospital Delhi Cantt,500,23,477,Central Government,2021-07-10-08-22,,,,,,,50,7,43,50,7,43,2,12
Batra Hospital,300,0,300,Private,2021-07-10-12-45,18,0,18,12,12,0,15,0,15,33,0,33,0,23
"Bensups Hospital, Dwarka",30,0,30,Private,2021-07-10-08-30,12,0,12,,,,3,0,3,15,0,15,5,10
BH SALVAS HOSPITAL,10,10,0,Private,2021-07-10-12-29,2,2,0,10,10,0,1,1,0,3,3,0,0,20
"Bhagwati Hospital, Rohini",35,0,35,Private,2021-07-10-08-36,13,0,13,,,,2,0,2,15,0,15,0,10
"Bhatia Global Hospital, Paschim Vihar",33,0,33,Private,2021-07-10-15-50,3,0,3,3,3,0,,,,3,0,3,5,12
Bimla Devi Hospital,10,0,10,Private,2021-07-10-06-09,,,,6,1,5,,,,,,,4,0
"BLK Hospital, Pusa Road",140,5,135,Private,2021-07-10-17-30,21,0,21,90,82,8,7,3,4,28,3,25,4,0
"Brahm Shakti Hospital, Budh Vihar",30,0,30,Private,2021-07-10-07-46,1,0,1,10,7,3,2,0,2,3,0,3,2,1
Burari Hospital,300,5,295,Delhi Government,2021-07-10-14-08,70,5,65,,,,30,0,30,100,5,95,3,14
C M PATEL HOSPITAL,15,0,15,Private,2021-07-10-10-24,,,,,,,,,,,,,2,23
Cantonment General Hospital,27,1,26,Central Government,2021-06-12-09-51,,,,,,,,,,,,,7,0
CBR Hospital,25,10,15,Private,2021-07-10-12-12,3,3,0,,,,,,,3,3,0,1,7
"CD Global Hospital, Najafgarh Road",40,0,40,Private,2021-07-10-13-52,4,0,4,3,0,3,1,0,1,5,0,5,1,20
Central Hospital,16,0,16,Private,2021-07-10-16-24,,,,4,4,0,4,0,4,4,0,4,0,3
Coaches Covid Care Centre- Shakurbasti Railway,800,0,800,Central Government,2021-07-08-07-26,,,,,,,,,,,,,,
Covid care and treatment centre Gurdwara Rakab ganj,400,0,400,Delhi Government,2021-07-04-20-56,,,,,,,,,,,,,,
Covid Care and Treatment centre Yamuna sports complex,50,0,50,Delhi Government,2021-07-10-08-50,,,,,,,,,,,,,27,13
"Covid Care Center- Sardar Patel, Chattrpur",596,3,593,Delhi Government,2021-07-10-12-49,,,,,,,,,,,,,1,18
covid care center-Sultanpuri,1200,0,1200,Delhi Government,2021-07-10-08-09,,,,,,,,,,,,,,
Covid Care Center -CWG AKSHARDHAM,50,4,46,Delhi Government,2021-07-10-08-38,,,,,,,,,,,,,5,23
Covid Care Center Narela,50,0,50,Delhi Government,2021-07-10-07-39,,,,,,,,,,,,,,
Cronus Multi speciality Hospital,10,0,10,Private,2021-07-10-16-10,5,0,5,,,,,,,5,0,5,1,8
"Cygnus MLS, Rama Vihar",60,1,59,Private,2021-07-10-16-40,19,0,19,,,,5,0,5,24,0,24,0,3
"Cygnus Sonia Hospital, Nangloi",68,1,67,Private,2021-07-10-17-22,26,1,25,,,,5,0,5,31,1,30,0,17
Deen Dayal Upadhyay hospital,100,9,91,Delhi Government,2021-07-10-16-48,,,,43,0,43,25,7,18,25,7,18,1,2
Deep Chand Bandhu,100,5,95,Delhi Government,2021-07-10-15-46,5,-3,8,10,4,6,20,4,16,25,1,24,4,5
Delhi global hospital,14,3,11,Private,2021-07-10-16-35,3,0,3,3,0,3,,,,3,0,3,1,23
Delhi Golden Hospital,15,0,15,Private,2021-07-10-15-49,,,,,,,,,,,,,,
"Delhi Heart & Lung Institute, Pachkuian Road",30,0,30,Private,2021-07-10-10-31,3,0,3,34,17,17,2,0,2,5,0,5,3,8
Delhi multi speciality hospital,11,0,11,Private,2021-07-10-17-08,,,,,,,,,,,,,1,15
"Dharamshila Narayana Hosp., Vasundhra Enclave",103,1,102,Private,2021-07-10-16-02,13,0,13,5,5,0,5,0,5,18,0,18,1,8
"Dharamvir Solanki Hospital, Rohini",5,0,5,Private,2021-07-10-09-44,4,0,4,5,3,2,1,0,1,5,0,5,0,23
Divine Multispeciality Hospital and Cancer Centre,35,9,26,Private,2021-07-10-07-25,17,1,16,9,2,7,9,1,8,26,2,24,0,22
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",20,0,20,Private,2021-07-10-07-14,,,,8,8,0,2,0,2,2,0,2,1,20
Dr Baba Saheb Ambedkar Hospital,100,20,80,Delhi Government,2021-07-10-11-47,,,,12,10,2,25,20,5,25,20,5,0,23
