name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,16,13,3,Private,2021-05-12-16-33,3,3,0,2,1,1,5,4,1,0,6,,,
AASTHA HOSPITAL,40,35,5,Private,2021-05-12-22-59,8,7,1,2,2,0,10,9,1,0,7,2,2,0
Acharyashree Bhikshu Govt. Hospital,130,55,75,Delhi Government,2021-05-13-00-41,7,7,0,6,6,0,13,13,0,0,18,,,
AIIMS Jhajjar,400,354,46,Central Government,2021-05-12-18-13,,,,100,100,0,100,100,0,0,12,,,
AIIMS Main Delhi,302,208,94,Central Government,2021-05-12-17-06,29,29,0,43,40,3,72,69,3,0,12,72,39,33
"AIIMS, Trauma Delhi",294,286,8,Central Government,2021-05-12-16-47,,,,71,68,3,71,68,3,,,,,
"Akash Healthcare, Dwarka",261,261,0,Private,2021-05-12-17-50,14,14,0,40,40,0,54,54,0,0,6,17,17,0
Alshifa Hospital,49,49,0,Private,2021-05-12-08-57,16,16,0,3,3,0,19,19,0,1,0,,,
Ambedkar Nagar hospital,300,245,55,Delhi Government,2021-05-13-01-28,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,9,1,Private,2021-05-13-01-01,1,1,0,,,,1,1,0,0,8,,,
"Ansari Hospital, Sagarpur",40,25,15,Private,2021-05-12-20-53,3,3,0,2,2,0,5,5,0,0,23,,,
"Apex City Hospital, West Vinod Nagar",28,26,2,Private,2021-05-12-07-32,4,4,0,,,,4,4,0,0,3,4,4,0
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-05-12-07-51,,,,3,0,3,3,0,3,1,8,,,
Ardent Ganpati,31,14,17,Private,2021-05-12-18-33,7,7,0,,,,7,7,0,,,,,
ARK Hospital,30,13,17,Private,2021-05-12-07-24,5,3,2,,,,5,3,2,1,4,20,0,20
Arogya Hospital,30,24,6,Private,2021-05-12-10-09,10,10,0,,,,10,10,0,0,18,,,
Arya Hospital,24,24,0,Private,2021-05-12-14-22,8,8,0,2,2,0,10,10,0,,,,,
Ashray Medical Centre,12,7,5,Private,2021-05-12-16-07,,,,,,,,,,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-05-12-12-58,,,,,,,,,,4,0,,,
Astha Hospital,10,2,8,Private,2021-05-12-15-39,,,,,,,,,,,,10,0,10
"Ayushman Hospital, Dwarka",118,118,0,Private,2021-05-12-21-50,23,23,0,7,7,0,30,30,0,0,2,,,
"B.M. Gupta Hospital, Uttam Nagar",70,61,9,Private,2021-05-12-17-54,19,19,0,1,1,0,20,20,0,0,8,,,
"Bansal Global Hospital, Jahangirpuri",60,35,25,Private,2021-05-12-09-32,9,9,0,1,1,0,10,10,0,0,7,1,0,1
"Bansal Hospital & Research Centre, New Friends Colony",40,40,0,Private,2021-05-12-07-28,8,8,0,2,2,0,10,10,0,1,1,2,2,0
Bara Hindurao Hospital,250,230,20,Central Government,2021-05-12-15-32,,,,10,10,0,10,10,0,1,1,,,
Base Hospital Delhi Cantt,500,500,0,Central Government,2021-05-12-07-03,,,,50,50,0,50,50,0,1,12,,,
Batra Hospital,300,245,55,Private,2021-05-12-17-13,18,18,0,20,20,0,38,38,0,0,18,12,12,0
"Bensups Hospital, Dwarka",40,24,16,Private,2021-05-12-19-17,12,12,0,3,3,0,15,15,0,1,2,,,
BH SALVAS HOSPITAL,40,22,18,Private,2021-05-12-11-45,7,7,0,1,1,0,8,8,0,0,8,5,5,0
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",81,81,0,Private,2021-05-13-02-30,23,23,0,5,5,0,28,28,0,0,16,,,
"Bhagwan Mahavir Hospital, Madhuban Chowk",40,36,4,Private,2021-05-12-18-22,10,10,0,1,1,0,11,11,0,0,10,,,
"Bhagwati Hospital, Rohini",130,70,60,Private,2021-05-12-17-23,13,13,0,2,2,0,15,15,0,0,7,,,
"Bhatia Global Hospital, Paschim Vihar",36,27,9,Private,2021-05-12-21-11,8,8,0,,,,8,8,0,0,6,,,
Bimla Devi Hospital,27,19,8,Private,2021-05-12-10-31,,,,,,,,,,1,0,6,6,0
"BLK Hospital, Pusa Road",285,238,47,Private,2021-05-13-01-30,66,66,0,9,9,0,75,75,0,1,0,69,62,7
"Brahm Shakti Hospital, Budh Vihar",80,74,6,Private,2021-05-12-23-32,10,10,0,1,1,0,11,11,0,0,18,,,
Burari Hospital,370,236,134,Delhi Government,2021-05-12-21-10,40,40,0,30,30,0,70,70,0,0,20,,,
C M PATEL HOSPITAL,15,7,8,Private,2021-05-12-16-50,,,,,,,,,,2,23,,,
CAREWELL MEDICAL CENTRE,8,2,6,Private,2021-05-12-08-07,,,,,,,,,,0,10,,,
CBR Hospital,25,10,15,Private,2021-05-12-15-22,3,3,0,,,,3,3,0,1,7,,,
"CD Global Hospital, Najafgarh Road",40,21,19,Private,2021-05-12-23-02,8,8,0,1,1,0,9,9,0,0,7,,,
Central Hospital,31,28,3,Private,2021-05-13-01-13,4,4,0,4,4,0,8,8,0,0,3,,,
Cronus Multi speciality Hospital,15,14,1,Private,2021-05-13-00-39,2,2,0,,,,2,2,0,1,20,,,
"Cygnus MLS, Rama Vihar",70,70,0,Private,2021-05-12-10-42,19,19,0,5,5,0,24,24,0,0,3,,,
"Cygnus Sonia Hospital, Nangloi",68,68,0,Private,2021-05-12-21-37,26,26,0,5,5,0,31,31,0,0,3,,,
Deen Dayal Upadhyay hospital,500,382,118,Delhi Government,2021-05-13-02-24,200,200,0,50,50,0,250,250,0,0,16,33,22,11
Deep Chand Bandhu,230,194,36,Delhi Government,2021-05-12-23-59,67,67,0,14,14,0,81,81,0,0,9,,,
Delhi global hospital,14,6,8,Private,2021-05-12-17-20,,,,,,,,,,1,23,,,
Delhi Golden Hospital,15,0,15,Private,2021-05-12-22-07,,,,,,,,,,1,1,,,
"Delhi Heart & Lung Institute, Pachkuian Road",73,73,0,Private,2021-05-12-22-16,22,22,0,5,5,0,27,27,0,0,7,12,12,0
Delhi multi speciality hospital,11,3,8,Private,2021-05-12-06-32,,,,,,,,,,1,15,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",160,98,62,Private,2021-05-13-00-45,15,15,0,3,3,0,18,18,0,0,22,5,5,0
"Dharamvir Solanki Hospital, Rohini",34,18,16,Private,2021-05-12-17-16,10,9,1,1,1,0,11,10,1,0,8,,,
Divine Multispeciality Hospital and Cancer Centre,35,19,16,Private,2021-05-12-16-45,23,15,8,7,4,3,30,19,11,0,8,,,
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",90,77,13,Private,2021-05-12-17-32,10,10,0,2,2,0,12,12,0,1,6,,,
Dr Baba Saheb Ambedkar Hospital,400,351,49,Delhi Government,2021-05-13-00-21,170,170,0,30,30,0,200,200,0,0,22,,,
Dr Rakesh Multispeciality Hospital,15,11,4,Private,2021-05-12-10-10,5,5,0,1,1,0,6,6,0,1,0,,,
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",36,17,19,Private,2021-05-13-00-18,,,,,,,,,,1,1,,,
East Delhi Medical Centre Mansarover Park,40,33,7,Private,2021-05-13-01-14,10,10,0,,,,10,10,0,0,9,,,
Ekansh Hospital,8,2,6,Private,2021-05-12-10-21,,,,,,,,,,,,,,
ESIC Hospital Jhilmil,55,39,16,Central Government,2021-05-12-10-46,,,,5,5,0,5,5,0,1,0,,,
ESIC hospital Okhla,233,164,69,Central Government,2021-05-12-22-16,,,,10,10,0,10,10,0,1,1,,,
"Fortis Escorts Heart Institute, Okhla",112,112,0,Private,2021-05-12-16-06,55,55,0,5,5,0,60,60,0,1,10,16,11,5
"Fortis Hospital, Shalimar Bagh",230,223,7,Private,2021-05-12-17-56,33,33,0,27,27,0,60,60,0,1,23,8,8,0
"Fortis SS Hospital, Vasant Kunj",106,102,4,Private,2021-05-13-01-43,8,8,0,12,12,0,20,20,0,1,23,,,
