name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,6,16,Private,2021-05-28-10-29,3,2,1,2,1,1,5,3,2,0,12,,,
AASTHA HOSPITAL,40,3,37,Private,2021-05-28-09-38,8,1,7,2,0,2,10,1,9,0,7,2,2,0
Ace Hospital,20,0,20,Private,2021-05-28-11-47,4,0,4,,,,4,0,4,,,16,0,16
Acharyashree Bhikshu Govt. Hospital,150,15,135,Delhi Government,2021-05-28-11-30,,,,30,9,21,30,9,21,2,0,,,
Adarsh Multispeciality Hospital & Trauma Centre,12,0,12,Private,2021-05-28-09-01,,,,,,,,,,1,0,,,
AIIMS Jhajjar,400,156,244,Central Government,2021-05-27-22-42,,,,100,100,0,100,100,0,0,23,,,
AIIMS Main Delhi,302,177,125,Central Government,2021-05-28-10-22,29,21,8,43,37,6,72,58,14,3,14,72,40,32
"AIIMS, Trauma Delhi",294,211,83,Central Government,2021-05-28-05-50,,,,71,59,12,71,59,12,,,,,
"Akash Healthcare, Dwarka",133,113,20,Private,2021-05-28-11-30,14,14,0,40,40,0,54,54,0,0,5,17,17,0
All India Institute of Ayurveda,47,0,47, ,2021-05-27-10-14,,,,,,,,,,2,0,,,
Alshifa Hospital,50,19,31,Private,2021-05-28-11-29,15,10,5,4,4,0,19,14,5,2,4,,,
Ambedkar Nagar hospital,600,31,569,Delhi Government,2021-05-28-10-50,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-05-28-11-01,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",40,8,32,Private,2021-05-28-10-44,3,3,0,2,2,0,5,5,0,0,23,,,
"Apex City Hospital, West Vinod Nagar",28,2,26,Private,2021-05-28-01-17,4,0,4,,,,4,0,4,0,5,,,
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-05-28-09-14,,,,3,0,3,3,0,3,1,20,,,
Ardent Ganpati,31,1,30,Private,2021-05-28-10-23,7,1,6,,,,7,1,6,,,,,
