name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,0,22,Private,2021-09-25-10-13,3,0,3,2,0,2,5,0,5,2,5,,,
AASTHA HOSPITAL,12,0,12,Private,2021-09-25-17-17,1,0,1,1,0,1,2,0,2,,,10,2,8
Ace Hospital,30,0,30,Private,2021-09-25-09-39,4,0,4,,,,4,0,4,,,,,
Acharyashree Bhikshu Govt. Hospital,25,0,25,Delhi Government,2021-09-25-14-03,,,,5,0,5,5,0,5,12,0,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-09-25-08-58,,,,,,,,,,6,0,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-09-25-07-37,,,,100,0,100,100,0,100,0,23,,,
"AIIMS, Trauma Delhi",94,4,90,Central Government,2021-09-25-17-07,,,,32,4,28,32,4,28,,,,,
"Akash Healthcare, Dwarka",60,0,60,Private,2021-09-25-14-00,30,0,30,10,0,10,40,0,40,0,16,28,0,28
All India Institute of Ayurveda,21,0,21, ,2021-09-25-09-47,,,,,,,,,,7,0,,,
Alshifa Hospital,18,0,18,Private,2021-09-25-09-55,4,0,4,2,0,2,6,0,6,19,0,11,5,6
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-09-25-16-32,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-09-25-15-34,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",20,0,20,Private,2021-09-25-11-38,,,,,,,,,,1,23,5,5,0
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-09-25-09-52,4,0,4,,,,4,0,4,1,0,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,,,,7,0,7,,,,,
ARK Hospital,30,0,30,Private,2021-09-25-11-26,5,0,5,,,,5,0,5,0,6,,,
Arya Hospital,24,0,24,Private,2021-09-25-09-00,10,0,10,2,0,2,12,0,12,4,0,14,0,14
Ashray Medical Centre,12,0,12,Private,2021-09-25-09-27,,,,,,,,,,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-09-25-09-17,,,,,,,,,,4,0,,,
Astha Hospital,10,0,10,Private,2021-09-25-10-16,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",50,0,50,Private,2021-09-25-07-52,18,0,18,2,0,2,20,0,20,0,23,20,20,0
"B.M. Gupta Hospital, Uttam Nagar",30,0,30,Private,2021-09-25-15-53,7,0,7,1,0,1,8,0,8,0,23,,,
Balak Ram Hospital,25,0,25,Delhi Government,2021-09-25-08-03,,,,,,,,,,,,,,
Bara Hindurao Hospital,250,0,250,Central Government,2021-09-25-09-23,,,,14,0,14,14,0,14,3,18,8,5,3
Base Hospital Delhi Cantt,500,8,492,Central Government,2021-09-25-08-54,,,,50,5,45,50,5,45,2,12,,,
Batra Hospital,148,0,148,Private,2021-09-25-03-17,3,0,3,5,0,5,8,0,8,0,23,52,49,3
"Bensups Hospital, Dwarka",30,0,30,Private,2021-09-25-09-22,12,0,12,3,0,3,15,0,15,5,10,,,
BH SALVAS HOSPITAL,10,0,10,Private,2021-09-25-09-44,2,0,2,1,0,1,3,0,3,0,20,10,0,10
"Bhagwati Hospital, Rohini",35,0,35,Private,2021-09-25-17-10,13,0,13,2,0,2,15,0,15,0,10,5,5,0
"Bhatia Global Hospital, Paschim Vihar",14,0,14,Private,2021-09-25-17-21,1,0,1,,,,1,0,1,6,12,5,2,3
Bimla Devi Hospital,10,0,10,Private,2021-09-25-07-08,,,,,,,,,,4,0,6,0,6
"BLK Hospital, Pusa Road",140,0,140,Private,2021-09-25-13-41,21,0,21,7,0,7,28,0,28,3,0,90,90,0
"Brahm Shakti Hospital, Budh Vihar",30,0,30,Private,2021-09-25-11-52,5,0,5,1,0,1,6,0,6,2,12,17,11,6
Burari Hospital,300,0,300,Delhi Government,2021-09-25-07-52,70,0,70,30,0,30,100,0,100,7,12,,,
C M PATEL HOSPITAL,15,0,15,Private,2021-09-25-10-51,,,,,,,,,,2,23,,,
Cantonment General Hospital,27,1,26,Central Government,2021-06-12-09-51,,,,,,,,,,7,0,,,
CBR Hospital,20,0,20,Private,2021-09-25-12-10,3,0,3,,,,3,0,3,,,,,
"CD Global Hospital, Najafgarh Road",40,0,40,Private,2021-09-25-14-11,5,0,5,1,0,1,6,0,6,1,19,3,0,3
Central Hospital,16,0,16,Private,2021-09-25-16-03,,,,4,0,4,4,0,4,0,3,4,4,0
Chaudhri Bram Prakash Aurvedic Charak Sansthan,100,0,100,Delhi Government,2021-09-25-09-56,,,,,,,,,,41,0,,,
Coaches Covid Care Centre- Shakurbasti Railway,800,0,800,Central Government,2021-07-08-07-26,,,,,,,,,,,,,,
Covid care and treatment centre Gurdwara Rakab ganj,400,0,400,Delhi Government,2021-07-04-20-56,,,,,,,,,,,,,,
Covid Care and Treatment centre Yamuna sports complex,50,0,50,Delhi Government,2021-09-25-09-38,,,,,,,,,,27,13,,,
"Covid Care Center- Sardar Patel, Chattrpur",596,5,591,Delhi Government,2021-09-25-10-20,,,,,,,,,,2,14,,,
covid care center-Sultanpuri,1200,2,1198,Delhi Government,2021-09-25-11-11,,,,,,,,,,,,,,
Covid Care Center -CWG AKSHARDHAM,50,0,50,Delhi Government,2021-09-25-09-19,,,,,,,,,,5,23,,,
Covid Care Center Narela,50,0,50,Delhi Government,2021-09-25-08-10,,,,,,,,,,,,,,
"Cygnus MLS, Rama Vihar",27,0,27,Private,2021-09-25-17-25,,,,5,0,5,5,0,5,2,0,19,9,10
"Cygnus Sonia Hospital, Nangloi",21,0,21,Private,2021-09-25-17-00,4,0,4,1,0,1,5,0,5,0,17,18,9,9
Deen Dayal Upadhyay hospital,100,5,95,Delhi Government,2021-09-25-16-04,,,,25,5,20,25,5,20,0,10,43,43,0
Deep Chand Bandhu,100,0,100,Delhi Government,2021-09-25-15-42,5,0,5,20,0,20,25,0,25,4,10,10,7,3
Delhi global hospital,3,0,3,Private,2021-09-25-08-32,3,0,3,,,,3,0,3,1,23,4,1,3
"Delhi Heart & Lung Institute, Pachkuian Road",30,0,30,Private,2021-09-25-10-01,3,0,3,2,0,2,5,0,5,3,4,34,17,17
Delhi multi speciality hospital,2,0,2,Private,2021-09-25-08-10,,,,,,,,,,1,15,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",103,0,103,Private,2021-09-25-16-10,13,0,13,5,0,5,18,0,18,1,8,8,8,0
"Dharamvir Solanki Hospital, Rohini",5,0,5,Private,2021-09-25-11-25,4,0,4,1,0,1,5,0,5,0,23,5,1,4
Divine Multispeciality Hospital and Cancer Centre,18,0,18,Private,2021-09-25-14-14,14,0,14,,,,14,0,14,4,22,,,
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",20,0,20,Private,2021-09-25-11-21,,,,2,0,2,2,0,2,1,20,8,8,0
Dr Baba Saheb Ambedkar Hospital,110,9,101,Delhi Government,2021-09-25-09-00,1,0,1,30,9,21,31,9,22,1,7,24,13,11
Dr Rakesh Multispeciality Hospital,15,0,15,Private,2021-09-25-09-56,6,0,6,,,,6,0,6,,,,,
Ekansh Hospital,8,0,8,Private,2021-09-25-13-53,,,,,,,,,,,,,,
ESIC Hospital Jhilmil,18,0,18,Central Government,2021-09-25-10-15,,,,,,,,,,1,9,5,5,0
ESIC hospital Okhla,20,0,20,Central Government,2021-09-25-09-52,,,,2,0,2,2,0,2,4,23,15,7,8
"Fortis Escorts Heart Institute, Okhla",112,0,112,Private,2021-09-25-16-12,55,0,55,5,0,5,60,0,60,2,3,16,10,6
"Fortis Hospital, Shalimar Bagh",78,0,78,Private,2021-09-25-10-04,15,0,15,5,0,5,20,0,20,4,23,48,48,0
"Fortis SS Hospital, Vasant Kunj",48,0,48,Private,2021-09-25-17-18,14,0,14,4,0,4,18,0,18,2,23,37,27,10
Galaxy Hospital,8,0,8,Private,2021-09-25-08-34,2,0,2,,,,2,0,2,5,0,1,0,1
"Gandhi Nursing Home, Uttam Nagar",25,0,25,Private,2021-09-25-07-45,6,0,6,2,0,2,8,0,8,1,12,15,15,0
"Garg Hospital, Karkardooma",36,0,36,Private,2021-09-25-12-06,4,0,4,,,,4,0,4,7,0,,,
GNS Multispeciality Hospital,6,0,6,Private,2021-07-29-13-47,,,,,,,,,,,,,,
"Goyal Hospital & Urology Centre, Krishna Nagar",14,0,14,Private,2021-09-25-10-32,3,0,3,1,0,1,4,0,4,1,23,10,8,2
"Goyal Hospital, Paschim Vihar",5,0,5,Private,2021-09-25-14-33,,,,,,,,,,0,12,7,5,2
GTB Hospital,600,1,599,Delhi Government,2021-09-25-16-06,410,0,410,140,1,139,550,1,549,4,20,8,8,0
Gupta Multispecialty Hospital,14,0,14,Private,2021-09-25-09-20,,,,,,,,,,2,0,4,0,4
"Gupta Multispecialty Hospital, Vivek Vihar",20,0,20,Private,2021-09-25-12-43,4,0,4,,,,4,0,4,3,23,2,0,2
"HAHC Hospital, Hamdard Nagar",141,0,141,Private,2021-09-25-08-20,4,0,4,8,0,8,12,0,12,1,4,29,21,8
HANDA NURSING HOME,12,0,12,Private,2021-09-25-07-16,,,,,,,,,,1,18,6,0,6
Hardik Hospital,10,0,10,Private,2021-09-25-10-13,4,0,4,,,,4,0,4,1,20,,,
Highland Care Multispeciality Hospital,20,0,20,Private,2021-09-25-09-57,5,0,5,,,,5,0,5,0,15,,,
Hira’s Multispeciality Hospital,15,0,15,Private,2021-09-25-10-49,,,,,,,,,,0,12,,,
"Holy Family Hospital, Okhla",100,1,99,Private,2021-09-25-09-18,,,,14,0,14,14,0,14,0,20,18,0,18
"IBS Hospital, Lajpat Nagar",7,0,7,Private,2021-09-25-10-56,,,,,,,,,,0,6,10,4,6
"Indian spinal injury centre,Vasant Kunj",60,5,55,Private,2021-09-25-14-14,,,,9,3,6,9,3,6,0,20,10,10,0
"Indira Gandhi Hospital, Dwarka",250,0,250,Delhi Government,2021-09-25-13-30,,,,15,0,15,15,0,15,5,0,250,0,250
"INDRAPRASTHA APOLLO HOSPITAL, SARITA VIHAR",215,1,214,Private,2021-09-25-11-33,32,0,32,12,1,11,44,1,43,4,0,117,115,2
"Irene Hospital, Kalkaji",34,0,34,Private,2021-09-25-10-23,3,0,3,2,0,2,5,0,5,1,0,,,
"Ishan Hospital, Rohini",13,0,13,Private,2021-09-25-08-21,5,0,5,,,,5,0,5,0,23,2,0,2
"Jaipur Golden Hospital, Rohini",72,10,62,Private,2021-09-25-17-04,8,7,1,4,0,4,12,7,5,0,16,73,67,6
Janakpuri Super Speciality Hospital Society,100,0,100,Delhi Government,2021-09-25-10-51,50,0,50,,,,50,0,50,5,0,10,8,2
"Jeevan Anmol Hospital, Mayur Vihar Phase-I",60,0,60,Private,2021-09-25-11-11,8,0,8,2,0,2,10,0,10,4,22,,,
"Jeewan Moti Khera Hospital, Nangloi",30,0,30,Private,2021-09-25-17-11,4,0,4,1,0,1,5,0,5,1,23,2,0,2
Jivodaya Hospital,20,0,20,Private,2021-09-25-10-19,,,,,,,,,,1,23,,,
Jyoti Nursing Home,22,0,22,Private,2021-09-25-07-03,,,,,,,,,,1,11,,,
Kalawati Saran Children's Hospital (LHMC),34,19,15,Central Government,2021-09-25-12-21,,,,5,5,0,5,5,0,7,5,35,27,8
"Kalra Hospital, Dwarka",10,0,10,Private,2021-09-25-08-18,,,,,,,,,,6,0,6,6,0
"Kalra Hospital, Kirti Nagar",34,0,34,Private,2021-09-25-17-20,11,0,11,1,0,1,12,0,12,0,12,29,29,0
Kalyani Hospital,25,0,25,Private,2021-09-25-16-56,8,0,8,1,0,1,9,0,9,13,1,,,
"Kapil Multispecialty Hospital, Nathupura",10,0,10,Private,2021-09-25-09-49,,,,,,,,,,20,0,5,2,3
Khandelwal Hospital And Urology Center,10,0,10,Private,2021-09-25-11-41,2,0,2,,,,2,0,2,0,10,4,0,4
khanna hospital,5,0,5,Private,2021-09-25-08-32,1,0,1,1,0,1,2,0,2,0,10,,,
"Konark Hospital, Nangloi",43,0,43,Private,2021-09-25-17-15,14,0,14,1,0,1,15,0,15,5,23,,,
"Kosmos Super Specialty Hospital, Vikas Marg Extn.",26,0,26,Private,2021-09-25-17-05,6,0,6,,,,6,0,6,0,18,2,2,0
"Kukreja Hospital and Heart Centre, Rajouri Garden",30,0,30,Private,2021-09-25-15-03,,,,,,,,,,0,23,32,26,6
"Lalita Hospital, Begumpur",40,0,40,Private,2021-09-25-09-56,4,0,4,1,0,1,5,0,5,,,,,
LHMC,93,59,34,Central Government,2021-09-25-09-53,5,0,5,16,0,16,21,0,21,1,11,27,24,3
Lifeline Hospital,19,0,19,Private,2021-09-25-11-31,2,0,2,2,0,2,4,0,4,5,0,3,3,0
Lok Nayak Hospital,720,4,716,Delhi Government,2021-09-25-13-21,600,2,598,100,2,98,700,4,696,0,20,98,90,8
Lotus Hospital,15,0,15,Private,2021-09-25-15-27,,,,,,,,,,1,20,,,
Maa Bharti Hospital,8,0,8,Private,2021-09-25-07-36,,,,,,,,,,2,4,,,
"Madhukar Rainbow Children Hosp., Malviya Nagar",71,0,71,Private,2021-09-25-09-05,24,0,24,2,0,2,26,0,26,0,12,20,19,1
Maha Durga Charitable Trust Hospital,66,0,66,Private,2021-09-24-09-13,14,0,14,6,0,6,20,0,20,59,0,10,3,7
"Maharaja Agarsain Multispecialty Hospital, Narela",40,0,40,Private,2021-09-25-09-29,,,,,,,,,,,,,,
"Maharaja Agrasen Hospital, Dwarka",21,0,21,Private,2021-09-25-10-00,,,,5,0,5,5,0,5,1,0,11,7,4
"Maharaja Agrasen Hospital, Punjabi Bagh",90,22,68,Private,2021-09-25-15-49,25,0,25,3,0,3,28,0,28,4,2,64,64,0
Makkar Multispeciality Hospital,16,0,16,Private,2021-09-25-09-03,4,0,4,,,,4,0,4,,,8,4,4
Malik Radix Hospital,14,0,14,Private,2021-09-25-16-55,2,0,2,2,0,2,4,0,4,3,6,8,8,0
"MANIPAL HOSPITAL, DWARKA",60,0,60,Private,2021-09-25-12-21,8,0,8,14,0,14,22,0,22,3,0,38,29,9
"Mansaram Hospital, Nangloi",10,0,10,Private,2021-09-25-17-10,4,0,4,1,0,1,5,0,5,1,7,,,
"Mata Chanan Devi Hospital, Janakpuri",63,0,63,Private,2021-09-25-16-29,6,0,6,6,0,6,12,0,12,8,1,43,43,0
"Mata Roop Rani Maggo Hospital, Uttam Nagar",20,0,20,Private,2021-09-25-09-51,,,,4,0,4,4,0,4,0,4,12,0,12
Max East/West Block,96,0,96,Private,2021-09-25-16-28,10,0,10,,,,10,0,10,0,21,60,60,0
"Max Smart Gujarmal Modi hospital ,Saket",75,0,75,Private,2021-09-25-11-23,,,,5,0,5,5,0,5,3,16,45,40,5
"MAX SS HOSPITAL, PATPARGANJ",120,1,119,Private,2021-09-25-10-12,10,1,9,10,0,10,20,1,19,1,12,111,111,0
"Max SS Hospital, Shalimar Bagh",84,0,84,Private,2021-09-25-10-14,9,0,9,3,0,3,12,0,12,3,5,102,102,0
"Medeor Hospital, Dwarka",45,0,45,Private,2021-09-25-09-52,,,,8,0,8,8,0,8,0,23,,,
"Medeor Hospital, Qutab Instl. Area",55,0,55,Private,2021-09-25-11-20,8,0,8,4,0,4,12,0,12,0,23,8,8,0
"Medstar Hospital, Paschim Vihar",26,0,26,Private,2021-09-25-14-16,14,0,14,,,,14,0,14,2,20,,,
"Metro Hospital, Lajpat Nagar",15,0,15,Private,2021-09-25-09-50,5,0,5,,,,5,0,5,3,12,13,9,4
