name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-07-06-09-47,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,5,0,5,Private,2021-07-06-09-46,1,0,1,1,0,1,2,0,5,2,3,,,
Ace Hospital,6,0,6,Private,2021-06-02-15-13,3,0,3,3,0,3,2,23,1,0,1,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-07-06-12-23,,,,,,,6,0,,,,,,
AIIMS Main Delhi,33,11,22,Central Government,2021-07-06-10-21,,,,,,,4,8,108,85,23,,,
"AIIMS, Trauma Delhi",21,0,21,Central Government,2021-07-06-17-16,,,,21,0,21,,,,,,21,0,21
"Akash Healthcare, Dwarka",20,3,17,Private,2021-07-06-09-46,8,0,8,10,0,10,0,16,44,31,13,2,0,2
Alshifa Hospital,18,0,18,Private,2021-07-06-10-47,3,0,3,5,0,5,6,0,11,2,9,2,0,2
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-07-06-16-53,40,0,40,50,0,50,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-07-06-09-55,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",10,0,10,Private,2021-07-06-11-14,3,0,3,3,0,3,1,23,5,3,2,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-07-06-09-33,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arya Hospital,24,0,24,Private,2021-07-06-10-37,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-07-06-13-50,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-07-06-10-28,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",11,0,11,Private,2021-07-06-00-15,2,0,2,3,0,3,0,18,20,20,0,1,0,1
"B.M. Gupta Hospital, Uttam Nagar",10,1,9,Private,2021-07-06-15-19,1,0,1,2,0,2,0,23,16,0,16,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,0,20,Private,2021-07-06-11-01,,,,,,,0,7,,,,,,
"Bansal Hospital & Research Centre, New Friends Colony",20,0,20,Private,2021-06-30-08-37,4,0,4,4,0,4,1,0,6,4,2,,,
Bara Hindurao Hospital,250,0,250,Central Government,2021-07-06-09-38,,,,14,0,14,2,0,8,6,2,14,0,14
Base Hospital Delhi Cantt,500,3,497,Central Government,2021-07-06-07-43,,,,50,0,50,2,12,,,,50,0,50
Batra Hospital,50,0,50,Private,2021-07-06-09-12,9,0,9,11,0,11,0,23,99,41,58,2,0,2
"Bensups Hospital, Dwarka",25,0,25,Private,2021-07-06-09-59,7,0,7,10,0,10,5,10,5,0,5,3,0,3
BH SALVAS HOSPITAL,22,1,21,Private,2021-07-06-08-52,5,0,5,7,0,7,4,20,7,0,7,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",9,0,9,Private,2021-07-06-14-15,2,0,2,3,0,3,2,19,7,3,4,1,0,1
"Bhagwan Mahavir Hospital, Madhuban Chowk",5,0,5,Private,2021-03-31-08-54,1,0,1,1,0,1,0,20,10,0,10,,,
"Bhagwati Hospital, Rohini",10,1,9,Private,2021-07-06-15-23,2,0,2,3,0,3,0,10,17,12,5,1,0,1
"Bhatia Global Hospital, Paschim Vihar",14,0,14,Private,2021-07-06-00-37,,,,,,,6,12,5,1,4,,,
Bimla Devi Hospital,10,0,10,Private,2021-07-06-09-02,,,,,,,2,0,7,0,7,,,
"BLK Hospital, Pusa Road",47,5,42,Private,2021-07-06-09-50,9,2,7,12,2,10,1,0,106,100,6,3,0,3
"Brahm Shakti Hospital, Budh Vihar",35,0,35,Private,2021-06-14-10-50,,,,,,,2,12,,,,,,
Burari Hospital,600,1,599,Delhi Government,2021-07-06-10-11,70,0,70,100,0,100,7,12,,,,30,0,30
C M PATEL HOSPITAL,3,0,3,Private,2021-07-06-11-47,,,,,,,2,23,,,,,,
"CD Global Hospital, Najafgarh Road",20,0,20,Private,2021-07-06-08-53,5,0,5,6,0,6,3,2,3,0,3,1,0,1
Central Hospital,4,1,3,Private,2021-07-06-16-15,,,,2,0,2,0,4,6,6,0,2,0,2
"Cygnus MLS, Rama Vihar",9,0,9,Private,2021-07-06-09-42,1,0,1,1,0,1,75,0,15,9,6,,,
"Cygnus Sonia Hospital, Nangloi",7,0,7,Private,2021-07-06-14-37,,,,1,0,1,0,17,18,13,5,1,0,1
Deen Dayal Upadhyay hospital,50,0,50,Delhi Government,2021-07-06-16-01,,,,,,,8,8,61,61,0,,,
Deep Chand Bandhu,50,3,47,Delhi Government,2021-07-06-09-11,,,,,,,3,15,10,7,3,,,
Delhi global hospital,3,0,3,Private,2021-07-06-09-31,3,0,3,3,0,3,1,23,4,1,3,,,
"Delhi Heart & Lung Institute, Pachkuian Road",10,0,10,Private,2021-07-06-11-26,1,0,1,2,0,2,2,20,37,21,16,1,0,1
Delhi multi speciality hospital,2,0,2,Private,2021-07-06-08-55,,,,,,,1,15,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",20,0,20,Private,2021-07-06-15-51,,,,5,0,5,1,8,21,20,1,5,0,5
"Dharamvir Solanki Hospital, Rohini",21,0,21,Private,2021-07-06-08-04,4,0,4,5,0,5,3,16,5,0,5,1,0,1
Divine Multispeciality Hospital and Cancer Centre,10,0,10,Private,2021-07-06-10-25,,,,,,,,,,,,,,
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",15,0,15,Private,2021-07-06-08-40,,,,2,0,2,1,20,8,8,0,2,0,2
Dr Baba Saheb Ambedkar Hospital,50,0,50,Delhi Government,2021-07-06-09-54,,,,6,0,6,4,0,19,14,5,6,0,6
Dr Rakesh Multispeciality Hospital,2,0,2,Private,2021-07-06-08-23,,,,1,0,1,1,0,,,,1,0,1
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",20,0,20,Private,2021-07-06-09-35,,,,,,,1,4,,,,,,
East Delhi Medical Centre Mansarover Park,5,0,5,Private,2021-07-06-10-39,,,,,,,1,20,5,3,2,,,
ESIC Hospital Jhilmil,20,0,20,Central Government,2021-07-06-10-29,5,0,5,5,0,5,20,0,5,5,0,,,
ESIC hospital Okhla,22,0,22,Central Government,2021-07-06-09-43,,,,2,0,2,16,0,15,4,11,2,0,2
"Fortis Escorts Heart Institute, Okhla",31,2,29,Private,2021-07-06-08-53,4,1,3,7,1,6,2,3,16,13,3,3,0,3
"Fortis Hospital, Shalimar Bagh",26,4,22,Private,2021-07-06-10-06,4,0,4,6,1,5,3,23,72,65,7,2,1,1
"Fortis SS Hospital, Vasant Kunj",64,5,59,Private,2021-07-06-14-06,18,2,16,22,2,20,2,23,33,28,5,4,0,4
"Gandhi Nursing Home, Uttam Nagar",6,0,6,Private,2021-07-06-09-58,1,0,1,2,0,2,1,12,15,0,15,1,0,1
