name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,0,22,Private,2021-06-15-12-55,3,0,3,2,0,2,5,0,5,0,22,,,
AASTHA HOSPITAL,40,0,40,Private,2021-06-17-16-18,8,0,8,2,0,2,10,0,10,0,7,2,2,0
Ace Hospital,30,0,30,Private,2021-06-17-12-21,4,0,4,,,,4,0,4,,,26,0,26
Acharyashree Bhikshu Govt. Hospital,150,0,150,Delhi Government,2021-06-17-15-54,,,,30,0,30,30,0,30,3,0,,,
Adarsh Multispeciality Hospital & Trauma Centre,12,0,12,Private,2021-06-17-16-03,,,,,,,,,,3,0,,,
AIIMS Jhajjar,400,73,327,Central Government,2021-06-17-09-11,,,,100,73,27,100,73,27,0,23,,,
AIIMS Main Delhi,70,5,65,Central Government,2021-06-17-16-00,14,2,12,43,3,40,57,5,52,2,14,87,58,29
"AIIMS, Trauma Delhi",294,132,162,Central Government,2021-06-17-16-53,,,,71,50,21,71,50,21,,,,,
"Akash Healthcare, Dwarka",133,3,130,Private,2021-06-17-17-20,14,2,12,40,1,39,54,3,51,0,9,17,17,0
All India Institute of Ayurveda,47,0,47, ,2021-06-17-09-27,,,,,,,,,,7,0,,,
Alshifa Hospital,50,5,45,Private,2021-06-17-10-06,15,3,12,4,0,4,19,3,16,7,2,,,
Ambedkar Nagar hospital,600,1,599,Delhi Government,2021-06-17-17-30,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-06-17-16-44,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",40,0,40,Private,2021-06-17-15-22,3,0,3,2,0,2,5,0,5,1,23,6,3,3
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-06-17-17-27,4,0,4,,,,4,0,4,1,20,,,
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-06-17-11-04,,,,3,0,3,3,0,3,1,20,,,
Ardent Ganpati,31,0,31,Private,2021-06-17-13-46,7,0,7,,,,7,0,7,,,,,
ARK Hospital,30,0,30,Private,2021-06-17-08-17,5,0,5,,,,5,0,5,0,6,20,0,20
Arogya Hospital,6,0,6,Private,2021-06-17-14-23,6,0,6,,,,6,0,6,0,20,4,2,2
Arya Hospital,24,0,24,Private,2021-06-17-17-09,8,0,8,2,0,2,10,0,10,4,0,10,0,10
Ashray Medical Centre,12,0,12,Private,2021-06-17-10-51,2,0,2,,,,2,0,2,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-06-17-10-40,,,,,,,,,,4,0,,,
Astha Hospital,10,0,10,Private,2021-06-17-09-19,,,,,,,,,,,,10,0,10
"Ayushman Hospital, Dwarka",50,5,45,Private,2021-06-17-17-25,28,5,23,2,0,2,30,5,25,0,22,,,
"B.M. Gupta Hospital, Uttam Nagar",70,0,70,Private,2021-06-17-15-41,19,0,19,1,0,1,20,0,20,0,23,,,
Balak Ram Hospital,25,0,25,Delhi Government,2021-06-17-08-18,,,,,,,,,,,,,,
"Bansal Global Hospital, Jahangirpuri",60,0,60,Private,2021-06-17-08-06,9,0,9,1,0,1,10,0,10,0,7,1,0,1
"Bansal Hospital & Research Centre, New Friends Colony",40,0,40,Private,2021-06-17-09-04,8,0,8,2,0,2,10,0,10,,,,,
Bara Hindurao Hospital,250,9,241,Central Government,2021-06-17-09-49,,,,10,2,8,10,2,8,22,0,,,
Base Hospital Delhi Cantt,500,183,317,Central Government,2021-05-27-06-42,,,,50,48,2,50,48,2,2,12,,,
Batra Hospital,300,4,296,Private,2021-06-17-11-30,18,1,17,15,1,14,33,2,31,0,23,12,12,0
"Bensups Hospital, Dwarka",30,0,30,Private,2021-06-17-17-20,12,0,12,3,0,3,15,0,15,5,10,,,
BH SALVAS HOSPITAL,40,30,10,Private,2021-06-17-09-20,7,7,0,1,1,0,8,8,0,0,8,5,5,0
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",10,0,10,Private,2021-06-17-16-05,5,0,5,2,0,2,7,0,7,2,8,10,10,0
"Bhagwan Mahavir Hospital, Madhuban Chowk",40,2,38,Private,2021-06-17-15-52,10,2,8,1,0,1,11,2,9,0,20,,,
"Bhagwati Hospital, Rohini",130,0,130,Private,2021-06-17-17-16,13,0,13,2,0,2,15,0,15,0,7,,,
"Bhatia Global Hospital, Paschim Vihar",33,0,33,Private,2021-06-17-13-37,3,0,3,,,,3,0,3,2,20,3,3,0
Bimla Devi Hospital,10,0,10,Private,2021-06-17-15-15,,,,,,,,,,4,0,,,
"BLK Hospital, Pusa Road",317,7,310,Private,2021-06-17-15-30,68,3,65,7,2,5,75,5,70,5,4,43,43,0
"Brahm Shakti Hospital, Budh Vihar",80,1,79,Private,2021-06-17-07-20,9,1,8,2,0,2,11,1,10,3,2,2,2,0
Burari Hospital,700,18,682,Delhi Government,2021-06-17-15-30,85,0,85,30,9,21,115,9,106,1,12,,,
C M PATEL HOSPITAL,15,0,15,Private,2021-06-17-11-04,,,,,,,,,,2,23,,,
Cantonment General Hospital,27,1,26,Central Government,2021-06-12-09-51,,,,,,,,,,7,0,,,
CAREWELL MEDICAL CENTRE,8,0,8,Private,2021-06-17-11-14,,,,,,,,,,0,12,,,
CBR Hospital,25,10,15,Private,2021-06-17-11-42,3,3,0,,,,3,3,0,1,7,,,
"CD Global Hospital, Najafgarh Road",40,1,39,Private,2021-06-17-13-49,4,1,3,1,0,1,5,1,4,0,23,3,0,3
Central Hospital,16,0,16,Private,2021-06-17-16-22,,,,4,0,4,4,0,4,0,3,4,3,1
