name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-04-25-10-58,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,5,0,5,Private,2021-04-25-09-17,1,0,1,1,0,1,2,0,5,2,3,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-04-25-08-38,,,,,,,6,0,,,,,,
AIIMS Main Delhi,25,17,8,Central Government,2021-04-25-10-37,,,,,,,4,8,133,102,31,,,
"AIIMS, Trauma Delhi",11,0,11,Central Government,2021-04-26-01-28,,,,11,0,11,,,,,,11,0,11
"Akash Healthcare, Dwarka",20,6,14,Private,2021-04-25-10-04,5,0,5,7,0,7,0,16,44,31,13,2,0,2
Alshifa Hospital,18,0,18,Private,2021-04-25-09-35,6,0,6,8,0,8,3,0,14,2,12,2,0,2
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-04-25-10-13,40,0,40,50,0,50,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-04-25-07-24,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",10,0,10,Private,2021-04-25-05-37,2,0,2,3,0,3,1,23,5,5,0,1,0,1
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-04-25-09-38,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arya Hospital,24,0,24,Private,2021-04-25-09-40,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-04-26-00-13,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-04-25-09-46,,,,,,,,,,,,,,
"B.M. Gupta Hospital, Uttam Nagar",10,0,10,Private,2021-04-25-09-33,1,0,1,2,0,2,0,23,16,0,16,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,0,20,Private,2021-04-25-09-52,,,,,,,0,7,,,,,,
Bara Hindurao Hospital,250,0,250,Central Government,2021-04-25-09-22,,,,14,0,14,2,0,8,8,0,14,0,14
Base Hospital Delhi Cantt,44,0,44,Central Government,2021-04-25-13-01,,,,10,0,10,2,12,,,,10,0,10
Batra Hospital,50,3,47,Private,2021-04-25-09-07,9,2,7,11,3,8,0,23,99,48,51,2,1,1
"Bensups Hospital, Dwarka",25,0,25,Private,2021-04-25-09-53,7,0,7,10,0,10,5,10,5,0,5,3,0,3
BH SALVAS HOSPITAL,28,1,27,Private,2021-04-25-10-17,5,0,5,7,0,7,4,20,7,0,7,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",9,2,7,Private,2021-04-25-16-06,2,0,2,3,0,3,2,15,7,6,1,1,0,1
"Bhagwan Mahavir Hospital, Madhuban Chowk",5,0,5,Private,2021-03-31-08-54,1,0,1,1,0,1,0,20,10,0,10,,,
"Bhagwati Hospital, Rohini",10,3,7,Private,2021-04-25-08-50,2,2,0,3,2,1,0,10,17,14,3,1,0,1
"Bhatia Global Hospital, Paschim Vihar",14,0,14,Private,2021-04-25-08-22,1,0,1,1,0,1,6,12,5,1,4,,,
Bimla Devi Hospital,10,0,10,Private,2021-04-25-10-53,,,,,,,2,0,7,0,7,,,
"BLK Hospital, Pusa Road",47,6,41,Private,2021-04-25-10-27,9,3,6,12,4,8,1,0,150,115,35,3,1,2
"Brahm Shakti Hospital, Budh Vihar",9,0,9,Private,2021-04-24-10-11,,,,1,0,1,3,0,15,3,12,1,0,1
Burari Hospital,600,4,596,Delhi Government,2021-04-25-11-44,70,0,70,100,0,100,7,12,,,,30,0,30
C M PATEL HOSPITAL,3,0,3,Private,2021-04-25-00-42,,,,,,,2,23,,,,,,
"CD Global Hospital, Najafgarh Road",20,0,20,Private,2021-04-25-07-41,5,0,5,6,0,6,3,2,3,0,3,1,0,1
Central Hospital,4,0,4,Private,2021-04-26-00-03,,,,2,0,2,0,4,6,3,3,2,0,2
"Cygnus Sonia Hospital, Nangloi",7,0,7,Private,2021-04-25-15-00,1,0,1,1,0,1,0,17,18,16,2,,,
Deen Dayal Upadhyay hospital,50,0,50,Delhi Government,2021-04-25-21-54,,,,,,,8,12,61,61,0,,,
Deep Chand Bandhu,50,4,46,Delhi Government,2021-04-25-10-15,,,,,,,3,15,10,5,5,,,
"Delhi Heart & Lung Institute, Pachkuian Road",10,1,9,Private,2021-04-25-11-08,1,0,1,2,0,2,4,0,37,19,18,1,0,1
Delhi multi speciality hospital,2,0,2,Private,2021-04-24-07-37,,,,,,,1,15,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",20,3,17,Private,2021-04-26-01-59,,,,5,0,5,,,21,3,18,5,0,5
"Dharamvir Solanki Hospital, Rohini",21,0,21,Private,2021-04-25-09-43,4,0,4,5,0,5,3,16,5,0,5,1,0,1
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",15,0,15,Private,2021-04-25-10-33,,,,2,0,2,1,20,8,8,0,2,0,2
Dr Baba Saheb Ambedkar Hospital,50,5,45,Delhi Government,2021-04-25-08-39,,,,12,0,12,4,0,50,30,20,12,0,12
East Delhi Medical Centre Mansarover Park,5,5,0,Private,2021-04-25-11-31,,,,,,,,,1,0,1,,,
ESIC Hospital Jhilmil,20,0,20,Central Government,2021-04-25-10-24,5,0,5,5,0,5,12,9,5,5,0,,,
ESIC hospital Okhla,20,0,20,Central Government,2021-04-25-09-30,,,,2,0,2,11,0,10,3,7,2,0,2
"Fortis Escorts Heart Institute, Okhla",31,1,30,Private,2021-04-25-16-38,5,0,5,8,0,8,2,3,16,14,2,3,0,3
"Fortis Hospital, Shalimar Bagh",26,4,22,Private,2021-04-25-09-39,4,2,2,6,2,4,4,23,72,65,7,2,0,2
"Fortis SS Hospital, Vasant Kunj",64,6,58,Private,2021-04-25-09-29,18,0,18,22,0,22,2,23,33,27,6,4,0,4
"Gandhi Nursing Home, Uttam Nagar",12,3,9,Private,2021-04-25-10-14,,,,4,0,4,1,12,15,0,15,4,0,4
"Garg Hospital, Karkardooma",5,1,4,Private,2021-04-25-08-51,,,,,,,7,0,4,1,3,,,
"Goyal Hospital & Urology Centre, Krishna Nagar",20,0,20,Private,2021-04-25-13-49,4,0,4,4,0,4,1,23,10,5,5,,,
"Goyal Hospital, Paschim Vihar",5,0,5,Private,2021-04-25-10-11,,,,,,,0,12,,,,,,
GTB Hospital,450,10,440,Delhi Government,2021-04-25-04-06,,,,42,8,34,4,21,81,11,70,42,8,34
"Gupta Multispecialty Hospital, Vivek Vihar",20,0,20,Private,2021-04-25-09-22,2,0,2,2,0,2,3,23,4,0,4,,,
"HAHC Hospital, Hamdard Nagar",66,0,66,Private,2021-04-25-08-26,4,0,4,6,0,6,1,4,30,17,13,2,0,2
HANDA NURSING HOME,4,0,4,Private,2021-04-25-10-49,,,,,,,1,18,6,4,2,,,
Hardik Hospital,4,0,4,Private,2021-04-25-10-12,4,0,4,4,0,4,1,20,,,,,,
"Holy Family Hospital, Okhla",100,14,86,Private,2021-04-25-10-24,5,5,0,23,7,16,1,0,21,21,0,18,2,16
"Indian spinal injury centre,Vasant Kunj",20,5,15,Private,2021-04-26-01-25,,,,3,2,1,0,18,10,8,2,3,2,1
"Indira Gandhi Hospital, Dwarka",1241,1,1240,Delhi Government,2021-04-25-09-47,85,0,85,330,0,330,3,0,,,,245,0,245
"INDRAPRASTHA APOLLO HOSPITAL, SARITA VIHAR",20,15,5,Private,2021-04-25-15-45,2,2,0,4,3,1,11,0,159,109,50,2,1,1
"Ishan Hospital, Rohini",8,0,8,Private,2021-04-25-08-28,,,,,,,,,,,,,,
"Jain Hospital, Vikas Marg Extn.",3,1,2,Private,2021-04-25-09-19,,,,,,,1,23,4,2,2,,,
"Jaipur Golden Hospital, Rohini",29,9,20,Private,2021-04-26-00-37,10,6,4,11,6,5,0,23,44,44,0,1,0,1
"Jeevan Anmol Hospital, Mayur Vihar Phase-I",10,0,10,Private,2021-04-25-08-41,1,0,1,2,0,2,6,22,,,,1,0,1
"Jeewan Mala Hospital, Rohtak Road",25,0,25,Private,2021-04-25-08-58,3,0,3,5,0,5,0,12,6,6,0,2,0,2
"Jeewan Moti Khera Hospital, Nangloi",2,0,2,Private,2021-04-25-11-01,,,,1,0,1,1,23,1,0,1,1,0,1
"Jeewan Nursing Home, Pusa Road",23,0,23,Private,2021-04-25-10-23,,,,2,0,2,0,23,4,4,0,2,0,2
Jivodaya Hospital,4,0,4,Private,2021-04-25-05-24,,,,,,,1,0,,,,,,
Kailash deepak Hospital,10,0,10,Private,2021-04-25-08-44,,,,10,0,10,79,10,16,8,8,10,0,10
Kalawati Saran Children's Hospital (LHMC),40,1,39,Central Government,2021-04-25-08-57,,,,10,0,10,5,12,35,35,0,10,0,10
"Kalra Hospital, Dwarka",5,0,5,Private,2021-04-26-03-00,,,,,,,5,0,6,6,0,,,
"Kalra Hospital, Kirti Nagar",11,0,11,Private,2021-04-25-17-21,3,0,3,4,0,4,1,12,39,37,2,1,0,1
Khandelwal Hospital And Urology Center,7,0,7,Private,2021-04-25-06-27,2,0,2,2,0,2,0,16,4,0,4,,,
khanna hospital,4,0,4,Private,2021-04-25-09-11,1,0,1,2,0,2,0,10,,,,1,0,1
"Konark Hospital, Nangloi",8,0,8,Private,2021-04-25-09-15,,,,,,,5,23,,,,,,
LHMC,516,9,507,Central Government,2021-04-25-11-09,,,,86,0,86,1,10,27,16,11,86,0,86
Lifeline Hospital,2,0,2,Private,2021-04-25-09-03,,,,,,,4,12,7,0,7,,,
Lok Nayak Hospital,450,21,429,Delhi Government,2021-04-25-10-06,128,20,108,178,21,157,3,0,204,114,90,50,1,49
Maha Durga Charitable Trust Hospital,66,0,66,Private,2021-03-02-09-31,11,0,11,20,0,20,10,20,10,0,10,9,0,9
