name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-11-12-09-43,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,5,0,5,Private,2021-11-12-17-16,1,0,1,1,0,1,2,0,5,2,3,,,
Acharyashree Bhikshu Govt. Hospital,25,0,25,Delhi Government,2021-11-12-12-20,,,,5,0,5,12,0,,,,5,0,5
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-11-12-09-51,,,,,,,6,0,,,,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-11-07-07-40,,,,100,0,100,0,23,,,,100,0,100
"AIIMS, Trauma Delhi",94,2,92,Central Government,2021-11-12-16-58,,,,32,2,30,,,,,,32,2,30
"Akash Healthcare, Dwarka",20,0,20,Private,2021-11-12-17-08,10,0,10,10,0,10,0,16,58,0,58,,,
All India Institute of Ayurveda,10,0,10, ,2021-11-12-10-04,,,,,,,7,0,,,,,,
Alshifa Hospital,18,0,18,Private,2021-11-12-08-14,4,0,4,6,0,6,7,0,11,5,6,2,0,2
Ambedkar Nagar hospital,135,0,135,Delhi Government,2021-11-13-03-23,,,,,,,1,0,,,,,,
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-11-12-09-17,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",10,0,10,Private,2021-11-12-16-36,,,,,,,1,23,5,3,2,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-11-12-09-53,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
ARK Hospital,30,0,30,Private,2021-10-28-08-45,5,0,5,5,0,5,0,6,,,,,,
Arya Hospital,24,0,24,Private,2021-11-12-10-07,8,0,8,10,0,10,,,14,0,14,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-11-12-09-36,,,,,,,1,23,,,,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-11-12-10-04,,,,,,,4,0,,,,,,
Astha Hospital,10,0,10,Private,2021-11-12-11-09,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",50,0,50,Private,2021-11-12-04-56,18,0,18,20,0,20,0,23,20,20,0,2,0,2
"B.M. Gupta Hospital, Uttam Nagar",10,0,10,Private,2021-11-12-07-29,1,0,1,2,0,2,0,23,,,,1,0,1
Balak Ram Hospital,25,0,25,Delhi Government,2021-11-10-12-07,,,,,,,,,,,,,,
Bara Hindurao Hospital,250,0,250,Central Government,2021-11-12-07-42,,,,14,0,14,6,6,8,5,3,14,0,14
Base Hospital Delhi Cantt,500,14,486,Central Government,2021-11-12-08-22,,,,50,1,49,2,12,,,,50,1,49
Batra Hospital,50,0,50,Private,2021-11-12-10-59,,,,5,0,5,0,23,60,51,9,5,0,5
"Bensups Hospital, Dwarka",30,0,30,Private,2021-11-12-10-43,12,0,12,15,0,15,5,10,,,,3,0,3
BH SALVAS HOSPITAL,10,0,10,Private,2021-11-12-11-07,2,0,2,3,0,3,0,20,10,0,10,1,0,1
"Bhagwati Hospital, Rohini",10,0,10,Private,2021-11-12-10-00,1,0,1,2,0,2,0,10,18,13,5,1,0,1
"Bhatia Global Hospital, Paschim Vihar",14,0,14,Private,2021-11-12-17-24,1,0,1,1,0,1,6,12,5,4,1,,,
Bimla Devi Hospital,10,0,10,Private,2021-11-12-08-13,,,,,,,4,0,6,0,6,,,
"BLK Hospital, Pusa Road",44,1,43,Private,2021-11-13-03-30,6,0,6,9,1,8,3,0,90,90,0,3,1,2
"Brahm Shakti Hospital, Budh Vihar",10,0,10,Private,2021-11-12-11-03,,,,1,0,1,2,12,19,5,14,1,0,1
Burari Hospital,200,0,200,Delhi Government,2021-11-12-08-42,40,0,40,70,0,70,7,12,30,0,30,30,0,30
C M PATEL HOSPITAL,3,0,3,Private,2021-11-12-10-56,,,,,,,2,23,,,,,,
Cantonment General Hospital,27,1,26,Central Government,2021-06-12-09-51,,,,,,,7,0,,,,,,
CBR Hospital,20,0,20,Private,2021-11-12-12-35,3,0,3,3,0,3,,,,,,,,
"CD Global Hospital, Najafgarh Road",20,0,20,Private,2021-11-12-17-15,5,0,5,6,0,6,1,19,3,0,3,1,0,1
Central Hospital,4,0,4,Private,2021-11-13-00-44,,,,2,0,2,0,3,6,4,2,2,0,2
Chaudhri Bram Prakash Aurvedic Charak Sansthan,100,0,100,Delhi Government,2021-11-12-09-06,,,,,,,41,0,,,,,,
Coaches Covid Care Centre- Shakurbasti Railway,800,0,800,Central Government,2021-07-08-07-26,,,,,,,,,,,,,,
Covid care and treatment centre Gurdwara Rakab ganj,400,0,400,Delhi Government,2021-07-04-20-56,,,,,,,,,,,,,,
Covid Care and Treatment centre Yamuna sports complex,50,0,50,Delhi Government,2021-11-12-09-16,,,,,,,27,13,,,,,,
"Covid Care Center- Sardar Patel, Chattrpur",596,1,595,Delhi Government,2021-11-12-10-30,,,,,,,2,13,,,,,,
covid care center-Sultanpuri,1200,0,1200,Delhi Government,2021-11-02-11-34,,,,,,,,,,,,,,
Covid Care Center -CWG AKSHARDHAM,50,0,50,Delhi Government,2021-11-12-09-07,,,,,,,5,23,,,,,,
Covid Care Center Narela,50,0,50,Delhi Government,2021-11-12-08-51,,,,,,,,,,,,,,
"Cygnus MLS, Rama Vihar",9,0,9,Private,2021-11-12-17-08,,,,1,0,1,2,0,23,6,17,1,0,1
"Cygnus Sonia Hospital, Nangloi",6,0,6,Private,2021-11-12-18-30,5,0,5,6,0,6,0,17,18,11,7,1,0,1
Deen Dayal Upadhyay hospital,100,0,100,Delhi Government,2021-11-13-01-52,,,,25,0,25,1,3,43,43,0,25,0,25
Deep Chand Bandhu,100,0,100,Delhi Government,2021-11-12-17-21,,,,25,0,25,2,16,10,5,5,25,0,25
Delhi global hospital,3,0,3,Private,2021-11-12-08-27,3,0,3,3,0,3,1,23,4,1,3,,,
"Delhi Heart & Lung Institute, Pachkuian Road",30,0,30,Private,2021-11-12-11-16,3,0,3,5,0,5,1,16,34,14,20,2,0,2
Delhi multi speciality hospital,2,0,2,Private,2021-11-12-09-17,,,,,,,1,15,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",35,0,35,Private,2021-11-12-15-58,13,0,13,18,0,18,1,8,8,8,0,5,0,5
"Dharamvir Solanki Hospital, Rohini",5,0,5,Private,2021-11-12-14-37,4,0,4,5,0,5,0,23,5,0,5,1,0,1
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",20,0,20,Private,2021-11-12-11-58,,,,2,0,2,1,20,8,8,0,2,0,2
Dr Baba Saheb Ambedkar Hospital,110,0,110,Delhi Government,2021-11-12-09-33,1,0,1,31,0,31,1,7,24,17,7,30,0,30
Dr Rakesh Multispeciality Hospital,2,0,2,Private,2021-11-12-09-52,1,0,1,1,0,1,,,,,,,,
ESIC Hospital Jhilmil,18,0,18,Central Government,2021-11-12-12-02,,,,,,,3,5,5,5,0,,,
ESIC hospital Okhla,20,0,20,Central Government,2021-11-12-10-56,,,,2,0,2,5,8,15,10,5,2,0,2
"Fortis Escorts Heart Institute, Okhla",31,0,31,Private,2021-11-12-07-32,5,0,5,8,0,8,2,3,16,13,3,3,0,3
"Fortis Hospital, Shalimar Bagh",26,0,26,Private,2021-11-12-09-19,4,0,4,6,0,6,4,23,52,52,0,2,0,2
"Fortis SS Hospital, Vasant Kunj",18,1,17,Private,2021-11-13-00-41,9,1,8,11,1,10,2,23,37,29,8,2,0,2
Galaxy Hospital,8,0,8,Private,2021-11-12-12-25,2,0,2,2,0,2,5,0,1,0,1,,,
"Garg Hospital, Karkardooma",5,0,5,Private,2021-11-13-00-33,,,,,,,7,0,,,,,,
GNS Multispeciality Hospital,6,0,6,Private,2021-07-29-13-47,,,,,,,,,,,,,,
"Goyal Hospital & Urology Centre, Krishna Nagar",8,0,8,Private,2021-11-12-10-08,1,0,1,2,0,2,1,23,10,9,1,1,0,1
"Goyal Hospital, Paschim Vihar",3,0,3,Private,2021-11-12-17-39,,,,,,,0,12,7,1,6,,,
GTB Hospital,600,0,600,Delhi Government,2021-11-13-04-16,410,0,410,550,0,550,4,4,8,8,0,140,0,140
Gupta Multispecialty Hospital,14,0,14,Private,2021-11-12-14-02,,,,,,,2,0,4,0,4,,,
"Gupta Multispecialty Hospital, Vivek Vihar",5,0,5,Private,2021-11-12-09-44,1,0,1,1,0,1,3,23,5,0,5,,,
"HAHC Hospital, Hamdard Nagar",50,0,50,Private,2021-11-12-07-51,1,0,1,4,0,4,1,4,29,22,7,3,0,3
HANDA NURSING HOME,4,0,4,Private,2021-11-12-17-26,,,,,,,1,18,6,0,6,,,
Hardik Hospital,10,0,10,Private,2021-11-13-03-55,4,0,4,4,0,4,1,20,,,,,,
Highland Care Multispeciality Hospital,20,0,20,Private,2021-11-12-09-20,5,0,5,5,0,5,0,15,,,,,,
Hira’s Multispeciality Hospital,2,0,2,Private,2021-11-12-10-20,,,,,,,0,12,,,,,,
"Holy Family Hospital, Okhla",35,0,35,Private,2021-11-12-08-49,,,,14,0,14,0,20,18,0,18,14,0,14
"IBS Hospital, Lajpat Nagar",7,0,7,Private,2021-11-12-08-53,,,,,,,0,6,10,4,6,,,
"Indian spinal injury centre,Vasant Kunj",20,0,20,Private,2021-11-13-01-12,,,,3,0,3,1,22,10,9,1,3,0,3
"Indira Gandhi Hospital, Dwarka",1241,0,1241,Delhi Government,2021-11-12-12-03,85,0,85,330,0,330,5,0,,,,245,0,245
"INDRAPRASTHA APOLLO HOSPITAL, SARITA VIHAR",72,8,64,Private,2021-11-12-09-14,4,1,3,12,2,10,6,0,149,113,36,8,1,7
"Irene Hospital, Kalkaji",5,0,5,Private,2021-11-12-10-03,,,,1,0,1,1,0,4,0,4,1,0,1
"Ishan Hospital, Rohini",3,0,3,Private,2021-11-12-08-33,,,,,,,0,23,1,0,1,,,
"Jaipur Golden Hospital, Rohini",24,10,14,Private,2021-11-13-00-25,,,,4,0,4,0,16,81,63,18,4,0,4
Janakpuri Super Speciality Hospital Society,100,0,100,Delhi Government,2021-11-12-11-13,50,0,50,50,0,50,5,0,10,10,0,,,
"Jeevan Anmol Hospital, Mayur Vihar Phase-I",10,0,10,Private,2021-11-12-12-20,1,0,1,2,0,2,5,16,,,,1,0,1
"Jeewan Moti Khera Hospital, Nangloi",5,0,5,Private,2021-11-12-17-14,,,,1,0,1,1,23,6,0,6,1,0,1
Jivodaya Hospital,4,0,4,Private,2021-11-12-09-38,,,,,,,1,23,,,,,,
Jyoti Nursing Home,22,0,22,Private,2021-11-12-23-19,,,,,,,1,11,,,,,,
Kalawati Saran Children's Hospital (LHMC),34,13,21,Central Government,2021-11-12-07-48,,,,5,5,0,4,0,35,33,2,5,5,0
"Kalra Hospital, Kirti Nagar",12,0,12,Private,2021-11-12-17-18,2,0,2,3,0,3,1,12,38,38,0,1,0,1
Khandelwal Hospital And Urology Center,5,0,5,Private,2021-11-12-06-37,1,0,1,1,0,1,0,10,4,0,4,,,
khanna hospital,5,0,5,Private,2021-11-12-08-45,1,0,1,2,0,2,0,10,,,,1,0,1
"Konark Hospital, Nangloi",8,0,8,Private,2021-11-12-17-20,3,0,3,3,0,3,5,23,,,,,,
"Kosmos Super Specialty Hospital, Vikas Marg Extn.",5,0,5,Private,2021-11-12-09-37,,,,,,,0,18,8,0,8,,,
"Kukreja Hospital and Heart Centre, Rajouri Garden",12,0,12,Private,2021-11-12-17-17,,,,,,,0,23,32,13,19,,,
"Lalita Hospital, Begumpur",5,0,5,Private,2021-11-12-12-12,1,0,1,2,0,2,,,,,,1,0,1
LHMC,93,54,39,Central Government,2021-11-12-09-07,5,0,5,21,3,18,1,9,27,24,3,16,3,13
Lifeline Hospital,19,0,19,Private,2021-11-12-11-17,2,0,2,4,0,4,10,5,3,1,2,2,0,2
Lok Nayak Hospital,470,7,463,Delhi Government,2021-11-13-01-02,350,4,346,450,7,443,0,20,98,88,10,100,3,97
Lotus Hospital,15,0,15,Private,2021-11-12-17-36,,,,,,,1,20,,,,,,
Maa Bharti Hospital,2,0,2,Private,2021-11-12-06-44,,,,,,,2,4,,,,,,
"Madhukar Rainbow Children Hosp., Malviya Nagar",13,0,13,Private,2021-11-12-09-13,4,0,4,4,0,4,1,12,40,30,10,,,
Maha Durga Charitable Trust Hospital,66,0,66,Private,2021-11-12-09-38,11,0,11,20,0,20,0,20,10,5,5,9,0,9
"Maharaja Agarsain Multispecialty Hospital, Narela",40,0,40,Private,2021-10-13-15-10,,,,,,,,,,,,,,
"Maharaja Agrasen Hospital, Dwarka",21,0,21,Private,2021-11-12-15-15,,,,5,0,5,1,0,11,7,4,5,0,5
"Maharaja Agrasen Hospital, Punjabi Bagh",30,0,30,Private,2021-11-13-04-12,6,0,6,9,0,9,5,7,68,68,0,3,0,3
Makkar Multispeciality Hospital,16,0,16,Private,2021-11-12-14-02,4,0,4,4,0,4,,,8,3,5,,,
Malik Radix Hospital,14,0,14,Private,2021-11-12-21-04,2,0,2,4,0,4,3,6,8,8,0,2,0,2
"MANIPAL HOSPITAL, DWARKA",20,0,20,Private,2021-11-12-12-05,,,,7,0,7,3,0,38,31,7,7,0,7
"Mansaram Hospital, Nangloi",10,0,10,Private,2021-11-12-17-50,4,0,4,5,0,5,1,7,,,,1,0,1
"Mata Chanan Devi Hospital, Janakpuri",21,1,20,Private,2021-11-12-17-35,2,0,2,4,0,4,1,23,51,44,7,2,0,2
"Mata Roop Rani Maggo Hospital, Uttam Nagar",20,0,20,Private,2021-11-12-09-26,,,,4,0,4,0,4,12,0,12,4,0,4
Max East/West Block,52,0,52,Private,2021-11-13-05-00,4,0,4,4,0,4,0,21,60,60,0,,,
"Max Smart Gujarmal Modi hospital ,Saket",25,0,25,Private,2021-11-13-04-10,,,,5,0,5,3,19,45,40,5,5,0,5
"MAX SS HOSPITAL, PATPARGANJ",40,0,40,Private,2021-11-12-10-11,3,0,3,5,0,5,2,13,126,126,0,2,0,2
"Max SS Hospital, Shalimar Bagh",28,3,25,Private,2021-11-12-10-17,3,0,3,6,3,3,3,5,110,110,0,3,3,0
"Medeor Hospital, Dwarka",45,0,45,Private,2021-11-12-09-11,,,,8,0,8,0,23,,,,8,0,8
"Medeor Hospital, Qutab Instl. Area",11,0,11,Private,2021-11-13-00-10,,,,2,0,2,0,23,8,0,8,2,0,2
"Medstar Hospital, Paschim Vihar",26,0,26,Private,2021-11-12-17-15,14,0,14,14,0,14,2,20,,,,,,
"Metro Hospital, Lajpat Nagar",15,0,15,Private,2021-11-12-10-00,5,0,5,5,0,5,3,8,13,7,6,,,
"Metro Hospital, Preet Vihar",15,10,5,Private,2021-11-12-09-06,5,5,0,5,5,0,0,20,60,37,23,,,
"MGS Hospital, Punjabi Bagh",56,0,56,Private,2021-11-13-00-29,12,0,12,15,0,15,2,1,8,8,0,3,0,3
"Mool Chand Khairati Ram Hospital, Lajpat Nagar",14,0,14,Private,2021-11-12-17-38,2,0,2,2,0,2,1,23,31,18,13,,,
"National Heart Institute, East of Kailash",23,1,22,Private,2021-11-12-16-15,21,1,20,23,1,22,1,10,11,11,0,2,0,2
National Institute of TB and Respiratory Diseases (LRS TB),15,0,15,Central Government,2021-11-12-10-05,,,,,,,2,0,6,3,3,,,
Newlife Medical Centre,2,0,2,Private,2021-11-13-03-48,,,,,,,1,12,,,,,,
Newlife Multispeciality Hospital,20,0,20,Private,2021-11-12-13-39,4,0,4,4,0,4,,,,,,,,
Nidaan Hospital,20,0,20,Private,2021-11-12-10-45,5,0,5,7,0,7,,,,,,2,0,2
Nijhara Hospital,7,0,7,Private,2021-11-12-09-14,,,,,,,1,23,,,,,,
Nirmal Hospital,20,2,18,Private,2021-11-12-12-46,,,,,,,0,20,,,,,,
Nirmala Hospital,19,0,19,Private,2021-11-12-22-20,2,0,2,3,0,3,1,0,,,,1,0,1
Nirogi Charitable and Medical Research Trust,20,0,20,Private,2021-11-12-08-12,5,0,5,5,0,5,3,20,,,,,,
"NKS Hospital, Gulabi Bagh",10,0,10,Private,2021-11-12-16-20,1,0,1,3,0,3,0,7,27,26,1,2,0,2
Northern Railway,55,0,55,Central Government,2021-11-12-15-28,,,,14,0,14,0,12,12,8,4,14,0,14
Nu life Hospital,48,25,23,Private,2021-05-16-12-09,,,,,,,1,12,,,,,,
Nulife Hospital,10,0,10,Private,2021-11-12-11-41,,,,5,0,5,3,0,,,,5,0,5
Oncoplus Hospital,30,0,30,Private,2021-11-12-16-13,4,0,4,9,0,9,3,0,,,,5,0,5
"Park Hospital, Meera Bagh",17,0,17,Private,2021-11-12-17-16,4,0,4,5,0,5,1,0,45,35,10,1,0,1
