name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-12-13-09-19,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,5,0,5,Private,2021-12-13-17-17,1,0,1,1,0,1,2,0,5,2,3,,,
Acharyashree Bhikshu Govt. Hospital,25,0,25,Delhi Government,2021-12-13-11-36,,,,5,0,5,12,0,,,,5,0,5
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-12-13-08-51,,,,,,,6,0,,,,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-11-07-07-40,,,,100,0,100,0,23,,,,100,0,100
"AIIMS, Trauma Delhi",21,2,19,Central Government,2021-12-13-16-42,,,,21,2,19,,,,,,21,2,19
"Akash Healthcare, Dwarka",20,1,19,Private,2021-12-13-17-21,10,1,9,10,1,9,0,16,58,0,58,,,
All India Institute of Ayurveda,10,0,10, ,2021-12-13-09-49,,,,,,,7,0,,,,,,
Alshifa Hospital,18,0,18,Private,2021-12-13-09-42,4,0,4,6,0,6,14,0,11,2,9,2,0,2
Ambedkar Nagar hospital,135,0,135,Delhi Government,2021-12-13-16-27,,,,,,,1,0,,,,,,
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-12-13-09-09,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",10,0,10,Private,2021-12-13-02-32,,,,,,,1,23,5,2,3,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-12-13-09-52,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
ARK Hospital,30,0,30,Private,2021-10-28-08-45,5,0,5,5,0,5,0,6,,,,,,
Arya Hospital,24,0,24,Private,2021-12-13-08-46,8,0,8,10,0,10,,,14,0,14,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-12-13-11-20,,,,,,,1,23,,,,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-12-13-10-18,,,,,,,4,0,,,,,,
Astha Hospital,10,0,10,Private,2021-12-13-10-16,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",50,0,50,Private,2021-12-13-06-14,18,0,18,20,0,20,0,23,20,20,0,2,0,2
"B.M. Gupta Hospital, Uttam Nagar",10,0,10,Private,2021-12-13-07-52,1,0,1,2,0,2,0,23,,,,1,0,1
Balak Ram Hospital,25,0,25,Delhi Government,2021-12-12-09-52,,,,,,,,,,,,,,
Bara Hindurao Hospital,250,2,248,Central Government,2021-12-13-11-07,,,,14,0,14,1,0,8,5,3,14,0,14
Base Hospital Delhi Cantt,500,7,493,Central Government,2021-12-13-08-35,,,,50,0,50,2,12,,,,50,0,50
Batra Hospital,50,0,50,Private,2021-12-13-14-43,,,,5,0,5,0,23,60,37,23,5,0,5
"Bensups Hospital, Dwarka",30,0,30,Private,2021-12-13-08-32,22,0,22,25,0,25,5,10,,,,3,0,3
BH SALVAS HOSPITAL,10,0,10,Private,2021-12-13-09-14,2,0,2,3,0,3,0,20,10,0,10,1,0,1
"Bhagwati Hospital, Rohini",10,0,10,Private,2021-12-13-08-46,1,0,1,2,0,2,0,10,18,12,6,1,0,1
"Bhatia Global Hospital, Paschim Vihar",14,0,14,Private,2021-12-13-17-12,1,0,1,1,0,1,6,12,5,3,2,,,
Bimla Devi Hospital,10,0,10,Private,2021-12-13-05-32,,,,,,,4,0,6,0,6,,,
"BLK Hospital, Pusa Road",44,2,42,Private,2021-12-13-16-51,6,1,5,9,1,8,4,0,90,90,0,3,0,3
"Brahm Shakti Hospital, Budh Vihar",10,0,10,Private,2021-12-13-12-12,,,,1,0,1,2,12,19,6,13,1,0,1
Burari Hospital,200,0,200,Delhi Government,2021-12-13-08-32,40,0,40,70,0,70,7,12,30,0,30,30,0,30
C M PATEL HOSPITAL,3,0,3,Private,2021-12-13-10-09,,,,,,,2,23,,,,,,
Cantonment General Hospital,27,1,26,Central Government,2021-06-12-09-51,,,,,,,7,0,,,,,,
CBR Hospital,20,0,20,Private,2021-12-13-11-21,3,0,3,3,0,3,,,,,,,,
"CD Global Hospital, Najafgarh Road",20,0,20,Private,2021-12-13-17-13,5,0,5,6,0,6,3,2,3,0,3,1,0,1
Central Hospital,4,0,4,Private,2021-12-13-13-30,,,,2,0,2,0,3,6,4,2,2,0,2
Chaudhri Bram Prakash Aurvedic Charak Sansthan,100,0,100,Delhi Government,2021-12-13-10-35,,,,,,,41,0,,,,,,
Coaches Covid Care Centre- Shakurbasti Railway,800,0,800,Central Government,2021-07-08-07-26,,,,,,,,,,,,,,
Covid care and treatment centre Gurdwara Rakab ganj,400,0,400,Delhi Government,2021-07-04-20-56,,,,,,,,,,,,,,
Covid Care and Treatment centre Yamuna sports complex,50,0,50,Delhi Government,2021-12-13-10-24,,,,,,,27,13,,,,,,
"Covid Care Center- Sardar Patel, Chattrpur",596,0,596,Delhi Government,2021-12-13-10-00,,,,,,,2,13,,,,,,
covid care center-Sultanpuri,1200,0,1200,Delhi Government,2021-11-02-11-34,,,,,,,,,,,,,,
Covid Care Center -CWG AKSHARDHAM,50,0,50,Delhi Government,2021-12-13-10-17,,,,,,,5,23,,,,,,
Covid Care Center Narela,50,0,50,Delhi Government,2021-12-13-09-00,,,,,,,,,,,,,,
"Cygnus MLS, Rama Vihar",9,1,8,Private,2021-12-13-17-16,,,,1,0,1,2,0,23,6,17,1,0,1
"Cygnus Sonia Hospital, Nangloi",7,0,7,Private,2021-12-13-17-05,5,0,5,6,0,6,0,17,18,11,7,1,0,1
Deen Dayal Upadhyay hospital,100,0,100,Delhi Government,2021-12-13-16-25,,,,25,0,25,1,0,43,43,0,25,0,25
Deep Chand Bandhu,100,0,100,Delhi Government,2021-12-13-15-38,,,,25,0,25,4,15,10,8,2,25,0,25
Delhi global hospital,3,0,3,Private,2021-12-13-08-35,3,0,3,3,0,3,1,23,4,1,3,,,
"Delhi Heart & Lung Institute, Pachkuian Road",30,0,30,Private,2021-12-13-10-35,3,0,3,5,0,5,2,7,34,20,14,2,0,2
Delhi multi speciality hospital,2,0,2,Private,2021-12-13-07-01,,,,,,,1,15,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",35,0,35,Private,2021-12-13-16-17,13,0,13,18,0,18,1,8,8,8,0,5,0,5
"Dharamvir Solanki Hospital, Rohini",5,0,5,Private,2021-12-13-11-53,4,0,4,5,0,5,0,23,5,0,5,1,0,1
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",20,0,20,Private,2021-12-13-09-20,,,,2,0,2,1,20,8,8,0,2,0,2
Dr Baba Saheb Ambedkar Hospital,100,0,100,Delhi Government,2021-12-13-09-18,,,,25,0,25,4,0,24,21,3,25,0,25
Dr Rakesh Multispeciality Hospital,2,0,2,Private,2021-12-13-10-06,1,0,1,1,0,1,,,,,,,,
ESIC Hospital Jhilmil,18,0,18,Central Government,2021-12-13-10-34,,,,,,,3,1,5,5,0,,,
ESIC hospital Okhla,20,0,20,Central Government,2021-12-13-09-42,,,,2,0,2,4,7,15,8,7,2,0,2
"Fortis Escorts Heart Institute, Okhla",31,0,31,Private,2021-12-13-16-14,5,0,5,8,0,8,2,3,16,13,3,3,0,3
"Fortis Hospital, Shalimar Bagh",26,1,25,Private,2021-12-13-09-52,4,1,3,6,1,5,2,23,52,52,0,2,0,2
"Fortis SS Hospital, Vasant Kunj",18,0,18,Private,2021-12-13-16-31,9,0,9,11,0,11,2,23,37,21,16,2,0,2
Galaxy Hospital,8,0,8,Private,2021-12-13-08-42,2,0,2,2,0,2,5,0,1,0,1,,,
"Garg Hospital, Karkardooma",5,0,5,Private,2021-12-13-15-55,,,,,,,7,0,,,,,,
GNS Multispeciality Hospital,6,0,6,Private,2021-07-29-13-47,,,,,,,,,,,,,,
"Goyal Hospital & Urology Centre, Krishna Nagar",8,0,8,Private,2021-12-13-10-30,1,0,1,2,0,2,1,23,10,7,3,1,0,1
"Goyal Hospital, Paschim Vihar",3,0,3,Private,2021-12-13-11-07,,,,,,,0,12,7,4,3,,,
GTB Hospital,600,1,599,Delhi Government,2021-12-13-17-04,410,0,410,550,1,549,4,15,8,3,5,140,1,139
Gupta Multispecialty Hospital,14,0,14,Private,2021-12-13-11-46,,,,,,,2,0,4,0,4,,,
"Gupta Multispecialty Hospital, Vivek Vihar",5,0,5,Private,2021-12-13-11-17,1,0,1,1,0,1,3,23,5,0,5,,,
"HAHC Hospital, Hamdard Nagar",50,0,50,Private,2021-12-13-08-29,1,0,1,4,0,4,1,4,29,18,11,3,0,3
HANDA NURSING HOME,4,0,4,Private,2021-12-13-15-02,,,,,,,1,18,6,0,6,,,
Hardik Hospital,10,0,10,Private,2021-12-13-11-48,4,0,4,4,0,4,1,20,,,,,,
Highland Care Multispeciality Hospital,10,0,10,Private,2021-12-13-10-18,1,0,1,2,0,2,0,15,,,,1,0,1
Hira’s Multispeciality Hospital,2,0,2,Private,2021-12-13-11-17,,,,,,,0,12,,,,,,
"Holy Family Hospital, Okhla",35,2,33,Private,2021-12-13-09-17,,,,14,1,13,0,20,18,0,18,14,1,13
"IBS Hospital, Lajpat Nagar",7,0,7,Private,2021-12-13-09-56,,,,,,,0,6,10,4,6,,,
"Indian spinal injury centre,Vasant Kunj",20,0,20,Private,2021-12-13-17-13,,,,3,0,3,0,4,10,6,4,3,0,3
"Indira Gandhi Hospital, Dwarka",1241,0,1241,Delhi Government,2021-12-13-09-51,85,0,85,330,0,330,5,0,,,,245,0,245
"INDRAPRASTHA APOLLO HOSPITAL, SARITA VIHAR",72,8,64,Private,2021-12-13-09-24,4,2,2,12,2,10,7,0,149,113,36,8,0,8
"Irene Hospital, Kalkaji",5,0,5,Private,2021-12-13-10-08,,,,1,0,1,1,0,4,0,4,1,0,1
"Ishan Hospital, Rohini",13,0,13,Private,2021-12-13-08-35,,,,,,,0,23,1,0,1,,,
"Jaipur Golden Hospital, Rohini",24,3,21,Private,2021-12-13-00-18,,,,4,0,4,0,12,81,51,30,4,0,4
Janakpuri Super Speciality Hospital Society,100,0,100,Delhi Government,2021-12-13-11-29,50,0,50,50,0,50,5,0,10,10,0,,,
"Jeevan Anmol Hospital, Mayur Vihar Phase-I",10,0,10,Private,2021-12-13-10-35,,,,2,0,2,5,4,,,,2,0,2
"Jeewan Moti Khera Hospital, Nangloi",5,0,5,Private,2021-12-13-17-18,,,,1,0,1,1,23,6,0,6,1,0,1
Jivodaya Hospital,4,0,4,Private,2021-12-13-10-08,,,,,,,1,23,,,,,,
Jyoti Nursing Home,3,0,3,Private,2021-12-13-07-24,,,,,,,1,11,,,,,,
Kalawati Saran Children's Hospital (LHMC),34,0,34,Central Government,2021-12-13-09-02,,,,5,0,5,3,0,35,22,13,5,0,5
"Kalra Hospital, Kirti Nagar",12,0,12,Private,2021-12-13-17-18,2,0,2,3,0,3,1,12,38,38,0,1,0,1
"Kapil Multispecialty Hospital, Nathupura",10,0,10,Private,2021-12-13-10-15,,,,,,,10,0,5,0,5,,,
Khandelwal Hospital And Urology Center,5,0,5,Private,2021-12-13-08-50,1,0,1,1,0,1,0,10,4,0,4,,,
khanna hospital,5,0,5,Private,2021-12-13-08-27,1,0,1,2,0,2,0,10,,,,1,0,1
"Konark Hospital, Nangloi",8,0,8,Private,2021-12-13-14-34,3,0,3,3,0,3,5,23,,,,,,
"Kosmos Super Specialty Hospital, Vikas Marg Extn.",5,0,5,Private,2021-12-13-17-00,,,,,,,0,18,8,0,8,,,
"Kukreja Hospital and Heart Centre, Rajouri Garden",12,0,12,Private,2021-12-13-17-17,,,,,,,0,23,32,13,19,,,
"Lalita Hospital, Begumpur",5,0,5,Private,2021-12-13-16-14,1,0,1,2,0,2,,,,,,1,0,1
LHMC,93,50,43,Central Government,2021-12-13-09-37,5,0,5,21,1,20,1,10,27,23,4,16,1,15
Lifeline Hospital,19,0,19,Private,2021-12-13-11-03,2,0,2,4,0,4,15,6,3,1,2,2,0,2
Lok Nayak Hospital,490,41,449,Delhi Government,2021-12-13-17-28,350,3,347,450,7,443,0,20,98,96,2,100,4,96
Lotus Hospital,15,0,15,Private,2021-12-13-15-17,,,,,,,1,20,,,,,,
Maa Bharti Hospital,2,0,2,Private,2021-12-13-11-59,,,,,,,2,4,,,,,,
"Madhukar Rainbow Children Hosp., Malviya Nagar",13,0,13,Private,2021-12-09-09-37,4,0,4,4,0,4,1,12,40,30,10,,,
