name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-06-21-12-07,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,5,1,4,Private,2021-06-21-09-50,1,1,0,1,1,0,2,0,5,2,3,,,
Ace Hospital,6,0,6,Private,2021-06-02-15-13,3,0,3,3,0,3,2,23,1,0,1,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-06-21-10-52,,,,,,,6,0,,,,,,
AIIMS Main Delhi,21,11,10,Central Government,2021-06-21-10-17,,,,,,,4,8,108,82,26,,,
"AIIMS, Trauma Delhi",21,1,20,Central Government,2021-06-21-16-45,,,,21,1,20,,,,,,21,1,20
"Akash Healthcare, Dwarka",20,0,20,Private,2021-06-21-09-22,8,0,8,10,0,10,0,16,44,31,13,2,0,2
Alshifa Hospital,18,0,18,Private,2021-06-21-09-37,3,0,3,5,0,5,14,0,11,0,11,2,0,2
Ambedkar Nagar hospital,200,2,198,Delhi Government,2021-06-22-04-18,40,0,40,50,0,50,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-06-21-09-15,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",10,0,10,Private,2021-06-21-07-30,3,0,3,3,0,3,1,23,5,2,3,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-06-21-12-33,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arya Hospital,24,0,24,Private,2021-06-21-09-46,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-06-21-12-52,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-06-21-10-57,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",11,0,11,Private,2021-06-22-00-18,2,0,2,3,0,3,0,18,20,20,0,1,0,1
"B.M. Gupta Hospital, Uttam Nagar",10,1,9,Private,2021-06-21-14-33,1,0,1,2,0,2,0,23,16,0,16,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,1,19,Private,2021-06-21-08-46,,,,,,,0,7,,,,,,
"Bansal Hospital & Research Centre, New Friends Colony",20,0,20,Private,2021-06-21-06-47,4,0,4,4,0,4,1,0,6,4,2,,,
Bara Hindurao Hospital,250,0,250,Central Government,2021-06-21-09-22,,,,14,0,14,2,18,8,6,2,14,0,14
Base Hospital Delhi Cantt,500,9,491,Central Government,2021-06-21-08-48,,,,50,0,50,2,12,,,,50,0,50
Batra Hospital,50,0,50,Private,2021-06-21-09-44,9,0,9,11,0,11,0,23,99,42,57,2,0,2
"Bensups Hospital, Dwarka",25,0,25,Private,2021-06-21-10-14,7,0,7,10,0,10,5,10,5,0,5,3,0,3
BH SALVAS HOSPITAL,22,1,21,Private,2021-06-21-08-27,5,0,5,7,0,7,4,20,7,0,7,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",9,1,8,Private,2021-06-21-18-18,2,0,2,3,0,3,2,13,7,3,4,1,0,1
"Bhagwan Mahavir Hospital, Madhuban Chowk",5,0,5,Private,2021-03-31-08-54,1,0,1,1,0,1,0,20,10,0,10,,,
"Bhagwati Hospital, Rohini",10,3,7,Private,2021-06-21-13-39,2,0,2,3,0,3,0,10,17,12,5,1,0,1
"Bhatia Global Hospital, Paschim Vihar",14,1,13,Private,2021-06-21-09-30,1,0,1,1,0,1,6,12,5,5,0,,,
Bimla Devi Hospital,10,0,10,Private,2021-06-21-08-41,,,,,,,2,0,7,0,7,,,
"BLK Hospital, Pusa Road",47,9,38,Private,2021-06-22-03-13,9,3,6,12,3,9,1,0,106,106,0,3,0,3
"Brahm Shakti Hospital, Budh Vihar",35,0,35,Private,2021-06-14-10-50,,,,,,,2,12,,,,,,
Burari Hospital,600,2,598,Delhi Government,2021-06-21-10-57,70,0,70,100,0,100,7,12,,,,30,0,30
C M PATEL HOSPITAL,3,0,3,Private,2021-06-21-11-32,,,,,,,2,23,,,,,,
"CD Global Hospital, Najafgarh Road",20,0,20,Private,2021-06-21-13-59,5,0,5,6,0,6,3,2,3,0,3,1,0,1
Central Hospital,4,0,4,Private,2021-06-22-00-06,,,,2,0,2,0,4,6,6,0,2,0,2
"Cygnus MLS, Rama Vihar",9,1,8,Private,2021-06-21-17-17,1,0,1,1,0,1,75,0,15,5,10,,,
"Cygnus Sonia Hospital, Nangloi",7,0,7,Private,2021-06-22-01-02,,,,1,0,1,0,17,18,12,6,1,0,1
Deen Dayal Upadhyay hospital,50,0,50,Delhi Government,2021-06-21-18-03,,,,,,,4,20,61,61,0,,,
Deep Chand Bandhu,50,5,45,Delhi Government,2021-06-21-08-38,,,,,,,3,15,10,6,4,,,
Delhi global hospital,3,0,3,Private,2021-06-21-09-28,3,0,3,3,0,3,1,23,4,1,3,,,
"Delhi Heart & Lung Institute, Pachkuian Road",10,3,7,Private,2021-06-21-10-37,1,0,1,2,0,2,2,18,37,16,21,1,0,1
Delhi multi speciality hospital,2,0,2,Private,2021-06-21-08-36,,,,,,,1,15,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",20,0,20,Private,2021-06-22-04-28,,,,5,0,5,1,8,21,20,1,5,0,5
"Dharamvir Solanki Hospital, Rohini",21,0,21,Private,2021-06-21-10-07,4,0,4,5,0,5,3,16,5,0,5,1,0,1
