name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-11-03-09-19,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,5,0,5,Private,2021-11-04-09-24,1,0,1,1,0,1,2,0,5,2,3,,,
Acharyashree Bhikshu Govt. Hospital,25,0,25,Delhi Government,2021-11-04-13-16,,,,5,0,5,12,0,,,,5,0,5
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-11-04-10-36,,,,,,,6,0,,,,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-11-04-17-10,,,,100,0,100,0,23,,,,100,0,100
"AIIMS, Trauma Delhi",94,3,91,Central Government,2021-11-04-05-26,,,,32,3,29,,,,,,32,3,29
"Akash Healthcare, Dwarka",20,0,20,Private,2021-11-04-08-59,10,0,10,10,0,10,0,16,58,0,58,,,
All India Institute of Ayurveda,21,0,21, ,2021-11-04-11-42,,,,,,,7,0,,,,,,
Alshifa Hospital,18,0,18,Private,2021-11-04-10-09,4,0,4,6,0,6,15,0,11,4,7,2,0,2
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-11-04-16-31,,,,,,,1,0,,,,,,
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-11-04-15-22,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",10,0,10,Private,2021-11-04-16-20,,,,,,,1,23,5,3,2,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-11-04-16-23,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
ARK Hospital,30,0,30,Private,2021-10-28-08-45,5,0,5,5,0,5,0,6,,,,,,
Arya Hospital,24,0,24,Private,2021-11-04-16-49,10,0,10,12,0,12,4,0,14,0,14,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-11-04-16-22,,,,,,,1,23,,,,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-11-04-09-47,,,,,,,4,0,,,,,,
Astha Hospital,10,0,10,Private,2021-11-04-14-16,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",50,0,50,Private,2021-11-04-07-27,18,0,18,20,0,20,0,23,20,20,0,2,0,2
