name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-12-31-09-59,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,10,0,10,Private,2021-12-31-19-18,5,0,5,5,0,5,2,0,5,2,3,,,
Acharyashree Bhikshu Govt. Hospital,25,0,25,Delhi Government,2021-12-31-15-52,,,,5,0,5,12,0,,,,5,0,5
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-12-31-11-46,,,,,,,6,0,,,,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-11-07-07-40,,,,100,0,100,0,23,,,,100,0,100
"AIIMS, Trauma Delhi",21,15,6,Central Government,2021-01-01-05-43,,,,21,15,6,,,,,,21,15,6
"Akash Healthcare, Dwarka",20,0,20,Private,2021-01-01-05-04,10,0,10,10,0,10,0,16,58,0,58,,,
Alshifa Hospital,18,0,18,Private,2021-12-31-09-29,4,0,4,6,0,6,7,0,11,3,8,2,0,2
Ambedkar Nagar hospital,135,9,126,Delhi Government,2021-01-01-05-26,,,,,,,1,0,,,,,,
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-12-31-09-05,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",10,1,9,Private,2021-12-31-22-08,3,1,2,4,1,3,1,23,5,3,2,1,0,1
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-12-31-09-49,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arya Hospital,24,0,24,Private,2021-12-31-09-57,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-12-31-12-26,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-12-31-11-24,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",50,0,50,Private,2021-01-01-05-42,18,0,18,20,0,20,0,23,20,20,0,2,0,2
"B.M. Gupta Hospital, Uttam Nagar",10,0,10,Private,2021-01-01-03-30,1,0,1,2,0,2,0,23,,,,1,0,1
Bara Hindurao Hospital,250,0,250,Central Government,2021-12-31-10-14,,,,14,0,14,2,4,8,5,3,14,0,14
Base Hospital Delhi Cantt,500,52,448,Central Government,2021-12-31-06-32,,,,50,0,50,2,12,,,,50,0,50
Batra Hospital,50,9,41,Private,2021-12-31-10-01,3,0,3,8,0,8,0,23,102,56,46,5,0,5
"Bensups Hospital, Dwarka",30,0,30,Private,2021-12-31-08-15,22,0,22,25,0,25,5,10,,,,3,0,3
BH SALVAS HOSPITAL,10,0,10,Private,2021-12-31-09-01,2,0,2,3,0,3,0,20,10,0,10,1,0,1
"Bhagwati Hospital, Rohini",10,0,10,Private,2021-12-31-16-09,1,0,1,2,0,2,0,10,18,14,4,1,0,1
"Bhatia Global Hospital, Paschim Vihar",14,0,14,Private,2021-12-31-17-21,1,0,1,1,0,1,6,12,5,0,5,,,
Bimla Devi Hospital,10,0,10,Private,2021-12-31-10-03,,,,,,,4,0,6,0,6,,,
"BLK Hospital, Pusa Road",44,6,38,Private,2021-01-01-03-30,6,0,6,9,0,9,6,0,90,90,0,3,0,3
"Brahm Shakti Hospital, Budh Vihar",10,0,10,Private,2021-12-31-12-54,,,,1,0,1,2,12,19,5,14,1,0,1
Burari Hospital,200,2,198,Delhi Government,2021-12-31-09-00,40,2,38,70,2,68,7,12,30,0,30,30,0,30
C M PATEL HOSPITAL,3,0,3,Private,2021-12-31-09-26,,,,,,,2,23,,,,,,
"CD Global Hospital, Najafgarh Road",20,0,20,Private,2021-12-31-17-07,5,0,5,6,0,6,3,2,3,0,3,1,0,1
Central Hospital,4,0,4,Private,2021-01-01-02-01,,,,2,0,2,0,3,6,4,2,2,0,2
"Cygnus MLS, Rama Vihar",9,0,9,Private,2021-01-01-02-23,,,,1,0,1,2,0,23,6,17,1,0,1
"Cygnus Sonia Hospital, Nangloi",7,0,7,Private,2021-12-31-17-18,5,0,5,6,0,6,0,17,18,9,9,1,0,1
Deen Dayal Upadhyay hospital,100,0,100,Delhi Government,2021-01-01-04-23,,,,25,0,25,0,20,43,43,0,25,0,25
Deep Chand Bandhu,100,6,94,Delhi Government,2021-12-31-18-18,,,,25,0,25,4,15,10,4,6,25,0,25
Delhi global hospital,3,0,3,Private,2021-12-31-11-07,3,0,3,3,0,3,1,23,4,1,3,,,
"Delhi Heart & Lung Institute, Pachkuian Road",30,0,30,Private,2021-12-31-11-10,3,0,3,5,0,5,2,7,34,18,16,2,0,2
Delhi multi speciality hospital,2,0,2,Private,2021-12-31-09-37,,,,,,,1,15,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",35,0,35,Private,2021-12-31-23-48,13,0,13,18,0,18,1,8,8,8,0,5,0,5
"Dharamvir Solanki Hospital, Rohini",5,0,5,Private,2021-12-31-10-54,4,0,4,5,0,5,0,23,5,0,5,1,0,1
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",20,3,17,Private,2021-12-31-16-52,,,,2,0,2,1,20,8,8,0,2,0,2
Dr Baba Saheb Ambedkar Hospital,100,0,100,Delhi Government,2021-12-31-12-55,,,,25,0,25,4,0,24,16,8,25,0,25
Dr Rakesh Multispeciality Hospital,2,0,2,Private,2021-12-31-10-01,1,0,1,1,0,1,,,,,,,,
ESIC Hospital Jhilmil,18,0,18,Central Government,2021-12-31-11-14,,,,,,,3,6,5,5,0,,,
ESIC hospital Okhla,20,0,20,Central Government,2021-12-31-09-27,,,,2,0,2,3,17,15,5,10,2,0,2
"Fortis Escorts Heart Institute, Okhla",31,3,28,Private,2021-12-31-16-08,5,0,5,8,0,8,2,3,16,13,3,3,0,3
"Fortis Hospital, Shalimar Bagh",26,1,25,Private,2021-12-31-17-35,4,0,4,6,0,6,3,23,52,52,0,2,0,2
"Fortis SS Hospital, Vasant Kunj",20,8,12,Private,2021-01-01-01-49,7,0,7,9,0,9,2,23,37,33,4,2,0,2
Galaxy Hospital,8,0,8,Private,2021-12-31-08-47,2,0,2,2,0,2,5,0,1,0,1,,,
"Garg Hospital, Karkardooma",5,0,5,Private,2021-12-31-18-28,,,,,,,7,0,4,4,0,,,
"Goyal Hospital & Urology Centre, Krishna Nagar",8,0,8,Private,2021-12-31-08-48,1,0,1,2,0,2,1,23,10,7,3,1,0,1
"Goyal Hospital, Paschim Vihar",3,0,3,Private,2021-12-31-17-36,,,,,,,0,12,7,2,5,,,
GTB Hospital,600,4,596,Delhi Government,2021-01-01-01-33,410,3,407,550,3,547,4,6,8,3,5,140,0,140
Gupta Multispecialty Hospital,14,0,14,Private,2021-01-01-04-56,,,,,,,2,0,4,0,4,,,
"Gupta Multispecialty Hospital, Vivek Vihar",5,0,5,Private,2021-01-01-04-01,1,0,1,1,0,1,3,23,5,0,5,,,
"HAHC Hospital, Hamdard Nagar",50,0,50,Private,2021-12-31-07-14,1,0,1,4,0,4,1,4,29,16,13,3,0,3
HANDA NURSING HOME,4,0,4,Private,2021-12-31-22-09,,,,,,,1,18,6,0,6,,,
Hardik Hospital,10,0,10,Private,2021-12-31-08-38,4,0,4,4,0,4,1,20,,,,,,
"Holy Family Hospital, Okhla",35,1,34,Private,2021-12-31-09-20,,,,14,0,14,0,20,18,0,18,14,0,14
