name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-02-26-09-28,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,5,0,5,Private,2021-02-26-14-25,,,,1,0,1,2,0,5,2,3,1,0,1
Ace Hospital,6,0,6,Private,2021-02-26-05-17,3,0,3,3,0,3,2,23,1,0,1,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-02-26-09-21,,,,,,,6,0,,,,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-11-07-07-40,,,,100,0,100,0,23,,,,100,0,100
AIIMS Main Delhi,11,0,11,Central Government,2021-02-26-17-19,,,,,,,2,16,108,79,29,,,
"AIIMS, Trauma Delhi",265,9,256,Central Government,2021-02-26-05-54,,,,71,9,62,,,,,,71,9,62
"Akash Healthcare, Dwarka",20,2,18,Private,2021-02-26-09-19,3,2,1,5,2,3,0,16,44,43,1,2,0,2
Alshifa Hospital,18,0,18,Private,2021-02-26-09-42,4,0,4,6,0,6,9,0,11,6,5,2,0,2
Ambedkar Nagar hospital,300,0,300,Delhi Government,2021-02-27-04-11,40,0,40,50,0,50,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-02-26-09-26,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",20,0,20,Private,2021-02-26-20-06,5,0,5,5,0,5,1,23,5,5,0,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-02-26-09-48,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arya Hospital,24,0,24,Private,2021-02-26-09-55,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-02-26-16-24,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-02-25-11-58,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",11,2,9,Private,2021-02-27-01-32,2,2,0,3,2,1,0,18,20,20,0,1,0,1
"B.M. Gupta Hospital, Uttam Nagar",10,0,10,Private,2021-02-27-04-48,1,0,1,2,0,2,0,23,,,,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,0,20,Private,2021-02-26-12-23,,,,,,,0,7,,,,,,
"Bansal Hospital & Research Centre, New Friends Colony",20,0,20,Private,2021-02-26-07-30,4,0,4,4,0,4,1,0,6,4,2,,,
Bara Hindurao Hospital,250,0,250,Central Government,2021-02-26-09-10,,,,14,0,14,3,18,8,5,3,14,0,14
Base Hospital Delhi Cantt,500,23,477,Central Government,2021-02-26-06-54,,,,50,5,45,2,12,,,,50,5,45
Batra Hospital,50,0,50,Private,2021-02-26-09-50,9,0,9,11,0,11,0,23,99,41,58,2,0,2
"Bensups Hospital, Dwarka",25,0,25,Private,2021-02-26-10-43,7,0,7,10,0,10,5,10,5,0,5,3,0,3
BH SALVAS HOSPITAL,22,1,21,Private,2021-02-26-10-52,5,0,5,7,0,7,4,20,7,0,7,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",34,0,34,Private,2021-02-26-18-00,6,0,6,7,0,7,2,17,3,3,0,1,0,1
"Bhagwan Mahavir Hospital, Madhuban Chowk",5,0,5,Private,2021-02-26-08-57,1,0,1,1,0,1,0,20,10,1,9,,,
"Bhagwati Hospital, Rohini",10,0,10,Private,2021-02-26-14-42,2,0,2,3,0,3,0,10,17,14,3,1,0,1
"Bhatia Global Hospital, Paschim Vihar",20,0,20,Private,2021-02-26-17-20,2,0,2,2,0,2,6,12,4,2,2,,,
Bimla Devi Hospital,10,0,10,Private,2021-02-26-08-34,5,0,5,7,0,7,4,0,7,0,7,2,0,2
"BLK Hospital, Pusa Road",186,6,180,Private,2021-02-27-03-29,44,4,40,47,5,42,2,0,80,80,0,3,1,2
"Brahm Shakti Hospital, Budh Vihar",40,0,40,Private,2021-02-26-15-24,4,0,4,5,0,5,2,12,7,5,2,1,0,1
Burari Hospital,600,0,600,Delhi Government,2021-02-26-08-41,50,0,50,100,0,100,7,12,,,,50,0,50
C M PATEL HOSPITAL,3,0,3,Private,2021-02-27-00-14,,,,,,,2,23,,,,,,
"CD Global Hospital, Najafgarh Road",20,0,20,Private,2021-02-26-17-18,5,0,5,6,0,6,3,2,3,0,3,1,0,1
Central Hospital,4,0,4,Private,2021-02-26-17-28,,,,2,0,2,0,3,6,6,0,2,0,2
"Cygnus MLS, Rama Vihar",9,1,8,Private,2021-02-26-11-32,1,1,0,1,1,0,75,0,15,4,11,,,
"Cygnus Sonia Hospital, Nangloi",28,1,27,Private,2021-02-27-00-31,7,1,6,8,1,7,0,17,18,10,8,1,0,1
Deen Dayal Upadhyay hospital,50,3,47,Delhi Government,2021-02-27-01-54,,,,,,,2,8,43,43,0,,,
Deep Chand Bandhu,50,0,50,Delhi Government,2021-02-26-17-49,,,,,,,3,15,10,2,8,,,
Delhi global hospital,3,0,3,Private,2021-02-26-06-30,3,0,3,3,0,3,1,23,4,1,3,,,
"Delhi Heart & Lung Institute, Pachkuian Road",10,0,10,Private,2021-02-26-11-41,1,0,1,2,0,2,4,18,37,17,20,1,0,1
Delhi multi speciality hospital,2,0,2,Private,2021-02-26-10-20,,,,,,,1,15,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",20,0,20,Private,2021-02-27-00-03,,,,5,0,5,1,8,21,20,1,5,0,5
"Dharamvir Solanki Hospital, Rohini",21,0,21,Private,2021-02-26-10-57,4,0,4,5,0,5,3,16,5,0,5,1,0,1
Divine Multispeciality Hospital and Cancer Centre,10,2,8,Private,2021-02-26-10-49,,,,,,,,,,,,,,
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",22,0,22,Private,2021-02-26-08-22,,,,2,0,2,1,20,8,8,0,2,0,2
Dr Baba Saheb Ambedkar Hospital,50,1,49,Delhi Government,2021-02-26-10-49,,,,,,,4,0,24,16,8,,,
Dr Rakesh Multispeciality Hospital,2,0,2,Private,2021-02-26-09-48,,,,1,0,1,1,0,,,,1,0,1
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",20,0,20,Private,2021-02-26-23-52,,,,,,,1,18,,,,,,
East Delhi Medical Centre Mansarover Park,5,0,5,Private,2021-02-27-01-54,1,0,1,1,0,1,2,20,5,2,3,,,
Eden Hospital,5,0,5,Private,2021-02-26-14-14,,,,,,,1,23,,,,,,
ESIC Hospital Jhilmil,18,0,18,Central Government,2021-02-26-10-12,,,,,,,3,19,5,5,0,,,
ESIC hospital Okhla,48,0,48,Central Government,2021-02-26-09-22,,,,2,0,2,16,0,15,5,10,2,0,2
"Fortis Escorts Heart Institute, Okhla",31,1,30,Private,2021-02-26-16-52,4,1,3,7,1,6,2,3,16,13,3,3,0,3
"Fortis Hospital, Shalimar Bagh",26,1,25,Private,2021-02-26-17-36,4,1,3,6,1,5,3,23,72,65,7,2,0,2
"Fortis SS Hospital, Vasant Kunj",64,1,63,Private,2021-02-26-22-18,18,1,17,22,1,21,2,23,33,22,11,4,0,4
