name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-01-12-08-55,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,19,1,18,Private,2021-01-12-17-22,4,0,4,5,0,5,2,0,5,2,3,1,0,1
Acharyashree Bhikshu Govt. Hospital,150,2,148,Delhi Government,2021-01-12-15-32,,,,30,0,30,12,0,,,,30,0,30
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-01-12-09-34,,,,,,,6,0,,,,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-11-07-07-40,,,,100,0,100,0,23,,,,100,0,100
AIIMS Main Delhi,129,46,83,Central Government,2021-01-12-17-43,,,,44,9,35,3,19,93,77,16,44,9,35
"AIIMS, Trauma Delhi",177,122,55,Central Government,2021-01-13-05-40,,,,41,39,2,,,,,,41,39,2
"Akash Healthcare, Dwarka",79,23,56,Private,2021-01-12-17-04,14,12,2,24,15,9,0,16,44,33,11,10,3,7
Alshifa Hospital,18,5,13,Private,2021-01-12-09-48,4,3,1,6,3,3,8,0,11,4,7,2,0,2
Ambedkar Nagar hospital,300,9,291,Delhi Government,2021-01-13-05-32,40,1,39,50,1,49,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-01-12-09-13,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",20,2,18,Private,2021-01-12-20-48,5,1,4,5,1,4,1,23,5,2,3,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-01-12-09-45,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arogya Hospital,7,7,0,Private,2021-01-12-12-30,,,,,,,0,21,4,0,4,,,
Arya Hospital,24,0,24,Private,2021-01-12-10-29,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-01-12-12-08,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-01-12-11-30,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",41,15,26,Private,2021-01-12-06-59,8,3,5,10,4,6,0,20,20,20,0,2,1,1
"B.M. Gupta Hospital, Uttam Nagar",40,10,30,Private,2021-01-13-04-40,2,0,2,3,0,3,0,23,,,,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,3,17,Private,2021-01-12-11-11,,,,,,,0,7,,,,,,
"Bansal Hospital & Research Centre, New Friends Colony",20,0,20,Private,2021-01-12-07-29,4,0,4,4,0,4,1,0,6,4,2,,,
Bara Hindurao Hospital,250,11,239,Central Government,2021-01-12-15-10,,,,14,0,14,2,12,8,5,3,14,0,14
Base Hospital Delhi Cantt,500,233,267,Central Government,2021-01-12-06-56,,,,50,6,44,2,12,,,,50,6,44
Batra Hospital,200,25,175,Private,2021-01-12-12-00,39,10,29,44,10,34,0,23,66,48,18,5,0,5
"Bensups Hospital, Dwarka",20,0,20,Private,2021-01-12-09-26,7,0,7,10,0,10,5,10,5,0,5,3,0,3
BH SALVAS HOSPITAL,22,0,22,Private,2021-01-12-08-39,5,0,5,7,0,7,4,20,5,0,5,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",34,11,23,Private,2021-01-12-18-17,9,5,4,10,5,5,2,15,4,4,0,1,0,1
"Bhagwan Mahavir Hospital, Madhuban Chowk",20,2,18,Private,2021-01-13-00-02,5,2,3,5,2,3,0,20,6,0,6,,,
"Bhagwati Hospital, Rohini",40,8,32,Private,2021-01-12-16-44,7,4,3,8,5,3,0,10,10,10,0,1,1,0
"Bhatia Global Hospital, Paschim Vihar",14,1,13,Private,2021-01-13-05-24,1,0,1,1,0,1,6,12,5,2,3,,,
Bimla Devi Hospital,10,1,9,Private,2021-01-12-11-37,5,0,5,7,0,7,4,0,7,0,7,2,0,2
"BLK Hospital, Pusa Road",186,63,123,Private,2021-01-13-05-30,41,14,27,47,20,27,3,0,80,74,6,6,6,0
"Brahm Shakti Hospital, Budh Vihar",40,1,39,Private,2021-01-12-12-09,4,0,4,5,0,5,2,12,7,4,3,1,0,1
Burari Hospital,800,41,759,Delhi Government,2021-01-12-08-30,145,2,143,195,3,192,7,12,,,,50,1,49
C M PATEL HOSPITAL,3,2,1,Private,2021-01-13-00-47,,,,,,,2,23,,,,,,
"CD Global Hospital, Najafgarh Road",20,1,19,Private,2021-01-12-17-16,5,0,5,6,0,6,3,2,3,0,3,1,0,1
Central Hospital,10,6,4,Private,2021-01-13-02-12,2,0,2,4,0,4,0,3,4,4,0,2,0,2
"Cygnus MLS, Rama Vihar",34,5,29,Private,2021-01-13-04-59,8,0,8,9,0,9,15,0,15,6,9,1,0,1
"Cygnus Sonia Hospital, Nangloi",28,3,25,Private,2021-01-13-00-22,7,3,4,8,3,5,0,17,18,11,7,1,0,1
Deen Dayal Upadhyay hospital,150,33,117,Delhi Government,2021-01-13-04-06,50,0,50,100,10,90,5,4,43,43,0,50,10,40
Deep Chand Bandhu,150,33,117,Delhi Government,2021-01-12-22-51,50,0,50,75,0,75,3,12,10,4,6,25,0,25
Delhi global hospital,3,0,3,Private,2021-01-12-06-23,3,0,3,3,0,3,1,23,4,1,3,,,
"Delhi Heart & Lung Institute, Pachkuian Road",42,14,28,Private,2021-01-12-12-02,14,8,6,15,8,7,7,2,24,19,5,1,0,1
Delhi multi speciality hospital,2,0,2,Private,2021-01-12-09-32,,,,,,,1,15,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",80,15,65,Private,2021-01-13-00-01,13,7,6,18,7,11,1,8,8,0,8,5,0,5
"Dharamvir Solanki Hospital, Rohini",21,1,20,Private,2021-01-12-10-42,4,0,4,5,0,5,5,23,5,0,5,1,0,1
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",22,7,15,Private,2021-01-12-12-27,,,,2,0,2,1,20,8,8,0,2,0,2
Dr Baba Saheb Ambedkar Hospital,150,37,113,Delhi Government,2021-01-12-11-34,,,,75,12,63,4,0,12,11,1,75,12,63
Dr Rakesh Multispeciality Hospital,2,1,1,Private,2021-01-12-09-46,,,,1,0,1,1,0,,,,1,0,1
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",20,0,20,Private,2021-01-13-00-44,,,,,,,1,4,,,,,,
East Delhi Medical Centre Mansarover Park,20,4,16,Private,2021-01-12-11-22,2,0,2,2,0,2,2,20,5,1,4,,,
ESIC Hospital Jhilmil,18,0,18,Central Government,2021-01-12-12-18,,,,,,,3,18,5,5,0,,,
ESIC hospital Okhla,48,1,47,Central Government,2021-01-12-20-02,,,,2,0,2,12,0,15,3,12,2,0,2
"Fortis Escorts Heart Institute, Okhla",123,27,96,Private,2021-01-12-16-18,21,7,14,27,7,20,2,3,16,13,3,6,0,6
"Fortis Hospital, Shalimar Bagh",80,46,34,Private,2021-01-12-21-46,26,20,6,32,21,11,3,23,36,32,4,6,1,5
"Fortis SS Hospital, Vasant Kunj",64,11,53,Private,2021-01-13-00-24,20,3,17,22,3,19,2,23,33,25,8,2,0,2
Galaxy Hospital,8,1,7,Private,2021-01-12-09-02,2,0,2,2,0,2,5,0,1,0,1,,,
"Gandhi Nursing Home, Uttam Nagar",24,9,15,Private,2021-01-12-12-22,4,4,0,6,4,2,1,12,13,13,0,2,0,2
"Garg Hospital, Karkardooma",20,8,12,Private,2021-01-12-19-35,2,1,1,2,1,1,5,0,2,0,2,,,
"Goyal Hospital & Urology Centre, Krishna Nagar",40,7,33,Private,2021-01-12-10-38,7,0,7,8,1,7,1,23,10,5,5,1,1,0
"Goyal Hospital, Paschim Vihar",12,1,11,Private,2021-01-12-17-17,,,,,,,0,12,,,,,,
GTB Hospital,750,42,708,Delhi Government,2021-01-13-05-35,410,5,405,550,9,541,4,4,8,4,4,140,4,136
Gupta Multispecialty Hospital,14,2,12,Private,2021-01-12-11-52,,,,,,,2,0,4,0,4,,,
"Gupta Multispecialty Hospital, Vivek Vihar",20,4,16,Private,2021-01-13-00-48,2,2,0,2,2,0,3,23,4,1,3,,,
"HAHC Hospital, Hamdard Nagar",230,8,222,Private,2021-01-12-07-29,11,0,11,16,0,16,1,4,29,5,24,5,0,5
HANDA NURSING HOME,4,1,3,Private,2021-01-12-18-08,,,,,,,1,18,6,0,6,,,
Hardik Hospital,10,0,10,Private,2021-01-12-10-08,4,0,4,4,0,4,1,20,,,,,,
"Holy Family Hospital, Okhla",130,36,94,Private,2021-01-12-11-16,,,,14,7,7,0,20,18,18,0,14,7,7
"IBS Hospital, Lajpat Nagar",20,2,18,Private,2021-01-12-10-38,8,0,8,10,0,10,0,6,10,7,3,2,0,2
"Indian spinal injury centre,Vasant Kunj",80,5,75,Private,2021-01-13-02-15,,,,12,3,9,0,14,10,10,0,12,3,9
"Indira Gandhi Hospital, Dwarka",1241,10,1231,Delhi Government,2021-01-12-13-06,85,0,85,330,0,330,3,0,,,,245,0,245
"INDRAPRASTHA APOLLO HOSPITAL, SARITA VIHAR",280,33,247,Private,2021-01-12-11-47,45,15,30,55,17,38,10,0,110,100,10,10,2,8
"Irene Hospital, Kalkaji",14,0,14,Private,2021-01-12-10-05,2,0,2,3,0,3,1,0,4,0,4,1,0,1
"Ishan Hospital, Rohini",13,0,13,Private,2021-01-12-09-53,,,,,,,0,23,1,0,1,,,
"Jain Hospital, Vikas Marg Extn.",21,12,9,Private,2021-01-12-12-29,7,1,6,7,1,6,0,23,6,3,3,,,
"Jaipur Golden Hospital, Rohini",97,29,68,Private,2021-01-13-00-54,28,10,18,34,11,23,0,12,53,32,21,6,1,5
Janakpuri Super Speciality Hospital Society,100,0,100,Delhi Government,2021-01-12-14-26,50,0,50,50,0,50,5,0,10,9,1,,,
"Jeevan Anmol Hospital, Mayur Vihar Phase-I",40,2,38,Private,2021-01-12-11-54,,,,2,0,2,4,6,,,,2,0,2
"Jeewan Mala Hospital, Rohtak Road",30,12,18,Private,2021-01-12-15-01,7,5,2,7,5,2,0,12,8,8,0,,,
"Jeewan Moti Khera Hospital, Nangloi",20,0,20,Private,2021-01-12-20-31,2,0,2,3,0,3,1,23,4,0,4,1,0,1
"Jeewan Nursing Home, Pusa Road",24,6,18,Private,2021-01-12-22-58,,,,3,2,1,0,22,4,4,0,3,2,1
Jivodaya Hospital,4,0,4,Private,2021-01-12-08-29,,,,,,,1,23,,,,,,
Jyoti Nursing Home,3,0,3,Private,2021-01-12-21-59,,,,,,,1,11,,,,,,
Kalawati Saran Children's Hospital (LHMC),34,26,8,Central Government,2021-01-12-09-58,,,,5,5,0,4,0,35,28,7,5,5,0
"Kalra Hospital, Dwarka",20,2,18,Private,2021-01-12-09-44,,,,,,,5,0,6,6,0,,,
"Kalra Hospital, Kirti Nagar",46,22,24,Private,2021-01-12-17-19,16,5,11,17,5,12,1,12,26,26,0,1,0,1
Kalyani Hospital,25,0,25,Private,2021-01-12-16-34,8,0,8,9,0,9,13,1,,,,1,0,1
"Kapil Multispecialty Hospital, Nathupura",18,5,13,Private,2021-01-12-17-02,2,0,2,2,0,2,7,0,3,0,3,,,
KAPOOR MEDICAL CENTRE,5,3,2,Private,2021-01-12-11-51,,,,,,,0,6,,,,,,
Khandelwal Hospital And Urology Center,28,2,26,Private,2021-01-12-07-27,3,0,3,3,0,3,0,10,4,0,4,,,
khanna hospital,5,0,5,Private,2021-01-12-10-44,1,0,1,2,0,2,0,10,,,,1,0,1
"Konark Hospital, Nangloi",32,2,30,Private,2021-01-12-17-17,5,0,5,5,0,5,5,23,,,,,,
"Kosmos Super Specialty Hospital, Vikas Marg Extn.",20,0,20,Private,2021-01-12-17-14,2,0,2,2,0,2,0,18,6,0,6,,,
"Kukreja Hospital and Heart Centre, Rajouri Garden",48,6,42,Private,2021-01-12-17-43,14,3,11,14,3,11,0,23,32,13,19,,,
"Kukreja Hospital, Mayur Vihar",20,1,19,Private,2021-01-12-07-26,1,0,1,2,0,2,0,10,,,,1,0,1
"Lalita Hospital, Begumpur",20,1,19,Private,2021-01-12-11-45,4,0,4,5,0,5,,,,,,1,0,1
LHMC,516,72,444,Central Government,2021-01-12-12-24,,,,86,2,84,1,11,27,24,3,86,2,84
Lifeline Hospital,19,2,17,Private,2021-01-12-10-49,2,0,2,4,0,4,10,0,3,1,2,2,0,2
Lok Nayak Hospital,750,129,621,Delhi Government,2021-01-13-01-04,400,26,374,500,31,469,3,0,98,55,43,100,5,95
Maa Bharti Hospital,2,0,2,Private,2021-01-12-08-09,,,,,,,2,4,,,,,,
"Madhukar Rainbow Children Hosp., Malviya Nagar",40,0,40,Private,2021-01-12-10-51,8,0,8,10,0,10,1,12,40,30,10,2,0,2
Maha Durga Charitable Trust Hospital,66,6,60,Private,2021-01-12-11-06,11,1,10,20,1,19,3,22,10,2,8,9,0,9
"Maharaja Agarsain Multispecialty Hospital, Narela",40,1,39,Private,2021-01-12-11-52,3,0,3,4,0,4,4,3,,,,1,0,1
"Maharaja Agrasen Hospital, Dwarka",21,6,15,Private,2021-01-12-09-05,,,,5,1,4,1,0,11,7,4,5,1,4
"Maharaja Agrasen Hospital, Punjabi Bagh",120,49,71,Private,2021-01-13-04-00,30,17,13,36,18,18,12,2,54,54,0,6,1,5
Makkar Multispeciality Hospital,16,3,13,Private,2021-01-12-10-36,8,0,8,8,0,8,,,8,2,6,,,
Malik Radix Hospital,23,9,14,Private,2021-01-12-19-02,3,0,3,5,0,5,3,6,8,8,0,2,0,2
"MANIPAL HOSPITAL, DWARKA",80,35,45,Private,2021-01-12-12-45,3,3,0,10,5,5,3,0,38,32,6,7,2,5
"Mansaram Hospital, Nangloi",21,1,20,Private,2021-01-12-18-31,4,0,4,5,0,5,1,7,,,,1,0,1
"Mata Chanan Devi Hospital, Janakpuri",84,14,70,Private,2021-01-12-17-30,14,3,11,22,7,15,3,0,33,33,0,8,4,4
"Mata Roop Rani Maggo Hospital, Uttam Nagar",38,11,27,Private,2021-01-12-10-31,4,2,2,6,2,4,0,4,8,6,2,2,0,2
Max East/West Block,180,68,112,Private,2021-01-13-05-01,15,15,0,20,17,3,0,21,60,60,0,5,2,3
"Max Smart Gujarmal Modi hospital ,Saket",100,35,65,Private,2021-01-13-00-51,,,,20,11,9,2,1,30,30,0,20,11,9
"MAX SS HOSPITAL, PATPARGANJ",160,38,122,Private,2021-01-12-11-00,22,6,16,27,8,19,1,16,104,104,0,5,2,3
"Max SS Hospital, Shalimar Bagh",96,46,50,Private,2021-01-12-16-55,25,19,6,30,21,9,3,5,60,60,0,5,2,3
"Medeor Hospital, Dwarka",45,0,45,Private,2021-01-12-09-24,,,,8,0,8,0,23,,,,8,0,8
"Medeor Hospital, Qutab Instl. Area",44,0,44,Private,2021-01-13-00-05,18,0,18,20,0,20,0,23,8,0,8,2,0,2
"Medstar Hospital, Paschim Vihar",26,0,26,Private,2021-01-12-17-19,14,0,14,14,0,14,2,20,,,,,,
"Metro Hospital, Lajpat Nagar",15,2,13,Private,2021-01-12-10-47,5,1,4,5,1,4,3,6,13,8,5,,,
"Metro Hospital, Preet Vihar",64,33,31,Private,2021-01-12-17-45,10,10,0,14,11,3,0,20,25,17,8,4,1,3
"MGS Hospital, Punjabi Bagh",40,9,31,Private,2021-01-13-04-31,6,2,4,9,2,7,3,16,24,0,24,3,0,3
