name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-09-25-11-29,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,5,0,5,Private,2021-09-26-09-42,1,0,1,1,0,1,2,0,5,2,3,,,
Ace Hospital,6,0,6,Private,2021-06-02-15-13,3,0,3,3,0,3,2,23,1,0,1,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-09-26-09-55,,,,,,,6,0,,,,,,
AIIMS Main Delhi,17,1,16,Central Government,2021-09-26-10-19,,,,,,,4,8,133,114,19,,,
"AIIMS, Trauma Delhi",21,0,21,Central Government,2021-09-26-01-02,,,,21,0,21,,,,,,21,0,21
"Akash Healthcare, Dwarka",20,0,20,Private,2021-09-26-08-56,5,0,5,7,0,7,0,16,44,31,13,2,0,2
Alshifa Hospital,18,0,18,Private,2021-09-26-09-39,6,0,6,8,0,8,9,0,14,2,12,2,0,2
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-09-26-10-26,40,0,40,50,0,50,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-09-26-06-57,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",10,0,10,Private,2021-09-26-07-53,3,0,3,3,0,3,1,23,5,3,2,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-09-26-09-46,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arya Hospital,24,0,24,Private,2021-09-26-10-15,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-09-26-09-06,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-09-23-10-02,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",11,0,11,Private,2021-09-26-00-21,2,0,2,3,0,3,0,18,20,20,0,1,0,1
"B.M. Gupta Hospital, Uttam Nagar",10,0,10,Private,2021-09-26-09-08,1,0,1,2,0,2,0,23,16,0,16,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,0,20,Private,2021-09-26-11-09,,,,,,,0,7,,,,,,
Bara Hindurao Hospital,250,0,250,Central Government,2021-09-26-10-21,,,,14,0,14,4,12,8,7,1,14,0,14
Base Hospital Delhi Cantt,108,2,106,Central Government,2021-09-26-09-13,,,,12,0,12,2,12,,,,12,0,12
Batra Hospital,50,0,50,Private,2021-09-26-09-21,9,0,9,11,0,11,0,23,99,30,69,2,0,2
"Bensups Hospital, Dwarka",25,0,25,Private,2021-09-26-07-17,7,0,7,10,0,10,5,10,5,0,5,3,0,3
BH SALVAS HOSPITAL,22,1,21,Private,2021-09-26-07-29,5,0,5,7,0,7,4,20,7,0,7,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",9,0,9,Private,2021-09-26-16-33,2,0,2,3,0,3,2,15,7,5,2,1,0,1
"Bhagwan Mahavir Hospital, Madhuban Chowk",5,0,5,Private,2021-03-31-08-54,1,0,1,1,0,1,0,20,10,0,10,,,
"Bhagwati Hospital, Rohini",10,1,9,Private,2021-09-26-08-24,2,1,1,3,1,2,0,10,17,13,4,1,0,1
"Bhatia Global Hospital, Paschim Vihar",14,0,14,Private,2021-09-26-07-49,1,0,1,1,0,1,6,12,5,0,5,,,
Bimla Devi Hospital,10,0,10,Private,2021-09-26-08-36,,,,,,,2,0,7,0,7,,,
"BLK Hospital, Pusa Road",47,2,45,Private,2021-09-26-07-32,9,0,9,12,0,12,1,0,106,99,7,3,0,3
"Brahm Shakti Hospital, Budh Vihar",31,0,31,Private,2021-09-26-10-51,1,0,1,1,0,1,2,12,3,1,2,,,
Burari Hospital,600,0,600,Delhi Government,2021-09-26-09-42,70,0,70,100,0,100,7,12,,,,30,0,30
C M PATEL HOSPITAL,3,0,3,Private,2021-09-26-01-30,,,,,,,2,23,,,,,,
"CD Global Hospital, Najafgarh Road",20,0,20,Private,2021-09-26-08-44,5,0,5,6,0,6,3,2,3,0,3,1,0,1
Central Hospital,4,0,4,Private,2021-09-26-17-20,,,,2,0,2,0,4,6,3,3,2,0,2
"Cygnus MLS, Rama Vihar",9,0,9,Private,2021-09-26-17-08,1,0,1,1,0,1,75,0,15,7,8,,,
"Cygnus Sonia Hospital, Nangloi",7,0,7,Private,2021-09-26-15-28,,,,1,0,1,0,17,18,11,7,1,0,1
Deen Dayal Upadhyay hospital,50,0,50,Delhi Government,2021-09-26-16-16,,,,,,,10,6,61,61,0,,,
Deep Chand Bandhu,50,0,50,Delhi Government,2021-09-26-10-14,,,,,,,3,15,10,7,3,,,
Delhi global hospital,3,0,3,Private,2021-09-26-09-45,3,0,3,3,0,3,1,23,4,1,3,,,
"Delhi Heart & Lung Institute, Pachkuian Road",10,0,10,Private,2021-09-26-10-16,1,0,1,2,0,2,2,0,37,18,19,1,0,1
Delhi multi speciality hospital,2,0,2,Private,2021-09-26-08-31,,,,,,,1,15,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",20,0,20,Private,2021-09-26-16-57,,,,5,0,5,1,8,21,20,1,5,0,5
"Dharamvir Solanki Hospital, Rohini",21,0,21,Private,2021-09-26-12-08,4,0,4,5,0,5,3,16,5,0,5,1,0,1
Divine Multispeciality Hospital and Cancer Centre,10,0,10,Private,2021-09-26-09-45,,,,8,0,8,,,25,0,25,8,0,8
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",15,0,15,Private,2021-09-26-08-33,,,,2,0,2,1,20,8,8,0,2,0,2
Dr Baba Saheb Ambedkar Hospital,50,0,50,Delhi Government,2021-09-26-10-25,,,,12,0,12,4,0,19,12,7,12,0,12
