name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours
Aashlok Hospital,25,0,25,Private,2021-07-12-08-42,,,,,,,,,,,,,,
AASTHA HOSPITAL,40,0,40,Private,2021-07-12-14-09,8,0,8,2,2,0,2,0,2,10,0,10,,
Ace Hospital,30,0,30,Private,2021-07-12-11-16,4,0,4,26,0,26,,,,4,0,4,,
Acharyashree Bhikshu Govt. Hospital,25,0,25,Delhi Government,2021-07-12-16-39,,,,,,,5,0,5,5,0,5,3,0
Adarsh Multispeciality Hospital & Trauma Centre,12,0,12,Private,2021-07-12-12-05,,,,,,,,,,,,,7,0
AIIMS Jhajjar,400,37,363,Central Government,2021-07-12-17-22,,,,,,,100,37,63,100,37,63,0,23
AIIMS Main Delhi,13,0,13,Central Government,2021-07-12-16-51,,,,87,69,18,,,,,,,3,21
"AIIMS, Trauma Delhi",294,55,239,Central Government,2021-07-12-16-37,,,,,,,71,27,44,71,27,44,,
"Akash Healthcare, Dwarka",133,1,132,Private,2021-07-12-17-29,14,1,13,17,17,0,40,0,40,54,1,53,0,14
All India Institute of Ayurveda,47,0,47, ,2021-07-12-08-28,,,,,,,,,,,,,7,0
Alshifa Hospital,49,15,34,Private,2021-07-12-09-52,23,2,21,,,,4,1,3,27,3,24,6,0
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-07-12-16-30,,,,,,,,,,,,,1,0
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-07-12-16-15,1,0,1,,,,,,,1,0,1,0,3
"Ansari Hospital, Sagarpur",40,0,40,Private,2021-07-12-14-18,3,0,3,,,,2,0,2,5,0,5,1,23
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-07-12-12-18,4,0,4,4,0,4,,,,4,0,4,1,2
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-07-12-09-45,,,,,,,3,0,3,3,0,3,1,20
Ardent Ganpati,31,0,31,Private,2021-07-12-13-44,7,0,7,,,,,,,7,0,7,,
ARK Hospital,30,0,30,Private,2021-07-12-09-27,5,0,5,,,,,,,5,0,5,0,6
Arogya Hospital,6,0,6,Private,2021-07-12-11-01,6,0,6,4,2,2,,,,6,0,6,0,23
Arya Hospital,24,0,24,Private,2021-07-12-13-08,8,0,8,14,0,14,2,0,2,10,0,10,4,0
Ashray Medical Centre,12,0,12,Private,2021-07-12-11-48,2,0,2,,,,,,,2,0,2,1,23
Asian Multispeciality Hospital,15,0,15,Private,2021-07-12-12-29,,,,,,,,,,,,,4,0
Astha Hospital,10,0,10,Private,2021-07-12-10-28,,,,,,,,,,,,,2,18
"Ayushman Hospital, Dwarka",50,0,50,Private,2021-07-12-11-58,18,0,18,20,20,0,2,0,2,20,0,20,0,23
"B.M. Gupta Hospital, Uttam Nagar",30,0,30,Private,2021-07-12-16-45,7,0,7,,,,1,0,1,8,0,8,0,23
Balak Ram Hospital,25,0,25,Delhi Government,2021-07-12-08-23,,,,,,,,,,,,,,
"Bansal Global Hospital, Jahangirpuri",60,0,60,Private,2021-07-12-08-33,9,0,9,1,0,1,1,0,1,10,0,10,0,7
"Bansal Hospital & Research Centre, New Friends Colony",40,0,40,Private,2021-07-12-09-05,8,0,8,,,,2,0,2,10,0,10,,
Bara Hindurao Hospital,250,5,245,Central Government,2021-07-12-10-02,,,,4,0,4,10,0,10,10,0,10,5,0
Base Hospital Delhi Cantt,500,27,473,Central Government,2021-07-12-07-03,,,,,,,50,6,44,50,6,44,2,12
Batra Hospital,300,0,300,Private,2021-07-12-12-56,18,0,18,12,12,0,15,0,15,33,0,33,0,23
"Bensups Hospital, Dwarka",30,0,30,Private,2021-07-12-13-13,12,0,12,,,,3,0,3,15,0,15,5,10
BH SALVAS HOSPITAL,10,10,0,Private,2021-07-12-09-35,2,2,0,10,10,0,1,1,0,3,3,0,0,20
"Bhagwati Hospital, Rohini",35,0,35,Private,2021-07-12-08-47,13,0,13,,,,2,0,2,15,0,15,0,10
"Bhatia Global Hospital, Paschim Vihar",33,1,32,Private,2021-07-12-17-30,3,1,2,3,3,0,,,,3,1,2,2,12
Bimla Devi Hospital,10,0,10,Private,2021-07-12-08-00,,,,6,1,5,,,,,,,4,0
"BLK Hospital, Pusa Road",140,3,137,Private,2021-07-12-17-30,21,1,20,90,77,13,7,1,6,28,2,26,9,0
"Brahm Shakti Hospital, Budh Vihar",30,0,30,Private,2021-07-12-07-05,1,0,1,10,6,4,2,0,2,3,0,3,4,6
Burari Hospital,300,2,298,Delhi Government,2021-07-12-16-06,70,2,68,,,,30,0,30,100,2,98,3,14
C M PATEL HOSPITAL,15,0,15,Private,2021-07-12-13-56,,,,,,,,,,,,,2,23
Cantonment General Hospital,27,1,26,Central Government,2021-06-12-09-51,,,,,,,,,,,,,7,0
CBR Hospital,25,10,15,Private,2021-07-12-11-37,3,3,0,,,,,,,3,3,0,1,7
"CD Global Hospital, Najafgarh Road",40,0,40,Private,2021-07-12-13-43,4,0,4,3,0,3,1,0,1,5,0,5,1,20
Central Hospital,16,0,16,Private,2021-07-12-14-58,,,,4,4,0,4,0,4,4,0,4,0,3
Coaches Covid Care Centre- Shakurbasti Railway,800,0,800,Central Government,2021-07-08-07-26,,,,,,,,,,,,,,
Covid care and treatment centre Gurdwara Rakab ganj,400,0,400,Delhi Government,2021-07-04-20-56,,,,,,,,,,,,,,
Covid Care and Treatment centre Yamuna sports complex,50,1,49,Delhi Government,2021-07-12-09-02,,,,,,,,,,,,,27,13
"Covid Care Center- Sardar Patel, Chattrpur",596,2,594,Delhi Government,2021-07-12-14-27,,,,,,,,,,,,,1,16
covid care center-Sultanpuri,1200,0,1200,Delhi Government,2021-07-12-08-05,,,,,,,,,,,,,,
Covid Care Center -CWG AKSHARDHAM,50,3,47,Delhi Government,2021-07-12-09-37,,,,,,,,,,,,,5,23
Covid Care Center Narela,50,0,50,Delhi Government,2021-07-12-07-57,,,,,,,,,,,,,,
Cronus Multi speciality Hospital,10,0,10,Private,2021-07-12-10-20,5,0,5,,,,,,,5,0,5,1,8
"Cygnus MLS, Rama Vihar",60,1,59,Private,2021-07-12-07-38,19,0,19,,,,5,0,5,24,0,24,0,3
"Cygnus Sonia Hospital, Nangloi",68,0,68,Private,2021-07-12-17-30,26,0,26,,,,5,0,5,31,0,31,0,17
Deen Dayal Upadhyay hospital,100,7,93,Delhi Government,2021-07-12-16-30,,,,43,0,43,25,7,18,25,7,18,0,18
Deep Chand Bandhu,100,5,95,Delhi Government,2021-07-12-15-10,5,-3,8,10,3,7,20,4,16,25,1,24,4,0
Delhi global hospital,14,3,11,Private,2021-07-12-16-25,3,0,3,3,0,3,,,,3,0,3,1,23
Delhi Golden Hospital,15,0,15,Private,2021-07-12-16-08,,,,,,,,,,,,,,
"Delhi Heart & Lung Institute, Pachkuian Road",30,0,30,Private,2021-07-12-11-21,3,0,3,34,17,17,2,0,2,5,0,5,2,20
Delhi multi speciality hospital,11,0,11,Private,2021-07-12-07-35,,,,,,,,,,,,,1,15
