name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-03-15-10-32,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,5,0,5,Private,2021-03-15-09-21,1,0,1,1,0,1,2,0,5,2,3,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-03-14-09-19,,,,,,,6,0,,,,,,
"AIIMS, Trauma Delhi",11,0,11,Central Government,2021-03-15-00-05,,,,11,0,11,,,,,,11,0,11
"Akash Healthcare, Dwarka",20,0,20,Private,2021-03-15-10-08,5,0,5,7,0,7,0,16,44,31,13,2,0,2
Alshifa Hospital,18,0,18,Private,2021-03-15-16-03,6,0,6,8,0,8,3,0,14,4,10,2,0,2
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-03-15-07-33,40,0,40,50,0,50,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-03-15-10-04,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",10,0,10,Private,2021-03-15-12-30,3,0,3,3,0,3,1,23,5,5,0,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-03-15-10-23,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arya Hospital,24,0,24,Private,2021-03-15-09-38,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-03-15-00-06,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-03-15-09-25,,,,,,,,,,,,,,
"B.M. Gupta Hospital, Uttam Nagar",10,0,10,Private,2021-03-15-09-49,1,0,1,2,0,2,0,23,16,0,16,1,0,1
"Bansal Global Hospital, Jahangirpuri",20,0,20,Private,2021-03-15-10-08,,,,,,,0,7,,,,,,
Bara Hindurao Hospital,250,0,250,Central Government,2021-03-15-09-15,,,,14,0,14,2,12,8,8,0,14,0,14
Base Hospital Delhi Cantt,44,1,43,Central Government,2021-03-15-05-55,,,,10,0,10,2,12,,,,10,0,10
Batra Hospital,50,0,50,Private,2021-03-15-09-25,9,0,9,11,0,11,0,23,99,38,61,2,0,2
"Bensups Hospital, Dwarka",25,0,25,Private,2021-03-15-07-51,7,0,7,10,0,10,5,10,5,0,5,3,0,3
BH SALVAS HOSPITAL,28,1,27,Private,2021-03-15-10-27,5,0,5,7,0,7,4,20,7,0,7,2,0,2
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",9,0,9,Private,2021-03-15-16-08,2,0,2,3,0,3,2,15,7,7,0,1,0,1
"Bhagwan Mahavir Hospital, Madhuban Chowk",5,0,5,Private,2021-03-31-08-54,1,0,1,1,0,1,0,20,10,0,10,,,
"Bhagwati Hospital, Rohini",10,0,10,Private,2021-03-15-09-25,2,0,2,3,0,3,0,10,17,14,3,1,0,1
"Bhatia Global Hospital, Paschim Vihar",14,0,14,Private,2021-03-15-08-20,1,0,1,1,0,1,6,12,5,4,1,,,
Bimla Devi Hospital,10,0,10,Private,2021-03-15-13-50,,,,,,,2,0,7,0,7,,,
"BLK Hospital, Pusa Road",47,0,47,Private,2021-03-15-09-38,9,0,9,12,0,12,1,0,150,121,29,3,0,3
"Brahm Shakti Hospital, Budh Vihar",9,0,9,Private,2021-03-15-11-02,,,,1,0,1,3,0,15,7,8,1,0,1
Burari Hospital,600,0,600,Delhi Government,2021-03-15-10-19,70,0,70,100,0,100,7,12,,,,30,0,30
C M PATEL HOSPITAL,3,0,3,Private,2021-03-15-00-57,,,,,,,2,23,,,,,,
"CD Global Hospital, Najafgarh Road",20,0,20,Private,2021-03-15-14-26,5,0,5,6,0,6,3,2,3,0,3,1,0,1
