name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,2,20,Private,2021-06-05-13-11,3,0,3,2,1,1,5,1,4,0,12,,,
AASTHA HOSPITAL,40,1,39,Private,2021-06-08-22-29,8,1,7,2,0,2,10,1,9,0,7,2,2,0
Ace Hospital,20,0,20,Private,2021-06-08-12-02,4,0,4,,,,4,0,4,,,16,0,16
Acharyashree Bhikshu Govt. Hospital,150,1,149,Delhi Government,2021-06-08-23-21,,,,30,1,29,30,1,29,3,0,,,
Adarsh Multispeciality Hospital & Trauma Centre,12,0,12,Private,2021-06-08-09-04,,,,,,,,,,3,0,,,
AIIMS Jhajjar,400,91,309,Central Government,2021-06-08-18-01,,,,100,91,9,100,91,9,0,23,,,
AIIMS Main Delhi,99,44,55,Central Government,2021-06-08-18-00,14,-2,16,43,37,6,57,35,22,1,12,87,64,23
"AIIMS, Trauma Delhi",294,123,171,Central Government,2021-06-08-16-44,,,,71,36,35,71,36,35,,,,,
"Akash Healthcare, Dwarka",133,30,103,Private,2021-06-08-17-24,14,5,9,40,20,20,54,25,29,0,10,17,17,0
All India Institute of Ayurveda,47,0,47, ,2021-06-08-14-57,,,,,,,,,,7,0,,,
Alshifa Hospital,50,8,42,Private,2021-06-08-16-47,15,2,13,4,0,4,19,2,17,0,17,,,
Ambedkar Nagar hospital,600,7,593,Delhi Government,2021-06-09-05-33,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-06-09-04-30,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",40,0,40,Private,2021-06-08-20-28,3,0,3,2,0,2,5,0,5,1,23,6,3,3
"Apex City Hospital, West Vinod Nagar",28,28,0,Private,2021-06-08-21-23,4,4,0,,,,4,4,0,0,5,,,
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-06-08-09-26,,,,3,0,3,3,0,3,1,20,,,
Ardent Ganpati,31,0,31,Private,2021-06-08-17-54,7,0,7,,,,7,0,7,,,,,
ARK Hospital,30,0,30,Private,2021-06-08-14-08,5,0,5,,,,5,0,5,0,6,20,0,20
Arogya Hospital,6,0,6,Private,2021-06-08-11-36,6,0,6,,,,6,0,6,0,20,4,3,1
Arya Hospital,24,2,22,Private,2021-06-08-21-03,10,0,10,,,,10,0,10,4,0,10,2,8
Ashray Medical Centre,12,0,12,Private,2021-06-08-11-21,2,0,2,,,,2,0,2,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-06-08-09-42,,,,,,,,,,4,0,,,
Astha Hospital,10,0,10,Private,2021-06-08-10-00,,,,,,,,,,,,10,0,10
"Ayushman Hospital, Dwarka",50,10,40,Private,2021-06-08-19-42,28,5,23,2,0,2,30,5,25,2,6,,,
"B.M. Gupta Hospital, Uttam Nagar",70,1,69,Private,2021-06-09-04-49,19,1,18,1,0,1,20,1,19,0,23,,,
Balak Ram Hospital,25,0,25,Delhi Government,2021-06-08-08-10,,,,,,,,,,,,,,
"Bansal Global Hospital, Jahangirpuri",60,0,60,Private,2021-06-08-17-36,9,0,9,1,0,1,10,0,10,0,7,1,0,1
