name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,18,4,Private,2021-05-20-12-37,3,3,0,2,2,0,5,5,0,0,8,,,
AASTHA HOSPITAL,40,20,20,Private,2021-05-20-14-19,8,5,3,2,1,1,10,6,4,0,7,2,1,1
Acharyashree Bhikshu Govt. Hospital,150,33,117,Delhi Government,2021-05-20-13-17,,,,30,12,18,30,12,18,1,6,,,
Adarsh Multispeciality Hospital & Trauma Centre,12,1,11,Private,2021-05-20-10-31,,,,,,,,,,1,0,,,
AIIMS Jhajjar,400,232,168,Central Government,2021-05-20-10-06,,,,100,100,0,100,100,0,0,23,,,
AIIMS Main Delhi,302,152,150,Central Government,2021-05-20-13-33,29,20,9,43,43,0,72,63,9,0,8,72,39,33
"AIIMS, Trauma Delhi",294,265,29,Central Government,2021-05-20-05-41,,,,71,58,13,71,58,13,,,,,
"Akash Healthcare, Dwarka",160,160,0,Private,2021-05-20-13-57,14,14,0,40,40,0,54,54,0,0,4,17,17,0
Alshifa Hospital,50,33,17,Private,2021-05-20-11-44,16,12,4,3,1,2,19,13,6,2,6,,,
Ambedkar Nagar hospital,450,72,378,Delhi Government,2021-05-20-14-12,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,2,8,Private,2021-05-20-06-16,1,1,0,,,,1,1,0,0,23,,,
"Ansari Hospital, Sagarpur",40,18,22,Private,2021-05-20-12-53,3,3,0,2,2,0,5,5,0,0,23,,,
"Apex City Hospital, West Vinod Nagar",28,9,19,Private,2021-05-20-13-44,4,4,0,,,,4,4,0,0,5,,,
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-05-20-08-11,,,,3,0,3,3,0,3,1,8,,,
Ardent Ganpati,31,2,29,Private,2021-05-20-13-55,7,2,5,,,,7,2,5,,,,,
ARK Hospital,30,2,28,Private,2021-05-20-07-44,5,2,3,,,,5,2,3,0,5,20,0,20
Arogya Hospital,20,15,5,Private,2021-05-20-10-59,10,6,4,,,,10,6,4,0,15,,,
Arya Hospital,24,6,18,Private,2021-05-20-09-48,8,2,6,2,0,2,10,2,8,1,23,,,
Ashray Medical Centre,12,0,12,Private,2021-05-20-10-51,,,,,,,,,,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-05-20-09-15,,,,,,,,,,4,0,,,
Astha Hospital,10,1,9,Private,2021-05-20-10-45,,,,,,,,,,,,10,0,10
"Ayushman Hospital, Dwarka",118,85,33,Private,2021-05-20-13-05,23,18,5,7,7,0,30,25,5,0,14,,,
"B.M. Gupta Hospital, Uttam Nagar",70,30,40,Private,2021-05-20-13-27,19,19,0,1,1,0,20,20,0,0,6,,,
Balak Ram Hospital,100,0,100,Delhi Government,2021-05-20-07-57,,,,,,,,,,,,,,
"Bansal Global Hospital, Jahangirpuri",60,16,44,Private,2021-05-20-07-50,9,3,6,1,0,1,10,3,7,0,7,1,0,1
"Bansal Hospital & Research Centre, New Friends Colony",40,34,6,Private,2021-05-20-07-41,8,6,2,2,2,0,10,8,2,,,,,
Bara Hindurao Hospital,250,155,95,Central Government,2021-05-20-09-56,,,,10,10,0,10,10,0,2,0,,,
Base Hospital Delhi Cantt,500,310,190,Central Government,2021-05-20-07-13,,,,50,45,5,50,45,5,1,12,,,
Batra Hospital,300,163,137,Private,2021-05-20-08-24,18,18,0,20,20,0,38,38,0,0,23,12,12,0
"Bensups Hospital, Dwarka",40,14,26,Private,2021-05-20-12-53,12,7,5,3,3,0,15,10,5,0,8,,,
BH SALVAS HOSPITAL,40,30,10,Private,2021-05-20-08-44,7,7,0,1,1,0,8,8,0,0,8,5,5,0
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",81,48,33,Private,2021-05-20-14-10,23,21,2,5,5,0,28,26,2,0,18,,,
"Bhagwan Mahavir Hospital, Madhuban Chowk",40,30,10,Private,2021-05-20-11-50,10,10,0,1,1,0,11,11,0,0,7,,,
"Bhagwati Hospital, Rohini",130,37,93,Private,2021-05-20-08-58,13,13,0,2,2,0,15,15,0,0,7,,,
"Bhatia Global Hospital, Paschim Vihar",36,19,17,Private,2021-05-20-13-57,6,4,2,,,,6,4,2,0,8,,,
Bimla Devi Hospital,27,2,25,Private,2021-05-20-10-02,,,,,,,,,,3,0,3,2,1
"BLK Hospital, Pusa Road",317,158,159,Private,2021-05-20-13-33,52,52,0,23,23,0,75,75,0,1,0,43,43,0
"Brahm Shakti Hospital, Budh Vihar",80,48,32,Private,2021-05-20-11-52,9,6,3,2,2,0,11,8,3,0,10,,,
Burari Hospital,500,111,389,Delhi Government,2021-05-20-11-57,85,81,4,30,30,0,115,111,4,1,3,,,
C M PATEL HOSPITAL,15,3,12,Private,2021-05-20-10-47,,,,,,,,,,2,23,,,
Cantonment General Hospital,27,4,23,Central Government,2021-05-20-09-39,,,,,,,,,,5,0,,,
CAREWELL MEDICAL CENTRE,8,3,5,Private,2021-05-20-08-26,,,,,,,,,,0,12,,,
CBR Hospital,25,10,15,Private,2021-05-20-11-55,3,3,0,,,,3,3,0,1,7,,,
"CD Global Hospital, Najafgarh Road",40,5,35,Private,2021-05-20-13-33,4,2,2,1,1,0,5,3,2,0,12,3,0,3
Central Hospital,31,25,6,Private,2021-05-20-14-25,5,5,0,3,3,0,8,8,0,0,3,,,
Covid care and treatment centre Gurdwara Rakab ganj,400,74,326,Delhi Government,2021-05-20-14-09,,,,,,,,,,,,,,
Covid Care and Treatment centre Yamuna sports complex,800,52,748,Delhi Government,2021-05-20-10-11,,,,,,,,,,19,4,,,
"Covid Care Center- Sardar Patel, Chattrpur",525,201,324,Delhi Government,2021-05-20-12-19,,,,,,,,,,1,14,,,
Covid Care Center -CWG AKSHARDHAM,460,55,405,Delhi Government,2021-05-20-08-59,,,,,,,,,,5,23,,,
