name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,18,4,Private,2021-05-15-15-13,3,3,0,2,2,0,5,5,0,0,8,,,
AASTHA HOSPITAL,40,35,5,Private,2021-05-16-10-29,8,0,8,2,2,0,10,2,8,0,7,2,2,0
Acharyashree Bhikshu Govt. Hospital,150,46,104,Delhi Government,2021-05-16-08-06,16,16,0,9,9,0,25,25,0,0,18,,,
AIIMS Jhajjar,400,282,118,Central Government,2021-05-16-10-04,,,,100,100,0,100,100,0,0,23,,,
AIIMS Main Delhi,302,177,125,Central Government,2021-05-16-10-25,29,29,0,43,37,6,72,66,6,0,10,72,43,29
"AIIMS, Trauma Delhi",294,270,24,Central Government,2021-05-16-05-58,,,,71,69,2,71,69,2,,,,,
"Akash Healthcare, Dwarka",261,261,0,Private,2021-05-16-07-49,14,14,0,40,40,0,54,54,0,0,11,17,17,0
Alshifa Hospital,50,50,0,Private,2021-05-16-08-45,16,16,0,3,3,0,19,19,0,1,14,,,
AMAR LEELA HOSPITAL PVT LTD,30,16,14,Private,2021-05-16-09-47,,,,,,,,,,1,5,8,8,0
Ambedkar Nagar hospital,400,97,303,Delhi Government,2021-05-16-10-33,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,8,2,Private,2021-05-16-11-01,1,1,0,,,,1,1,0,0,15,,,
"Ansari Hospital, Sagarpur",40,27,13,Private,2021-05-16-08-57,3,3,0,2,2,0,5,5,0,0,23,,,
"Apex City Hospital, West Vinod Nagar",28,20,8,Private,2021-05-16-06-27,4,4,0,,,,4,4,0,0,3,4,4,0
