name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,3,19,Private,2021-05-30-11-33,3,0,3,2,1,1,5,1,4,0,12,,,
AASTHA HOSPITAL,40,1,39,Private,2021-05-31-15-53,8,1,7,2,0,2,10,1,9,0,7,2,2,0
Ace Hospital,20,0,20,Private,2021-05-31-12-09,4,0,4,,,,4,0,4,,,16,0,16
Acharyashree Bhikshu Govt. Hospital,150,11,139,Delhi Government,2021-05-31-17-45,,,,30,7,23,30,7,23,2,0,,,
Adarsh Multispeciality Hospital & Trauma Centre,12,0,12,Private,2021-05-31-11-18,,,,,,,,,,3,0,,,
AIIMS Jhajjar,400,137,263,Central Government,2021-05-31-09-26,,,,100,100,0,100,100,0,0,23,,,
AIIMS Main Delhi,302,104,198,Central Government,2021-05-31-16-32,29,21,8,43,37,6,72,58,14,3,9,72,43,29
"AIIMS, Trauma Delhi",294,217,77,Central Government,2021-05-31-16-56,,,,71,59,12,71,59,12,,,,,
"Akash Healthcare, Dwarka",133,80,53,Private,2021-05-31-17-23,14,14,0,40,40,0,54,54,0,0,20,17,17,0
All India Institute of Ayurveda,47,0,47, ,2021-05-31-13-06,,,,,,,,,,7,0,,,
Alshifa Hospital,50,17,33,Private,2021-05-31-16-57,15,7,8,4,3,1,19,10,9,1,11,,,
Ambedkar Nagar hospital,600,19,581,Delhi Government,2021-05-31-17-28,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-05-31-17-32,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",40,5,35,Private,2021-05-31-16-57,3,3,0,2,2,0,5,5,0,0,23,,,
"Apex City Hospital, West Vinod Nagar",28,1,27,Private,2021-05-31-11-30,4,2,2,,,,4,2,2,0,5,,,
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-05-31-11-57,,,,3,0,3,3,0,3,1,20,,,
Ardent Ganpati,31,1,30,Private,2021-05-31-17-32,7,1,6,,,,7,1,6,,,,,
ARK Hospital,30,0,30,Private,2021-05-31-11-03,5,0,5,,,,5,0,5,0,6,20,0,20
Arogya Hospital,6,0,6,Private,2021-05-31-11-47,6,0,6,,,,6,0,6,0,23,4,2,2
Arya Hospital,24,0,24,Private,2021-05-31-15-48,10,0,10,,,,10,0,10,4,0,,,
Ashray Medical Centre,12,0,12,Private,2021-05-31-14-16,,,,,,,,,,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-05-31-10-22,,,,,,,,,,4,0,,,
Astha Hospital,10,0,10,Private,2021-05-31-09-58,,,,,,,,,,,,10,0,10
"Ayushman Hospital, Dwarka",60,26,34,Private,2021-05-31-17-33,27,6,21,3,3,0,30,9,21,20,0,,,
"B.M. Gupta Hospital, Uttam Nagar",70,12,58,Private,2021-05-31-17-00,19,7,12,1,0,1,20,7,13,0,12,,,
Balak Ram Hospital,25,0,25,Delhi Government,2021-05-31-07-54,,,,,,,,,,2,0,,,
"Bansal Global Hospital, Jahangirpuri",60,1,59,Private,2021-05-31-12-34,9,0,9,1,0,1,10,0,10,0,7,1,0,1
"Bansal Hospital & Research Centre, New Friends Colony",40,1,39,Private,2021-05-31-07-07,8,0,8,2,0,2,10,0,10,,,,,
Bara Hindurao Hospital,250,33,217,Central Government,2021-05-31-10-43,,,,10,1,9,10,1,9,3,19,,,
Base Hospital Delhi Cantt,500,183,317,Central Government,2021-05-27-06-42,,,,50,48,2,50,48,2,2,12,,,
Batra Hospital,300,23,277,Private,2021-05-31-16-17,18,0,18,15,9,6,33,9,24,0,23,12,12,0
"Bensups Hospital, Dwarka",30,3,27,Private,2021-05-31-17-39,12,1,11,3,0,3,15,1,14,0,18,,,
BH SALVAS HOSPITAL,40,30,10,Private,2021-05-31-09-34,7,7,0,1,1,0,8,8,0,0,8,5,5,0
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",81,15,66,Private,2021-05-31-16-03,23,3,20,5,3,2,28,6,22,1,20,,,
"Bhagwan Mahavir Hospital, Madhuban Chowk",40,12,28,Private,2021-05-31-17-17,10,9,1,1,0,1,11,9,2,0,12,,,
"Bhagwati Hospital, Rohini",130,3,127,Private,2021-05-31-17-37,13,1,12,2,0,2,15,1,14,0,7,,,
"Bhatia Global Hospital, Paschim Vihar",36,4,32,Private,2021-05-31-16-17,6,2,4,,,,6,2,4,0,6,,,
Bimla Devi Hospital,27,0,27,Private,2021-05-31-16-54,,,,,,,,,,4,0,3,2,1
"BLK Hospital, Pusa Road",317,64,253,Private,2021-05-31-17-29,65,24,41,10,10,0,75,34,41,2,5,43,43,0
"Brahm Shakti Hospital, Budh Vihar",80,0,80,Private,2021-05-31-16-56,9,0,9,2,0,2,11,0,11,0,12,2,2,0
Burari Hospital,700,65,635,Delhi Government,2021-05-31-15-32,85,35,50,30,30,0,115,65,50,1,9,,,
C M PATEL HOSPITAL,15,1,14,Private,2021-05-31-13-07,,,,,,,,,,2,23,,,
Cantonment General Hospital,27,1,26,Central Government,2021-05-31-10-44,,,,,,,,,,7,0,,,
CAREWELL MEDICAL CENTRE,8,1,7,Private,2021-05-31-08-46,,,,,,,,,,0,12,,,
CBR Hospital,25,10,15,Private,2021-05-31-11-33,3,3,0,,,,3,3,0,1,7,,,
"CD Global Hospital, Najafgarh Road",40,1,39,Private,2021-05-31-17-43,4,1,3,1,0,1,5,1,4,0,15,3,0,3
Central Hospital,31,14,17,Private,2021-05-31-17-29,4,3,1,4,2,2,8,5,3,0,3,,,
Covid care and treatment centre Gurdwara Rakab ganj,400,47,353,Delhi Government,2021-05-31-15-24,,,,,,,,,,,,,,
Covid Care and Treatment centre Yamuna sports complex,800,14,786,Delhi Government,2021-05-29-11-02,,,,,,,,,,19,0,,,
"Covid Care Center- Sardar Patel, Chattrpur",596,52,544,Delhi Government,2021-05-31-13-04,,,,,,,,,,1,20,,,
Covid Care Center -CWG AKSHARDHAM,460,26,434,Delhi Government,2021-05-31-09-12,,,,,,,,,,5,23,,,
Cronus Multi speciality Hospital,10,0,10,Private,2021-05-31-16-47,5,0,5,,,,5,0,5,1,11,,,
"Cygnus MLS, Rama Vihar",60,10,50,Private,2021-05-31-17-35,19,3,16,5,5,0,24,8,16,0,3,,,
"Cygnus Sonia Hospital, Nangloi",68,9,59,Private,2021-05-31-17-25,26,2,24,5,3,2,31,5,26,0,17,,,
