name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,25,0,25,Private,2021-08-09-10-20,3,0,3,2,0,2,5,0,5,2,5,,,
AASTHA HOSPITAL,40,0,40,Private,2021-08-09-17-23,8,0,8,2,0,2,10,0,10,,,2,2,0
Ace Hospital,30,0,30,Private,2021-08-09-10-33,4,0,4,,,,4,0,4,,,,,
Acharyashree Bhikshu Govt. Hospital,25,0,25,Delhi Government,2021-08-09-15-31,,,,5,0,5,5,0,5,12,0,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-08-09-09-00,,,,,,,,,,7,0,,,
AIIMS Jhajjar,400,5,395,Central Government,2021-08-09-07-18,,,,100,5,95,100,5,95,0,23,,,
AIIMS Main Delhi,13,0,13,Central Government,2021-08-09-16-38,,,,,,,,,,5,4,92,79,13
"AIIMS, Trauma Delhi",294,20,274,Central Government,2021-08-09-16-44,,,,71,13,58,71,13,58,,,,,
"Akash Healthcare, Dwarka",60,0,60,Private,2021-08-09-17-22,30,0,30,10,0,10,40,0,40,0,16,28,0,28
All India Institute of Ayurveda,47,0,47, ,2021-08-09-11-15,,,,,,,,,,7,0,,,
Alshifa Hospital,20,0,20,Private,2021-08-09-10-32,5,0,5,4,0,4,9,0,9,20,0,10,9,1
Ambedkar Nagar hospital,200,2,198,Delhi Government,2021-08-09-16-54,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-08-09-16-48,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",20,0,20,Private,2021-08-09-12-05,,,,,,,,,,1,23,5,2,3
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-08-09-13-04,4,0,4,,,,4,0,4,1,0,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,,,,7,0,7,,,,,
ARK Hospital,30,0,30,Private,2021-08-09-11-46,5,0,5,,,,5,0,5,0,6,,,
Arogya Hospital,6,0,6,Private,2021-08-09-13-39,6,0,6,,,,6,0,6,0,23,4,3,1
Arya Hospital,24,0,24,Private,2021-08-09-13-58,8,0,8,2,0,2,10,0,10,4,0,14,0,14
Ashray Medical Centre,12,0,12,Private,2021-08-09-08-45,2,0,2,,,,2,0,2,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-08-09-08-26,,,,,,,,,,4,0,,,
Astha Hospital,10,0,10,Private,2021-08-09-10-09,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",50,0,50,Private,2021-08-09-10-04,18,0,18,2,0,2,20,0,20,0,23,20,20,0
"B.M. Gupta Hospital, Uttam Nagar",30,0,30,Private,2021-08-09-17-26,7,0,7,1,0,1,8,0,8,0,23,,,
Balak Ram Hospital,25,0,25,Delhi Government,2021-08-09-08-00,,,,,,,,,,,,,,
"Bansal Global Hospital, Jahangirpuri",60,0,60,Private,2021-08-09-07-38,9,0,9,1,0,1,10,0,10,0,7,1,0,1
Bara Hindurao Hospital,250,3,247,Central Government,2021-08-09-10-03,,,,14,0,14,14,0,14,6,6,4,3,1
Base Hospital Delhi Cantt,500,18,482,Central Government,2021-08-09-09-08,,,,50,4,46,50,4,46,2,12,,,
Batra Hospital,148,0,148,Private,2021-08-09-11-03,3,0,3,5,0,5,8,0,8,0,23,52,42,10
"Bensups Hospital, Dwarka",30,0,30,Private,2021-08-09-07-34,12,0,12,3,0,3,15,0,15,5,10,,,
BH SALVAS HOSPITAL,10,0,10,Private,2021-08-09-09-52,2,0,2,1,0,1,3,0,3,0,20,10,0,10
"Bhagwati Hospital, Rohini",35,0,35,Private,2021-08-09-15-27,13,0,13,2,0,2,15,0,15,0,10,5,5,0
"Bhatia Global Hospital, Paschim Vihar",14,0,14,Private,2021-08-09-17-15,1,0,1,,,,1,0,1,6,12,5,2,3
Bimla Devi Hospital,10,0,10,Private,2021-08-09-10-51,6,0,6,,,,6,0,6,4,0,4,0,4
"BLK Hospital, Pusa Road",140,4,136,Private,2021-08-09-15-30,21,0,21,7,3,4,28,3,25,6,0,90,90,0
