name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-11-05-11-09,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,5,0,5,Private,2021-11-05-17-16,1,0,1,1,0,1,2,0,5,2,3,,,
Acharyashree Bhikshu Govt. Hospital,25,0,25,Delhi Government,2021-11-05-15-50,,,,5,0,5,12,0,,,,5,0,5
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-11-05-10-42,,,,,,,6,0,,,,,,
AIIMS Jhajjar,400,0,400,Central Government,2021-11-05-17-01,,,,100,0,100,0,23,,,,100,0,100
"AIIMS, Trauma Delhi",94,3,91,Central Government,2021-11-05-17-04,,,,32,3,29,,,,,,32,3,29
"Akash Healthcare, Dwarka",20,0,20,Private,2021-11-05-16-53,10,0,10,10,0,10,0,16,58,0,58,,,
All India Institute of Ayurveda,21,0,21, ,2021-11-05-10-43,,,,,,,7,0,,,,,,
Alshifa Hospital,18,0,18,Private,2021-11-05-10-03,4,0,4,6,0,6,14,0,11,3,8,2,0,2
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-11-06-05-02,,,,,,,1,0,,,,,,
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-11-05-09-08,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",10,0,10,Private,2021-11-05-09-19,,,,,,,1,23,5,3,2,,,
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-11-05-11-24,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
ARK Hospital,30,0,30,Private,2021-10-28-08-45,5,0,5,5,0,5,0,6,,,,,,
Arya Hospital,24,0,24,Private,2021-11-05-13-39,10,0,10,12,0,12,4,0,14,0,14,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-11-05-00-59,,,,,,,1,23,,,,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-11-05-09-43,,,,,,,4,0,,,,,,
Astha Hospital,10,0,10,Private,2021-11-05-08-39,,,,,,,,,,,,,,
"Ayushman Hospital, Dwarka",50,0,50,Private,2021-11-05-06-15,18,0,18,20,0,20,0,23,20,20,0,2,0,2
"B.M. Gupta Hospital, Uttam Nagar",10,0,10,Private,2021-11-05-18-27,1,0,1,2,0,2,0,23,,,,1,0,1
Balak Ram Hospital,25,0,25,Delhi Government,2021-11-04-13-12,,,,,,,,,,,,,,
Bara Hindurao Hospital,250,1,249,Central Government,2021-11-05-08-31,,,,14,0,14,7,0,8,5,3,14,0,14
Base Hospital Delhi Cantt,500,10,490,Central Government,2021-11-05-07-53,,,,50,2,48,2,12,,,,50,2,48
