name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant
Aashlok Hospital,2,0,2,Private,2021-06-20-10-27,1,0,1,1,0,1,2,5,,,,,,
AASTHA HOSPITAL,5,0,5,Private,2021-06-21-09-40,1,0,1,1,0,1,2,0,5,2,3,,,
Adarsh Multispeciality Hospital & Trauma Centre,10,0,10,Private,2021-06-21-11-17,,,,,,,6,0,,,,,,
AIIMS Main Delhi,15,1,14,Central Government,2021-06-21-11-37,,,,,,,4,8,133,105,28,,,
"AIIMS, Trauma Delhi",2,0,2,Central Government,2021-06-21-14-21,,,,2,0,2,,,,,,2,0,2
"Akash Healthcare, Dwarka",20,0,20,Private,2021-06-21-08-59,5,0,5,7,0,7,0,16,44,31,13,2,0,2
Alshifa Hospital,18,0,18,Private,2021-06-21-12-03,6,0,6,8,0,8,4,0,14,2,12,2,0,2
Ambedkar Nagar hospital,200,0,200,Delhi Government,2021-06-21-06-11,40,0,40,50,0,50,3,0,,,,10,0,10
Angel Agasta Multispeciality Hospital,2,0,2,Private,2021-06-21-09-49,1,0,1,1,0,1,0,3,,,,,,
"Ansari Hospital, Sagarpur",10,0,10,Private,2021-06-21-11-26,3,0,3,4,0,4,1,23,5,5,0,1,0,1
"Apex City Hospital, West Vinod Nagar",28,0,28,Private,2021-06-21-09-39,4,0,4,4,0,4,1,0,,,,,,
Ardent Ganpati,31,0,31,Private,2021-08-03-09-28,7,0,7,7,0,7,,,,,,,,
Arya Hospital,24,0,24,Private,2021-06-21-09-31,8,0,8,10,0,10,,,10,0,10,2,0,2
Ashray Medical Centre,1,0,1,Private,2021-06-21-00-12,,,,,,,1,23,,,,,,
Astha Hospital,10,0,10,Private,2021-06-21-10-14,,,,,,,,,,,,,,
