name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant
Aashlok Hospital,22,9,13,Private,2021-05-25-17-32,3,2,1,2,2,0,5,4,1,0,8,,,
AASTHA HOSPITAL,40,8,32,Private,2021-05-25-16-02,8,1,7,2,1,1,10,2,8,0,7,2,1,1
Ace Hospital,20,0,20,Private,2021-05-25-12-25,4,0,4,,,,4,0,4,,,16,0,16
Acharyashree Bhikshu Govt. Hospital,150,21,129,Delhi Government,2021-05-25-16-56,,,,30,8,22,30,8,22,1,12,,,
Adarsh Multispeciality Hospital & Trauma Centre,12,0,12,Private,2021-05-25-17-09,,,,,,,,,,1,0,,,
AIIMS Jhajjar,400,174,226,Central Government,2021-05-25-17-32,,,,100,100,0,100,100,0,0,23,,,
AIIMS Main Delhi,302,136,166,Central Government,2021-05-25-16-49,29,23,6,43,37,6,72,60,12,0,11,72,40,32
"AIIMS, Trauma Delhi",294,257,37,Central Government,2021-05-25-16-40,,,,71,64,7,71,64,7,,,,,
"Akash Healthcare, Dwarka",133,120,13,Private,2021-05-25-17-11,14,14,0,40,40,0,54,54,0,0,12,17,17,0
All India Institute of Ayurveda,47,0,47, ,2021-05-25-10-28,,,,,,,,,,2,0,,,
Alshifa Hospital,50,23,27,Private,2021-05-25-16-00,15,11,4,4,4,0,19,15,4,1,11,,,
Ambedkar Nagar hospital,525,41,484,Delhi Government,2021-05-25-17-30,,,,,,,,,,1,0,,,
Angel Agasta Multispeciality Hospital,10,0,10,Private,2021-05-25-17-05,1,0,1,,,,1,0,1,0,3,,,
"Ansari Hospital, Sagarpur",40,10,30,Private,2021-05-25-16-57,3,0,3,2,0,2,5,0,5,0,23,5,0,5
"Apex City Hospital, West Vinod Nagar",28,2,26,Private,2021-05-25-17-02,4,0,4,,,,4,0,4,0,5,,,
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-05-25-08-07,,,,3,0,3,3,0,3,1,8,,,
Ardent Ganpati,31,3,28,Private,2021-05-25-13-52,7,3,4,,,,7,3,4,,,,,
ARK Hospital,30,0,30,Private,2021-05-25-11-54,5,0,5,,,,5,0,5,0,6,20,0,20
Arogya Hospital,20,18,2,Private,2021-05-25-12-23,6,6,0,,,,6,6,0,0,20,4,2,2
Arya Hospital,24,1,23,Private,2021-05-25-10-13,8,0,8,2,0,2,10,0,10,3,23,,,
Ashray Medical Centre,12,0,12,Private,2021-05-25-10-36,,,,,,,,,,1,23,,,
Asian Multispeciality Hospital,15,0,15,Private,2021-05-25-09-30,,,,,,,,,,4,0,,,
Astha Hospital,10,0,10,Private,2021-05-25-09-13,,,,,,,,,,,,10,0,10
"Ayushman Hospital, Dwarka",80,44,36,Private,2021-05-25-16-40,25,15,10,5,5,0,30,20,10,0,10,,,
"B.M. Gupta Hospital, Uttam Nagar",70,16,54,Private,2021-05-25-17-32,19,11,8,1,0,1,20,11,9,0,6,,,
